Municipality,numbered,County_Identifier,Curr_Year_Taxes_Collected,Curr_Year_Adjusted_Taxes_Collectible,Total_Taxes_Collected,Total_Adjusted_Taxes_Collectible
"CORNWALL",3.1000000000000000e+01,"L",5222091.0000,5290207.0000,5301741.0000,5502080.0000
"COVENTRY",3.2000000000000000e+01,"T",22799813.0000,23351565.0000,23141050.0000,23861545.0000
"CROMWELL",3.3000000000000000e+01,"M",32669608.0000,32897376.0000,32897535.0000,33621964.0000
"DANBURY",3.4000000000000000e+01,"F",137492791.0000,139630959.0000,139147566.0000,144834201.0000
"DARIEN",3.5000000000000000e+01,"F",89494121.0000,90029920.0000,90030820.0000,91118320.0000
"DEEP RIVER",3.6000000000000000e+01,"M",10621369.0000,10793153.0000,10746478.0000,11014062.0000
"DERBY",3.7000000000000000e+01,"NH",22247064.0000,22938175.0000,22626302.0000,23866604.0000
"DURHAM",3.8000000000000000e+01,"M",19473351.0000,19685093.0000,19683138.0000,20009551.0000
"EAST GRANBY",3.9000000000000000e+01,"H",13575753.0000,13812181.0000,13741710.0000,14175434.0000
"EAST HADDAM",4.0000000000000000e+01,"M",19324721.0000,19513888.0000,19450054.0000,19680988.0000
"EAST HAMPTON",4.1000000000000000e+01,"M",25357394.0000,25714934.0000,25536173.0000,26018341.0000
"EAST HARTFORD",4.2000000000000000e+01,"H",94616000.0000,98607000.0000,96684000.0000,101879000.0000
"EAST HAVEN",4.3000000000000000e+01,"NH",49154950.0000,50233868.0000,49766895.0000,51950951.0000
"EAST LYME",4.4000000000000000e+01,"NL",41255567.0000,41811304.0000,41634994.0000,42508674.0000
"EAST WINDSOR",4.5000000000000000e+01,"H",21334963.0000,21980310.0000,21787700.0000,23074461.0000
"EASTFORD",4.6000000000000000e+01,"W",3150396.0000,3232042.0000,3207570.0000,3329589.0000
"EASTON",4.7000000000000000e+01,"F",34478448.0000,34717656.0000,34619970.0000,35175517.0000
"ELLINGTON",4.8000000000000000e+01,"T",28990155.0000,29301643.0000,29197763.0000,30096546.0000
"ENFIELD",4.9000000000000000e+01,"H",73463000.0000,75097000.0000,74847000.0000,78814000.0000
"ESSEX",5.0000000000000000e+01,"M",16970572.0000,17156725.0000,17131317.0000,17453833.0000
"FAIRFIELD",5.1000000000000000e+01,"F",200151000.0000,202188000.0000,201170000.0000,204526000.0000
"FARMINGTON",5.2000000000000000e+01,"H",70661980.0000,70881292.0000,70844911.0000,71164506.0000
"FRANKLIN",5.3000000000000000e+01,"NL",3937259.0000,4000162.0000,4003451.0000,4142193.0000
"GLASTONBURY",5.4000000000000000e+01,"H",110641815.0000,111163102.0000,110910348.0000,111431635.0000
"GOSHEN",5.5000000000000000e+01,"L",8597049.0000,8654315.0000,8648967.0000,8748971.0000
"GRANBY",5.6000000000000000e+01,"H",29750069.0000,30088347.0000,29939211.0000,30369398.0000
"GREENWICH",5.7000000000000000e+01,"F",257557302.0000,258669464.0000,257888623.0000,260464143.0000
"GRISWOLD",5.8000000000000000e+01,"NL",13051472.0000,13360704.0000,13420688.0000,14231784.0000
"GROTON",5.9000000000000000e+01,"NL",67314792.0000,68586440.0000,68053482.0000,69965017.0000
"GROTON (City of)",6.0000000000000000e+01,,5146799.0000,5192653.0000,5174272.0000,5236856.0000
"GUILFORD",6.1000000000000000e+01,"NH",57581265.0000,57853239.0000,57707099.0000,58118291.0000
"HADDAM",6.2000000000000000e+01,"M",21272155.0000,21607722.0000,21662642.0000,23018960.0000
"HAMDEN",6.3000000000000000e+01,"NH",122986700.0000,124608733.0000,123184928.0000,126164629.0000
"HAMPTON",6.4000000000000000e+01,"W",3551261.0000,3598831.0000,3582853.0000,3704838.0000
"HARTFORD",6.5000000000000000e+01,"H",213260000.0000,221445000.0000,219078000.0000,237736000.0000
"HARTLAND",6.6000000000000000e+01,"H",4259387.0000,4302470.0000,4298607.0000,4351876.0000
"HARWINTON",6.7000000000000000e+01,"L",12090444.0000,12342644.0000,12162159.0000,12813095.0000
"HEBRON",6.8000000000000000e+01,"T",22104424.0000,22406413.0000,22244963.0000,22782230.0000
"KENT",6.9000000000000000e+01,"L",8726768.0000,8852168.0000,8819547.0000,9077297.0000
"KILLINGLY",7.0000000000000000e+01,"W",24641179.0000,25298692.0000,25135363.0000,26157455.0000
"KILLINGWORTH",7.1000000000000000e+01,"M",16761370.0000,16826193.0000,16816244.0000,16932542.0000
"LEBANON",7.2000000000000000e+01,"NL",12929024.0000,13283137.0000,13206575.0000,13712778.0000
"LEDYARD",7.3000000000000000e+01,"NL",28548770.0000,28926228.0000,28776700.0000,29286604.0000
"LISBON",7.4000000000000000e+01,"NL",5977385.0000,6093619.0000,6063085.0000,6244899.0000
"LITCHFIELD",7.5000000000000000e+01,"L",22005000.0000,22337000.0000,22243000.0000,22753000.0000
"LYME",7.6000000000000000e+01,"NL",7153057.0000,7218865.0000,7217764.0000,7350565.0000
"MADISON",7.7000000000000000e+01,"NH",56995624.0000,57295703.0000,57192793.0000,57833472.0000
"MANCHESTER",7.8000000000000000e+01,"H",116029000.0000,118238000.0000,118192000.0000,122228000.0000
"MANSFIELD",7.9000000000000000e+01,"T",21440099.0000,21769741.0000,21654119.0000,22265263.0000
"MARLBOROUGH",8.0000000000000000e+01,"H",15569038.0000,15657751.0000,15657205.0000,15808610.0000
"MERIDEN",8.1000000000000000e+01,"NH",99847031.0000,102623084.0000,101544471.0000,108473963.0000
"MIDDLEBURY",8.2000000000000000e+01,"NH",22628202.0000,22891089.0000,22816235.0000,23314569.0000
"MIDDLEFIELD",8.3000000000000000e+01,"M",10476377.0000,10684022.0000,10562284.0000,10912259.0000
"MIDDLETOWN",8.4000000000000000e+01,"M",88446000.0000,90512000.0000,89198000.0000,92822000.0000
"MILFORD",8.5000000000000000e+01,"NH",140289000.0000,142991000.0000,142008000.0000,148738000.0000
"MONROE",8.6000000000000000e+01,"F",57014214.0000,57583056.0000,57354980.0000,58152529.0000
"MONTVILLE",8.7000000000000000e+01,"NL",30385745.0000,30950275.0000,30877851.0000,32260199.0000
"MORRIS",8.8000000000000000e+01,"L",7002823.0000,7073357.0000,7042654.0000,7133399.0000
"NAUGATUCK",8.9000000000000000e+01,"NH",57664453.0000,60340080.0000,60322422.0000,67343778.0000
"NEW BRITAIN",9.0000000000000000e+01,"H",91654000.0000,95749000.0000,94090000.0000,104848000.0000
"NEW CANAAN",9.1000000000000000e+01,"F",100830060.0000,101561528.0000,101388498.0000,102835069.0000
"NEW FAIRFIELD",9.2000000000000000e+01,"F",35993657.0000,36304467.0000,36156903.0000,36566220.0000
"NEW HARTFORD",9.3000000000000000e+01,"L",15931870.0000,16158191.0000,16051351.0000,16430760.0000
"NEW HAVEN",9.4000000000000000e+01,"NH",182089417.0000,185890697.0000,184580509.0000,191434145.0000
"NEW LONDON",9.5000000000000000e+01,"NL",37290161.0000,38187117.0000,37799209.0000,39514512.0000
"NEW MILFORD",9.6000000000000000e+01,"L",63119503.0000,64337077.0000,64298304.0000,66534820.0000
"NEWINGTON",9.7000000000000000e+01,"H",69338000.0000,69973000.0000,69816000.0000,71034000.0000
"NEWTOWN",9.8000000000000000e+01,"F",84184897.0000,84992465.0000,84796275.0000,86103550.0000
"NORFOLK",9.9000000000000000e+01,"L",5778067.0000,5877688.0000,5947880.0000,6104602.0000
"NORTH BRANFORD",1.0000000000000000e+02,"NH",29649662.0000,30109078.0000,29856743.0000,30511354.0000
"NORTH CANAAN",1.0100000000000000e+02,"L",6447619.0000,6573446.0000,6556730.0000,6873143.0000
"NORTH HAVEN",1.0200000000000000e+02,"NH",64297284.0000,65327394.0000,65391698.0000,68760124.0000
"NORTH STONINGTON",1.0300000000000000e+02,"NL",10973588.0000,11238086.0000,11119779.0000,11525038.0000
"NORWALK",1.0400000000000000e+02,"F",222455924.0000,225887723.0000,224059428.0000,229232383.0000
"NORWICH",1.0500000000000000e+02,"NL",50127000.0000,52005000.0000,50967000.0000,54224000.0000
"OLD LYME",1.0600000000000000e+02,"NL",26785154.0000,27117511.0000,26957765.0000,27455299.0000
"OLD SAYBROOK",1.0700000000000000e+02,"M",30386251.0000,30593411.0000,30573240.0000,31000571.0000
"ORANGE",1.0800000000000000e+02,"NH",46936536.0000,47246688.0000,47162814.0000,47574232.0000
"OXFORD",1.0900000000000000e+02,"NH",25271828.0000,25971396.0000,25844010.0000,31086294.0000
"PLAINFIELD",1.1000000000000000e+02,"W",18943722.0000,19639216.0000,19320864.0000,20729231.0000
"PLAINVILLE",1.1100000000000000e+02,"H",34173231.0000,34971092.0000,34966333.0000,36396932.0000
"PLYMOUTH",1.1200000000000000e+02,"L",23368389.0000,24372343.0000,23894630.0000,25879095.0000
"POMFRET",1.1300000000000000e+02,"W",6779590.0000,6838766.0000,6812842.0000,6896696.0000
"PORTLAND",1.1400000000000000e+02,"M",22017184.0000,22386692.0000,22309440.0000,23028048.0000
"PRESTON",1.1500000000000000e+02,"NL",7655877.0000,7858613.0000,7750958.0000,8060785.0000
"PROSPECT",1.1600000000000000e+02,"NH",18975021.0000,19236927.0000,19256195.0000,19778268.0000
"PUTNAM",1.1700000000000000e+02,"W",7599675.0000,7793283.0000,7711741.0000,8050903.0000
"REDDING",1.1800000000000000e+02,"F",35548779.0000,35780495.0000,35988138.0000,36377079.0000
"RIDGEFIELD",1.1900000000000000e+02,"F",103123944.0000,104203399.0000,103597402.0000,106462472.0000
"ROCKY HILL",1.2000000000000000e+02,"H",46421162.0000,46723104.0000,46574144.0000,47055626.0000
"ROXBURY",1.2100000000000000e+02,"L",7818886.0000,7876644.0000,7840515.0000,7909319.0000
"SALEM",1.2200000000000000e+02,"NL",9473638.0000,9656132.0000,9598793.0000,9824444.0000
"SALISBURY",1.2300000000000000e+02,"L",10258538.0000,10343632.0000,10360867.0000,10517377.0000
"SCOTLAND",1.2400000000000000e+02,"W",3130243.0000,3236510.0000,3211245.0000,3533743.0000
"SEYMOUR",1.2500000000000000e+02,"NH",32980760.0000,33537238.0000,33530308.0000,34578364.0000
"SHARON",1.2600000000000000e+02,"L",7936234.0000,8094156.0000,8014594.0000,8373378.0000
"SHELTON",1.2700000000000000e+02,"F",81706943.0000,82516225.0000,82258095.0000,83545079.0000
"SHERMAN",1.2800000000000000e+02,"F",10593413.0000,10655295.0000,10663185.0000,10734276.0000
"SIMSBURY",1.2900000000000000e+02,"H",74472676.0000,75006187.0000,74848279.0000,75685238.0000
"SOMERS",1.3000000000000000e+02,"T",15781620.0000,15969708.0000,15905014.0000,16253055.0000
"SOUTH WINDSOR",1.3100000000000000e+02,"H",68278043.0000,69056659.0000,68785091.0000,71256896.0000
"SOUTHBURY",1.3200000000000000e+02,"NH",52059857.0000,52416052.0000,52313690.0000,52889702.0000
"SOUTHINGTON",1.3300000000000000e+02,"H",83662000.0000,84776000.0000,84560000.0000,86500000.0000
"SPRAGUE",1.3400000000000000e+02,"NL",4639307.0000,4794889.0000,4733899.0000,4963790.0000
"STAFFORD",1.3500000000000000e+02,"T",18744144.0000,19201941.0000,19113414.0000,20055270.0000
"STAMFORD",1.3600000000000000e+02,"F",350166266.0000,356270017.0000,354957358.0000,368924766.0000
"STERLING",1.3700000000000000e+02,"W",5724118.0000,6038516.0000,5907670.0000,6383837.0000
"STONINGTON",1.3800000000000000e+02,"NL",46195147.0000,46617197.0000,46530787.0000,47042913.0000
"STRATFORD",1.3900000000000000e+02,"F",131726602.0000,134121083.0000,133204111.0000,137594224.0000
"SUFFIELD",1.4000000000000000e+02,"H",29225385.0000,29574125.0000,29543125.0000,30058147.0000
"THOMASTON",1.4100000000000000e+02,"L",14907955.0000,15325961.0000,15239082.0000,16503042.0000
"THOMPSON",1.4200000000000000e+02,"W",10757392.0000,10943744.0000,10917354.0000,11316121.0000
"TOLLAND",1.4300000000000000e+02,"T",34008432.0000,34273077.0000,34170387.0000,34536586.0000
"TORRINGTON",1.4400000000000000e+02,"L",64889804.0000,64889804.0000,64889804.0000,64889804.0000
"TRUMBULL",1.4500000000000000e+02,"F",109807119.0000,111554093.0000,110616011.0000,113762038.0000
"UNION",1.4600000000000000e+02,"T",1884003.0000,1914786.0000,1893145.0000,1966463.0000
"VERNON",1.4700000000000000e+02,"T",48770952.0000,49658052.0000,49511691.0000,50905797.0000
"VOLUNTOWN",1.4800000000000000e+02,"NL",4155202.0000,4297530.0000,4270268.0000,4484862.0000
"WALLINGFORD",1.4900000000000000e+02,"NH",90584000.0000,92410000.0000,91707000.0000,94874000.0000
"WARREN",1.5000000000000000e+02,"L",4133338.0000,4149905.0000,4155567.0000,4174999.0000
"WASHINGTON",1.5100000000000000e+02,"L",11974685.0000,12075416.0000,12052662.0000,12221223.0000
"WATERBURY",1.5200000000000000e+02,"NH",190108000.0000,197161000.0000,194089000.0000,219538000.0000
"WATERFORD",1.5300000000000000e+02,"NL",55630494.0000,56048920.0000,62312456.0000,62986547.0000
"WATERTOWN",1.5400000000000000e+02,"L",37617731.0000,37970928.0000,38010186.0000,38573573.0000
"WEST HARTFORD",1.5500000000000000e+02,"H",172515000.0000,174302000.0000,173413000.0000,176127000.0000
"WEST HAVEN",1.5600000000000000e+02,"NH",83632811.0000,85753931.0000,84625233.0000,92506648.0000
"WESTBROOK",1.5700000000000000e+02,"M",18996111.0000,19242513.0000,19130932.0000,19584105.0000
"WESTON",1.5800000000000000e+02,"F",57883661.0000,58515726.0000,58260986.0000,59216907.0000
"WESTPORT",1.5900000000000000e+02,"F",139791382.0000,142241486.0000,141358837.0000,147797970.0000
"WETHERSFIELD",1.6000000000000000e+02,"H",64984509.0000,65637736.0000,65632110.0000,66722715.0000
"WILLINGTON",1.6100000000000000e+02,"T",10131369.0000,10208212.0000,10184931.0000,10303932.0000
"WILTON",1.6200000000000000e+02,"F",91784422.0000,92509592.0000,92161950.0000,93572194.0000
"WINCHESTER",1.6300000000000000e+02,"L",19734036.0000,20275677.0000,20158949.0000,20879338.0000
"WINDHAM",1.6400000000000000e+02,"W",26658192.0000,27406934.0000,27134671.0000,27935678.0000
"WINDSOR",1.6500000000000000e+02,"H",70073117.0000,70937721.0000,70785952.0000,72076075.0000
"WINDSOR LOCKS",1.6600000000000000e+02,"H",26215652.0000,26817174.0000,26588974.0000,27692272.0000
"WOLCOTT",1.6700000000000000e+02,"NH",28659133.0000,29450154.0000,29662807.0000,31362841.0000
"WOODBRIDGE",1.6800000000000000e+02,"NH",35741717.0000,35937688.0000,35870559.0000,36216720.0000
"WOODBURY",1.6900000000000000e+02,"L",24664222.0000,25027818.0000,24870726.0000,25541223.0000
"WOODSTOCK",1.7000000000000000e+02,"W",13046870.0000,13220245.0000,13185048.0000,13479269.0000
