Municipality,numbered,TOWN CODE,RESIDENTIAL,COMMERCIAL,INDUSTRIAL,PUBLIC UTILITY,APARTMENT,TOTAL_REAL,MOTOR,PERSONAL,GROSS,OTHER
"NEW FAIRFIELD",9.2000000000000000e+01,9.1000000000000000e+01,1.6661341100000000e+09,3.3241500000000000e+07,2.1599000000000000e+06,4.6828000000000000e+06,0.0000000000000000e+00,1.7065361100000000e+09,1.0771255800000000e+08,1.8977885000000000e+07,1.8332265530000000e+09,3.1780000000000000e+05
"NEW HARTFORD",9.3000000000000000e+01,9.2000000000000000e+01,4.4836560000000000e+08,2.2138060000000000e+07,8.2068000000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,5.0440351000000000e+08,4.9768128000000000e+07,2.1025377000000000e+07,5.7519701500000000e+08,2.5693050000000000e+07
"NEW HAVEN",9.4000000000000000e+01,9.3000000000000000e+01,3.4113971500000000e+09,1.8787975500000000e+09,2.7953863000000000e+08,4.1023150000000000e+07,0.0000000000000000e+00,5.6722252300000000e+09,3.1744949000000000e+08,4.5209293100000000e+08,6.4417676510000000e+09,6.1468750000000000e+07
"NEW LONDON",9.5000000000000000e+01,9.5000000000000000e+01,7.0842782000000000e+08,3.6203238900000000e+08,1.0724231000000000e+08,1.4896000000000000e+05,3.6481200000000000e+06,1.1930087590000000e+09,9.9424200000000000e+07,9.1966687000000000e+07,1.3843996460000000e+09,1.1509160000000000e+07
"NEW MILFORD",9.6000000000000000e+01,9.6000000000000000e+01,2.1980622900000000e+09,2.5103016000000000e+08,1.0967992000000000e+08,1.2928440000000000e+07,2.0166650000000000e+07,2.7086445300000000e+09,2.0296819000000000e+08,1.4291241500000000e+08,3.0545251350000000e+09,1.1677707000000000e+08
"NEWINGTON",9.7000000000000000e+01,9.4000000000000000e+01,1.7160243700000000e+09,3.7230153000000000e+08,9.1646300000000000e+07,3.3691900000000000e+06,5.7163920000000000e+07,2.2689773600000000e+09,1.9787909700000000e+08,1.6622517800000000e+08,2.6330816350000000e+09,2.8472050000000000e+07
"NEWTOWN",9.8000000000000000e+01,9.7000000000000000e+01,2.5058404600000000e+09,1.5221260000000000e+08,5.8110700000000000e+07,0.0000000000000000e+00,5.2064000000000000e+05,2.7490914900000000e+09,2.1823562100000000e+08,9.8741420000000000e+07,3.0660685310000000e+09,3.2407090000000000e+07
"NORFOLK",9.9000000000000000e+01,9.8000000000000000e+01,1.4492780000000000e+08,7.0643600000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.8887784000000000e+08,1.3872376000000000e+07,5.3885550000000000e+06,2.0813877100000000e+08,3.6885680000000000e+07
"NORTH BRANFORD",1.0000000000000000e+02,9.9000000000000000e+01,9.9678754600000000e+08,7.6810563000000000e+07,3.5594440000000000e+07,6.4883000000000000e+05,1.0563501000000000e+07,1.1375020200000000e+09,1.0358641000000000e+08,4.3069315000000000e+07,1.2841577450000000e+09,1.7097140000000000e+07
"NORTH CANAAN",1.0100000000000000e+02,1.0000000000000000e+02,1.1576916000000000e+08,3.0189620000000000e+07,2.1544790000000000e+07,3.4972000000000000e+05,4.1837600000000000e+06,1.9242881000000000e+08,2.2180460000000000e+07,5.5299120000000000e+07,2.6990839000000000e+08,2.0391760000000000e+07
"NORTH HAVEN",1.0200000000000000e+02,1.0100000000000000e+02,1.8830335740000000e+09,3.3855491600000000e+08,2.3199454000000000e+08,1.9426000000000000e+06,4.2823289000000000e+07,2.5334669390000000e+09,1.9995105500000000e+08,2.3016320600000000e+08,2.9635812000000000e+09,3.5118020000000000e+07
"NORTH STONINGTON",1.0300000000000000e+02,1.0200000000000000e+02,4.3797229000000000e+08,5.0095010000000000e+07,6.5896600000000000e+06,9.8714000000000000e+05,0.0000000000000000e+00,5.4169952000000000e+08,4.0096390000000000e+07,2.3778023000000000e+07,6.0557393300000000e+08,4.6055420000000000e+07
"NORWALK",1.0400000000000000e+02,1.0300000000000000e+02,7.2269265210000000e+09,1.8069418700000000e+09,2.1686168000000000e+08,4.5520790000000000e+07,2.0530582700000000e+08,9.5890511620000000e+09,5.4148102500000000e+08,5.4671773600000000e+08,1.0677249923000000e+10,8.7494474000000000e+07
"NORWICH",1.0500000000000000e+02,1.0400000000000000e+02,1.0865047000000000e+09,2.7639700000000000e+08,5.9823000000000000e+07,4.1980000000000000e+06,8.6459000000000000e+07,1.5668491880000000e+09,1.8318566000000000e+08,9.2878143000000000e+07,1.8429129910000000e+09,5.3467488000000000e+07
"OLD LYME",1.0600000000000000e+02,1.0500000000000000e+02,1.2988582050000000e+09,6.7130115000000000e+07,5.9150000000000000e+05,5.7840000000000000e+05,2.6099200000000000e+06,1.4024924300000000e+09,6.5600947000000000e+07,2.7604720000000000e+07,1.4956980970000000e+09,3.2724290000000000e+07
"OLD SAYBROOK",1.0700000000000000e+02,1.0600000000000000e+02,1.5478672000000000e+09,1.9337920000000000e+08,1.6635700000000000e+07,2.9472000000000000e+06,1.6982000000000000e+06,1.7999853000000000e+09,8.9498675000000000e+07,5.6534466000000000e+07,1.9460184410000000e+09,3.7457800000000000e+07
"ORANGE",1.0800000000000000e+02,1.0700000000000000e+02,1.4702439000000000e+09,3.5732710000000000e+08,8.7900900000000000e+07,5.3210000000000000e+05,1.4523300000000000e+07,1.9639656000000000e+09,1.1427618900000000e+08,6.7005334000000000e+07,2.1452471230000000e+09,3.3438300000000000e+07
"OXFORD",1.0900000000000000e+02,1.0800000000000000e+02,1.1257114050000000e+09,3.4834770000000000e+07,2.8704460000000000e+07,0.0000000000000000e+00,1.5682000000000000e+05,1.2079474340000000e+09,9.6316193000000000e+07,3.7005041000000000e+07,1.3412686680000000e+09,1.8539979000000000e+07
"PLAINFIELD",1.1000000000000000e+02,1.0900000000000000e+02,4.3082688000000000e+08,6.2597450000000000e+07,7.2648640000000000e+07,1.4620000000000000e+06,1.0832000000000000e+07,5.9699109000000000e+08,8.4855220000000000e+07,8.5435750000000000e+07,7.6728206000000000e+08,1.8624120000000000e+07
"PLAINVILLE",1.1100000000000000e+02,1.1000000000000000e+02,8.6677081000000000e+08,1.8428818000000000e+08,7.4155860000000000e+07,1.1929600000000000e+06,2.2711360000000000e+07,1.1718122200000000e+09,1.3019732000000000e+08,1.0106072000000000e+08,1.4030702600000000e+09,2.2693050000000000e+07
"PLYMOUTH",1.1200000000000000e+02,1.1100000000000000e+02,6.0436356000000000e+08,3.2588580000000000e+07,2.5413800000000000e+07,0.0000000000000000e+00,2.7351000000000000e+05,7.1000534000000000e+08,7.7077059000000000e+07,2.7844120000000000e+07,8.1492651900000000e+08,4.7365890000000000e+07
"POMFRET",1.1300000000000000e+02,1.1200000000000000e+02,2.6877813000000000e+08,1.1591466000000000e+07,9.4641000000000000e+06,5.5300000000000000e+04,1.8777500000000000e+06,3.0149572000000000e+08,3.0019561000000000e+07,1.3623613000000000e+07,3.4513889400000000e+08,9.7289740000000000e+06
"PORTLAND",1.1400000000000000e+02,1.1300000000000000e+02,6.3250593000000000e+08,6.2848670000000000e+07,1.4724570000000000e+07,2.7311000000000000e+05,2.3247700000000000e+06,7.4145392000000000e+08,6.4481270000000000e+07,2.5210481000000000e+07,8.3114567100000000e+08,2.8776870000000000e+07
"PRESTON",1.1500000000000000e+02,1.1400000000000000e+02,2.2347070000000000e+08,1.2707800000000000e+07,1.7514000000000000e+06,4.4480000000000000e+05,2.8060000000000000e+05,2.4782380000000000e+08,3.5457745000000000e+07,1.5868368000000000e+07,2.9914991300000000e+08,9.1685000000000000e+06
"PROSPECT",1.1600000000000000e+02,1.1500000000000000e+02,6.4608660500000000e+08,3.5724870000000000e+07,1.2053252000000000e+07,0.0000000000000000e+00,8.9340000000000000e+05,7.0207960700000000e+08,6.9365610000000000e+07,2.0662513000000000e+07,7.9210773000000000e+08,7.3214800000000000e+06
"PUTNAM",1.1700000000000000e+02,1.1600000000000000e+02,2.8813020000000000e+08,7.0800600000000000e+07,3.7797500000000000e+07,1.5370000000000000e+05,9.5816000000000000e+06,4.1799370000000000e+08,5.1002060000000000e+07,5.4181230000000000e+07,5.2317699000000000e+08,1.1530100000000000e+07
"REDDING",1.1800000000000000e+02,1.1700000000000000e+02,1.2643337500000000e+09,7.7423922000000000e+07,8.9250000000000000e+06,3.0965000000000000e+05,0.0000000000000000e+00,1.4280522420000000e+09,8.9177745000000000e+07,3.4140072000000000e+07,1.5513700590000000e+09,7.7059920000000000e+07
"RIDGEFIELD",1.1900000000000000e+02,1.1800000000000000e+02,3.4739627060000000e+09,2.3257444500000000e+08,1.3693897500000000e+08,0.0000000000000000e+00,7.9591300000000000e+06,3.8734474230000000e+09,2.2478859600000000e+08,1.4859099400000000e+08,4.2468270130000000e+09,2.2012167000000000e+07
"ROCKY HILL",1.2000000000000000e+02,1.1900000000000000e+02,9.6531148000000000e+08,2.5759907000000000e+08,7.8811060000000000e+07,1.6736500000000000e+06,8.0575975000000000e+07,1.4025403250000000e+09,1.4544768900000000e+08,1.0342052500000000e+08,1.6514085390000000e+09,1.8569090000000000e+07
"ROXBURY",1.2100000000000000e+02,1.2000000000000000e+02,4.7215933000000000e+08,2.4941000000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,4.7905975000000000e+08,2.6837770000000000e+07,5.3794700000000000e+06,5.1127699000000000e+08,4.4063200000000000e+06
"SALEM",1.2200000000000000e+02,1.2100000000000000e+02,3.4792713000000000e+08,1.9311960000000000e+07,1.3247300000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,3.8420635000000000e+08,2.9597053000000000e+07,1.3700946000000000e+07,4.2750434900000000e+08,1.5642530000000000e+07
"SALISBURY",1.2300000000000000e+02,1.2200000000000000e+02,8.1629518000000000e+08,5.2389010000000000e+07,1.3902600000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,1.1096256400000000e+09,3.3474280000000000e+07,1.9801780000000000e+07,1.1629017000000000e+09,2.3955119000000000e+08
"SCOTLAND",1.2400000000000000e+02,1.2300000000000000e+02,7.9382680000000000e+07,1.1539200000000000e+06,0.0000000000000000e+00,2.7000000000000000e+04,0.0000000000000000e+00,8.3511520000000000e+07,1.1634670000000000e+07,3.1647410000000000e+06,9.8310931000000000e+07,2.9479200000000000e+06
"SEYMOUR",1.2500000000000000e+02,1.2400000000000000e+02,1.0348320500000000e+09,7.4794270000000000e+07,3.9572330000000000e+07,1.9751200000000000e+06,1.6500190000000000e+07,1.2042320600000000e+09,1.0377496500000000e+08,5.5282464000000000e+07,1.3632894890000000e+09,3.6558100000000000e+07
"SHARON",1.2600000000000000e+02,1.2500000000000000e+02,4.4190847000000000e+08,2.5056340000000000e+07,0.0000000000000000e+00,4.7600000000000000e+04,0.0000000000000000e+00,5.0101380000000000e+08,2.5445962000000000e+07,1.6651533000000000e+07,5.4311129500000000e+08,3.4001390000000000e+07
"SHELTON",1.2700000000000000e+02,1.2600000000000000e+02,3.5557784200000000e+09,5.8936553000000000e+08,1.8009106000000000e+08,2.7711990000000000e+07,3.0069000000000000e+07,4.4054044100000000e+09,2.8443643000000000e+08,2.8616166000000000e+08,4.9760025000000000e+09,2.2388410000000000e+07
"SHERMAN",1.2800000000000000e+02,1.2700000000000000e+02,5.4726567200000000e+08,5.3224000000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,6.2509384200000000e+08,3.3950207000000000e+07,9.3071290000000000e+06,6.6835117800000000e+08,7.2505770000000000e+07
"SIMSBURY",1.2900000000000000e+02,1.2800000000000000e+02,1.4966981950000000e+09,2.0383615200000000e+08,1.0072335000000000e+07,4.5333000000000000e+05,9.4018830000000000e+06,1.7370994450000000e+09,1.7332949200000000e+08,1.1801464300000000e+08,2.0284435800000000e+09,1.6637550000000000e+07
"SOMERS",1.3000000000000000e+02,1.2900000000000000e+02,6.2556882500000000e+08,2.1337830000000000e+07,6.3405700000000000e+06,0.0000000000000000e+00,2.3722400000000000e+06,6.6824413500000000e+08,6.7515621000000000e+07,1.5198528000000000e+07,7.5095828400000000e+08,1.2624670000000000e+07
"SOUTH WINDSOR",1.3100000000000000e+02,1.3200000000000000e+02,1.4089326230000000e+09,1.9049294000000000e+08,1.8393487000000000e+08,3.2728000000000000e+05,0.0000000000000000e+00,1.8126830630000000e+09,1.9454558700000000e+08,1.6592766800000000e+08,2.1731563180000000e+09,2.8995350000000000e+07
"SOUTHBURY",1.3200000000000000e+02,1.3000000000000000e+02,1.5120036600000000e+09,2.3381038000000000e+08,8.9802800000000000e+06,0.0000000000000000e+00,2.5419140000000000e+07,1.7936087300000000e+09,1.4896474000000000e+08,1.3367069300000000e+08,2.0762441630000000e+09,1.3395270000000000e+07
"SOUTHINGTON",1.3300000000000000e+02,1.3100000000000000e+02,2.8311778560000000e+09,4.0072852400000000e+08,1.0552801900000000e+08,0.0000000000000000e+00,2.7086920000000000e+07,3.4600182670000000e+09,3.1176086900000000e+08,1.7841719200000000e+08,3.9501963280000000e+09,9.5496948000000000e+07
"SPRAGUE",1.3400000000000000e+02,1.3300000000000000e+02,1.1923570000000000e+08,2.0052010000000000e+07,0.0000000000000000e+00,0.0000000000000000e+00,1.3826000000000000e+06,1.5430121000000000e+08,1.7039606000000000e+07,2.1811610000000000e+07,1.9315242600000000e+08,1.3630900000000000e+07
"STAFFORD",1.3500000000000000e+02,1.3400000000000000e+02,5.6038139000000000e+08,4.1138250000000000e+07,1.7691010000000000e+07,7.0690000000000000e+05,3.7176800000000000e+06,6.7426401000000000e+08,7.5946785000000000e+07,6.5030950000000000e+07,8.1524174500000000e+08,5.0628780000000000e+07
"STAMFORD",1.3600000000000000e+02,1.3500000000000000e+02,1.3721296030000000e+10,3.8717066700000000e+09,7.2601153000000000e+08,1.0291547000000000e+08,1.0386271300000000e+09,1.9460894780000000e+10,7.9849407500000000e+08,8.7214378700000000e+08,2.1131532642000000e+10,3.3795000000000000e+05
"STERLING",1.3700000000000000e+02,1.3600000000000000e+02,1.2275472000000000e+08,3.5324500000000000e+06,7.4627200000000000e+06,0.0000000000000000e+00,7.4350000000000000e+04,1.4369404000000000e+08,2.1336110000000000e+07,2.6032425000000000e+07,1.9106257500000000e+08,9.8698000000000000e+06
"STONINGTON",1.3800000000000000e+02,1.3700000000000000e+02,1.5486632500000000e+09,2.9594108000000000e+08,2.2104600000000000e+07,3.5412400000000000e+06,1.2224170000000000e+07,1.9481738230000000e+09,1.2761099500000000e+08,7.9398241000000000e+07,2.1551830590000000e+09,6.5699483000000000e+07
"STRATFORD",1.3900000000000000e+02,1.3800000000000000e+02,3.3231931800000000e+09,3.6518567000000000e+08,2.6349582000000000e+08,1.4701400000000000e+06,2.0053110000000000e+07,4.0409836300000000e+09,2.9458956300000000e+08,2.9671431400000000e+08,4.6322875070000000e+09,6.7585710000000000e+07
"SUFFIELD",1.4000000000000000e+02,1.3900000000000000e+02,8.7436804000000000e+08,4.1370910000000000e+07,3.5935400000000000e+07,8.1669000000000000e+05,5.3501700000000000e+06,9.6689404000000000e+08,9.6729900000000000e+07,5.6255724000000000e+07,1.1198796640000000e+09,9.0528300000000000e+06
"THOMASTON",1.4100000000000000e+02,1.4000000000000000e+02,4.4446940000000000e+08,3.4716280000000000e+07,3.6782940000000000e+07,0.0000000000000000e+00,6.9454900000000000e+06,5.3430166000000000e+08,5.1810436000000000e+07,4.2364689000000000e+07,6.2847678500000000e+08,1.1387550000000000e+07
"THOMPSON",1.4200000000000000e+02,1.4100000000000000e+02,4.7417337000000000e+08,1.4465400000000000e+07,7.3316000000000000e+06,1.4700000000000000e+05,2.6203000000000000e+06,5.7947949000000000e+08,6.1993479000000000e+07,1.8698199000000000e+07,6.6017116800000000e+08,8.0741820000000000e+07
"TOLLAND",1.4300000000000000e+02,1.4200000000000000e+02,9.8896403000000000e+08,4.9782400000000000e+07,2.1561600000000000e+07,0.0000000000000000e+00,4.5713000000000000e+06,1.0679510300000000e+09,1.0907698200000000e+08,3.8197090000000000e+07,1.2152251020000000e+09,3.0717000000000000e+06
"TORRINGTON",1.4400000000000000e+02,1.4300000000000000e+02,1.2739282000000000e+09,2.1175687000000000e+08,7.0785000000000000e+07,3.9050000000000000e+06,2.3690000000000000e+07,1.6107459220000000e+09,1.9983246900000000e+08,1.4943663300000000e+08,1.9600150240000000e+09,2.6680852000000000e+07
"TRUMBULL",1.4500000000000000e+02,1.4400000000000000e+02,3.8619371580000000e+09,4.7773850000000000e+08,1.4836580000000000e+08,5.1960000000000000e+06,2.0216900000000000e+07,4.5646158580000000e+09,2.6527530600000000e+08,2.4919274000000000e+08,5.0790839040000000e+09,5.1161500000000000e+07
"UNION",1.4600000000000000e+02,1.4500000000000000e+02,5.3811910000000000e+07,2.3621600000000000e+06,2.2441000000000000e+05,2.7966700000000000e+06,0.0000000000000000e+00,6.3357040000000000e+07,7.2928900000000000e+06,2.5143230000000000e+06,7.3164253000000000e+07,4.1618900000000000e+06
"VERNON",1.4700000000000000e+02,1.4600000000000000e+02,8.5106132100000000e+08,1.8514141000000000e+08,1.8277420000000000e+07,1.4104400000000000e+06,1.2455839000000000e+08,1.1892031510000000e+09,1.5928801000000000e+08,7.3693755000000000e+07,1.4221849160000000e+09,8.7541700000000000e+06
"VOLUNTOWN",1.4800000000000000e+02,1.4700000000000000e+02,1.7193239000000000e+08,4.5702200000000000e+06,4.7180000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,2.0013647000000000e+08,1.8159343000000000e+07,3.1291370000000000e+06,2.2142495000000000e+08,2.3586680000000000e+07
"WALLINGFORD",1.4900000000000000e+02,1.4800000000000000e+02,2.7494931430000000e+09,5.5524635000000000e+08,2.2294674000000000e+08,9.7971200000000000e+06,2.3064340000000000e+07,3.6073444330000000e+09,3.0185258300000000e+08,3.6303908600000000e+08,4.2722361020000000e+09,4.6796740000000000e+07
"WARREN",1.5000000000000000e+02,1.4900000000000000e+02,1.7377773000000000e+08,3.6962800000000000e+06,0.0000000000000000e+00,3.8500000000000000e+03,0.0000000000000000e+00,1.9514865000000000e+08,1.1696210000000000e+07,4.4440700000000000e+06,2.1128893000000000e+08,1.7670790000000000e+07
"WASHINGTON",1.5100000000000000e+02,1.5000000000000000e+02,7.3553750000000000e+08,3.1829690000000000e+07,4.5063000000000000e+05,3.5924000000000000e+05,1.9096800000000000e+06,9.1287840000000000e+08,3.8695700000000000e+07,1.6638480000000000e+07,9.6821258000000000e+08,1.4279166000000000e+08
"WATERBURY",1.5200000000000000e+02,1.5100000000000000e+02,1.9265727050000000e+09,7.2391571800000000e+08,1.3449614800000000e+08,1.0885300000000000e+05,1.6804880600000000e+08,2.9637923790000000e+09,3.5493171700000000e+08,3.3959375500000000e+08,3.6583178510000000e+09,1.0650149000000000e+07
"WATERFORD",1.5300000000000000e+02,1.5200000000000000e+02,1.1670631000000000e+09,6.8757351000000000e+08,1.0784612000000000e+08,0.0000000000000000e+00,9.6505400000000000e+06,2.0049026800000000e+09,1.4462978000000000e+08,6.0745019200000000e+08,2.7569826520000000e+09,3.2769410000000000e+07
"WATERTOWN",1.5400000000000000e+02,1.5300000000000000e+02,1.2175545000000000e+09,8.1575800000000000e+07,1.0358280000000000e+08,2.3787000000000000e+06,9.4880000000000000e+06,1.4151773000000000e+09,1.6265687400000000e+08,1.3363008400000000e+08,1.7114642580000000e+09,5.9750000000000000e+05
"WEST HARTFORD",1.5500000000000000e+02,1.5500000000000000e+02,4.5602648000000000e+09,6.8820460000000000e+08,6.7699500000000000e+07,5.8701000000000000e+06,1.2737720000000000e+08,5.4918014000000000e+09,3.6991605000000000e+08,1.6850090000000000e+08,6.0302183500000000e+09,4.2385200000000000e+07
"WEST HAVEN",1.5600000000000000e+02,1.5600000000000000e+02,2.2109708950000000e+09,2.1904606800000000e+08,1.5886633000000000e+08,2.3197300000000000e+06,1.4981712400000000e+08,2.7615329270000000e+09,2.3022746900000000e+08,1.2794236900000000e+08,3.1197027650000000e+09,2.0512780000000000e+07
"WESTBROOK",1.5700000000000000e+02,1.5400000000000000e+02,1.0145111330000000e+09,1.1917361000000000e+08,3.2347250000000000e+07,0.0000000000000000e+00,4.2881900000000000e+06,1.2240348700000000e+09,5.0240632000000000e+07,4.8460515000000000e+07,1.3227360170000000e+09,5.3714687000000000e+07
"WESTON",1.5800000000000000e+02,1.5700000000000000e+02,2.2926111500000000e+09,1.7556110000000000e+07,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.3821030000000000e+09,1.1570874900000000e+08,1.6578517000000000e+07,2.5143902660000000e+09,7.1935740000000000e+07
"WESTPORT",1.5900000000000000e+02,1.5800000000000000e+02,8.4102209500000000e+09,1.3599914800000000e+09,1.1316600000000000e+07,3.1242000000000000e+06,6.6315000000000000e+06,9.9811647880000000e+09,2.9286307300000000e+08,1.4140825500000000e+08,1.0415436116000000e+10,1.8988005800000000e+08
"WETHERSFIELD",1.6000000000000000e+02,1.5900000000000000e+02,1.5337389000000000e+09,1.7910369000000000e+08,1.5945000000000000e+07,3.3692000000000000e+06,5.0508300000000000e+07,1.7833256900000000e+09,1.6323348000000000e+08,6.1149280000000000e+07,2.0077084500000000e+09,6.6060000000000000e+05
"WILLINGTON",1.6100000000000000e+02,1.6000000000000000e+02,2.2964500000000000e+08,4.8735090000000000e+07,3.7499300000000000e+06,6.2410000000000000e+04,1.8747690000000000e+07,3.4238680600000000e+08,3.7865284000000000e+07,1.4185828000000000e+07,3.9443791800000000e+08,4.1446686000000000e+07
"WILTON",1.6200000000000000e+02,1.6100000000000000e+02,3.0005054300000000e+09,4.3557518000000000e+08,0.0000000000000000e+00,1.5428140000000000e+07,1.2536090000000000e+07,3.4956374200000000e+09,1.8686584000000000e+08,1.4523719000000000e+08,3.8277404500000000e+09,3.1592580000000000e+07
"WINCHESTER",1.6300000000000000e+02,1.6200000000000000e+02,3.9533593500000000e+08,4.8007470000000000e+07,1.5686790000000000e+07,1.8130000000000000e+05,1.1089890000000000e+07,4.9914122500000000e+08,6.2775094000000000e+07,3.8092817000000000e+07,6.0000913600000000e+08,2.8839840000000000e+07
"WINDHAM",1.6400000000000000e+02,1.6300000000000000e+02,5.2244719500000000e+08,1.2474608500000000e+08,3.6662320000000000e+07,1.5396500000000000e+06,0.0000000000000000e+00,7.8153398000000000e+08,9.1439160000000000e+07,6.6962280000000000e+07,9.3993542000000000e+08,9.6138730000000000e+07
"WINDSOR",1.6500000000000000e+02,1.6400000000000000e+02,1.3123610500000000e+09,3.3660229000000000e+08,2.1452907000000000e+08,3.5550200000000000e+06,1.0504480000000000e+07,1.9093617300000000e+09,1.8605940500000000e+08,3.6659417700000000e+08,2.4620153120000000e+09,3.1809820000000000e+07
"WINDSOR LOCKS",1.6600000000000000e+02,1.6500000000000000e+02,5.2609924000000000e+08,1.3175780000000000e+08,1.4709530000000000e+08,4.7890000000000000e+05,1.0871000000000000e+07,8.1638538000000000e+08,1.5940939800000000e+08,1.9263088000000000e+08,1.1684256580000000e+09,8.3140000000000000e+04
"WOLCOTT",1.6700000000000000e+02,1.6600000000000000e+02,1.1011431600000000e+09,4.6304810000000000e+07,3.0267910000000000e+07,0.0000000000000000e+00,4.6997800000000000e+06,1.1986438400000000e+09,1.1252863700000000e+08,4.6709470000000000e+07,1.3578819470000000e+09,1.6228180000000000e+07
"WOODBRIDGE",1.6800000000000000e+02,1.6700000000000000e+02,1.0119988900000000e+09,5.7769180000000000e+07,1.1585520000000000e+07,4.9867000000000000e+05,7.8317000000000000e+05,1.1015801900000000e+09,8.0780260000000000e+07,2.0363200000000000e+07,1.2027236500000000e+09,1.8944760000000000e+07
"WOODBURY",1.6900000000000000e+02,1.6800000000000000e+02,8.5166439000000000e+08,5.3286600000000000e+07,1.0300440000000000e+07,0.0000000000000000e+00,1.4631590000000000e+07,9.3924759000000000e+08,8.5253521000000000e+07,2.1941804000000000e+07,1.0464429150000000e+09,9.3645700000000000e+06
"WOODSTOCK",1.7000000000000000e+02,1.6900000000000000e+02,6.3117213000000000e+08,2.6619580000000000e+07,8.9749000000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,7.0441071000000000e+08,5.8720162000000000e+07,1.9449448000000000e+07,7.8258032000000000e+08,3.7644100000000000e+07
