MUNICIPALITY,Numbered,2014 LABOR FORCE,2014 UNEMPLOYED,2014 UNEMP RATE
"PROSPECT",1.1600000000000000e+02,5.4750000000000000e+03,2.9000000000000000e+02,5.2968036529680365e-02
"PUTNAM",1.1700000000000000e+02,4.8180000000000000e+03,3.5900000000000000e+02,7.4512245745122455e-02
"REDDING",1.1800000000000000e+02,4.4600000000000000e+03,2.1500000000000000e+02,4.8206278026905830e-02
"RIDGEFIELD",1.1900000000000000e+02,1.1765000000000000e+04,5.5800000000000000e+02,4.7428814279643010e-02
"ROCKY HILL",1.2000000000000000e+02,1.1233000000000000e+04,5.5700000000000000e+02,4.9586041128816878e-02
"ROXBURY",1.2100000000000000e+02,1.3220000000000000e+03,5.1000000000000000e+01,3.8577912254160365e-02
"SALEM",1.2200000000000000e+02,2.1210000000000000e+03,1.2700000000000000e+02,5.9877416313059879e-02
"SALISBURY",1.2300000000000000e+02,1.7940000000000000e+03,7.3000000000000000e+01,4.0691192865105912e-02
"SCOTLAND",1.2400000000000000e+02,9.4900000000000000e+02,5.4000000000000000e+01,5.6902002107481559e-02
"SEYMOUR",1.2500000000000000e+02,9.0430000000000000e+03,6.3100000000000000e+02,6.9777728629879465e-02
"SHARON",1.2600000000000000e+02,1.4630000000000000e+03,6.3000000000000000e+01,4.3062200956937802e-02
"SHELTON",1.2700000000000000e+02,2.1951000000000000e+04,1.3710000000000000e+03,6.2457291239579063e-02
"SHERMAN",1.2800000000000000e+02,1.8940000000000000e+03,9.3000000000000000e+01,4.9102428722280884e-02
"SIMSBURY",1.2900000000000000e+02,1.2685000000000000e+04,5.5200000000000000e+02,4.3515963736696889e-02
"SOMERS",1.3000000000000000e+02,5.1110000000000000e+03,2.8500000000000000e+02,5.5762081784386616e-02
"SOUTH WINDSOR",1.3100000000000000e+02,1.3869000000000000e+04,7.1600000000000000e+02,5.1625928329367653e-02
"SOUTHBURY",1.3200000000000000e+02,8.7930000000000000e+03,5.0000000000000000e+02,5.6863414079381329e-02
"SOUTHINGTON",1.3300000000000000e+02,2.3979000000000000e+04,1.3190000000000000e+03,5.5006463989323989e-02
"SPRAGUE",1.3400000000000000e+02,1.6350000000000000e+03,1.2800000000000000e+02,7.8287461773700301e-02
"STAFFORD",1.3500000000000000e+02,6.7990000000000000e+03,4.6100000000000000e+02,6.7804088836593612e-02
"STAMFORD",1.3600000000000000e+02,6.8186000000000000e+04,3.7460000000000000e+03,5.4937963804886636e-02
"STERLING",1.3700000000000000e+02,2.0210000000000000e+03,1.7200000000000000e+02,8.5106382978723402e-02
"STONINGTON",1.3800000000000000e+02,9.5800000000000000e+03,5.4400000000000000e+02,5.6784968684759914e-02
"STRATFORD",1.3900000000000000e+02,2.7414000000000000e+04,2.0580000000000000e+03,7.5071131538629904e-02
"SUFFIELD",1.4000000000000000e+02,7.4500000000000000e+03,4.0500000000000000e+02,5.4362416107382551e-02
"THOMASTON",1.4100000000000000e+02,4.7460000000000000e+03,2.8800000000000000e+02,6.0682680151706699e-02
"THOMPSON",1.4200000000000000e+02,5.1750000000000000e+03,3.1700000000000000e+02,6.1256038647342997e-02
"TOLLAND",1.4300000000000000e+02,8.4650000000000000e+03,3.7900000000000000e+02,4.4772593030124042e-02
"TORRINGTON",1.4400000000000000e+02,1.9830000000000000e+04,1.4290000000000000e+03,7.2062531517902165e-02
"TRUMBULL",1.4500000000000000e+02,1.8078000000000000e+04,9.7000000000000000e+02,5.3656377917911273e-02
"UNION",1.4600000000000000e+02,4.5800000000000000e+02,2.4000000000000000e+01,5.2401746724890827e-02
"VERNON",1.4700000000000000e+02,1.6998000000000000e+04,1.0920000000000000e+03,6.4242852100247091e-02
"VOLUNTOWN",1.4800000000000000e+02,1.4950000000000000e+03,1.0000000000000000e+02,6.6889632107023408e-02
"WALLINGFORD",1.4900000000000000e+02,2.6108000000000000e+04,1.5070000000000000e+03,5.7721771104642258e-02
"WARREN",1.5000000000000000e+02,8.0100000000000000e+02,4.4000000000000000e+01,5.4931335830212237e-02
"WASHINGTON",1.5100000000000000e+02,2.0540000000000000e+03,9.7000000000000000e+01,4.7224926971762414e-02
"WATERBURY",1.5200000000000000e+02,5.1573000000000000e+04,5.5220000000000000e+03,1.0707152967638105e-01
"WATERFORD",1.5300000000000000e+02,1.0172000000000000e+04,5.9700000000000000e+02,5.8690523004325597e-02
"WATERTOWN",1.5400000000000000e+02,1.3057000000000000e+04,7.3900000000000000e+02,5.6597993413494675e-02
"WEST HARTFORD",1.5500000000000000e+02,3.3805000000000000e+04,1.5930000000000000e+03,4.7123206626238721e-02
"WEST HAVEN",1.5600000000000000e+02,3.0118000000000000e+04,2.4140000000000000e+03,8.0151404475728799e-02
"WESTBROOK",1.5700000000000000e+02,3.5750000000000000e+03,2.0100000000000000e+02,5.6223776223776223e-02
"WESTON",1.5800000000000000e+02,4.3500000000000000e+03,2.1500000000000000e+02,4.9425287356321838e-02
"WESTPORT",1.5900000000000000e+02,1.2316000000000000e+04,6.0800000000000000e+02,4.9366677492692433e-02
"WETHERSFIELD",1.6000000000000000e+02,1.3926000000000000e+04,7.9300000000000000e+02,5.6943846043372111e-02
"WILLINGTON",1.6100000000000000e+02,3.6230000000000000e+03,1.9000000000000000e+02,5.2442727021805136e-02
"WILTON",1.6200000000000000e+02,8.4390000000000000e+03,3.9000000000000000e+02,4.6214006398862424e-02
"WINCHESTER",1.6300000000000000e+02,6.2970000000000000e+03,4.5000000000000000e+02,7.1462601238685086e-02
"WINDHAM",1.6400000000000000e+02,1.2547000000000000e+04,1.0550000000000000e+03,8.4083844743763445e-02
"WINDSOR",1.6500000000000000e+02,1.6457000000000000e+04,1.0530000000000000e+03,6.3984930424743264e-02
"WINDSOR LOCKS",1.6600000000000000e+02,7.2810000000000000e+03,4.5800000000000000e+02,6.2903447328663639e-02
"WOLCOTT",1.6700000000000000e+02,9.7910000000000000e+03,5.4300000000000000e+02,5.5459095087325092e-02
"WOODBRIDGE",1.6800000000000000e+02,4.8540000000000000e+03,2.0200000000000000e+02,4.1615162752369178e-02
"WOODBURY",1.6900000000000000e+02,5.5630000000000000e+03,2.8100000000000000e+02,5.0512313499910123e-02
"WOODSTOCK",1.7000000000000000e+02,4.1080000000000000e+03,2.2800000000000000e+02,5.5501460564751706e-02
