Municipality,EQUALIZED NET GRAND LIST GLYR 2007
"MILFORD",7423848716.4119
"MONROE",3755749820.6341
"MONTVILLE",2202457899.5258
"MORRIS",607499990.1489
"NAUGATUCK",2913509728.5714
"NEW BRITAIN",4266713050.0000
"NEW CANAAN",12598242853.2055
"NEW FAIRFIELD",2817408877.5300
"NEW HARTFORD",1029260516.5968
"NEW HAVEN",7593243863.3596
"NEW LONDON",2177713081.5535
"NEW MILFORD",4922456356.5252
"NEWINGTON",4076961125.9699
"NEWTOWN",5610981061.4286
"NORFOLK",425726619.0251
"NORTH BRANFORD",1983467813.0419
"NORTH CANAAN",522658314.2857
"NORTH HAVEN",4673548530.2899
"NORTH STONINGTON",953246634.7911
"NORWALK",20990084209.4394
"NORWICH",3615569260.7215
"OLD LYME",2448699330.7202
"OLD SAYBROOK",3416096295.6817
"ORANGE",2491548161.4256
"OXFORD",2122957162.0253
"PLAINFIELD",1498214867.1429
"PLAINVILLE",2215922413.6214
"PLYMOUTH",1207994971.6577
"POMFRET",507127770.5780
"PORTLAND",1235989790.5367
"PRESTON",630196911.4286
"PROSPECT",1291438333.3159
"PUTNAM",1004966920.6693
"REDDING",2869460967.1429
"RIDGEFIELD",7808266020.0000
"ROCKY HILL",3041593705.7255
"ROXBURY",1052434688.5714
"SALEM",600991342.2666
"SALISBURY",1769985006.3206
"SCOTLAND",194608923.8295
"SEYMOUR",2121453505.0418
"SHARON",1158625131.8146
"SHELTON",7412846767.6759
"SHERMAN",1101503318.0610
"SIMSBURY",3715470880.0000
"SOMERS",1239380822.8424
"SOUTH WINDSOR",3917940332.8571
"SOUTHBURY",3721949968.5714
"SOUTHINGTON",5968387721.2278
"SPRAGUE",310107322.2068
"STAFFORD",1279871932.2418
"STAMFORD",34348965158.5714
"STERLING",456741871.4286
"STONINGTON",4425913908.5714
"STRATFORD",7495976591.1480
"SUFFIELD",2054688970.7887
"THOMASTON",927513409.2085
"THOMPSON",1026835714.7435
"TOLLAND",1990240266.1561
"TORRINGTON",3590462161.8834
"TRUMBULL",7409467511.5282
"UNION",124755775.6825
"VERNON",2491857824.1395
"VOLUNTOWN",322893157.3129
"WALLINGFORD",7075703679.2552
"WARREN",492194142.8571
"WASHINGTON",1882715345.0740
"WATERBURY",7617694194.2857
"WATERFORD",5182071728.5714
"WATERTOWN",2970805401.9018
"WEST HARTFORD",7332637978.0591
"WEST HAVEN",4601599297.8894
"WESTBROOK",1995186819.1246
"WESTON",3934316144.8603
"WESTPORT",16130739195.0472
"WETHERSFIELD",3637100135.1093
"WILLINGTON",728820263.7307
"WILTON",7124700342.8571
"WINCHESTER",1186425062.8571
"WINDHAM",1598844233.4532
"WINDSOR",4533063158.7265
"WINDSOR LOCKS",2103647831.8288
"WOLCOTT",2032777268.3107
"WOODBRIDGE",1958317508.6918
"WOODBURY",1914051565.4642
"WOODSTOCK",1110064076.3085
,
"Total",
