MUNICIPALITY,NUMBERED,TOWN CODE,Net Grand List - 2013 GL Year
"HEBRON",6.8000000000000000e+01,6.7000000000000000e+01,778644080.0000
"KENT",6.9000000000000000e+01,6.8000000000000000e+01,592540429.0000
"KILLINGLY",7.0000000000000000e+01,6.9000000000000000e+01,1084341779.0000
"KILLINGWORTH",7.1000000000000000e+01,7.0000000000000000e+01,718731799.0000
"LEBANON",7.2000000000000000e+01,7.1000000000000000e+01,590664476.0000
"LEDYARD",7.3000000000000000e+01,7.2000000000000000e+01,1117505433.0000
"LISBON",7.4000000000000000e+01,7.3000000000000000e+01,369429683.0000
"LITCHFIELD",7.5000000000000000e+01,7.4000000000000000e+01,1027751389.0000
"LYME",7.6000000000000000e+01,7.5000000000000000e+01,513638984.0000
"MADISON",7.7000000000000000e+01,7.6000000000000000e+01,2858907717.0000
"MANCHESTER",7.8000000000000000e+01,7.7000000000000000e+01,3892063212.0000
"MANSFIELD",7.9000000000000000e+01,7.8000000000000000e+01,1036252379.0000
"MARLBOROUGH",8.0000000000000000e+01,7.9000000000000000e+01,572047045.0000
"MERIDEN",8.1000000000000000e+01,8.0000000000000000e+01,3224902777.0000
"MIDDLEBURY",8.2000000000000000e+01,8.1000000000000000e+01,928246114.0000
"MIDDLEFIELD",8.3000000000000000e+01,8.2000000000000000e+01,405401780.0000
"MIDDLETOWN",8.4000000000000000e+01,8.3000000000000000e+01,3303791940.0000
"MILFORD",8.5000000000000000e+01,8.4000000000000000e+01,6405660627.0000
"MONROE",8.6000000000000000e+01,8.5000000000000000e+01,2311419040.0000
"MONTVILLE",8.7000000000000000e+01,8.6000000000000000e+01,1245545408.0000
"MORRIS",8.8000000000000000e+01,8.7000000000000000e+01,350388817.0000
"NAUGATUCK",8.9000000000000000e+01,8.8000000000000000e+01,1577315620.0000
"NEW BRITAIN",9.0000000000000000e+01,8.9000000000000000e+01,2443274834.0000
"NEW CANAAN",9.1000000000000000e+01,9.0000000000000000e+01,8038341746.0000
"NEW FAIRFIELD",9.2000000000000000e+01,9.1000000000000000e+01,1685311490.0000
"NEW HARTFORD",9.3000000000000000e+01,9.2000000000000000e+01,651286600.0000
"NEW HAVEN",9.4000000000000000e+01,9.3000000000000000e+01,6104865259.0000
"NEW LONDON",9.5000000000000000e+01,9.5000000000000000e+01,1256420086.0000
"NEW MILFORD",9.6000000000000000e+01,9.6000000000000000e+01,2895742205.0000
"NEWINGTON",9.7000000000000000e+01,9.4000000000000000e+01,2548042597.0000
"NEWTOWN",9.8000000000000000e+01,9.7000000000000000e+01,3053042306.0000
"NORFOLK",9.9000000000000000e+01,9.8000000000000000e+01,293989070.0000
"NORTH BRANFORD",1.0000000000000000e+02,9.9000000000000000e+01,1257251637.0000
"NORTH CANAAN",1.0100000000000000e+02,1.0000000000000000e+02,311241200.0000
"NORTH HAVEN",1.0200000000000000e+02,1.0100000000000000e+02,2813446156.0000
"NORTH STONINGTON",1.0300000000000000e+02,1.0200000000000000e+02,527841749.0000
"NORWALK",1.0400000000000000e+02,1.0300000000000000e+02,11860740743.0000
"NORWICH",1.0500000000000000e+02,1.0400000000000000e+02,1795651420.0000
"OLD LYME",1.0600000000000000e+02,1.0500000000000000e+02,1614323371.0000
"OLD SAYBROOK",1.0700000000000000e+02,1.0600000000000000e+02,2179627638.0000
"ORANGE",1.0800000000000000e+02,1.0700000000000000e+02,1911740328.0000
"OXFORD",1.0900000000000000e+02,1.0800000000000000e+02,1426288805.0000
"PLAINFIELD",1.1000000000000000e+02,1.0900000000000000e+02,906915290.0000
"PLAINVILLE",1.1100000000000000e+02,1.1000000000000000e+02,1353751450.0000
"PLYMOUTH",1.1200000000000000e+02,1.1100000000000000e+02,760896938.0000
"POMFRET",1.1300000000000000e+02,1.1200000000000000e+02,360278691.0000
"PORTLAND",1.1400000000000000e+02,1.1300000000000000e+02,801938884.0000
"PRESTON",1.1500000000000000e+02,1.1400000000000000e+02,392192485.0000
"PROSPECT",1.1600000000000000e+02,1.1500000000000000e+02,812671708.0000
"PUTNAM",1.1700000000000000e+02,1.1600000000000000e+02,640264705.0000
"REDDING",1.1800000000000000e+02,1.1700000000000000e+02,1628096295.0000
"RIDGEFIELD",1.1900000000000000e+02,1.1800000000000000e+02,4700389133.0000
"ROCKY HILL",1.2000000000000000e+02,1.1900000000000000e+02,1988502360.0000
"ROXBURY",1.2100000000000000e+02,1.2000000000000000e+02,694544900.0000
"SALEM",1.2200000000000000e+02,1.2100000000000000e+02,362175579.0000
"SALISBURY",1.2300000000000000e+02,1.2200000000000000e+02,1168534540.0000
"SCOTLAND",1.2400000000000000e+02,1.2300000000000000e+02,112924860.0000
"SEYMOUR",1.2500000000000000e+02,1.2400000000000000e+02,1221159820.0000
"SHARON",1.2600000000000000e+02,1.2500000000000000e+02,720510556.0000
"SHELTON",1.2700000000000000e+02,1.2600000000000000e+02,4514471490.0000
"SHERMAN",1.2800000000000000e+02,1.2700000000000000e+02,667551747.0000
"SIMSBURY",1.2900000000000000e+02,1.2800000000000000e+02,2251625275.0000
"SOMERS",1.3000000000000000e+02,1.2900000000000000e+02,851728169.0000
"SOUTH WINDSOR",1.3100000000000000e+02,1.3200000000000000e+02,2505704902.0000
"SOUTHBURY",1.3200000000000000e+02,1.3000000000000000e+02,2099835796.0000
"SOUTHINGTON",1.3300000000000000e+02,1.3100000000000000e+02,3773777166.0000
"SPRAGUE",1.3400000000000000e+02,1.3300000000000000e+02,165459070.0000
"STAFFORD",1.3500000000000000e+02,1.3400000000000000e+02,765337048.0000
"STAMFORD",1.3600000000000000e+02,1.3500000000000000e+02,18989740227.0000
"STERLING",1.3700000000000000e+02,1.3600000000000000e+02,224150120.0000
"STONINGTON",1.3800000000000000e+02,1.3700000000000000e+02,2600089853.0000
"STRATFORD",1.3900000000000000e+02,1.3800000000000000e+02,4558232784.0000
"SUFFIELD",1.4000000000000000e+02,1.3900000000000000e+02,1343190541.0000
"THOMASTON",1.4100000000000000e+02,1.4000000000000000e+02,523056807.0000
"THOMPSON",1.4200000000000000e+02,1.4100000000000000e+02,615056976.0000
"TOLLAND",1.4300000000000000e+02,1.4200000000000000e+02,1300919626.0000
"TORRINGTON",1.4400000000000000e+02,1.4300000000000000e+02,2373788485.0000
"TRUMBULL",1.4500000000000000e+02,1.4400000000000000e+02,4517559428.0000
"UNION",1.4600000000000000e+02,1.4500000000000000e+02,89854183.0000
"VERNON",1.4700000000000000e+02,1.4600000000000000e+02,1762050886.0000
"VOLUNTOWN",1.4800000000000000e+02,1.4700000000000000e+02,200681842.0000
"WALLINGFORD",1.4900000000000000e+02,1.4800000000000000e+02,4250582165.0000
"WARREN",1.5000000000000000e+02,1.4900000000000000e+02,346550150.0000
"WASHINGTON",1.5100000000000000e+02,1.5000000000000000e+02,1094809783.0000
"WATERBURY",1.5200000000000000e+02,1.5100000000000000e+02,4011521890.0000
"WATERFORD",1.5300000000000000e+02,1.5200000000000000e+02,3197421928.0000
"WATERTOWN",1.5400000000000000e+02,1.5300000000000000e+02,1718188237.0000
"WEST HARTFORD",1.5500000000000000e+02,1.5500000000000000e+02,5924661849.0000
"WEST HAVEN",1.5600000000000000e+02,1.5600000000000000e+02,2818890997.0000
"WESTBROOK",1.5700000000000000e+02,1.5400000000000000e+02,1147052221.0000
"WESTON",1.5800000000000000e+02,1.5700000000000000e+02,2328033052.0000
"WESTPORT",1.5900000000000000e+02,1.5800000000000000e+02,9938196216.0000
"WETHERSFIELD",1.6000000000000000e+02,1.5900000000000000e+02,2205813324.0000
"WILLINGTON",1.6100000000000000e+02,1.6000000000000000e+02,433789804.0000
"WILTON",1.6200000000000000e+02,1.6100000000000000e+02,4265632050.0000
"WINCHESTER",1.6300000000000000e+02,1.6200000000000000e+02,690947171.0000
"WINDHAM",1.6400000000000000e+02,1.6300000000000000e+02,861229521.0000
"WINDSOR",1.6500000000000000e+02,1.6400000000000000e+02,2831162216.0000
"WINDSOR LOCKS",1.6600000000000000e+02,1.6500000000000000e+02,1218347021.0000
"WOLCOTT",1.6700000000000000e+02,1.6600000000000000e+02,1265322865.0000
"WOODBRIDGE",1.6800000000000000e+02,1.6700000000000000e+02,1202451150.0000
"WOODBURY",1.6900000000000000e+02,1.6800000000000000e+02,1127091418.0000
"WOODSTOCK",1.7000000000000000e+02,1.6900000000000000e+02,674008761.0000
