Municipality,July 1, 2011Population
"HEBRON",9.6730000000000000e+03
"KENT",2.9610000000000000e+03
"KILLINGLY",1.7330000000000000e+04
"KILLINGWORTH",6.5400000000000000e+03
"LEBANON",7.2920000000000000e+03
"LEDYARD",1.5019000000000000e+04
"LISBON",4.3300000000000000e+03
"LITCHFIELD",8.4170000000000000e+03
"LYME",2.4010000000000000e+03
"MADISON",1.8239000000000000e+04
"MANCHESTER",5.8287000000000000e+04
"MANSFIELD",2.6524000000000000e+04
"MARLBOROUGH",6.4100000000000000e+03
"MERIDEN",6.0770000000000000e+04
"MIDDLEBURY",7.5630000000000000e+03
"MIDDLEFIELD",4.4360000000000000e+03
"MIDDLETOWN",4.7749000000000000e+04
"MILFORD",5.2675000000000000e+04
"MONROE",1.9675000000000000e+04
"MONTVILLE",1.9533000000000000e+04
"MORRIS",2.3730000000000000e+03
"NAUGATUCK",3.1810000000000000e+04
"NEW BRITAIN",7.3261000000000000e+04
"NEW CANAAN",1.9938000000000000e+04
"NEW FAIRFIELD",1.4020000000000000e+04
"NEW HARTFORD",6.9290000000000000e+03
"NEW HAVEN",1.2958500000000000e+05
"NEW LONDON",2.7569000000000000e+04
"NEW MILFORD",2.7972000000000000e+04
"NEWINGTON",3.0586000000000000e+04
"NEWTOWN",2.7829000000000000e+04
"NORFOLK",1.6980000000000000e+03
"NORTH BRANFORD",1.4383000000000000e+04
"NORTH CANAAN",3.2950000000000000e+03
"NORTH HAVEN",2.4054000000000000e+04
"NORTH STONINGTON",5.2870000000000000e+03
"NORWALK",8.6460000000000000e+04
"NORWICH",4.0408000000000000e+04
"OLD LYME",7.5870000000000000e+03
"OLD SAYBROOK",1.0265000000000000e+04
"ORANGE",1.3933000000000000e+04
"OXFORD",1.2662000000000000e+04
"PLAINFIELD",1.5369000000000000e+04
"PLAINVILLE",1.7730000000000000e+04
"PLYMOUTH",1.2169000000000000e+04
"POMFRET",4.2360000000000000e+03
"PORTLAND",9.5300000000000000e+03
"PRESTON",4.7160000000000000e+03
"PROSPECT",9.3900000000000000e+03
"PUTNAM",9.5620000000000000e+03
"REDDING",9.2500000000000000e+03
"RIDGEFIELD",2.4885000000000000e+04
"ROCKY HILL",1.9723000000000000e+04
"ROXBURY",2.2490000000000000e+03
"SALEM",4.1420000000000000e+03
"SALISBURY",3.7200000000000000e+03
"SCOTLAND",1.7220000000000000e+03
"SEYMOUR",1.6514000000000000e+04
"SHARON",2.7660000000000000e+03
"SHELTON",3.9954000000000000e+04
"SHERMAN",3.6180000000000000e+03
"SIMSBURY",2.3528000000000000e+04
"SOMERS",1.1433000000000000e+04
"SOUTH WINDSOR",2.5729000000000000e+04
"SOUTHBURY",1.9873000000000000e+04
"SOUTHINGTON",4.3103000000000000e+04
"SPRAGUE",2.9780000000000000e+03
"STAFFORD",1.2072000000000000e+04
"STAMFORD",1.2386800000000000e+05
"STERLING",3.8200000000000000e+03
"STONINGTON",1.8506000000000000e+04
"STRATFORD",5.1901000000000000e+04
"SUFFIELD",1.5747000000000000e+04
"THOMASTON",7.8380000000000000e+03
"THOMPSON",9.4350000000000000e+03
"TOLLAND",1.5031000000000000e+04
"TORRINGTON",3.6167000000000000e+04
"TRUMBULL",3.6376000000000000e+04
"UNION",8.5300000000000000e+02
"VERNON",2.9139000000000000e+04
"VOLUNTOWN",2.5970000000000000e+03
"WALLINGFORD",4.5062000000000000e+04
"WARREN",1.4530000000000000e+03
"WASHINGTON",3.5570000000000000e+03
"WATERBURY",1.1018900000000000e+05
"WATERFORD",1.9477000000000000e+04
"WATERTOWN",2.2377000000000000e+04
"WEST HARTFORD",6.3317000000000000e+04
"WEST HAVEN",5.5477000000000000e+04
"WESTBROOK",6.9540000000000000e+03
"WESTON",1.0281000000000000e+04
"WESTPORT",2.6656000000000000e+04
"WETHERSFIELD",2.6690000000000000e+04
"WILLINGTON",6.0330000000000000e+03
"WILTON",1.8242000000000000e+04
"WINCHESTER",1.1175000000000000e+04
"WINDHAM",2.5214000000000000e+04
"WINDSOR",2.9067000000000000e+04
"WINDSOR LOCKS",1.2507000000000000e+04
"WOLCOTT",1.6652000000000000e+04
"WOODBRIDGE",8.9760000000000000e+03
"WOODBURY",9.9150000000000000e+03
"WOODSTOCK",7.9450000000000000e+03
