MUNICIPALITY,NUMBERED,TOWN CODE,RESIDENTIAL,COMMERCIAL,INDUSTRIAL,PUBLIC UTILITY,APARTMENT,TOTAL REAL,REAL EXEMPTIONS,TOTAL NET REAL,TOTAL MV,MV EXEMPTIONS,TOTAL NET MV,TOTAL PERS PROP,PERS PROP EXEMPTIONS,TOTAL NET PERS PROP,TOTAL GRAND LIST,TOTAL NET GRAND LIST,OTHER
"BRIDGEWATER",1.6000000000000000e+01,1.6000000000000000e+01,3.4170645200000000e+08,2.8675000000000000e+06,7.0110000000000000e+05,5.5480000000000000e+05,0.0000000000000000e+00,3.6913362200000000e+08,7.7800000000000000e+05,3.6835562200000000e+08,1.8419120000000000e+07,1.0058000000000000e+05,1.8318540000000000e+07,4.3786720000000000e+06,4.1875000000000000e+05,3.9599220000000000e+06,3.9193141400000000e+08,3.9063408400000000e+08,2.3303770000000000e+07
"BRISTOL",1.7000000000000000e+01,1.7000000000000000e+01,2.3501324400000000e+09,4.9269845000000000e+08,2.1601401700000000e+08,2.2957200000000000e+06,1.3616968000000000e+08,3.2310776270000000e+09,4.4580338000000000e+07,3.1864972890000000e+09,3.7395024100000000e+08,3.4418000000000000e+06,3.7050844100000000e+08,5.2892580000000000e+08,2.6400161400000000e+08,2.6492418600000000e+08,4.1339536680000000e+09,3.8219299160000000e+09,3.3767320000000000e+07
"BROOKFIELD",1.8000000000000000e+01,1.8000000000000000e+01,1.5882708160000000e+09,2.5331727000000000e+08,8.0746430000000000e+07,8.4500500000000000e+06,1.1552440000000000e+07,1.9840995560000000e+09,3.9246200000000000e+06,1.9801749360000000e+09,1.4393182400000000e+08,2.0605490000000000e+06,1.4187127500000000e+08,1.3128276500000000e+08,1.3305330000000000e+07,1.1797743500000000e+08,2.2593141450000000e+09,2.2400236460000000e+09,4.1762550000000000e+07
"BROOKLYN",1.9000000000000000e+01,1.9000000000000000e+01,3.9933821000000000e+08,4.5031900000000000e+07,3.4986000000000000e+06,2.5949000000000000e+06,1.5336400000000000e+07,4.8227269000000000e+08,1.8855700000000000e+06,4.8038712000000000e+08,5.3919933000000000e+07,9.6631400000000000e+05,5.2953619000000000e+07,2.2413428000000000e+07,1.5080800000000000e+06,2.0905348000000000e+07,5.5860605100000000e+08,5.5424608700000000e+08,1.6472680000000000e+07
"BURLINGTON",2.0000000000000000e+01,2.0000000000000000e+01,7.3831590000000000e+08,1.2792260000000000e+07,2.9361300000000000e+06,0.0000000000000000e+00,1.8884600000000000e+06,8.0206951100000000e+08,1.0595500000000000e+06,8.0100996100000000e+08,8.5248606000000000e+07,1.2574000000000000e+05,8.5122866000000000e+07,1.4149246000000000e+07,8.8579000000000000e+05,1.3263456000000000e+07,9.0146736300000000e+08,8.9939628300000000e+08,4.6136761000000000e+07
"CANAAN",2.1000000000000000e+01,2.1000000000000000e+01,1.0356430000000000e+08,4.0869500000000000e+06,9.6429000000000000e+06,2.0465000000000000e+06,0.0000000000000000e+00,1.5245335000000000e+08,2.3200000000000000e+05,1.5222135000000000e+08,8.4057100000000000e+06,5.0640000000000000e+04,8.3550700000000000e+06,1.3205510000000000e+07,1.2958300000000000e+06,1.1909680000000000e+07,1.7406457000000000e+08,1.7248610000000000e+08,3.3112700000000000e+07
"CANTERBURY",2.2000000000000000e+01,2.2000000000000000e+01,3.0794025600000000e+08,1.0849180000000000e+07,4.6495000000000000e+06,3.3882000000000000e+06,1.6536000000000000e+06,3.4770851600000000e+08,3.2500000000000000e+06,3.4445851600000000e+08,3.9845710000000000e+07,7.1765000000000000e+05,3.9128060000000000e+07,1.0863220000000000e+07,1.7843900000000000e+06,9.0788300000000000e+06,3.9841744600000000e+08,3.9266540600000000e+08,1.9227780000000000e+07
"CANTON",2.3000000000000000e+01,2.3000000000000000e+01,8.2111465000000000e+08,1.3195817000000000e+08,9.4387200000000000e+06,1.5550000000000000e+05,6.3629500000000000e+06,9.7588499000000000e+08,1.1697500000000000e+06,9.7471524000000000e+08,8.2919733000000000e+07,1.6873000000000000e+05,8.2751003000000000e+07,4.4243520000000000e+07,9.0023000000000000e+05,4.3343290000000000e+07,1.1030482430000000e+09,1.1008095330000000e+09,6.8550000000000000e+06
"CHAPLIN",2.4000000000000000e+01,2.4000000000000000e+01,1.1311860000000000e+08,8.1874000000000000e+06,1.2940000000000000e+06,0.0000000000000000e+00,2.9680000000000000e+05,1.2480280000000000e+08,4.3215000000000000e+05,1.2437065000000000e+08,1.6367870000000000e+07,8.4140000000000000e+04,1.6283730000000000e+07,1.6895020000000000e+07,3.6523000000000000e+05,1.6529790000000000e+07,1.5806569000000000e+08,1.5718417000000000e+08,1.9060000000000000e+06
"CHESHIRE",2.5000000000000000e+01,2.5000000000000000e+01,1.9798570600000000e+09,3.1814290500000000e+08,4.5986155000000000e+07,4.6427000000000000e+05,1.0172560000000000e+07,2.3740328300000000e+09,2.0014670000000000e+07,2.3540181600000000e+09,2.3946397500000000e+08,1.4900240000000000e+07,2.2456373500000000e+08,1.9335151200000000e+08,4.5139590000000000e+07,1.4821192200000000e+08,2.8068483170000000e+09,2.7267938170000000e+09,1.9409880000000000e+07
"CHESTER",2.6000000000000000e+01,2.6000000000000000e+01,3.1865506000000000e+08,5.6110530000000000e+07,1.4794130000000000e+07,2.4237100000000000e+06,2.9483500000000000e+06,4.0139640000000000e+08,1.9988800000000000e+06,3.9939752000000000e+08,2.9015550000000000e+07,1.6623000000000000e+05,2.8849320000000000e+07,2.2799440000000000e+07,8.0080900000000000e+06,1.4791350000000000e+07,4.5321139000000000e+08,4.4303819000000000e+08,6.4646200000000000e+06
"CLINTON",2.7000000000000000e+01,2.7000000000000000e+01,1.1778332850000000e+09,1.3471200300000000e+08,2.3327900000000000e+07,1.0399000000000000e+06,7.2768280000000000e+06,1.3601519260000000e+09,5.2914600000000000e+06,1.3548604660000000e+09,9.5933640000000000e+07,7.2833000000000000e+05,9.5205310000000000e+07,6.4561711000000000e+07,4.9254300000000000e+06,5.9636281000000000e+07,1.5206472770000000e+09,1.5097020570000000e+09,1.5962010000000000e+07
"COLCHESTER",2.8000000000000000e+01,2.8000000000000000e+01,8.9553716000000000e+08,8.7697290000000000e+07,8.8636000000000000e+06,3.9773000000000000e+06,2.0865200000000000e+07,1.0476703500000000e+09,3.4581950000000000e+06,1.0442121550000000e+09,1.1924159400000000e+08,1.8279600000000000e+06,1.1741363400000000e+08,4.2764000000000000e+07,2.5159240000000000e+06,4.0248076000000000e+07,1.2096759440000000e+09,1.2018738650000000e+09,3.0729800000000000e+07
"COLEBROOK",2.9000000000000000e+01,2.9000000000000000e+01,1.4771605000000000e+08,1.3332000000000000e+06,5.8910000000000000e+05,1.1313700000000000e+07,0.0000000000000000e+00,1.6323312000000000e+08,1.0770000000000000e+06,1.6215612000000000e+08,1.1899858000000000e+07,8.1350000000000000e+04,1.1818508000000000e+07,1.0186775000000000e+07,9.4870000000000000e+04,1.0091905000000000e+07,1.8531975300000000e+08,1.8406653300000000e+08,2.2810700000000000e+06
"COLUMBIA",3.0000000000000000e+01,3.0000000000000000e+01,3.8256911000000000e+08,1.4636900000000000e+07,6.1131300000000000e+06,3.1500000000000000e+05,5.3260000000000000e+05,4.1487715100000000e+08,1.2030000000000000e+06,4.1367415100000000e+08,4.4630883000000000e+07,4.8835000000000000e+05,4.4142533000000000e+07,1.6140853000000000e+07,2.3242800000000000e+06,1.3816573000000000e+07,4.7564888700000000e+08,4.7163325700000000e+08,1.0710411000000000e+07
"CORNWALL",3.1000000000000000e+01,3.1000000000000000e+01,2.7264163000000000e+08,1.2369200000000000e+07,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.7975423000000000e+08,3.8900000000000000e+05,3.7936523000000000e+08,1.4121400000000000e+07,8.0320000000000000e+04,1.4041080000000000e+07,1.0095850000000000e+07,4.4135000000000000e+05,9.6545000000000000e+06,4.0397148000000000e+08,4.0306081000000000e+08,9.4743400000000000e+07
"COVENTRY",3.2000000000000000e+01,3.2000000000000000e+01,7.8028150000000000e+08,3.3044300000000000e+07,1.6800000000000000e+06,1.3744000000000000e+06,4.8200000000000000e+04,8.1757160000000000e+08,2.9010500000000000e+06,8.1467055000000000e+08,9.0149210000000000e+07,6.0751800000000000e+05,8.9541692000000000e+07,2.9356410000000000e+07,2.9579220000000000e+06,2.6398488000000000e+07,9.3707722000000000e+08,9.3061073000000000e+08,1.1432000000000000e+06
"CROMWELL",3.3000000000000000e+01,3.3000000000000000e+01,8.5858344000000000e+08,1.8638787000000000e+08,3.5790140000000000e+07,0.0000000000000000e+00,1.3323400000000000e+06,1.0925783900000000e+09,2.5201650000000000e+06,1.0900582250000000e+09,1.1084411000000000e+08,4.5107000000000000e+05,1.1039304000000000e+08,1.0005211500000000e+08,1.0576580000000000e+07,8.9475535000000000e+07,1.3034746150000000e+09,1.2899268000000000e+09,1.0484600000000000e+07
"DANBURY",3.4000000000000000e+01,3.4000000000000000e+01,3.9131446000000000e+09,1.4100583000000000e+09,3.4446720000000000e+08,2.7877000000000000e+06,2.6940790000000000e+08,6.0880035000000000e+09,4.1881435000000000e+07,6.0461220650000000e+09,5.1496009100000000e+08,1.0149200000000000e+06,5.1394517100000000e+08,5.5385015500000000e+08,1.6691631800000000e+08,3.8693383700000000e+08,7.1568137460000000e+09,6.9470010730000000e+09,1.4813780000000000e+08
"DARIEN",3.5000000000000000e+01,3.5000000000000000e+01,7.1632031400000000e+09,6.4850961000000000e+08,3.2326000000000000e+06,5.4740000000000000e+05,3.9723670000000000e+07,7.9529837500000000e+09,9.9200000000000000e+05,7.9519917500000000e+09,2.3737776000000000e+08,7.3400000000000000e+04,2.3730436000000000e+08,1.6836860100000000e+08,1.4664960000000000e+06,1.6690210500000000e+08,8.3587301110000000e+09,8.3561982150000000e+09,9.7767330000000000e+07
"DEEP RIVER",3.6000000000000000e+01,3.6000000000000000e+01,3.8680757000000000e+08,3.0055400000000000e+07,1.4234080000000000e+07,4.3022000000000000e+05,3.1361400000000000e+06,4.4441339000000000e+08,1.5883300000000000e+06,4.4282506000000000e+08,3.4343014000000000e+07,1.9879000000000000e+05,3.4144224000000000e+07,3.2199019000000000e+07,9.6221440000000000e+06,2.2576875000000000e+07,5.1095542300000000e+08,4.9954615900000000e+08,9.7499800000000000e+06
"DERBY",3.7000000000000000e+01,3.7000000000000000e+01,5.0422774000000000e+08,1.0404535000000000e+08,9.4138550000000000e+06,4.5607000000000000e+05,1.7718890000000000e+07,6.4792707500000000e+08,4.3608400000000000e+06,6.4356623500000000e+08,6.5429365000000000e+07,5.2206200000000000e+05,6.4907303000000000e+07,4.2568460000000000e+07,2.2085590000000000e+06,4.0359901000000000e+07,7.5592490000000000e+08,7.4883343900000000e+08,1.2065170000000000e+07
"DURHAM",3.8000000000000000e+01,3.8000000000000000e+01,5.0704541600000000e+08,1.8958870000000000e+07,1.6204790000000000e+07,3.9823000000000000e+05,1.6172800000000000e+06,6.5494682000000000e+08,3.8855800000000000e+06,6.5106124000000000e+08,6.3351622000000000e+07,3.3410000000000000e+05,6.3017522000000000e+07,5.2375690000000000e+07,1.8620945000000000e+07,3.3754745000000000e+07,7.7067413200000000e+08,7.4783350700000000e+08,1.1072223400000000e+08
"EAST GRANBY",3.9000000000000000e+01,4.0000000000000000e+01,3.5725960000000000e+08,1.9370500000000000e+07,7.3647503000000000e+07,6.6680000000000000e+05,0.0000000000000000e+00,4.5303390300000000e+08,2.0307200000000000e+06,4.5100318300000000e+08,6.0099181000000000e+07,3.0054360000000000e+06,5.7093745000000000e+07,1.1436715000000000e+08,4.0978981000000000e+07,7.3388169000000000e+07,6.2750023400000000e+08,5.8148509700000000e+08,2.0895000000000000e+06
"EAST HADDAM",4.0000000000000000e+01,4.1000000000000000e+01,6.9963138000000000e+08,3.1325070000000000e+07,7.0620900000000000e+06,0.0000000000000000e+00,3.1570700000000000e+06,7.6587190000000000e+08,3.9086610000000000e+06,7.6196323900000000e+08,7.2383130000000000e+07,2.2888200000000000e+06,7.0094310000000000e+07,2.1389365000000000e+07,6.9090000000000000e+05,2.0698465000000000e+07,8.5964439500000000e+08,8.5275601400000000e+08,2.4696290000000000e+07
"EAST HAMPTON",4.1000000000000000e+01,4.2000000000000000e+01,9.1954641900000000e+08,5.3412056000000000e+07,7.9915290000000000e+06,0.0000000000000000e+00,2.2379690000000000e+06,1.0186116050000000e+09,3.5345480000000000e+06,1.0150770570000000e+09,1.0059280300000000e+08,7.5872000000000000e+05,9.9834083000000000e+07,2.7901238000000000e+07,1.5928850000000000e+06,2.6308353000000000e+07,1.1471056460000000e+09,1.1412194930000000e+09,3.5423632000000000e+07
"EAST HARTFORD",4.2000000000000000e+01,4.3000000000000000e+01,1.4712092350000000e+09,3.8646965000000000e+08,2.3635437400000000e+08,1.5694600000000000e+06,1.0478509800000000e+08,2.2249043660000000e+09,3.5752603000000000e+07,2.1891517630000000e+09,2.6593025300000000e+08,2.5178240000000000e+06,2.6341242900000000e+08,5.0327025200000000e+08,2.6636980300000000e+08,2.3690044900000000e+08,2.9941048710000000e+09,2.6894646410000000e+09,2.4516549000000000e+07
"EAST HAVEN",4.3000000000000000e+01,4.4000000000000000e+01,1.4411549800000000e+09,2.9389423100000000e+08,2.0027569000000000e+07,0.0000000000000000e+00,7.4073600000000000e+06,1.7888480100000000e+09,1.3691420000000000e+07,1.7751565900000000e+09,1.6691805500000000e+08,2.8444250000000000e+06,1.6407363000000000e+08,6.1512420000000000e+07,5.2994800000000000e+06,5.6212940000000000e+07,2.0172784850000000e+09,1.9954431600000000e+09,2.6363870000000000e+07
"EAST LYME",4.4000000000000000e+01,4.5000000000000000e+01,1.6978085790000000e+09,1.2176747600000000e+08,1.4150920000000000e+07,7.7385000000000000e+05,3.6388644000000000e+07,1.9137352390000000e+09,8.8040000000000000e+06,1.9049312390000000e+09,1.2943852000000000e+08,1.2974100000000000e+06,1.2814111000000000e+08,5.7273329000000000e+07,3.5663700000000000e+06,5.3706959000000000e+07,2.1004470880000000e+09,2.0867793080000000e+09,4.2845770000000000e+07
"EAST WINDSOR",4.5000000000000000e+01,4.7000000000000000e+01,4.9943261000000000e+08,1.8049731700000000e+08,7.1714270000000000e+07,0.0000000000000000e+00,3.8444230000000000e+07,8.0000119700000000e+08,1.2650800000000000e+06,7.9873611700000000e+08,9.9273736000000000e+07,8.0065700000000000e+06,9.1267166000000000e+07,8.1383868000000000e+07,1.9800000000000000e+07,6.1583868000000000e+07,9.8065880100000000e+08,9.5158715100000000e+08,9.9127700000000000e+06
"EASTFORD",4.6000000000000000e+01,3.9000000000000000e+01,1.0777936000000000e+08,6.0204800000000000e+06,2.6383900000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,1.2148019000000000e+08,6.8946500000000000e+05,1.2079072500000000e+08,1.4859940000000000e+07,1.2768000000000000e+05,1.4732260000000000e+07,1.3061765000000000e+07,6.8558000000000000e+06,6.2059650000000000e+06,1.4940189500000000e+08,1.4172895000000000e+08,5.0419600000000000e+06
"EASTON",4.7000000000000000e+01,4.6000000000000000e+01,1.1982202900000000e+09,1.1605610000000000e+07,2.2752980000000000e+07,1.0748500000000000e+06,0.0000000000000000e+00,1.2430215900000000e+09,3.0389600000000000e+06,1.2399826300000000e+09,7.5967720000000000e+07,2.5301000000000000e+05,7.5714710000000000e+07,1.5794275000000000e+07,1.0666800000000000e+06,1.4727595000000000e+07,1.3347835850000000e+09,1.3304249350000000e+09,9.3678600000000000e+06
"ELLINGTON",4.8000000000000000e+01,4.8000000000000000e+01,9.7897932300000000e+08,7.6760250000000000e+07,1.8118470000000000e+07,6.2677000000000000e+05,6.4030610000000000e+07,1.1472202530000000e+09,6.1877700000000000e+06,1.1410324830000000e+09,1.2594644000000000e+08,1.3809400000000000e+06,1.2456550000000000e+08,6.1163880000000000e+07,1.5385934000000000e+07,4.5777946000000000e+07,1.3343305730000000e+09,1.3113759290000000e+09,8.7048300000000000e+06
"ENFIELD",4.9000000000000000e+01,4.9000000000000000e+01,1.7982484200000000e+09,3.6711921100000000e+08,1.7416463000000000e+08,5.2027400000000000e+06,5.3480990000000000e+07,2.4307380110000000e+09,1.2389610000000000e+07,2.4183484010000000e+09,2.5949467000000000e+08,2.3776600000000000e+06,2.5711701000000000e+08,2.2944536400000000e+08,2.7632872000000000e+07,2.0181249200000000e+08,2.9196780450000000e+09,2.8772779030000000e+09,3.2522020000000000e+07
"ESSEX",5.0000000000000000e+01,5.0000000000000000e+01,7.9993748000000000e+08,1.1054057000000000e+08,3.3106250000000000e+07,0.0000000000000000e+00,0.0000000000000000e+00,9.4418100000000000e+08,1.6587500000000000e+06,9.4252225000000000e+08,6.4717000000000000e+07,1.8358300000000000e+06,6.2881170000000000e+07,4.2490863000000000e+07,1.1074113000000000e+07,3.1416750000000000e+07,1.0513888630000000e+09,1.0368201700000000e+09,5.9670000000000000e+05
"FAIRFIELD",5.1000000000000000e+01,5.1000000000000000e+01,9.0152260030000000e+09,1.0337692900000000e+09,5.1741900000000000e+07,3.5968050000000000e+07,8.3157200000000000e+06,1.0233001023000000e+10,3.3093180000000000e+07,1.0199907843000000e+10,4.9933203000000000e+08,1.5435580000000000e+06,4.9778847200000000e+08,2.8921210000000000e+08,1.1283500000000000e+07,2.7792860000000000e+08,1.1021545153000000e+10,1.0975624915000000e+10,8.7980060000000000e+07
"FARMINGTON",5.2000000000000000e+01,5.2000000000000000e+01,2.2502320300000000e+09,7.7524585000000000e+08,3.8467160000000000e+07,2.3576000000000000e+05,3.1802820000000000e+07,3.1054168100000000e+09,2.0505000000000000e+06,3.1033663100000000e+09,2.2950857000000000e+08,6.8617000000000000e+05,2.2882240000000000e+08,2.5979778000000000e+08,5.9536485000000000e+07,2.0026129500000000e+08,3.5947231600000000e+09,3.5324500050000000e+09,9.4331900000000000e+06
"FRANKLIN",5.3000000000000000e+01,5.3000000000000000e+01,1.0848458000000000e+08,3.1747510000000000e+07,4.2476200000000000e+06,0.0000000000000000e+00,8.1283000000000000e+05,1.5705806000000000e+08,3.9850000000000000e+05,1.5665956000000000e+08,2.0399510000000000e+07,6.4750000000000000e+05,1.9752010000000000e+07,1.6662290000000000e+07,1.6733400000000000e+06,1.4988950000000000e+07,1.9411986000000000e+08,1.9140052000000000e+08,1.1765520000000000e+07
"GLASTONBURY",5.4000000000000000e+01,5.4000000000000000e+01,2.8097884700000000e+09,4.9115309000000000e+08,7.0500920000000000e+07,3.5311000000000000e+06,2.6994810000000000e+07,3.4490363900000000e+09,4.8791200000000000e+06,3.4441572700000000e+09,2.8487271500000000e+08,6.9014900000000000e+05,2.8418256600000000e+08,1.6292591000000000e+08,1.9960400000000000e+07,1.4296551000000000e+08,3.8968350150000000e+09,3.8713053460000000e+09,4.7068000000000000e+07
"GOSHEN",5.5000000000000000e+01,5.5000000000000000e+01,4.2956596000000000e+08,1.6563920000000000e+07,6.3796000000000000e+05,2.4491700000000000e+06,1.7640000000000000e+05,4.8572769000000000e+08,1.7754500000000000e+06,4.8395224000000000e+08,3.0331840000000000e+07,8.3820000000000000e+04,3.0248020000000000e+07,1.0279640000000000e+07,1.1285800000000000e+06,9.1510600000000000e+06,5.2633917000000000e+08,5.2335132000000000e+08,3.6334280000000000e+07
"GRANBY",5.6000000000000000e+01,5.6000000000000000e+01,7.3097175000000000e+08,3.7275770000000000e+07,3.4239100000000000e+06,6.9174000000000000e+05,4.2793100000000000e+06,8.5813739000000000e+08,1.7440800000000000e+06,8.5639331000000000e+08,8.8540910000000000e+07,5.7303000000000000e+05,8.7967880000000000e+07,2.3367850000000000e+07,2.2541500000000000e+06,2.1113700000000000e+07,9.7004615000000000e+08,9.6547489000000000e+08,8.1494910000000000e+07
"GREENWICH",5.7000000000000000e+01,5.7000000000000000e+01,2.4565417050000000e+10,4.2375220820000000e+09,1.0811362800000000e+08,4.0702760000000000e+07,2.6144073900000000e+08,2.9700230219000000e+10,1.9413000000000000e+07,2.9680817219000000e+10,7.7526148400000000e+08,2.3748900000000000e+06,7.7288659400000000e+08,6.5199924700000000e+08,1.9116670000000000e+07,6.3288257700000000e+08,3.1127490950000000e+10,3.1086586390000000e+10,4.8703396000000000e+08
