Municipality,numbered,County_Identifier,Curr_Year_Taxes_Collected,Curr_Year_Adjusted_Taxes_Collectible,Total_Taxes_Collected,Total_Adjusted_Taxes_Collectible
"COLUMBIA",3.0000000000000000e+01,"T",12330800.0000,12499157.0000,12578248.0000,12868427.0000
"CORNWALL",3.1000000000000000e+01,"L",5491348.0000,5574375.0000,5522364.0000,5784924.0000
"COVENTRY",3.2000000000000000e+01,"T",24983390.0000,25513165.0000,25268114.0000,26412736.0000
"CROMWELL",3.3000000000000000e+01,"M",36484059.0000,36870036.0000,36636962.0000,37694104.0000
"DANBURY",3.4000000000000000e+01,"F",160297164.0000,162321085.0000,162081985.0000,168169646.0000
"DARIEN",3.5000000000000000e+01,"F",101469016.0000,102097652.0000,101816820.0000,103312713.0000
"DEEP RIVER",3.6000000000000000e+01,"M",11070973.0000,11261546.0000,11226953.0000,11564540.0000
"DERBY",3.7000000000000000e+01,"NH",24047988.0000,24755170.0000,24480161.0000,25872790.0000
"DURHAM",3.8000000000000000e+01,"M",20618593.0000,20867318.0000,20835579.0000,21215449.0000
"EAST GRANBY",3.9000000000000000e+01,"H",14944273.0000,15124277.0000,15113143.0000,15513201.0000
"EAST HADDAM",4.0000000000000000e+01,"M",20138793.0000,20334570.0000,20266375.0000,20593340.0000
"EAST HAMPTON",4.1000000000000000e+01,"M",28141090.0000,28743643.0000,28587887.0000,29699089.0000
"EAST HARTFORD",4.2000000000000000e+01,"H",101051000.0000,104001000.0000,102706000.0000,106932000.0000
"EAST HAVEN",4.3000000000000000e+01,"NH",58975641.0000,60332253.0000,60006079.0000,62666428.0000
"EAST LYME",4.4000000000000000e+01,"NL",44367689.0000,44981652.0000,44852615.0000,45945808.0000
"EAST WINDSOR",4.5000000000000000e+01,"H",25141490.0000,25804815.0000,25737570.0000,27148175.0000
"EASTFORD",4.6000000000000000e+01,"W",3303739.0000,3372170.0000,3370981.0000,3480620.0000
"EASTON",4.7000000000000000e+01,"F",36632127.0000,37084154.0000,36826027.0000,37630650.0000
"ELLINGTON",4.8000000000000000e+01,"T",31788688.0000,32222929.0000,31990038.0000,33056407.0000
"ENFIELD",4.9000000000000000e+01,"H",74191000.0000,75864000.0000,75307000.0000,79710000.0000
"ESSEX",5.0000000000000000e+01,"M",19378306.0000,19542268.0000,19630029.0000,19920791.0000
"FAIRFIELD",5.1000000000000000e+01,"F",226012000.0000,228518000.0000,228018000.0000,232107000.0000
"FARMINGTON",5.2000000000000000e+01,"H",75567117.0000,75889033.0000,75784601.0000,76199029.0000
"FRANKLIN",5.3000000000000000e+01,"NL",3977411.0000,4044453.0000,4037449.0000,4125044.0000
"GLASTONBURY",5.4000000000000000e+01,"H",121393374.0000,122201916.0000,122234562.0000,123290583.0000
"GOSHEN",5.5000000000000000e+01,"L",9020465.0000,9082542.0000,9064501.0000,9169997.0000
"GRANBY",5.6000000000000000e+01,"H",30757738.0000,31045576.0000,30998448.0000,31446019.0000
"GREENWICH",5.7000000000000000e+01,"F",292206593.0000,294692837.0000,293720951.0000,298717744.0000
"GRISWOLD",5.8000000000000000e+01,"NL",15063213.0000,15394644.0000,15282221.0000,16016361.0000
"GROTON",5.9000000000000000e+01,"NL",74842788.0000,76287974.0000,77581745.0000,80083673.0000
"GROTON (City of)",6.0000000000000000e+01,,5658026.0000,5719007.0000,6081300.0000,6157956.0000
"GUILFORD",6.1000000000000000e+01,"NH",66274333.0000,66592468.0000,66741761.0000,67238327.0000
"HADDAM",6.2000000000000000e+01,"M",24322687.0000,24630705.0000,24653423.0000,25866352.0000
"HAMDEN",6.3000000000000000e+01,"NH",131430826.0000,133375296.0000,131640274.0000,135150597.0000
"HAMPTON",6.4000000000000000e+01,"W",3829276.0000,3918732.0000,3896272.0000,4065012.0000
"HARTFORD",6.5000000000000000e+01,"H",256253000.0000,268745000.0000,263161000.0000,296060000.0000
"HARTLAND",6.6000000000000000e+01,"H",4544274.0000,4619597.0000,4577478.0000,4688076.0000
"HARWINTON",6.7000000000000000e+01,"L",12685087.0000,12918512.0000,12812451.0000,13544844.0000
"HEBRON",6.8000000000000000e+01,"T",24675434.0000,25010852.0000,24983183.0000,25671834.0000
"KENT",6.9000000000000000e+01,"L",8966513.0000,9101526.0000,9042828.0000,9384732.0000
"KILLINGLY",7.0000000000000000e+01,"W",27144886.0000,27768617.0000,28033911.0000,29112312.0000
"KILLINGWORTH",7.1000000000000000e+01,"M",16968821.0000,17066433.0000,17046671.0000,17174939.0000
"LEBANON",7.2000000000000000e+01,"NL",14245466.0000,14532159.0000,14564905.0000,14984028.0000
"LEDYARD",7.3000000000000000e+01,"NL",29380101.0000,29777543.0000,29645412.0000,30219160.0000
"LISBON",7.4000000000000000e+01,"NL",6714235.0000,6815329.0000,6858728.0000,7056593.0000
"LITCHFIELD",7.5000000000000000e+01,"L",23651000.0000,24097000.0000,23979000.0000,24651000.0000
"LYME",7.6000000000000000e+01,"NL",8052740.0000,8125571.0000,8109125.0000,8253476.0000
"MADISON",7.7000000000000000e+01,"NH",65262107.0000,65697255.0000,65355370.0000,66200470.0000
"MANCHESTER",7.8000000000000000e+01,"H",122311000.0000,124351000.0000,124239000.0000,128396000.0000
"MANSFIELD",7.9000000000000000e+01,"T",24661497.0000,24957082.0000,25096368.0000,25574524.0000
"MARLBOROUGH",8.0000000000000000e+01,"H",16496734.0000,16646398.0000,16605803.0000,16817174.0000
"MERIDEN",8.1000000000000000e+01,"NH",105858662.0000,108579493.0000,107928869.0000,115453819.0000
"MIDDLEBURY",8.2000000000000000e+01,"NH",24822090.0000,25304424.0000,25191424.0000,26077295.0000
"MIDDLEFIELD",8.3000000000000000e+01,"M",11991729.0000,12175681.0000,12179842.0000,12474833.0000
"MIDDLETOWN",8.4000000000000000e+01,"M",99118000.0000,101269000.0000,100948000.0000,105230000.0000
"MILFORD",8.5000000000000000e+01,"NH",150811000.0000,153575000.0000,152858000.0000,161764000.0000
"MONROE",8.6000000000000000e+01,"F",63383773.0000,64320324.0000,64170815.0000,65534887.0000
"MONTVILLE",8.7000000000000000e+01,"NL",33200666.0000,33858360.0000,33725335.0000,35141226.0000
"MORRIS",8.8000000000000000e+01,"L",7150894.0000,7221123.0000,7198050.0000,7289670.0000
"NAUGATUCK",8.9000000000000000e+01,"NH",61925713.0000,64609812.0000,63583314.0000,72866029.0000
"NEW BRITAIN",9.0000000000000000e+01,"H",102721000.0000,107140000.0000,105818000.0000,118633000.0000
"NEW CANAAN",9.1000000000000000e+01,"F",110318657.0000,111010463.0000,111184993.0000,112660965.0000
"NEW FAIRFIELD",9.2000000000000000e+01,"F",38476133.0000,38795128.0000,38741681.0000,39191712.0000
"NEW HARTFORD",9.3000000000000000e+01,"L",16648060.0000,16890187.0000,16907783.0000,17301405.0000
"NEW HAVEN",9.4000000000000000e+01,"NH",213902653.0000,219290220.0000,216276372.0000,224927111.0000
"NEW LONDON",9.5000000000000000e+01,"NL",37971745.0000,38816170.0000,38318713.0000,39664517.0000
"NEW MILFORD",9.6000000000000000e+01,"L",67097919.0000,68492044.0000,68632888.0000,71065827.0000
"NEWINGTON",9.7000000000000000e+01,"H",76731000.0000,77679000.0000,77195000.0000,78712000.0000
"NEWTOWN",9.8000000000000000e+01,"F",91982638.0000,92798590.0000,92363881.0000,93947384.0000
"NORFOLK",9.9000000000000000e+01,"L",6128217.0000,6222549.0000,6251298.0000,6408417.0000
"NORTH BRANFORD",1.0000000000000000e+02,"NH",34065188.0000,34626965.0000,34408751.0000,35383509.0000
"NORTH CANAAN",1.0100000000000000e+02,"L",7013307.0000,7225526.0000,7238940.0000,7754821.0000
"NORTH HAVEN",1.0200000000000000e+02,"NH",72552212.0000,73770869.0000,73244126.0000,75955987.0000
"NORTH STONINGTON",1.0300000000000000e+02,"NL",12298956.0000,12547214.0000,12551886.0000,12913802.0000
"NORWALK",1.0400000000000000e+02,"F",252875077.0000,256900612.0000,253544345.0000,259567125.0000
"NORWICH",1.0500000000000000e+02,"NL",54765000.0000,57006000.0000,55708000.0000,59954000.0000
"OLD LYME",1.0600000000000000e+02,"NL",29134265.0000,29520967.0000,29438119.0000,30173912.0000
"OLD SAYBROOK",1.0700000000000000e+02,"M",34313107.0000,34526118.0000,34431098.0000,34821736.0000
"ORANGE",1.0800000000000000e+02,"NH",50511953.0000,50970656.0000,50850491.0000,51483028.0000
"OXFORD",1.0900000000000000e+02,"NH",30372988.0000,30990184.0000,30710101.0000,35138598.0000
"PLAINFIELD",1.1000000000000000e+02,"W",19698600.0000,20407365.0000,20318331.0000,21936637.0000
"PLAINVILLE",1.1100000000000000e+02,"H",37977381.0000,38841741.0000,38966048.0000,40778568.0000
"PLYMOUTH",1.1200000000000000e+02,"L",24229603.0000,25267568.0000,24609934.0000,27334419.0000
"POMFRET",1.1300000000000000e+02,"W",7465280.0000,7584867.0000,7525729.0000,7689637.0000
"PORTLAND",1.1400000000000000e+02,"M",23299787.0000,23691034.0000,23688965.0000,24494340.0000
"PRESTON",1.1500000000000000e+02,"NL",8435049.0000,8668881.0000,8743057.0000,9049578.0000
"PROSPECT",1.1600000000000000e+02,"NH",20448212.0000,20696927.0000,20745199.0000,21271870.0000
"PUTNAM",1.1700000000000000e+02,"W",8455665.0000,8691451.0000,8632602.0000,9190568.0000
"REDDING",1.1800000000000000e+02,"F",42930490.0000,44117180.0000,43177488.0000,45153268.0000
"RIDGEFIELD",1.1900000000000000e+02,"F",109814265.0000,111397853.0000,110676849.0000,114775031.0000
"ROCKY HILL",1.2000000000000000e+02,"H",51728564.0000,52249228.0000,52187482.0000,52942024.0000
"ROXBURY",1.2100000000000000e+02,"L",8366949.0000,8458503.0000,8411439.0000,8535583.0000
"SALEM",1.2200000000000000e+02,"NL",10274477.0000,10508386.0000,10416967.0000,10812596.0000
"SALISBURY",1.2300000000000000e+02,"L",11355497.0000,11459386.0000,11472728.0000,11693763.0000
"SCOTLAND",1.2400000000000000e+02,"W",3596589.0000,3667342.0000,3799104.0000,3952709.0000
"SEYMOUR",1.2500000000000000e+02,"NH",35960606.0000,36643424.0000,36523862.0000,38242282.0000
"SHARON",1.2600000000000000e+02,"L",8966945.0000,9165538.0000,9071334.0000,9550144.0000
"SHELTON",1.2700000000000000e+02,"F",95698353.0000,96776036.0000,96633968.0000,98779312.0000
"SHERMAN",1.2800000000000000e+02,"F",11563499.0000,11631085.0000,11653747.0000,11739011.0000
"SIMSBURY",1.2900000000000000e+02,"H",78849769.0000,79341293.0000,79321234.0000,80213766.0000
"SOMERS",1.3000000000000000e+02,"T",16827615.0000,17000633.0000,16932877.0000,17267963.0000
"SOUTH WINDSOR",1.3100000000000000e+02,"H",76539598.0000,77518490.0000,77244898.0000,80378609.0000
"SOUTHBURY",1.3200000000000000e+02,"NH",54902396.0000,55204482.0000,55124414.0000,55646919.0000
"SOUTHINGTON",1.3300000000000000e+02,"H",95119000.0000,96373000.0000,96255000.0000,98771000.0000
"SPRAGUE",1.3400000000000000e+02,"NL",4578751.0000,4748978.0000,4684407.0000,5011144.0000
"STAFFORD",1.3500000000000000e+02,"T",21424153.0000,22063382.0000,21997824.0000,23272642.0000
"STAMFORD",1.3600000000000000e+02,"F",399581762.0000,406841821.0000,401418750.0000,414223182.0000
"STERLING",1.3700000000000000e+02,"W",6394273.0000,6485765.0000,6777518.0000,6954883.0000
"STONINGTON",1.3800000000000000e+02,"NL",47832323.0000,48511708.0000,48180300.0000,49073986.0000
"STRATFORD",1.3900000000000000e+02,"F",146798179.0000,150248842.0000,148765678.0000,154645659.0000
"SUFFIELD",1.4000000000000000e+02,"H",31559273.0000,31973457.0000,31869097.0000,32650694.0000
"THOMASTON",1.4100000000000000e+02,"L",16192962.0000,16462140.0000,16673138.0000,17607030.0000
"THOMPSON",1.4200000000000000e+02,"W",12360783.0000,12590217.0000,12600303.0000,13147833.0000
"TOLLAND",1.4300000000000000e+02,"T",36700079.0000,37018564.0000,37003487.0000,37474223.0000
"TORRINGTON",1.4400000000000000e+02,"L",75224952.0000,75224952.0000,75224952.0000,75224952.0000
"TRUMBULL",1.4500000000000000e+02,"F",123244683.0000,124899112.0000,124746922.0000,127672418.0000
"UNION",1.4600000000000000e+02,"T",2150668.0000,2188089.0000,2154330.0000,2220846.0000
"VERNON",1.4700000000000000e+02,"T",56484922.0000,57184120.0000,57028042.0000,58398136.0000
"VOLUNTOWN",1.4800000000000000e+02,"NL",4380592.0000,4501290.0000,4497514.0000,4705350.0000
"WALLINGFORD",1.4900000000000000e+02,"NH",102206000.0000,103940000.0000,103842000.0000,107319000.0000
"WARREN",1.5000000000000000e+02,"L",4253773.0000,4273320.0000,4295210.0000,4321294.0000
"WASHINGTON",1.5100000000000000e+02,"L",13424376.0000,13611487.0000,13634301.0000,13906092.0000
"WATERBURY",1.5200000000000000e+02,"NH",213022000.0000,219818000.0000,215843000.0000,234153000.0000
"WATERFORD",1.5300000000000000e+02,"NL",65358694.0000,66007080.0000,65808552.0000,66987676.0000
"WATERTOWN",1.5400000000000000e+02,"L",43141572.0000,43767426.0000,43711235.0000,44693740.0000
"WEST HARTFORD",1.5500000000000000e+02,"H",190585000.0000,192761000.0000,192005000.0000,195238000.0000
"WEST HAVEN",1.5600000000000000e+02,"NH",82892466.0000,84116342.0000,83674676.0000,86949640.0000
"WESTBROOK",1.5700000000000000e+02,"M",22596679.0000,22892909.0000,22734744.0000,23291310.0000
"WESTON",1.5800000000000000e+02,"F",61284319.0000,62192699.0000,61897065.0000,63534235.0000
"WESTPORT",1.5900000000000000e+02,"F",157993811.0000,161361860.0000,159550374.0000,169907418.0000
"WETHERSFIELD",1.6000000000000000e+02,"H",69806811.0000,70662766.0000,70335669.0000,72200779.0000
"WILLINGTON",1.6100000000000000e+02,"T",10919642.0000,11035097.0000,10960912.0000,11114196.0000
"WILTON",1.6200000000000000e+02,"F",98413428.0000,99307392.0000,98940190.0000,100866012.0000
"WINDHAM",1.6400000000000000e+02,"W",29161587.0000,29774647.0000,29548175.0000,30660796.0000
"WINDSOR",1.6500000000000000e+02,"H",76655975.0000,77747083.0000,77668975.0000,79213554.0000
"WINDSOR LOCKS",1.6600000000000000e+02,"H",28864836.0000,29417484.0000,29350055.0000,30493601.0000
"WOLCOTT",1.6700000000000000e+02,"NH",30359089.0000,31006021.0000,31183937.0000,32300069.0000
"WOODBRIDGE",1.6800000000000000e+02,"NH",38878498.0000,39168997.0000,38922440.0000,39337324.0000
"WOODBURY",1.6900000000000000e+02,"L",25624548.0000,26071554.0000,25951510.0000,26879104.0000
"WOODSTOCK",1.7000000000000000e+02,"W",13832562.0000,14101881.0000,14009441.0000,14437699.0000
