Municipality,Numbered,ADM 2006-07,NCE 2006-07
"PLAINFIELD         ",110,2.6359400000000001e+03,28986264.0000
"PLAINVILLE         ",111,2.6333000000000002e+03,30684803.0000
"PLYMOUTH           ",112,2.0360000000000000e+03,20891389.0000
"POMFRET            ",113,7.8210000000000002e+02,8142128.0000
"PORTLAND           ",114,1.4706600000000001e+03,16615004.0000
"PRESTON            ",115,7.7902999999999997e+02,9908474.0000
"PROSPECT           ",116,1.6725699999999999e+03,16905509.0000
"PUTNAM             ",117,1.3267500000000000e+03,16083151.0000
"REDDING            ",118,1.7900300000000000e+03,25660099.0000
"RIDGEFIELD         ",119,5.6051500000000005e+03,67253524.0000
"ROCKY HILL         ",120,2.5854000000000001e+03,28062371.0000
"ROXBURY            ",121,3.1735000000000002e+02,5150945.0000
"SALEM              ",122,8.1909000000000003e+02,9177283.0000
"SALISBURY          ",123,4.3696000000000004e+02,6956475.0000
"SCOTLAND           ",124,2.7799000000000001e+02,3996883.0000
"SEYMOUR            ",125,2.5688200000000002e+03,24798473.0000
"SHARON             ",126,3.3340000000000003e+02,5513811.0000
"SHELTON            ",127,5.7763299999999999e+03,60011455.0000
"SHERMAN            ",128,6.6066999999999996e+02,7359998.0000
"SIMSBURY           ",129,4.9912100000000000e+03,56066199.0000
"SOMERS             ",130,1.7158500000000001e+03,17303807.0000
"SOUTH WINDSOR      ",131,5.1879099999999999e+03,54753827.0000
"SOUTHBURY          ",132,3.3020500000000002e+03,35856463.0000
"SOUTHINGTON        ",133,6.8700100000000002e+03,73729716.0000
"SPRAGUE            ",134,4.6199000000000001e+02,5904609.0000
"STAFFORD           ",135,1.9595400000000000e+03,21524753.0000
"STAMFORD           ",136,1.5080430000000000e+04,218284708.0000
"STERLING           ",137,6.5396000000000004e+02,6340198.0000
"STONINGTON         ",138,2.6161199999999999e+03,28344638.0000
"STRATFORD          ",139,7.6199899999999998e+03,83194420.0000
"SUFFIELD           ",140,2.4959200000000001e+03,25244338.0000
"THOMASTON          ",141,1.3711300000000001e+03,13979743.0000
"THOMPSON           ",142,1.5011600000000001e+03,14934476.0000
"TOLLAND            ",143,3.2137800000000002e+03,30842242.0000
"TORRINGTON         ",144,4.9968699999999999e+03,55780181.0000
"TRUMBULL           ",145,6.8392900000000000e+03,74873349.0000
"UNION              ",146,1.1220000000000000e+02,1221107.0000
"VERNON             ",147,3.7991800000000003e+03,44423860.0000
"VOLUNTOWN          ",148,4.5998000000000002e+02,5526017.0000
"WALLINGFORD        ",149,7.0710799999999999e+03,77618664.0000
"WARREN             ",150,1.9506999999999999e+02,2572496.0000
"WASHINGTON         ",151,4.7507999999999998e+02,7711080.0000
"WATERBURY          ",152,1.7756040000000001e+04,213520794.0000
"WATERFORD          ",153,3.3193299999999999e+03,37844271.0000
"WATERTOWN          ",154,3.5027200000000003e+03,31169763.0000
"WEST HARTFORD      ",155,1.0130469999999999e+04,116258528.0000
"WEST HAVEN         ",156,7.5805299999999997e+03,78025612.0000
"WESTBROOK          ",157,1.0030000000000000e+03,11799416.0000
"WESTON             ",158,2.6209800000000000e+03,40089331.0000
"WESTPORT           ",159,5.5863000000000002e+03,82537466.0000
"WETHERSFIELD       ",160,3.9440599999999999e+03,44352864.0000
"WILLINGTON         ",161,8.5550000000000000e+02,10514241.0000
"WILTON             ",162,4.3856599999999999e+03,58748139.0000
"WINCHESTER         ",163,1.5720599999999999e+03,19838315.0000
"WINDHAM            ",164,3.5969900000000002e+03,44746728.0000
"WINDSOR            ",165,4.5895799999999999e+03,55098557.0000
"WINDSOR LOCKS      ",166,2.0371500000000001e+03,25605915.0000
"WOLCOTT            ",167,3.2679300000000003e+03,29962604.0000
"WOODBRIDGE         ",168,1.6707400000000000e+03,21237883.0000
"WOODBURY           ",169,1.5258800000000001e+03,18076640.0000
"WOODSTOCK          ",170,1.4321300000000001e+03,13847656.0000
