"Town","FIPS","Year","Measure Type","Variable","Value"
"Derby","0900919550","SFY 2000-2001","Mill Rate","Actual Mill Rate",33.2
"Durham","0900720810","SFY 2000-2001","Mill Rate","Actual Mill Rate",29.8
"East Granby","0900322070","SFY 2000-2001","Mill Rate","Actual Mill Rate",26.6
"East Haddam","0900722280","SFY 2000-2001","Mill Rate","Actual Mill Rate",29.23
"East Hampton","0900722490","SFY 2000-2001","Mill Rate","Actual Mill Rate",25.46
"East Hartford","0900322630","SFY 2000-2001","Mill Rate","Actual Mill Rate",37.62
"East Haven","0900922910","SFY 2000-2001","Mill Rate","Actual Mill Rate",36.95
"East Lyme","0901123400","SFY 2000-2001","Mill Rate","Actual Mill Rate",28.8
"East Windsor","0900324800","SFY 2000-2001","Mill Rate","Actual Mill Rate",27.38
"Eastford","0901521860","SFY 2000-2001","Mill Rate","Actual Mill Rate",32.5
"Easton","0900123890","SFY 2000-2001","Mill Rate","Actual Mill Rate",26.7
"Ellington","0901325360","SFY 2000-2001","Mill Rate","Actual Mill Rate",27.8
"Enfield","0900325990","SFY 2000-2001","Mill Rate","Actual Mill Rate",30.87
"Essex","0900726270","SFY 2000-2001","Mill Rate","Actual Mill Rate",16.75
"Fairfield","0900126620","SFY 2000-2001","Mill Rate","Actual Mill Rate",27.6
"Farmington","0900327600","SFY 2000-2001","Mill Rate","Actual Mill Rate",23.6
"Franklin","0901129910","SFY 2000-2001","Mill Rate","Actual Mill Rate",25.8
"Glastonbury","0900331240","SFY 2000-2001","Mill Rate","Actual Mill Rate",32.9
"Goshen","0900532290","SFY 2000-2001","Mill Rate","Actual Mill Rate",23.8
"Granby","0900332640","SFY 2000-2001","Mill Rate","Actual Mill Rate",34.46
"Greenwich","0900133620","SFY 2000-2001","Mill Rate","Actual Mill Rate",18.12
"Griswold","0901133900","SFY 2000-2001","Mill Rate","Actual Mill Rate",24.75
"Groton","0901134250","SFY 2000-2001","Mill Rate","Actual Mill Rate",23.5
"Guilford","0900934950","SFY 2000-2001","Mill Rate","Actual Mill Rate",30.84
"Haddam","0900735230","SFY 2000-2001","Mill Rate","Actual Mill Rate",31.5
"Hamden","0900935650","SFY 2000-2001","Mill Rate","Actual Mill Rate",34.46
"Hampton","0901536000","SFY 2000-2001","Mill Rate","Actual Mill Rate",35.75
"Hartford","0900337070","SFY 2000-2001","Mill Rate","Actual Mill Rate",47
"Hartland","0900337140","SFY 2000-2001","Mill Rate","Actual Mill Rate",24.25
"Harwinton","0900537280","SFY 2000-2001","Mill Rate","Actual Mill Rate",28.7
"Hebron","0901337910","SFY 2000-2001","Mill Rate","Actual Mill Rate",31.21
"Kent","0900540290","SFY 2000-2001","Mill Rate","Actual Mill Rate",18.23
"Killingly","0901540500","SFY 2000-2001","Mill Rate","Actual Mill Rate",20.5
"Killingworth","0900740710","SFY 2000-2001","Mill Rate","Actual Mill Rate",28.7
"Lebanon","0901142390","SFY 2000-2001","Mill Rate","Actual Mill Rate",24.1
"Ledyard","0901142600","SFY 2000-2001","Mill Rate","Actual Mill Rate",31.81
"Lisbon","0901143230","SFY 2000-2001","Mill Rate","Actual Mill Rate",18
"Litchfield","0900543370","SFY 2000-2001","Mill Rate","Actual Mill Rate",24.25
"Lyme","0901144210","SFY 2000-2001","Mill Rate","Actual Mill Rate",16
"Madison","0900944560","SFY 2000-2001","Mill Rate","Actual Mill Rate",25.36
"Manchester","0900344700","SFY 2000-2001","Mill Rate","Actual Mill Rate",24.79
"Mansfield","0901344910","SFY 2000-2001","Mill Rate","Actual Mill Rate",26.13
"Marlborough","0900345820","SFY 2000-2001","Mill Rate","Actual Mill Rate",31.5
"Meriden","0900946520","SFY 2000-2001","Mill Rate","Actual Mill Rate",40.4
"Middlebury","0900946940","SFY 2000-2001","Mill Rate","Actual Mill Rate",32.05
"Middlefield","0900747080","SFY 2000-2001","Mill Rate","Actual Mill Rate",30.28
"Middletown","0900747360","SFY 2000-2001","Mill Rate","Actual Mill Rate",29
"Milford","0900947535","SFY 2000-2001","Mill Rate","Actual Mill Rate",30.89
"Monroe","0900148620","SFY 2000-2001","Mill Rate","Actual Mill Rate",26.53
"Montville","0901148900","SFY 2000-2001","Mill Rate","Actual Mill Rate",26.9
"Morris","0900549460","SFY 2000-2001","Mill Rate","Actual Mill Rate",26.48
"Naugatuck","0900949950","SFY 2000-2001","Mill Rate","Actual Mill Rate",55.6
"New Britain","0900350440","SFY 2000-2001","Mill Rate","Actual Mill Rate",49.98
"New Canaan","0900150580","SFY 2000-2001","Mill Rate","Actual Mill Rate",19.7
"New Fairfield","0900150860","SFY 2000-2001","Mill Rate","Actual Mill Rate",28.93
"New Hartford","0900551350","SFY 2000-2001","Mill Rate","Actual Mill Rate",29.5
"New Haven","0900952070","SFY 2000-2001","Mill Rate","Actual Mill Rate",34.95
"New London","0901152350","SFY 2000-2001","Mill Rate","Actual Mill Rate",33.5
"New Milford","0900552630","SFY 2000-2001","Mill Rate","Actual Mill Rate",29.11
"Newington","0900352140","SFY 2000-2001","Mill Rate","Actual Mill Rate",27.75
"Newtown","0900152980","SFY 2000-2001","Mill Rate","Actual Mill Rate",29.5
"Norfolk","0900553470","SFY 2000-2001","Mill Rate","Actual Mill Rate",23.57
"North Branford","0900953890","SFY 2000-2001","Mill Rate","Actual Mill Rate",29.62
"North Canaan","0900554030","SFY 2000-2001","Mill Rate","Actual Mill Rate",22.8
"North Haven","0900954870","SFY 2000-2001","Mill Rate","Actual Mill Rate",25.34
"North Stonington","0901155500","SFY 2000-2001","Mill Rate","Actual Mill Rate",26.5
"Norwalk","0900156060","SFY 2000-2001","Mill Rate","Actual Mill Rate",42.75
"Norwich","0901156270","SFY 2000-2001","Mill Rate","Actual Mill Rate",34.03
"Old Lyme","0901157040","SFY 2000-2001","Mill Rate","Actual Mill Rate",21.5
"Old Saybrook","0900757320","SFY 2000-2001","Mill Rate","Actual Mill Rate",19.3
"Orange","0900957600","SFY 2000-2001","Mill Rate","Actual Mill Rate",25.5
"Oxford","0900958300","SFY 2000-2001","Mill Rate","Actual Mill Rate",32.69
"Plainfield","0901559980","SFY 2000-2001","Mill Rate","Actual Mill Rate",25.9
"Plainville","0900360120","SFY 2000-2001","Mill Rate","Actual Mill Rate",29.39
"Plymouth","0900560750","SFY 2000-2001","Mill Rate","Actual Mill Rate",36.3
"Pomfret","0901561030","SFY 2000-2001","Mill Rate","Actual Mill Rate",22.35
"Portland","0900761800","SFY 2000-2001","Mill Rate","Actual Mill Rate",32.46
"Preston","0901162150","SFY 2000-2001","Mill Rate","Actual Mill Rate",21
"Prospect","0900962290","SFY 2000-2001","Mill Rate","Actual Mill Rate",29.3
"Putnam","0901562710","SFY 2000-2001","Mill Rate","Actual Mill Rate",16.5
"Redding","0900163480","SFY 2000-2001","Mill Rate","Actual Mill Rate",25.4
"Ridgefield","0900163970","SFY 2000-2001","Mill Rate","Actual Mill Rate",23.25
"Rocky Hill","0900365370","SFY 2000-2001","Mill Rate","Actual Mill Rate",26.8
"Roxbury","0900565930","SFY 2000-2001","Mill Rate","Actual Mill Rate",19.54
"Salem","0901166210","SFY 2000-2001","Mill Rate","Actual Mill Rate",30.25
"Salisbury","0900566420","SFY 2000-2001","Mill Rate","Actual Mill Rate",15.5
"Scotland","0901567400","SFY 2000-2001","Mill Rate","Actual Mill Rate",31.2
"Seymour","0900967610","SFY 2000-2001","Mill Rate","Actual Mill Rate",30.8
"Sharon","0900567960","SFY 2000-2001","Mill Rate","Actual Mill Rate",16.4
"Shelton","0900168170","SFY 2000-2001","Mill Rate","Actual Mill Rate",24.6
"Sherman","0900168310","SFY 2000-2001","Mill Rate","Actual Mill Rate",18.4
"Simsbury","0900368940","SFY 2000-2001","Mill Rate","Actual Mill Rate",34.4
"Somers","0901369220","SFY 2000-2001","Mill Rate","Actual Mill Rate",24.26
"South Windsor","0900371390","SFY 2000-2001","Mill Rate","Actual Mill Rate",34.68
"Southbury","0900969640","SFY 2000-2001","Mill Rate","Actual Mill Rate",23.2
"Southington","0900370550","SFY 2000-2001","Mill Rate","Actual Mill Rate",26.9
"Sprague","0901171670","SFY 2000-2001","Mill Rate","Actual Mill Rate",23.25
"Stafford","0901372090","SFY 2000-2001","Mill Rate","Actual Mill Rate",24.98
"Stamford","0900173070","SFY 2000-2001","Mill Rate","Actual Mill Rate",23.87
"Sterling","0901573420","SFY 2000-2001","Mill Rate","Actual Mill Rate",23
"Stonington","0901173770","SFY 2000-2001","Mill Rate","Actual Mill Rate",25.71
"Stratford","0900174190","SFY 2000-2001","Mill Rate","Actual Mill Rate",35.27
"Suffield","0900374540","SFY 2000-2001","Mill Rate","Actual Mill Rate",26.54
"Thomaston","0900575730","SFY 2000-2001","Mill Rate","Actual Mill Rate",30.6
"Thompson","0901575870","SFY 2000-2001","Mill Rate","Actual Mill Rate",19.89
"Tolland","0901376290","SFY 2000-2001","Mill Rate","Actual Mill Rate",30.37
"Torrington","0900576570","SFY 2000-2001","Mill Rate","Actual Mill Rate",34.28
"Trumbull","0900177200","SFY 2000-2001","Mill Rate","Actual Mill Rate",26.7
"Union","0901377830","SFY 2000-2001","Mill Rate","Actual Mill Rate",22.66
"Vernon","0901378250","SFY 2000-2001","Mill Rate","Actual Mill Rate",30.11
"Voluntown","0901178600","SFY 2000-2001","Mill Rate","Actual Mill Rate",24.5
"Wallingford","0900978740","SFY 2000-2001","Mill Rate","Actual Mill Rate",25.9
"Warren","0900579510","SFY 2000-2001","Mill Rate","Actual Mill Rate",21.75
"Washington","0900579720","SFY 2000-2001","Mill Rate","Actual Mill Rate",15.25
"Waterbury","0900980070","SFY 2000-2001","Mill Rate","Actual Mill Rate",80.52
"Waterford","0901180280","SFY 2000-2001","Mill Rate","Actual Mill Rate",16.4
"Watertown","0900580490","SFY 2000-2001","Mill Rate","Actual Mill Rate",23.56
"West Hartford","0900382590","SFY 2000-2001","Mill Rate","Actual Mill Rate",34.36
"West Haven","0900982870","SFY 2000-2001","Mill Rate","Actual Mill Rate",34.28
"Westbrook","0900781680","SFY 2000-2001","Mill Rate","Actual Mill Rate",22
"Weston","0900183430","SFY 2000-2001","Mill Rate","Actual Mill Rate",21.23
"Westport","0900183500","SFY 2000-2001","Mill Rate","Actual Mill Rate",15.9
"Wethersfield","0900384900","SFY 2000-2001","Mill Rate","Actual Mill Rate",30.81
"Willington","0901385950","SFY 2000-2001","Mill Rate","Actual Mill Rate",25.7
"Wilton","0900186370","SFY 2000-2001","Mill Rate","Actual Mill Rate",25.91
"Winchester","0900586440","SFY 2000-2001","Mill Rate","Actual Mill Rate",33.17
"Windham","0901586790","SFY 2000-2001","Mill Rate","Actual Mill Rate",26.34
"Windsor","0900387000","SFY 2000-2001","Mill Rate","Actual Mill Rate",29.7
"Windsor Locks","0900387070","SFY 2000-2001","Mill Rate","Actual Mill Rate",21.21
"Wolcott","0900987560","SFY 2000-2001","Mill Rate","Actual Mill Rate",29.68
"Woodbridge","0900987700","SFY 2000-2001","Mill Rate","Actual Mill Rate",31.59
"Woodbury","0900587910","SFY 2000-2001","Mill Rate","Actual Mill Rate",23.9
"Woodstock","0901588190","SFY 2000-2001","Mill Rate","Actual Mill Rate",25.7
"Andover","0901301080","SFY 2000-2001","Mill Rate","Equalized Mill Rate",17.57
"Ansonia","0900901220","SFY 2000-2001","Mill Rate","Equalized Mill Rate",20.14
"Ashford","0901501430","SFY 2000-2001","Mill Rate","Equalized Mill Rate",20.6
"Avon","0900302060","SFY 2000-2001","Mill Rate","Equalized Mill Rate",17.2
"Barkhamsted","0900502760","SFY 2000-2001","Mill Rate","Equalized Mill Rate",19.6
"Beacon Falls","0900903250","SFY 2000-2001","Mill Rate","Equalized Mill Rate",14.02
"Berlin","0900304300","SFY 2000-2001","Mill Rate","Equalized Mill Rate",18.6
"Bethany","0900904580","SFY 2000-2001","Mill Rate","Equalized Mill Rate",20.33
"Bethel","0900104720","SFY 2000-2001","Mill Rate","Equalized Mill Rate",16.98
"Bethlehem","0900504930","SFY 2000-2001","Mill Rate","Equalized Mill Rate",16.76
"Bloomfield","0900305910","SFY 2000-2001","Mill Rate","Equalized Mill Rate",21.71
"Bolton","0901306260","SFY 2000-2001","Mill Rate","Equalized Mill Rate",21.8
"Bozrah","0901106820","SFY 2000-2001","Mill Rate","Equalized Mill Rate",11.97
"Branford","0900907310","SFY 2000-2001","Mill Rate","Equalized Mill Rate",17.78
"Bridgeport","0900108070","SFY 2000-2001","Mill Rate","Equalized Mill Rate",28.19
"Bridgewater","0900508210","SFY 2000-2001","Mill Rate","Equalized Mill Rate",13.17
"Bristol","0900308490","SFY 2000-2001","Mill Rate","Equalized Mill Rate",18.52
"Brookfield","0900108980","SFY 2000-2001","Mill Rate","Equalized Mill Rate",14.64
"Brooklyn","0901509190","SFY 2000-2001","Mill Rate","Equalized Mill Rate",15.92
"Burlington","0900310100","SFY 2000-2001","Mill Rate","Equalized Mill Rate",19.7
"Canaan","0900510940","SFY 2000-2001","Mill Rate","Equalized Mill Rate",17.24
"Canterbury","0901512130","SFY 2000-2001","Mill Rate","Equalized Mill Rate",16.66
"Canton","0900312270","SFY 2000-2001","Mill Rate","Equalized Mill Rate",21.48
"Chaplin","0901513810","SFY 2000-2001","Mill Rate","Equalized Mill Rate",20.6
"Cheshire","0900914160","SFY 2000-2001","Mill Rate","Equalized Mill Rate",20.8
"Chester","0900714300","SFY 2000-2001","Mill Rate","Equalized Mill Rate",17.04
"Clinton","0900715350","SFY 2000-2001","Mill Rate","Equalized Mill Rate",18.54
"Colchester","0901115910","SFY 2000-2001","Mill Rate","Equalized Mill Rate",19.02
"Colebrook","0900516050","SFY 2000-2001","Mill Rate","Equalized Mill Rate",20.86
"Columbia","0901316400","SFY 2000-2001","Mill Rate","Equalized Mill Rate",17.94
"Cornwall","0900517240","SFY 2000-2001","Mill Rate","Equalized Mill Rate",12.33
"Coventry","0901317800","SFY 2000-2001","Mill Rate","Equalized Mill Rate",18.18
"Cromwell","0900718080","SFY 2000-2001","Mill Rate","Equalized Mill Rate",18.17
"Danbury","0900118500","SFY 2000-2001","Mill Rate","Equalized Mill Rate",16.1
"Darien","0900118850","SFY 2000-2001","Mill Rate","Equalized Mill Rate",9.1
"Deep River","0900719130","SFY 2000-2001","Mill Rate","Equalized Mill Rate",15.24
"Derby","0900919550","SFY 2000-2001","Mill Rate","Equalized Mill Rate",21.12
"Durham","0900720810","SFY 2000-2001","Mill Rate","Equalized Mill Rate",19.53
"East Granby","0900322070","SFY 2000-2001","Mill Rate","Equalized Mill Rate",17.84
"East Haddam","0900722280","SFY 2000-2001","Mill Rate","Equalized Mill Rate",17.01
"East Hampton","0900722490","SFY 2000-2001","Mill Rate","Equalized Mill Rate",19.41
"East Hartford","0900322630","SFY 2000-2001","Mill Rate","Equalized Mill Rate",27.15
"East Haven","0900922910","SFY 2000-2001","Mill Rate","Equalized Mill Rate",23.95
"East Lyme","0901123400","SFY 2000-2001","Mill Rate","Equalized Mill Rate",16.99
"East Windsor","0900324800","SFY 2000-2001","Mill Rate","Equalized Mill Rate",17.13
"Eastford","0901521860","SFY 2000-2001","Mill Rate","Equalized Mill Rate",19.2
"Easton","0900123890","SFY 2000-2001","Mill Rate","Equalized Mill Rate",13.63
"Ellington","0901325360","SFY 2000-2001","Mill Rate","Equalized Mill Rate",20.8
"Enfield","0900325990","SFY 2000-2001","Mill Rate","Equalized Mill Rate",20.08
"Essex","0900726270","SFY 2000-2001","Mill Rate","Equalized Mill Rate",11.69
"Fairfield","0900126620","SFY 2000-2001","Mill Rate","Equalized Mill Rate",13.05
"Farmington","0900327600","SFY 2000-2001","Mill Rate","Equalized Mill Rate",14.35
"Franklin","0901129910","SFY 2000-2001","Mill Rate","Equalized Mill Rate",17.8
"Glastonbury","0900331240","SFY 2000-2001","Mill Rate","Equalized Mill Rate",19.28
"Goshen","0900532290","SFY 2000-2001","Mill Rate","Equalized Mill Rate",12.52
"Granby","0900332640","SFY 2000-2001","Mill Rate","Equalized Mill Rate",21.41
"Greenwich","0900133620","SFY 2000-2001","Mill Rate","Equalized Mill Rate",7.69
"Griswold","0901133900","SFY 2000-2001","Mill Rate","Equalized Mill Rate",15.42
"Groton","0901134250","SFY 2000-2001","Mill Rate","Equalized Mill Rate",12.09
"Guilford","0900934950","SFY 2000-2001","Mill Rate","Equalized Mill Rate",16.45
"Haddam","0900735230","SFY 2000-2001","Mill Rate","Equalized Mill Rate",20.89
"Hamden","0900935650","SFY 2000-2001","Mill Rate","Equalized Mill Rate",23.61
"Hampton","0901536000","SFY 2000-2001","Mill Rate","Equalized Mill Rate",25.35
"Hartford","0900337070","SFY 2000-2001","Mill Rate","Equalized Mill Rate",32.37
"Hartland","0900337140","SFY 2000-2001","Mill Rate","Equalized Mill Rate",16.61
"Harwinton","0900537280","SFY 2000-2001","Mill Rate","Equalized Mill Rate",18.86
"Hebron","0901337910","SFY 2000-2001","Mill Rate","Equalized Mill Rate",18.99
"Kent","0900540290","SFY 2000-2001","Mill Rate","Equalized Mill Rate",12.81
"Killingly","0901540500","SFY 2000-2001","Mill Rate","Equalized Mill Rate",12.68
"Killingworth","0900740710","SFY 2000-2001","Mill Rate","Equalized Mill Rate",16.28
"Lebanon","0901142390","SFY 2000-2001","Mill Rate","Equalized Mill Rate",16.94
"Ledyard","0901142600","SFY 2000-2001","Mill Rate","Equalized Mill Rate",19.04
"Lisbon","0901143230","SFY 2000-2001","Mill Rate","Equalized Mill Rate",10.46
"Litchfield","0900543370","SFY 2000-2001","Mill Rate","Equalized Mill Rate",16.96
"Lyme","0901144210","SFY 2000-2001","Mill Rate","Equalized Mill Rate",11.19
"Madison","0900944560","SFY 2000-2001","Mill Rate","Equalized Mill Rate",14.82
"Manchester","0900344700","SFY 2000-2001","Mill Rate","Equalized Mill Rate",22.16
"Mansfield","0901344910","SFY 2000-2001","Mill Rate","Equalized Mill Rate",18.05
"Marlborough","0900345820","SFY 2000-2001","Mill Rate","Equalized Mill Rate",18.84
"Meriden","0900946520","SFY 2000-2001","Mill Rate","Equalized Mill Rate",26.29
"Middlebury","0900946940","SFY 2000-2001","Mill Rate","Equalized Mill Rate",18.11
"Middlefield","0900747080","SFY 2000-2001","Mill Rate","Equalized Mill Rate",18.44
"Middletown","0900747360","SFY 2000-2001","Mill Rate","Equalized Mill Rate",19.74
"Milford","0900947535","SFY 2000-2001","Mill Rate","Equalized Mill Rate",17.74
"Monroe","0900148620","SFY 2000-2001","Mill Rate","Equalized Mill Rate",18.58
"Montville","0901148900","SFY 2000-2001","Mill Rate","Equalized Mill Rate",17.58
"Morris","0900549460","SFY 2000-2001","Mill Rate","Equalized Mill Rate",16.81
"Naugatuck","0900949950","SFY 2000-2001","Mill Rate","Equalized Mill Rate",19.75
"New Britain","0900350440","SFY 2000-2001","Mill Rate","Equalized Mill Rate",31.84
"New Canaan","0900150580","SFY 2000-2001","Mill Rate","Equalized Mill Rate",9.51
"New Fairfield","0900150860","SFY 2000-2001","Mill Rate","Equalized Mill Rate",15.82
"New Hartford","0900551350","SFY 2000-2001","Mill Rate","Equalized Mill Rate",20.6
"New Haven","0900952070","SFY 2000-2001","Mill Rate","Equalized Mill Rate",29.74
"New London","0901152350","SFY 2000-2001","Mill Rate","Equalized Mill Rate",23.3
"New Milford","0900552630","SFY 2000-2001","Mill Rate","Equalized Mill Rate",16.81
"Newington","0900352140","SFY 2000-2001","Mill Rate","Equalized Mill Rate",19.57
"Newtown","0900152980","SFY 2000-2001","Mill Rate","Equalized Mill Rate",16.45
"Norfolk","0900553470","SFY 2000-2001","Mill Rate","Equalized Mill Rate",16.48
"North Branford","0900953890","SFY 2000-2001","Mill Rate","Equalized Mill Rate",18.1
"North Canaan","0900554030","SFY 2000-2001","Mill Rate","Equalized Mill Rate",14.23
"North Haven","0900954870","SFY 2000-2001","Mill Rate","Equalized Mill Rate",16.5
"North Stonington","0901155500","SFY 2000-2001","Mill Rate","Equalized Mill Rate",18.85
"Norwalk","0900156060","SFY 2000-2001","Mill Rate","Equalized Mill Rate",18.48
"Norwich","0901156270","SFY 2000-2001","Mill Rate","Equalized Mill Rate",23.32
"Old Lyme","0901157040","SFY 2000-2001","Mill Rate","Equalized Mill Rate",14.41
"Old Saybrook","0900757320","SFY 2000-2001","Mill Rate","Equalized Mill Rate",13.36
"Orange","0900957600","SFY 2000-2001","Mill Rate","Equalized Mill Rate",16.97
"Oxford","0900958300","SFY 2000-2001","Mill Rate","Equalized Mill Rate",17.18
"Plainfield","0901559980","SFY 2000-2001","Mill Rate","Equalized Mill Rate",16.61
"Plainville","0900360120","SFY 2000-2001","Mill Rate","Equalized Mill Rate",21.56
"Plymouth","0900560750","SFY 2000-2001","Mill Rate","Equalized Mill Rate",22.45
"Pomfret","0901561030","SFY 2000-2001","Mill Rate","Equalized Mill Rate",14.99
"Portland","0900761800","SFY 2000-2001","Mill Rate","Equalized Mill Rate",20.38
"Preston","0901162150","SFY 2000-2001","Mill Rate","Equalized Mill Rate",13.95
"Prospect","0900962290","SFY 2000-2001","Mill Rate","Equalized Mill Rate",16.48
"Putnam","0901562710","SFY 2000-2001","Mill Rate","Equalized Mill Rate",11.11
"Redding","0900163480","SFY 2000-2001","Mill Rate","Equalized Mill Rate",14.61
"Ridgefield","0900163970","SFY 2000-2001","Mill Rate","Equalized Mill Rate",12.39
"Rocky Hill","0900365370","SFY 2000-2001","Mill Rate","Equalized Mill Rate",18.75
"Roxbury","0900565930","SFY 2000-2001","Mill Rate","Equalized Mill Rate",10.95
"Salem","0901166210","SFY 2000-2001","Mill Rate","Equalized Mill Rate",19.04
"Salisbury","0900566420","SFY 2000-2001","Mill Rate","Equalized Mill Rate",10.7
"Scotland","0901567400","SFY 2000-2001","Mill Rate","Equalized Mill Rate",21.86
"Seymour","0900967610","SFY 2000-2001","Mill Rate","Equalized Mill Rate",17.41
"Sharon","0900567960","SFY 2000-2001","Mill Rate","Equalized Mill Rate",11.46
"Shelton","0900168170","SFY 2000-2001","Mill Rate","Equalized Mill Rate",13.67
"Sherman","0900168310","SFY 2000-2001","Mill Rate","Equalized Mill Rate",12.94
"Simsbury","0900368940","SFY 2000-2001","Mill Rate","Equalized Mill Rate",20.08
"Somers","0901369220","SFY 2000-2001","Mill Rate","Equalized Mill Rate",14.93
"South Windsor","0900371390","SFY 2000-2001","Mill Rate","Equalized Mill Rate",21.73
"Southbury","0900969640","SFY 2000-2001","Mill Rate","Equalized Mill Rate",13.58
"Southington","0900370550","SFY 2000-2001","Mill Rate","Equalized Mill Rate",16.93
"Sprague","0901171670","SFY 2000-2001","Mill Rate","Equalized Mill Rate",14.95
"Stafford","0901372090","SFY 2000-2001","Mill Rate","Equalized Mill Rate",17.95
"Stamford","0900173070","SFY 2000-2001","Mill Rate","Equalized Mill Rate",16.58
"Sterling","0901573420","SFY 2000-2001","Mill Rate","Equalized Mill Rate",14.83
"Stonington","0901173770","SFY 2000-2001","Mill Rate","Equalized Mill Rate",14.2
"Stratford","0900174190","SFY 2000-2001","Mill Rate","Equalized Mill Rate",21.23
"Suffield","0900374540","SFY 2000-2001","Mill Rate","Equalized Mill Rate",18.66
"Thomaston","0900575730","SFY 2000-2001","Mill Rate","Equalized Mill Rate",20.53
"Thompson","0901575870","SFY 2000-2001","Mill Rate","Equalized Mill Rate",13.67
"Tolland","0901376290","SFY 2000-2001","Mill Rate","Equalized Mill Rate",18.78
"Torrington","0900576570","SFY 2000-2001","Mill Rate","Equalized Mill Rate",23.44
"Trumbull","0900177200","SFY 2000-2001","Mill Rate","Equalized Mill Rate",15.64
"Union","0901377830","SFY 2000-2001","Mill Rate","Equalized Mill Rate",15.63
"Vernon","0901378250","SFY 2000-2001","Mill Rate","Equalized Mill Rate",21.99
"Voluntown","0901178600","SFY 2000-2001","Mill Rate","Equalized Mill Rate",16.14
"Wallingford","0900978740","SFY 2000-2001","Mill Rate","Equalized Mill Rate",17.08
"Warren","0900579510","SFY 2000-2001","Mill Rate","Equalized Mill Rate",8.86
"Washington","0900579720","SFY 2000-2001","Mill Rate","Equalized Mill Rate",10.72
"Waterbury","0900980070","SFY 2000-2001","Mill Rate","Equalized Mill Rate",29.64
"Waterford","0901180280","SFY 2000-2001","Mill Rate","Equalized Mill Rate",11.06
"Watertown","0900580490","SFY 2000-2001","Mill Rate","Equalized Mill Rate",15.85
"West Hartford","0900382590","SFY 2000-2001","Mill Rate","Equalized Mill Rate",23.91
"West Haven","0900982870","SFY 2000-2001","Mill Rate","Equalized Mill Rate",23.48
"Westbrook","0900781680","SFY 2000-2001","Mill Rate","Equalized Mill Rate",12.81
"Weston","0900183430","SFY 2000-2001","Mill Rate","Equalized Mill Rate",14.85
