TANF11%,TANF10%,MUNICIPALITY,numbered,2011 TANF RECIPIENTS,2010 TANF RECIPIENTS,SORTID
2.8043549983503796e-03,3.2992411745298581e-03,"BEACON FALLS",6.0000000000000000e+00,1.7000000000000000e+01,2.0000000000000000e+01,83
2.7779706924091949e-03,2.4307243558580457e-03,"NORTH BRANFORD",1.0000000000000000e+02,4.0000000000000000e+01,3.5000000000000000e+01,84
2.6120152702431183e-03,4.6212577858147476e-03,"BOLTON",1.2000000000000000e+01,1.3000000000000000e+01,2.3000000000000000e+01,85
2.4874035333886089e-03,2.6149626889469990e-03,"ELLINGTON",4.8000000000000000e+01,3.9000000000000000e+01,4.1000000000000000e+01,86
2.4499582985821520e-03,2.7627189324437029e-03,"EAST LYME",4.4000000000000000e+01,4.7000000000000000e+01,5.3000000000000000e+01,87
2.4452269170579031e-03,2.5430359937402189e-03,"OLD SAYBROOK",1.0700000000000000e+02,2.5000000000000000e+01,2.6000000000000000e+01,88
2.3278370514064014e-03,1.9398642095053346e-03,"EAST GRANBY",3.9000000000000000e+01,1.2000000000000000e+01,1.0000000000000000e+01,89
2.2348785235383173e-03,2.8116213683223993e-03,"NEW FAIRFIELD",9.2000000000000000e+01,3.1000000000000000e+01,3.9000000000000000e+01,90
2.2310472535808307e-03,2.5433938690821471e-03,"GUILFORD",6.1000000000000000e+01,5.0000000000000000e+01,5.7000000000000000e+01,91
2.2222948462368051e-03,2.1242524265498871e-03,"NEWINGTON",9.7000000000000000e+01,6.8000000000000000e+01,6.5000000000000000e+01,92
2.1271567005436069e-03,2.7180335618057195e-03,"LITCHFIELD",7.5000000000000000e+01,1.8000000000000000e+01,2.3000000000000000e+01,93
2.0920502092050207e-03,3.3472803347280333e-03,"MORRIS",8.8000000000000000e+01,5.0000000000000000e+00,8.0000000000000000e+00,94
2.0293474867311896e-03,1.7171401810802372e-03,"MARLBOROUGH",8.0000000000000000e+01,1.3000000000000000e+01,1.1000000000000000e+01,95
2.0267274684907213e-03,1.5200456013680411e-03,"SUFFIELD",1.4000000000000000e+02,3.2000000000000000e+01,2.4000000000000000e+01,96
2.0146783709886315e-03,2.0146783709886315e-03,"WESTBROOK",1.5700000000000000e+02,1.4000000000000000e+01,1.4000000000000000e+01,97
2.0018198362147408e-03,3.2757051865332119e-03,"COLUMBIA",3.0000000000000000e+01,1.1000000000000000e+01,1.8000000000000000e+01,98
1.9520356943669827e-03,1.3943112102621305e-03,"WASHINGTON",1.5100000000000000e+02,7.0000000000000000e+00,5.0000000000000000e+00,99
1.9497220608977019e-03,1.9082386127934955e-03,"NORTH HAVEN",1.0200000000000000e+02,4.7000000000000000e+01,4.6000000000000000e+01,100
1.9142983360329849e-03,1.4234526088450401e-03,"GREENWICH",5.7000000000000000e+01,1.1700000000000000e+02,8.7000000000000000e+01,101
1.8921475875118259e-03,4.7303689687795648e-04,"HARTLAND",6.6000000000000000e+01,4.0000000000000000e+00,1.0000000000000000e+00,102
1.8782870022539444e-03,1.5026296018031556e-03,"WOODSTOCK",1.7000000000000000e+02,1.5000000000000000e+01,1.2000000000000000e+01,103
1.8757327080890973e-03,3.9859320046893316e-03,"POMFRET",1.1300000000000000e+02,8.0000000000000000e+00,1.7000000000000000e+01,104
1.8527278461053297e-03,1.3402712078208767e-03,"FARMINGTON",5.2000000000000000e+01,4.7000000000000000e+01,3.4000000000000000e+01,105
1.8024513338139869e-03,1.0814708002883922e-03,"SHARON",1.2600000000000000e+02,5.0000000000000000e+00,3.0000000000000000e+00,106
1.7750407534866872e-03,1.5214635029885890e-03,"NEWTOWN",9.8000000000000000e+01,4.9000000000000000e+01,4.2000000000000000e+01,107
1.7607771706132363e-03,8.5003035822707950e-04,"BROOKFIELD",1.8000000000000000e+01,2.9000000000000000e+01,1.4000000000000000e+01,108
1.7539463793535455e-03,1.5033826108744675e-03,"CHESTER",2.6000000000000000e+01,7.0000000000000000e+00,6.0000000000000000e+00,109
1.7413175969817163e-03,1.1608783979878108e-03,"CANTON",2.3000000000000000e+01,1.8000000000000000e+01,1.2000000000000000e+01,110
1.7297297297297297e-03,8.6486486486486486e-04,"DEEP RIVER",3.6000000000000000e+01,8.0000000000000000e+00,4.0000000000000000e+00,111
1.6705477371671560e-03,2.2273969828895414e-03,"ROCKY HILL",1.2000000000000000e+02,3.3000000000000000e+01,4.4000000000000000e+01,112
1.6094420600858369e-03,3.2188841201716738e-03,"HAMPTON",6.4000000000000000e+01,3.0000000000000000e+00,6.0000000000000000e+00,113
1.5921711778183372e-03,1.1650033008426858e-03,"SOUTH WINDSOR",1.3100000000000000e+02,4.1000000000000000e+01,3.0000000000000000e+01,114
1.5739179314221473e-03,1.3115982761851227e-03,"MANSFIELD",7.9000000000000000e+01,4.2000000000000000e+01,3.5000000000000000e+01,115
1.5315610983481019e-03,1.5315610983481019e-03,"EAST HADDAM",4.0000000000000000e+01,1.4000000000000000e+01,1.4000000000000000e+01,116
1.5060240963855422e-03,2.1084337349397591e-03,"NORTH CANAAN",1.0100000000000000e+02,5.0000000000000000e+00,7.0000000000000000e+00,117
1.4961101137043686e-03,8.9766606822262122e-04,"ESSEX",5.0000000000000000e+01,1.0000000000000000e+01,6.0000000000000000e+00,118
1.4541443112871684e-03,1.0530010530010530e-03,"SOUTHBURY",1.3200000000000000e+02,2.9000000000000000e+01,2.1000000000000000e+01,119
1.4462266631606626e-03,1.3147515119642387e-03,"MIDDLEBURY",8.2000000000000000e+01,1.1000000000000000e+01,1.0000000000000000e+01,120
1.4216496939101170e-03,1.7698088026227986e-03,"GLASTONBURY",5.4000000000000000e+01,4.9000000000000000e+01,6.1000000000000000e+01,121
1.4169323414806943e-03,1.5054906128232376e-03,"GRANBY",5.6000000000000000e+01,1.6000000000000000e+01,1.7000000000000000e+01,122
1.4069644741470278e-03,1.4572132053665644e-03,"BERLIN",7.0000000000000000e+00,2.8000000000000000e+01,2.9000000000000000e+01,123
1.4007003501750874e-03,1.9009504752376188e-03,"WOODBURY",1.6900000000000000e+02,1.4000000000000000e+01,1.9000000000000000e+01,124
1.3989927252378287e-03,1.1191941801902631e-03,"SHERMAN",1.2800000000000000e+02,5.0000000000000000e+00,4.0000000000000000e+00,125
1.3427324605572340e-03,1.3427324605572340e-03,"KENT",6.9000000000000000e+01,4.0000000000000000e+00,4.0000000000000000e+00,126
1.3413816230717639e-03,2.0120724346076460e-03,"GOSHEN",5.5000000000000000e+01,4.0000000000000000e+00,6.0000000000000000e+00,127
1.3356621802116510e-03,1.4384054248433166e-03,"MONROE",8.6000000000000000e+01,2.6000000000000000e+01,2.8000000000000000e+01,128
1.3334379166993491e-03,1.4903129657228018e-03,"OXFORD",1.0900000000000000e+02,1.7000000000000000e+01,1.9000000000000000e+01,129
1.3212533031332577e-03,2.4537561343903362e-03,"NORTH STONINGTON",1.0300000000000000e+02,7.0000000000000000e+00,1.3000000000000000e+01,130
1.3033109644501138e-03,1.3587710054905442e-03,"TRUMBULL",1.4500000000000000e+02,4.7000000000000000e+01,4.9000000000000000e+01,131
1.2387188108299416e-03,8.8479915059281548e-04,"HARWINTON",6.7000000000000000e+01,7.0000000000000000e+00,5.0000000000000000e+00,132
1.1695906432748538e-03,2.3391812865497076e-03,"UNION",1.4600000000000000e+02,1.0000000000000000e+00,2.0000000000000000e+00,133
1.1438375750643410e-03,1.1438375750643410e-03,"NEW HARTFORD",9.3000000000000000e+01,8.0000000000000000e+00,8.0000000000000000e+00,134
1.1268725971099033e-03,1.7234522073445579e-03,"TOLLAND",1.4300000000000000e+02,1.7000000000000000e+01,2.6000000000000000e+01,135
1.1124707976415619e-03,5.5623539882078096e-04,"WOODBRIDGE",1.6800000000000000e+02,1.0000000000000000e+01,5.0000000000000000e+00,136
1.0744985673352436e-03,9.5510983763132757e-04,"HADDAM",6.2000000000000000e+01,9.0000000000000000e+00,8.0000000000000000e+00,137
1.0519395134779750e-03,1.5779092702169625e-03,"OLD LYME",1.0600000000000000e+02,8.0000000000000000e+00,1.2000000000000000e+01,138
1.0506960861570791e-03,1.8387181507748883e-03,"BARKHAMSTED",5.0000000000000000e+00,4.0000000000000000e+00,7.0000000000000000e+00,139
9.6473362632650873e-04,8.5754100117911884e-04,"BURLINGTON",2.0000000000000000e+01,9.0000000000000000e+00,8.0000000000000000e+00,140
9.5938599296450271e-04,1.0940366586437312e-03,"FAIRFIELD",5.1000000000000000e+01,5.7000000000000000e+01,6.5000000000000000e+01,141
9.5910715842706428e-04,1.3078733978550876e-03,"SOMERS",1.3000000000000000e+02,1.1000000000000000e+01,1.5000000000000000e+01,142
9.2745259686727126e-04,1.0305028854080791e-03,"HEBRON",6.8000000000000000e+01,9.0000000000000000e+00,1.0000000000000000e+01,143
9.1869545245751034e-04,1.0718113612004287e-03,"KILLINGWORTH",7.1000000000000000e+01,6.0000000000000000e+00,7.0000000000000000e+00,144
8.2667401488013229e-04,7.7156241388812348e-04,"AVON",4.0000000000000000e+00,1.5000000000000000e+01,1.4000000000000000e+01,145
8.0826987705789769e-04,1.0635129961288126e-03,"SIMSBURY",1.2900000000000000e+02,1.9000000000000000e+01,2.5000000000000000e+01,146
7.8751431844215351e-04,3.5796105383734247e-04,"ORANGE",1.0800000000000000e+02,1.1000000000000000e+01,5.0000000000000000e+00,147
7.6302594288205799e-04,6.5402223675604975e-04,"REDDING",1.1800000000000000e+02,7.0000000000000000e+00,6.0000000000000000e+00,148
7.1710290426676233e-04,7.1710290426676233e-04,"BETHANY",8.0000000000000000e+00,4.0000000000000000e+00,4.0000000000000000e+00,149
6.8769034286275666e-04,8.8417329796640137e-04,"WESTON",1.5800000000000000e+02,7.0000000000000000e+00,9.0000000000000000e+00,150
6.8073519400953025e-04,6.8073519400953025e-04,"WARREN",1.5000000000000000e+02,1.0000000000000000e+00,1.0000000000000000e+00,151
6.7720090293453723e-04,4.5146726862302480e-04,"MIDDLEFIELD",8.3000000000000000e+01,3.0000000000000000e+00,2.0000000000000000e+00,152
5.7831325301204817e-04,1.9277108433734939e-04,"DARIEN",3.5000000000000000e+01,1.2000000000000000e+01,4.0000000000000000e+00,153
5.4746523595751667e-04,6.0221175955326833e-04,"MADISON",7.7000000000000000e+01,1.0000000000000000e+01,1.1000000000000000e+01,154
5.4682159945317835e-04,1.0936431989063567e-03,"CHESHIRE",2.5000000000000000e+01,1.6000000000000000e+01,3.2000000000000000e+01,155
5.3044367824802026e-04,4.5466600992687454e-04,"WESTPORT",1.5900000000000000e+02,1.4000000000000000e+01,1.2000000000000000e+01,156
5.2734058088593219e-04,6.8959922115852665e-04,"RIDGEFIELD",1.1900000000000000e+02,1.3000000000000000e+01,1.7000000000000000e+01,157
4.4150110375275938e-04,0.0000000000000000e+00,"ROXBURY",1.2100000000000000e+02,1.0000000000000000e+00,0.0000000000000000e+00,158
4.1511000415110004e-04,8.3022000830220008e-04,"LYME",7.6000000000000000e+01,1.0000000000000000e+00,2.0000000000000000e+00,159
4.0543279951348065e-04,3.5475369957429554e-04,"NEW CANAAN",9.1000000000000000e+01,8.0000000000000000e+00,7.0000000000000000e+00,160
4.0507696462327843e-04,4.0507696462327843e-04,"DURHAM",3.8000000000000000e+01,3.0000000000000000e+00,3.0000000000000000e+00,161
4.0085515766969537e-04,0.0000000000000000e+00,"EASTON",4.7000000000000000e+01,3.0000000000000000e+00,0.0000000000000000e+00,162
2.7654867256637168e-04,3.8716814159292035e-03,"BETHLEHEM",1.0000000000000000e+01,1.0000000000000000e+00,1.4000000000000000e+01,163
1.1078491109510885e-04,1.1078491109510885e-04,"WILTON",1.6200000000000000e+02,2.0000000000000000e+00,2.0000000000000000e+00,164
0.0000000000000000e+00,1.1594202898550724e-03,"BRIDGEWATER",1.6000000000000000e+01,0.0000000000000000e+00,2.0000000000000000e+00,165
0.0000000000000000e+00,0.0000000000000000e+00,"COLEBROOK",2.9000000000000000e+01,0.0000000000000000e+00,0.0000000000000000e+00,166
0.0000000000000000e+00,0.0000000000000000e+00,"CORNWALL",3.1000000000000000e+01,0.0000000000000000e+00,0.0000000000000000e+00,167
0.0000000000000000e+00,1.7133066818960593e-03,"EASTFORD",4.6000000000000000e+01,0.0000000000000000e+00,3.0000000000000000e+00,168
0.0000000000000000e+00,5.3547523427041502e-04,"SALISBURY",1.2300000000000000e+02,0.0000000000000000e+00,2.0000000000000000e+00,169
