Municipality,numbered,County_Identifier,Curr_Year_Taxes_Collected,Curr_Year_Adjusted_Taxes_Collectible,Total_Taxes_Collected,Total_Adjusted_Taxes_Collectible
"DANBURY",34,"F",193832390.0000,196409119.0000,196698205.0000,203904860.0000
"DARIEN",35,"F",127664185.0000,128188881.0000,128009636.0000,128931360.0000
"DEEP RIVER",36,"M",12978371.0000,13156026.0000,13194886.0000,13521825.0000
"DERBY",37,"NH",26191631.0000,26742066.0000,26662463.0000,27799630.0000
"DURHAM",38,"M",24973884.0000,25213085.0000,25388873.0000,25796046.0000
"EAST GRANBY",39,"H",17609736.0000,17787323.0000,17853473.0000,18239152.0000
"EAST HADDAM",40,"M",24228119.0000,24498985.0000,24571317.0000,24929788.0000
"EAST HAMPTON",41,"M",31191920.0000,31836966.0000,31614989.0000,33481828.0000
"EAST HARTFORD",42,"H",121082000.0000,124388000.0000,123410000.0000,128062000.0000
"EAST HAVEN",43,"NH",61734456.0000,63039498.0000,62697703.0000,66060761.0000
"EAST LYME",44,"NL",51134063.0000,51695402.0000,51697362.0000,53255143.0000
"EAST WINDSOR",45,"H",28771731.0000,29107370.0000,29179836.0000,30263882.0000
"EASTFORD",46,"W",3485316.0000,3559423.0000,3547215.0000,3678872.0000
"EASTON",47,"F",39838185.0000,40356348.0000,40666423.0000,41765322.0000
"ELLINGTON",48,"T",40168926.0000,40405603.0000,40706789.0000,41269018.0000
"ENFIELD",49,"H",84487000.0000,86125000.0000,85956000.0000,91156000.0000
"ESSEX",50,"M",21677932.0000,21881159.0000,21927546.0000,22353002.0000
"FAIRFIELD",51,"F",266010000.0000,269553000.0000,268830000.0000,276300000.0000
"FARMINGTON",52,"H",88652994.0000,88868429.0000,88955769.0000,89372865.0000
"FRANKLIN",53,"NL",4679291.0000,4759484.0000,4737193.0000,4849866.0000
"GLASTONBURY",54,"H",139364464.0000,139990757.0000,140178023.0000,141048099.0000
"GOSHEN",55,"L",9999809.0000,10033284.0000,10057544.0000,10119835.0000
"GRANBY",56,"H",34534519.0000,34856873.0000,34837308.0000,35426903.0000
"GREENWICH",57,"F",347270028.0000,349798076.0000,348878893.0000,355642189.0000
"GRISWOLD",58,"NL",18375139.0000,18841208.0000,18811525.0000,19799047.0000
"GROTON",59,"NL",78407602.0000,79533483.0000,79385868.0000,81560783.0000
"GROTON (City of)",60,,6958218.0000,7015746.0000,7007460.0000,7081340.0000
"GUILFORD",61,"NH",81553813.0000,81926925.0000,81860963.0000,82408133.0000
"HADDAM",62,"M",28250410.0000,28544380.0000,28454271.0000,29617903.0000
"HAMDEN",63,"NH",164088676.0000,166314670.0000,165839427.0000,171004573.0000
"HAMPTON",64,"W",3770000.0000,3819867.0000,3805912.0000,3876420.0000
"HARTFORD",65,"H",251535000.0000,262887000.0000,258550000.0000,301531000.0000
"HARTLAND",66,"H",4924809.0000,5005582.0000,4950734.0000,5222048.0000
"HARWINTON",67,"L",14704261.0000,14792710.0000,14750265.0000,14919232.0000
"HEBRON",68,"T",27747672.0000,28344010.0000,27925977.0000,29563364.0000
"KENT",69,"L",10499416.0000,10576296.0000,10603052.0000,10732106.0000
"KILLINGLY",70,"W",32284966.0000,33021360.0000,32899457.0000,34366491.0000
"KILLINGWORTH",71,"M",18139035.0000,18238258.0000,18234068.0000,18369567.0000
"LEBANON",72,"NL",17193843.0000,17562596.0000,17481394.0000,18073516.0000
"LEDYARD",73,"NL",33617700.0000,34034766.0000,33927116.0000,34628874.0000
"LISBON",74,"NL",7155623.0000,7268444.0000,7265660.0000,7477267.0000
"LITCHFIELD",75,"L",26687308.0000,27038635.0000,26972181.0000,27558286.0000
"LYME",76,"NL",9075043.0000,9154210.0000,9172231.0000,9369456.0000
"MADISON",77,"NH",73201733.0000,73526539.0000,73446854.0000,74304335.0000
"MANCHESTER",78,"H",140499000.0000,142927000.0000,142852000.0000,147719000.0000
"MANSFIELD",79,"T",29805998.0000,30159892.0000,30034905.0000,30799242.0000
"MARLBOROUGH",80,"H",18928016.0000,19054059.0000,19054124.0000,19270241.0000
"MERIDEN",81,"NH",117093329.0000,119752956.0000,119485351.0000,127901237.0000
"MIDDLEBURY",82,"NH",28023793.0000,28492883.0000,28349301.0000,29319302.0000
"MIDDLEFIELD",83,"M",13503669.0000,13747539.0000,13664709.0000,14085429.0000
"MIDDLETOWN",84,"M",111979000.0000,114734000.0000,113862000.0000,120034000.0000
"MILFORD",85,"NH",174556000.0000,178091000.0000,176676000.0000,185839000.0000
"MONROE",86,"F",72929270.0000,73622328.0000,73547709.0000,74650769.0000
"MONTVILLE",87,"NL",37067885.0000,37925442.0000,37625242.0000,40066836.0000
"MORRIS",88,"L",7751541.0000,7902417.0000,7800850.0000,8073513.0000
"NAUGATUCK",89,"NH",67905477.0000,72676537.0000,70424068.0000,83762181.0000
"NEW BRITAIN",90,"H",117364000.0000,121456000.0000,120700000.0000,134600000.0000
"NEW CANAAN",91,"F",130015344.0000,130453388.0000,130183123.0000,130955629.0000
"NEW FAIRFIELD",92,"F",42399159.0000,42676388.0000,42557132.0000,42992497.0000
"NEW HARTFORD",93,"L",18787961.0000,19065563.0000,18979069.0000,19579424.0000
"NEW HAVEN",94,"NH",247240938.0000,252312223.0000,246445791.0000,257025028.0000
"NEW LONDON",95,"NL",48320489.0000,49446015.0000,48832811.0000,51545903.0000
"NEW MILFORD",96,"L",76253142.0000,77482102.0000,77417102.0000,79128364.0000
"NEWINGTON",97,"H",90810000.0000,91453000.0000,91534000.0000,92576000.0000
"NEWTOWN",98,"F",100147614.0000,100822157.0000,100806504.0000,102550747.0000
"NORFOLK",99,"L",6370588.0000,6421435.0000,6443413.0000,6598557.0000
"NORTH BRANFORD",100,"NH",38929240.0000,39462777.0000,39280907.0000,40501919.0000
"NORTH CANAAN",101,"L",8460303.0000,8722544.0000,8600996.0000,9124375.0000
"NORTH HAVEN",102,"NH",80074628.0000,81019674.0000,80850771.0000,83269135.0000
"NORTH STONINGTON",103,"NL",13532089.0000,13889800.0000,13731790.0000,14455311.0000
"NORWALK",104,"F",294363210.0000,297607889.0000,296849288.0000,302850291.0000
"NORWICH",105,"NL",71981000.0000,74375000.0000,75505000.0000,79513000.0000
"OLD LYME",106,"NL",31828983.0000,32235851.0000,32143859.0000,32934246.0000
"OLD SAYBROOK",107,"M",41182095.0000,41542750.0000,41497131.0000,42061088.0000
"ORANGE",108,"NH",59953187.0000,60318829.0000,60309878.0000,60723993.0000
"OXFORD",109,"NH",35570164.0000,36140159.0000,36087749.0000,38092090.0000
"PLAINFIELD",110,"W",25280635.0000,25855061.0000,25845487.0000,27196784.0000
"PLAINVILLE",111,"H",42766974.0000,43669442.0000,43519308.0000,45854334.0000
"PLYMOUTH",112,"L",26429209.0000,27003099.0000,26808403.0000,27851138.0000
"POMFRET",113,"W",8750085.0000,8826456.0000,8853732.0000,8973508.0000
"PORTLAND",114,"M",25806203.0000,26142320.0000,26166094.0000,26908974.0000
"PRESTON",115,"NL",8941697.0000,9116594.0000,9082115.0000,9347969.0000
"PROSPECT",116,"NH",23849245.0000,24076621.0000,24096515.0000,24418586.0000
"PUTNAM",117,"W",9842558.0000,10058833.0000,10107044.0000,10789172.0000
"REDDING",118,"F",45056402.0000,45708421.0000,45342898.0000,48012484.0000
"RIDGEFIELD",119,"F",120105602.0000,121415526.0000,121776834.0000,125615712.0000
"ROCKY HILL",120,"H",59652805.0000,60060008.0000,59994871.0000,60666198.0000
"ROXBURY",121,"L",9495771.0000,9548602.0000,9537571.0000,9615784.0000
"SALEM",122,"NL",11442788.0000,11588834.0000,11585198.0000,11894914.0000
"SALISBURY",123,"L",12573395.0000,12646957.0000,12642195.0000,12791297.0000
"SCOTLAND",124,"W",3982604.0000,4066647.0000,4066461.0000,4207566.0000
"SEYMOUR",125,"NH",41941962.0000,42668022.0000,42865609.0000,44386335.0000
"SHARON",126,"L",9737142.0000,9955836.0000,9933741.0000,10566368.0000
"SHELTON",127,"F",100864919.0000,101891070.0000,102230005.0000,104492790.0000
"SHERMAN",128,"F",13511521.0000,13550914.0000,13602801.0000,13675416.0000
"SIMSBURY",129,"H",83954704.0000,84403852.0000,84258940.0000,85185164.0000
"SOMERS",130,"T",19909113.0000,20179886.0000,20106174.0000,20477389.0000
"SOUTH WINDSOR",131,"H",90891340.0000,91894135.0000,92213511.0000,95673962.0000
"SOUTHBURY",132,"NH",59678981.0000,60118678.0000,59954788.0000,60658099.0000
"SOUTHINGTON",133,"H",110580000.0000,111851000.0000,111477000.0000,114052000.0000
"SPRAGUE",134,"NL",4884449.0000,5382997.0000,5032387.0000,5801557.0000
"STAFFORD",135,"T",24756557.0000,25481291.0000,25772933.0000,27332149.0000
"STAMFORD",136,"F",478430034.0000,484534634.0000,480171398.0000,489534537.0000
"STERLING",137,"W",6997179.0000,7207848.0000,7218719.0000,7472455.0000
"STONINGTON",138,"NL",55329813.0000,56039548.0000,55936058.0000,56708398.0000
"STRATFORD",139,"F",160243285.0000,164272933.0000,163426407.0000,171852382.0000
"SUFFIELD",140,"H",37797719.0000,38122479.0000,38169588.0000,38985224.0000
"THOMASTON",141,"L",18081176.0000,18294050.0000,18384889.0000,18738227.0000
"THOMPSON",142,"W",14152974.0000,14413827.0000,14413374.0000,15274949.0000
"TOLLAND",143,"T",41653686.0000,41981338.0000,42002445.0000,42479573.0000
"TORRINGTON",144,"L",89292132.0000,89292132.0000,89292132.0000,89292132.0000
"TRUMBULL",145,"F",145088080.0000,146416744.0000,146601715.0000,148839847.0000
"UNION",146,"T",2633815.0000,2671799.0000,2646762.0000,2732848.0000
"VERNON",147,"T",65021214.0000,65758703.0000,65926294.0000,67417390.0000
"VOLUNTOWN",148,"NL",5307203.0000,5398512.0000,5377987.0000,5601963.0000
"WALLINGFORD",149,"NH",116411000.0000,118024000.0000,118287000.0000,122504000.0000
"WARREN",150,"L",4982466.0000,4997981.0000,5053514.0000,5074193.0000
"WASHINGTON",151,"L",15028101.0000,15153140.0000,15196427.0000,15460214.0000
"WATERBURY",152,"NH",232813000.0000,236493000.0000,234937000.0000,243398000.0000
"WATERFORD",153,"NL",80913391.0000,81543116.0000,81229261.0000,83016798.0000
"WATERTOWN",154,"L",51812359.0000,52529932.0000,52241217.0000,53547044.0000
"WEST HARTFORD",155,"H",227450000.0000,229112000.0000,228817000.0000,231623000.0000
"WEST HAVEN",156,"NH",88394444.0000,89720548.0000,89250029.0000,92560697.0000
"WESTBROOK",157,"M",25837772.0000,25987148.0000,25997699.0000,26314782.0000
"WESTON",158,"F",66318396.0000,67168117.0000,66631494.0000,68976744.0000
