MUNICIPALITY,NUMBERED,TOWN CODE,Net Grand List - 2014 GL Year
"GREENWICH",5.7000000000000000e+01,5.7000000000000000e+01,3.1086586390000000e+10
"GRISWOLD",5.8000000000000000e+01,5.8000000000000000e+01,7.0581010500000000e+08
"GROTON",5.9000000000000000e+01,5.9000000000000000e+01,3.8201513990000000e+09
"GROTON (City of)",6.0000000000000000e+01,,0.0000000000000000e+00
"GUILFORD",6.1000000000000000e+01,6.0000000000000000e+01,3.0518051950000000e+09
"HADDAM",6.2000000000000000e+01,6.1000000000000000e+01,9.1286154800000000e+08
"HAMDEN",6.3000000000000000e+01,6.2000000000000000e+01,4.0755165820000000e+09
"HAMPTON",6.4000000000000000e+01,6.3000000000000000e+01,1.2574299100000000e+08
"HARTFORD",6.5000000000000000e+01,6.4000000000000000e+01,3.6193417140000000e+09
"HARTLAND",6.6000000000000000e+01,6.5000000000000000e+01,1.9662198000000000e+08
"HARWINTON",6.7000000000000000e+01,6.6000000000000000e+01,5.3738870200000000e+08
"HEBRON",6.8000000000000000e+01,6.7000000000000000e+01,7.8200145000000000e+08
"KENT",6.9000000000000000e+01,6.8000000000000000e+01,5.9441660100000000e+08
"KILLINGLY",7.0000000000000000e+01,6.9000000000000000e+01,1.1067895340000000e+09
"KILLINGWORTH",7.1000000000000000e+01,7.0000000000000000e+01,7.2271648700000000e+08
"LEBANON",7.2000000000000000e+01,7.1000000000000000e+01,6.0741590000000000e+08
"LEDYARD",7.3000000000000000e+01,7.2000000000000000e+01,1.1269867210000000e+09
"LISBON",7.4000000000000000e+01,7.3000000000000000e+01,3.7104951200000000e+08
"LITCHFIELD",7.5000000000000000e+01,7.4000000000000000e+01,1.0269128730000000e+09
"LYME",7.6000000000000000e+01,7.5000000000000000e+01,5.1721446300000000e+08
"MADISON",7.7000000000000000e+01,7.6000000000000000e+01,2.8612232040000000e+09
"MANCHESTER",7.8000000000000000e+01,7.7000000000000000e+01,3.9229773900000000e+09
"MANSFIELD",7.9000000000000000e+01,7.8000000000000000e+01,1.0268563060000000e+09
"MARLBOROUGH",8.0000000000000000e+01,7.9000000000000000e+01,5.7507207500000000e+08
"MERIDEN",8.1000000000000000e+01,8.0000000000000000e+01,3.2164957230000000e+09
"MIDDLEBURY",8.2000000000000000e+01,8.1000000000000000e+01,9.3728237400000000e+08
"MIDDLEFIELD",8.3000000000000000e+01,8.2000000000000000e+01,4.0873428700000000e+08
"MIDDLETOWN",8.4000000000000000e+01,8.3000000000000000e+01,3.2914207480000000e+09
"MILFORD",8.5000000000000000e+01,8.4000000000000000e+01,6.4077428330000000e+09
"MONROE",8.6000000000000000e+01,8.5000000000000000e+01,2.1461117080000000e+09
"MONTVILLE",8.7000000000000000e+01,8.6000000000000000e+01,1.2556079130000000e+09
"MORRIS",8.8000000000000000e+01,8.7000000000000000e+01,2.9671920900000000e+08
"NAUGATUCK",8.9000000000000000e+01,8.8000000000000000e+01,1.5840670460000000e+09
"NEW BRITAIN",9.0000000000000000e+01,8.9000000000000000e+01,2.4585406260000000e+09
"NEW CANAAN",9.1000000000000000e+01,9.0000000000000000e+01,8.1269917010000000e+09
"NEW FAIRFIELD",9.2000000000000000e+01,9.1000000000000000e+01,1.5783646830000000e+09
"NEW HARTFORD",9.3000000000000000e+01,9.2000000000000000e+01,6.5265867300000000e+08
"NEW HAVEN",9.4000000000000000e+01,9.3000000000000000e+01,6.0725197970000000e+09
"NEW LONDON",9.5000000000000000e+01,9.5000000000000000e+01,1.2539735370000000e+09
"NEW MILFORD",9.6000000000000000e+01,9.6000000000000000e+01,2.9028818800000000e+09
"NEWINGTON",9.7000000000000000e+01,9.4000000000000000e+01,2.5508222040000000e+09
"NEWTOWN",9.8000000000000000e+01,9.7000000000000000e+01,3.0753910140000000e+09
"NORFOLK",9.9000000000000000e+01,9.8000000000000000e+01,2.9190878000000000e+08
"NORTH BRANFORD",1.0000000000000000e+02,9.9000000000000000e+01,1.2649286640000000e+09
"NORTH CANAAN",1.0100000000000000e+02,1.0000000000000000e+02,3.1808385000000000e+08
"NORTH HAVEN",1.0200000000000000e+02,1.0100000000000000e+02,2.7505832190000000e+09
"NORTH STONINGTON",1.0300000000000000e+02,1.0200000000000000e+02,5.3053250500000000e+08
"NORWALK",1.0400000000000000e+02,1.0300000000000000e+02,1.1902540587000000e+10
"NORWICH",1.0500000000000000e+02,1.0400000000000000e+02,1.8011478300000000e+09
"OLD LYME",1.0600000000000000e+02,1.0500000000000000e+02,1.5646569850000000e+09
"OLD SAYBROOK",1.0700000000000000e+02,1.0600000000000000e+02,2.2190869040000000e+09
"ORANGE",1.0800000000000000e+02,1.0700000000000000e+02,1.9210641200000000e+09
"OXFORD",1.0900000000000000e+02,1.0800000000000000e+02,1.4425781570000000e+09
"PLAINFIELD",1.1000000000000000e+02,1.0900000000000000e+02,9.1062096000000000e+08
"PLAINVILLE",1.1100000000000000e+02,1.1000000000000000e+02,1.3633705760000000e+09
"PLYMOUTH",1.1200000000000000e+02,1.1100000000000000e+02,7.6417335800000000e+08
"POMFRET",1.1300000000000000e+02,1.1200000000000000e+02,3.6370672100000000e+08
"PORTLAND",1.1400000000000000e+02,1.1300000000000000e+02,8.0454681100000000e+08
"PRESTON",1.1500000000000000e+02,1.1400000000000000e+02,3.9407684900000000e+08
"PROSPECT",1.1600000000000000e+02,1.1500000000000000e+02,8.2390941100000000e+08
"PUTNAM",1.1700000000000000e+02,1.1600000000000000e+02,6.1007551100000000e+08
"REDDING",1.1800000000000000e+02,1.1700000000000000e+02,1.6310231180000000e+09
"RIDGEFIELD",1.1900000000000000e+02,1.1800000000000000e+02,4.7117459700000000e+09
"ROCKY HILL",1.2000000000000000e+02,1.1900000000000000e+02,2.0184350600000000e+09
"ROXBURY",1.2100000000000000e+02,1.2000000000000000e+02,6.9822572000000000e+08
"SALEM",1.2200000000000000e+02,1.2100000000000000e+02,3.6662427600000000e+08
"SALISBURY",1.2300000000000000e+02,1.2200000000000000e+02,1.1797043700000000e+09
"SCOTLAND",1.2400000000000000e+02,1.2300000000000000e+02,1.1316361500000000e+08
"SEYMOUR",1.2500000000000000e+02,1.2400000000000000e+02,1.2332174280000000e+09
"SHARON",1.2600000000000000e+02,1.2500000000000000e+02,7.2522348400000000e+08
"SHELTON",1.2700000000000000e+02,1.2600000000000000e+02,4.5524055200000000e+09
"SHERMAN",1.2800000000000000e+02,1.2700000000000000e+02,6.7510686800000000e+08
"SIMSBURY",1.2900000000000000e+02,1.2800000000000000e+02,2.2689712990000000e+09
"SOMERS",1.3000000000000000e+02,1.2900000000000000e+02,8.6647273000000000e+08
"SOUTH WINDSOR",1.3100000000000000e+02,1.3200000000000000e+02,2.5005616110000000e+09
"SOUTHBURY",1.3200000000000000e+02,1.3000000000000000e+02,2.1197645400000000e+09
"SOUTHINGTON",1.3300000000000000e+02,1.3100000000000000e+02,3.8287169630000000e+09
"SPRAGUE",1.3400000000000000e+02,1.3300000000000000e+02,1.7074831000000000e+08
"STAFFORD",1.3500000000000000e+02,1.3400000000000000e+02,7.6924963600000000e+08
"STAMFORD",1.3600000000000000e+02,1.3500000000000000e+02,1.9303915067000000e+10
"STERLING",1.3700000000000000e+02,1.3600000000000000e+02,2.2562966800000000e+08
"STONINGTON",1.3800000000000000e+02,1.3700000000000000e+02,2.6222703160000000e+09
"STRATFORD",1.3900000000000000e+02,1.3800000000000000e+02,4.4428378250000000e+09
"SUFFIELD",1.4000000000000000e+02,1.3900000000000000e+02,1.3670174520000000e+09
"THOMASTON",1.4100000000000000e+02,1.4000000000000000e+02,5.4019044500000000e+08
"THOMPSON",1.4200000000000000e+02,1.4100000000000000e+02,5.8323893000000000e+08
"TOLLAND",1.4300000000000000e+02,1.4200000000000000e+02,1.2551767450000000e+09
"TORRINGTON",1.4400000000000000e+02,1.4300000000000000e+02,1.9284463850000000e+09
"TRUMBULL",1.4500000000000000e+02,1.4400000000000000e+02,4.5206758820000000e+09
"UNION",1.4600000000000000e+02,1.4500000000000000e+02,9.0011560000000000e+07
"VERNON",1.4700000000000000e+02,1.4600000000000000e+02,1.7670870180000000e+09
"VOLUNTOWN",1.4800000000000000e+02,1.4700000000000000e+02,2.0173072800000000e+08
"WALLINGFORD",1.4900000000000000e+02,1.4800000000000000e+02,4.2682110000000000e+09
"WARREN",1.5000000000000000e+02,1.4900000000000000e+02,3.5284314000000000e+08
"WASHINGTON",1.5100000000000000e+02,1.5000000000000000e+02,1.0961647240000000e+09
"WATERBURY",1.5200000000000000e+02,1.5100000000000000e+02,4.0748484770000000e+09
"WATERFORD",1.5300000000000000e+02,1.5200000000000000e+02,3.1583317220000000e+09
"WATERTOWN",1.5400000000000000e+02,1.5300000000000000e+02,1.7370246680000000e+09
"WEST HARTFORD",1.5500000000000000e+02,1.5500000000000000e+02,5.9461704760000000e+09
"WEST HAVEN",1.5600000000000000e+02,1.5600000000000000e+02,2.8533710080000000e+09
"WESTBROOK",1.5700000000000000e+02,1.5400000000000000e+02,1.1601976920000000e+09
"WESTON",1.5800000000000000e+02,1.5700000000000000e+02,2.3417940690000000e+09
"WESTPORT",1.5900000000000000e+02,1.5800000000000000e+02,1.0089688656000000e+10
"WETHERSFIELD",1.6000000000000000e+02,1.5900000000000000e+02,2.2134007300000000e+09
"WILLINGTON",1.6100000000000000e+02,1.6000000000000000e+02,4.3915689000000000e+08
"WILTON",1.6200000000000000e+02,1.6100000000000000e+02,4.2961910500000000e+09
"WINCHESTER",1.6300000000000000e+02,1.6200000000000000e+02,6.9262558700000000e+08
"WINDHAM",1.6400000000000000e+02,1.6300000000000000e+02,8.7791710900000000e+08
"WINDSOR",1.6500000000000000e+02,1.6400000000000000e+02,2.8499333030000000e+09
"WINDSOR LOCKS",1.6600000000000000e+02,1.6500000000000000e+02,1.1772952070000000e+09
"WOLCOTT",1.6700000000000000e+02,1.6600000000000000e+02,1.2710579870000000e+09
"WOODBRIDGE",1.6800000000000000e+02,1.6700000000000000e+02,1.1457162200000000e+09
"WOODBURY",1.6900000000000000e+02,1.6800000000000000e+02,1.1322152580000000e+09
"WOODSTOCK",1.7000000000000000e+02,1.6900000000000000e+02,6.7941513000000000e+08
