Sort ID,Municipality,numbered,MEDIAN HOUSEHOLD INCOME - 2015 ESTIMATE,Population_Range,PercentOfStateMedian
24,"SHERMAN",1.2800000000000000e+02,108398.0000,"0 to 10,000",1.5412549231491093e+00
25,"MADISON",7.7000000000000000e+01,107183.0000,"10,000 to 30,000",1.5239794685131733e+00
26,"ORANGE",1.0800000000000000e+02,107047.0000,"10,000 to 30,000",1.5220457550724431e+00
27,"CHESHIRE",2.5000000000000000e+01,106489.0000,"10,000 to 30,000",1.5141118425729763e+00
28,"SALEM",1.2200000000000000e+02,105326.0000,"0 to 10,000",1.4975757489584962e+00
29,"HEBRON",6.8000000000000000e+01,105104.0000,"0 to 10,000",1.4944192461361276e+00
30,"GRANBY",5.6000000000000000e+01,102671.0000,"0 to 10,000",1.4598256814207107e+00
31,"MIDDLEFIELD",8.3000000000000000e+01,102426.0000,"0 to 10,000",1.4563421535311598e+00
32,"PROSPECT",1.1600000000000000e+02,102397.0000,"0 to 10,000",1.4559298175768864e+00
33,"NEW FAIRFIELD",9.2000000000000000e+01,101273.0000,"10,000 to 30,000",1.4399482447284981e+00
34,"ANDOVER",1.0000000000000000e+00,100321.0000,"0 to 10,000",1.4264122506433863e+00
35,"HADDAM",6.2000000000000000e+01,99866.0000,"0 to 10,000",1.4199428417056490e+00
36,"SUFFIELD",1.4000000000000000e+02,99707.0000,"10,000 to 30,000",1.4176821031977365e+00
37,"GUILFORD",6.1000000000000000e+01,99132.0000,"10,000 to 30,000",1.4095064765181784e+00
38,"BRIDGEWATER",1.6000000000000000e+01,98424.0000,"0 to 10,000",1.3994397918414354e+00
39,"MIDDLEBURY",8.2000000000000000e+01,97756.0000,"0 to 10,000",1.3899418464119662e+00
40,"SOUTH WINDSOR",1.3100000000000000e+02,97389.0000,"10,000 to 30,000",1.3847236638182310e+00
41,"COLCHESTER",2.8000000000000000e+01,97313.0000,"10,000 to 30,000",1.3836430592484110e+00
42,"OXFORD",1.0900000000000000e+02,97296.0000,"0 to 10,000",1.3834013450683198e+00
43,"BETHANY",8.0000000000000000e+00,97254.0000,"0 to 10,000",1.3828041688586825e+00
44,"BOLTON",1.2000000000000000e+01,97019.0000,"0 to 10,000",1.3794628257809500e+00
45,"ROXBURY",1.2100000000000000e+02,96875.0000,"0 to 10,000",1.3774153644907652e+00
46,"EAST HAMPTON",4.1000000000000000e+01,96299.0000,"10,000 to 30,000",1.3692255193300251e+00
47,"UNION",1.4600000000000000e+02,95865.0000,"0 to 10,000",1.3630546984971066e+00
48,"BARKHAMSTED",5.0000000000000000e+00,95735.0000,"0 to 10,000",1.3612062959434674e+00
49,"SOMERS",1.3000000000000000e+02,95605.0000,"0 to 10,000",1.3593578933898280e+00
50,"GOSHEN",5.5000000000000000e+01,92361.0000,"0 to 10,000",1.3132331404359385e+00
51,"BETHEL",9.0000000000000000e+00,92125.0000,"10,000 to 30,000",1.3098775788770243e+00
52,"HARTLAND",6.6000000000000000e+01,91964.0000,"0 to 10,000",1.3075884034067482e+00
53,"HARWINTON",6.7000000000000000e+01,91875.0000,"0 to 10,000",1.3063229585815643e+00
54,"FARMINGTON",5.2000000000000000e+01,91712.0000,"10,000 to 30,000",1.3040053461489243e+00
55,"POMFRET",1.1300000000000000e+02,91053.0000,"0 to 10,000",1.2946353670500916e+00
56,"WARREN",1.5000000000000000e+02,90865.0000,"0 to 10,000",1.2919622925879057e+00
57,"PORTLAND",1.1400000000000000e+02,90417.0000,"0 to 10,000",1.2855924130184413e+00
58,"COVENTRY",3.2000000000000000e+01,90309.0000,"10,000 to 30,000",1.2840568170508027e+00
59,"COLUMBIA",3.0000000000000000e+01,89986.0000,"0 to 10,000",1.2794642476290683e+00
60,"LEBANON",7.2000000000000000e+01,89375.0000,"0 to 10,000",1.2707767556269640e+00
61,"BERLIN",7.0000000000000000e+00,87810.0000,"10,000 to 30,000",1.2485248325773841e+00
62,"FRANKLIN",5.3000000000000000e+01,87708.0000,"0 to 10,000",1.2470745474968363e+00
63,"NEW HARTFORD",9.3000000000000000e+01,87596.0000,"0 to 10,000",1.2454820776044704e+00
64,"CANTON",2.3000000000000000e+01,87326.0000,"0 to 10,000",1.2416430876853735e+00
65,"OLD LYME",1.0600000000000000e+02,87025.0000,"0 to 10,000",1.2373633248496396e+00
66,"SHELTON",1.2700000000000000e+02,86870.0000,"30,000 to 70,000",1.2351594602664544e+00
67,"WEST HARTFORD",1.5500000000000000e+02,86569.0000,"30,000 to 70,000",1.2308796974307203e+00
68,"ESSEX",5.0000000000000000e+01,86376.0000,"0 to 10,000",1.2281355305626254e+00
69,"NORTH HAVEN",1.0200000000000000e+02,86340.0000,"10,000 to 30,000",1.2276236652400792e+00
70,"ELLINGTON",4.8000000000000000e+01,85545.0000,"10,000 to 30,000",1.2163199727005161e+00
71,"LEDYARD",7.3000000000000000e+01,84825.0000,"10,000 to 30,000",1.2060826662495912e+00
72,"NORTH BRANFORD",1.0000000000000000e+02,84697.0000,"10,000 to 30,000",1.2042627006583158e+00
73,"BETHLEHEM",1.0000000000000000e+01,84306.0000,"0 to 10,000",1.1987032745162163e+00
74,"SOUTHBURY",1.3200000000000000e+02,84058.0000,"10,000 to 30,000",1.1951770911831199e+00
75,"EAST LYME",4.4000000000000000e+01,84029.0000,"10,000 to 30,000",1.1947647552288465e+00
76,"CANTERBURY",2.2000000000000000e+01,83862.0000,"0 to 10,000",1.1923902688714791e+00
77,"MORRIS",8.8000000000000000e+01,83750.0000,"0 to 10,000",1.1907977989791130e+00
78,"BEACON FALLS",6.0000000000000000e+00,83155.0000,"0 to 10,000",1.1823378026759181e+00
79,"SALISBURY",1.2300000000000000e+02,82794.0000,"0 to 10,000",1.1772049309692738e+00
80,"SOUTHINGTON",1.3300000000000000e+02,82704.0000,"30,000 to 70,000",1.1759252676629082e+00
81,"LITCHFIELD",7.5000000000000000e+01,82361.0000,"0 to 10,000",1.1710483286175370e+00
82,"EAST HADDAM",4.0000000000000000e+01,82117.0000,"0 to 10,000",1.1675790192091682e+00
83,"CROMWELL",3.3000000000000000e+01,82081.0000,"10,000 to 30,000",1.1670671538866217e+00
84,"WINDSOR",1.6500000000000000e+02,81982.0000,"10,000 to 30,000",1.1656595242496197e+00
85,"LYME",7.6000000000000000e+01,81650.0000,"0 to 10,000",1.1609389884972487e+00
86,"ROCKY HILL",1.2000000000000000e+02,81576.0000,"10,000 to 30,000",1.1598868208897926e+00
87,"WASHINGTON",1.5100000000000000e+02,81354.0000,"0 to 10,000",1.1567303180674240e+00
88,"LISBON",7.4000000000000000e+01,81200.0000,"0 to 10,000",1.1545406719654208e+00
89,"COLEBROOK",2.9000000000000000e+01,81172.0000,"0 to 10,000",1.1541425544923292e+00
90,"WOODBURY",1.6900000000000000e+02,80350.0000,"0 to 10,000",1.1424549629608565e+00
91,"WOLCOTT",1.6700000000000000e+02,80323.0000,"10,000 to 30,000",1.1420710639689469e+00
92,"MILFORD",8.5000000000000000e+01,80247.0000,"30,000 to 70,000",1.1409904593991269e+00
93,"NEWINGTON",9.7000000000000000e+01,79960.0000,"10,000 to 30,000",1.1369097552999388e+00
94,"SCOTLAND",1.2400000000000000e+02,79896.0000,"0 to 10,000",1.1359997725043012e+00
95,"STAMFORD",1.3600000000000000e+02,79359.0000,"70,000 & Up",1.1283644481096529e+00
96,"CHESTER",2.6000000000000000e+01,78750.0000,"0 to 10,000",1.1197053930699123e+00
97,"WATERTOWN",1.5400000000000000e+02,78722.0000,"10,000 to 30,000",1.1193072755968207e+00
98,"WOODSTOCK",1.7000000000000000e+02,78594.0000,"0 to 10,000",1.1174873100055451e+00
99,"EASTFORD",4.6000000000000000e+01,78466.0000,"0 to 10,000",1.1156673444142697e+00
100,"WESTBROOK",1.5700000000000000e+02,78346.0000,"0 to 10,000",1.1139611266724490e+00
101,"NEW MILFORD",9.6000000000000000e+01,78343.0000,"10,000 to 30,000",1.1139184712289034e+00
102,"ASHFORD",3.0000000000000000e+00,77870.0000,"0 to 10,000",1.1071931296298929e+00
103,"STONINGTON",1.3800000000000000e+02,77295.0000,"10,000 to 30,000",1.0990175029503348e+00
104,"WETHERSFIELD",1.6000000000000000e+02,77195.0000,"10,000 to 30,000",1.0975956548321508e+00
105,"BOZRAH",1.3000000000000000e+01,77045.0000,"0 to 10,000",1.0954628826548749e+00
106,"SEYMOUR",1.2500000000000000e+02,76991.0000,"10,000 to 30,000",1.0946950846710555e+00
107,"NORWALK",1.0400000000000000e+02,76987.0000,"70,000 & Up",1.0946382107463282e+00
108,"HAMPTON",6.4000000000000000e+01,76625.0000,"0 to 10,000",1.0894911205585018e+00
109,"VOLUNTOWN",1.4800000000000000e+02,76012.0000,"0 to 10,000",1.0807751915940340e+00
110,"WATERFORD",1.5300000000000000e+02,75956.0000,"10,000 to 30,000",1.0799789566478508e+00
111,"NORTH STONINGTON",1.0300000000000000e+02,75954.0000,"0 to 10,000",1.0799505196854873e+00
112,"CORNWALL",3.1000000000000000e+01,75833.0000,"0 to 10,000",1.0782300834624845e+00
113,"EAST WINDSOR",4.5000000000000000e+01,74798.0000,"0 to 10,000",1.0635139554392801e+00
114,"SHARON",1.2600000000000000e+02,74625.0000,"0 to 10,000",1.0610541581948216e+00
115,"WALLINGFORD",1.4900000000000000e+02,74060.0000,"30,000 to 70,000",1.0530207163270819e+00
116,"WILLINGTON",1.6100000000000000e+02,73526.0000,"0 to 10,000",1.0454280473759794e+00
117,"NORFOLK",9.9000000000000000e+01,72875.0000,"0 to 10,000",1.0361718161266014e+00
118,"BLOOMFIELD",1.1000000000000000e+01,72762.0000,"10,000 to 30,000",1.0345651277530534e+00
119,"EAST GRANBY",3.9000000000000000e+01,72684.0000,"0 to 10,000",1.0334560862208699e+00
120,"CANAAN",2.1000000000000000e+01,72321.0000,"0 to 10,000",1.0282947775518618e+00
121,"STERLING",1.3700000000000000e+02,72220.0000,"0 to 10,000",1.0268587109524960e+00
122,"BRANFORD",1.4000000000000000e+01,71938.0000,"10,000 to 30,000",1.0228490992592172e+00
123,"OLD SAYBROOK",1.0700000000000000e+02,71796.0000,"0 to 10,000",1.0208300749313959e+00
124,"CLINTON",2.7000000000000000e+01,71455.0000,"10,000 to 30,000",1.0159815728483883e+00
125,"HAMDEN",6.3000000000000000e+01,70791.0000,"30,000 to 70,000",1.0065405013436464e+00
126,"PLYMOUTH",1.1200000000000000e+02,70167.0000,"10,000 to 30,000",9.9766816908617817e-01
127,"MONTVILLE",8.7000000000000000e+01,70036.0000,"10,000 to 30,000",9.9580554805135713e-01
128,"THOMPSON",1.4200000000000000e+02,69924.0000,"0 to 10,000",9.9421307815899107e-01
129,"DEEP RIVER",3.6000000000000000e+01,69395.0000,"0 to 10,000",9.8669150161379759e-01
130,"PRESTON",1.1500000000000000e+02,69275.0000,"0 to 10,000",9.8498528387197681e-01
131,"NORTH CANAAN",1.0100000000000000e+02,69231.0000,"0 to 10,000",9.8435967069997587e-01
132,"WINDSOR LOCKS",1.6600000000000000e+02,68944.0000,"10,000 to 30,000",9.8027896660078773e-01
133,"ENFIELD",4.9000000000000000e+01,67377.0000,"30,000 to 70,000",9.5799860658884417e-01
134,"THOMASTON",1.4100000000000000e+02,67191.0000,"0 to 10,000",9.5535396908902193e-01
135,"CHAPLIN",2.4000000000000000e+01,67054.0000,"0 to 10,000",9.5340603716710981e-01
136,"STRATFORD",1.3900000000000000e+02,66886.0000,"30,000 to 70,000",9.5101733232856067e-01
137,"DANBURY",3.4000000000000000e+01,66676.0000,"30,000 to 70,000",9.4803145128037425e-01
138,"SPRAGUE",1.3400000000000000e+02,64063.0000,"0 to 10,000",9.1087855995222589e-01
139,"MIDDLETOWN",8.4000000000000000e+01,63691.0000,"30,000 to 70,000",9.0558928495258140e-01
140,"MANCHESTER",7.8000000000000000e+01,63158.0000,"30,000 to 70,000",8.9801083448266061e-01
141,"EAST HAVEN",4.3000000000000000e+01,63120.0000,"10,000 to 30,000",8.9747053219775064e-01
142,"STAFFORD",1.3500000000000000e+02,62371.0000,"10,000 to 30,000",8.8682088979255236e-01
143,"GROTON",5.9000000000000000e+01,62137.0000,"30,000 to 70,000",8.8349376519600176e-01
144,"BRISTOL",1.7000000000000000e+01,61478.0000,"30,000 to 70,000",8.7412378609716912e-01
145,"KENT",6.9000000000000000e+01,60714.0000,"0 to 10,000",8.6326086647424327e-01
146,"BROOKLYN",1.9000000000000000e+01,60694.0000,"0 to 10,000",8.6297649685060640e-01
147,"PLAINFIELD",1.1000000000000000e+02,60673.0000,"10,000 to 30,000",8.6267790874578776e-01
148,"MANSFIELD",7.9000000000000000e+01,60263.0000,"10,000 to 30,000",8.5684833146123329e-01
149,"VERNON",1.4700000000000000e+02,59961.0000,"10,000 to 30,000",8.5255435014431757e-01
150,"GRISWOLD",5.8000000000000000e+01,59153.0000,"10,000 to 30,000",8.4106581734939079e-01
151,"PLAINVILLE",1.1100000000000000e+02,58500.0000,"10,000 to 30,000",8.3178114913764911e-01
152,"NAUGATUCK",8.9000000000000000e+01,58078.0000,"30,000 to 70,000",8.2578095007891261e-01
153,"TORRINGTON",1.4400000000000000e+02,56264.0000,"30,000 to 70,000",7.9998862521505454e-01
154,"KILLINGLY",7.0000000000000000e+01,55764.0000,"10,000 to 30,000",7.9287938462413443e-01
155,"MERIDEN",8.1000000000000000e+01,54588.0000,"30,000 to 70,000",7.7615845075429046e-01
156,"WINCHESTER",1.6300000000000000e+02,52757.0000,"10,000 to 30,000",7.5012441171034105e-01
157,"PUTNAM",1.1700000000000000e+02,51621.0000,"0 to 10,000",7.3397221708777072e-01
158,"DERBY",3.7000000000000000e+01,51596.0000,"10,000 to 30,000",7.3361675505822466e-01
159,"WEST HAVEN",1.5600000000000000e+02,50846.0000,"30,000 to 70,000",7.2295289417184461e-01
160,"NORWICH",1.0500000000000000e+02,50078.0000,"30,000 to 70,000",7.1203310062419134e-01
161,"EAST HARTFORD",4.2000000000000000e+01,48369.0000,"30,000 to 70,000",6.8773371628442648e-01
162,"ANSONIA",2.0000000000000000e+00,43305.0000,"10,000 to 30,000",6.1573132757958793e-01
163,"BRIDGEPORT",1.5000000000000000e+01,41801.0000,"70,000 & Up",5.9434673188210030e-01
164,"WINDHAM",1.6400000000000000e+02,41398.0000,"10,000 to 30,000",5.8861668396581879e-01
165,"WATERBURY",1.5200000000000000e+02,40467.0000,"70,000 & Up",5.7537927798552557e-01
166,"NEW BRITAIN",9.0000000000000000e+01,40457.0000,"70,000 & Up",5.7523709317370719e-01
167,"NEW HAVEN",9.4000000000000000e+01,37192.0000,"70,000 & Up",5.2881375211499904e-01
168,"NEW LONDON",9.5000000000000000e+01,36250.0000,"10,000 to 30,000",5.1541994284170567e-01
169,"HARTFORD",6.5000000000000000e+01,30630.0000,"70,000 & Up",4.3551207859976399e-01
