Sort ID,Municipality,numbered,PER CAPITA INCOME - 2015 ESTIMATE,Population_Range,PercentOfState
50,"HARWINTON",6.7000000000000000e+01,45301.0000,"0 to 10,000",1.1674612787671057e+00
51,"SOUTH WINDSOR",1.3100000000000000e+02,45100.0000,"10,000 to 30,000",1.1622812669123521e+00
52,"MARLBOROUGH",8.0000000000000000e+01,44991.0000,"0 to 10,000",1.1594722057572868e+00
53,"OLD SAYBROOK",1.0700000000000000e+02,44293.0000,"0 to 10,000",1.1414839058835657e+00
54,"CHESHIRE",2.5000000000000000e+01,44280.0000,"10,000 to 30,000",1.1411488802412184e+00
55,"MIDDLEBURY",8.2000000000000000e+01,44074.0000,"0 to 10,000",1.1358400123701775e+00
56,"BRANFORD",1.4000000000000000e+01,44043.0000,"10,000 to 30,000",1.1350411050691958e+00
57,"STONINGTON",1.3800000000000000e+02,43749.0000,"10,000 to 30,000",1.1274643713114965e+00
58,"HEBRON",6.8000000000000000e+01,43632.0000,"0 to 10,000",1.1244491405303714e+00
59,"NEW FAIRFIELD",9.2000000000000000e+01,43622.0000,"10,000 to 30,000",1.1241914284977965e+00
60,"NORWALK",1.0400000000000000e+02,43570.0000,"70,000 & Up",1.1228513259284076e+00
61,"BETHEL",9.0000000000000000e+00,43569.0000,"10,000 to 30,000",1.1228255547251502e+00
62,"BETHLEHEM",1.0000000000000000e+01,43516.0000,"0 to 10,000",1.1214596809525037e+00
63,"MIDDLEFIELD",8.3000000000000000e+01,43369.0000,"0 to 10,000",1.1176713140736541e+00
64,"ELLINGTON",4.8000000000000000e+01,43323.0000,"10,000 to 30,000",1.1164858387238099e+00
65,"DEEP RIVER",3.6000000000000000e+01,43294.0000,"0 to 10,000",1.1157384738293430e+00
66,"UNION",1.4600000000000000e+02,43276.0000,"0 to 10,000",1.1152745921707083e+00
67,"SHELTON",1.2700000000000000e+02,42417.0000,"30,000 to 70,000",1.0931371285725331e+00
68,"BETHANY",8.0000000000000000e+00,42397.0000,"0 to 10,000",1.0926217045073834e+00
69,"SOUTHBURY",1.3200000000000000e+02,42350.0000,"10,000 to 30,000",1.0914104579542818e+00
70,"EAST HAMPTON",4.1000000000000000e+01,42259.0000,"10,000 to 30,000",1.0890652784578512e+00
71,"ROCKY HILL",1.2000000000000000e+02,42252.0000,"10,000 to 30,000",1.0888848800350488e+00
72,"CANAAN",2.1000000000000000e+01,42222.0000,"0 to 10,000",1.0881117439373245e+00
73,"SALEM",1.2200000000000000e+02,41667.0000,"0 to 10,000",1.0738087261294229e+00
74,"NORTH BRANFORD",1.0000000000000000e+02,41661.0000,"10,000 to 30,000",1.0736540989098782e+00
75,"EAST LYME",4.4000000000000000e+01,41161.0000,"10,000 to 30,000",1.0607684972811380e+00
76,"SUFFIELD",1.4000000000000000e+02,41104.0000,"10,000 to 30,000",1.0592995386954618e+00
77,"CROMWELL",3.3000000000000000e+01,40905.0000,"10,000 to 30,000",1.0541710692472233e+00
78,"BERLIN",7.0000000000000000e+00,40865.0000,"10,000 to 30,000",1.0531402211169238e+00
79,"CHESTER",2.6000000000000000e+01,40730.0000,"0 to 10,000",1.0496611086771641e+00
80,"MILFORD",8.5000000000000000e+01,40616.0000,"30,000 to 70,000",1.0467231915058115e+00
81,"POMFRET",1.1300000000000000e+02,40380.0000,"0 to 10,000",1.0406411875370460e+00
82,"ANDOVER",1.0000000000000000e+00,40182.0000,"0 to 10,000",1.0355384892920652e+00
83,"BARKHAMSTED",5.0000000000000000e+00,40156.0000,"0 to 10,000",1.0348684380073705e+00
84,"COLUMBIA",3.0000000000000000e+01,39947.0000,"0 to 10,000",1.0294822565265571e+00
85,"EAST HADDAM",4.0000000000000000e+01,39877.0000,"0 to 10,000",1.0276782722985336e+00
86,"SOUTHINGTON",1.3300000000000000e+02,39808.0000,"30,000 to 70,000",1.0259000592737675e+00
87,"COVENTRY",3.2000000000000000e+01,39552.0000,"10,000 to 30,000",1.0193026312398525e+00
88,"OXFORD",1.0900000000000000e+02,39438.0000,"0 to 10,000",1.0163647140684999e+00
89,"NEW MILFORD",9.6000000000000000e+01,39331.0000,"10,000 to 30,000",1.0136071953199495e+00
90,"PROSPECT",1.1600000000000000e+02,39229.0000,"0 to 10,000",1.0109785325876866e+00
91,"BLOOMFIELD",1.1000000000000000e+01,39155.0000,"10,000 to 30,000",1.0090714635466329e+00
92,"FRANKLIN",5.3000000000000000e+01,39151.0000,"0 to 10,000",1.0089683787336030e+00
93,"ASHFORD",3.0000000000000000e+00,39139.0000,"0 to 10,000",1.0086591242945133e+00
94,"WATERFORD",1.5300000000000000e+02,39135.0000,"10,000 to 30,000",1.0085560394814834e+00
95,"GOSHEN",5.5000000000000000e+01,39089.0000,"0 to 10,000",1.0073705641316393e+00
96,"WETHERSFIELD",1.6000000000000000e+02,38753.0000,"10,000 to 30,000",9.9871143983712596e-01
97,"COLCHESTER",2.8000000000000000e+01,38599.0000,"10,000 to 30,000",9.9474267453547405e-01
98,"EAST GRANBY",3.9000000000000000e+01,38544.0000,"0 to 10,000",9.9332525835631269e-01
99,"LEDYARD",7.3000000000000000e+01,38344.0000,"10,000 to 30,000",9.8817101770481663e-01
100,"NEWINGTON",9.7000000000000000e+01,38192.0000,"10,000 to 30,000",9.8425379480967967e-01
101,"NORTH HAVEN",1.0200000000000000e+02,38137.0000,"10,000 to 30,000",9.8283637863051820e-01
102,"WALLINGFORD",1.4900000000000000e+02,38067.0000,"30,000 to 70,000",9.8103239440249468e-01
103,"BEACON FALLS",6.0000000000000000e+00,37736.0000,"0 to 10,000",9.7250212612426878e-01
104,"HAMPTON",6.4000000000000000e+01,37031.0000,"0 to 10,000",9.5433342782774533e-01
105,"CLINTON",2.7000000000000000e+01,36954.0000,"10,000 to 30,000",9.5234904517691932e-01
106,"WATERTOWN",1.5400000000000000e+02,36883.0000,"10,000 to 30,000",9.5051928974563826e-01
107,"HARTLAND",6.6000000000000000e+01,36787.0000,"0 to 10,000",9.4804525423292019e-01
108,"NEW HARTFORD",9.3000000000000000e+01,36769.0000,"0 to 10,000",9.4758137257428554e-01
109,"WILLINGTON",1.6100000000000000e+02,36630.0000,"0 to 10,000",9.4399917532149580e-01
110,"WINDSOR",1.6500000000000000e+02,36322.0000,"10,000 to 30,000",9.3606164471819187e-01
111,"LEBANON",7.2000000000000000e+01,35798.0000,"0 to 10,000",9.2255753421127229e-01
112,"LISBON",7.4000000000000000e+01,35711.0000,"0 to 10,000",9.2031543952787154e-01
113,"GROTON",5.9000000000000000e+01,35638.0000,"30,000 to 70,000",9.1843414169007553e-01
114,"WOODSTOCK",1.7000000000000000e+02,35502.0000,"0 to 10,000",9.1492925804705827e-01
115,"EASTFORD",4.6000000000000000e+01,35011.0000,"0 to 10,000",9.0227559724763551e-01
116,"MIDDLETOWN",8.4000000000000000e+01,34992.0000,"30,000 to 70,000",9.0178594438574333e-01
117,"HAMDEN",6.3000000000000000e+01,34907.0000,"30,000 to 70,000",8.9959539210885753e-01
118,"BOZRAH",1.3000000000000000e+01,34778.0000,"0 to 10,000",8.9627090688864264e-01
119,"EAST WINDSOR",4.5000000000000000e+01,34623.0000,"0 to 10,000",8.9227637038373320e-01
120,"WOLCOTT",1.6700000000000000e+02,34468.0000,"10,000 to 30,000",8.8828183387882376e-01
121,"STRATFORD",1.3900000000000000e+02,34467.0000,"30,000 to 70,000",8.8825606267556634e-01
122,"COLEBROOK",2.9000000000000000e+01,34330.0000,"0 to 10,000",8.8472540782929154e-01
123,"PRESTON",1.1500000000000000e+02,34231.0000,"0 to 10,000",8.8217405870680099e-01
124,"WINDSOR LOCKS",1.6600000000000000e+02,34035.0000,"10,000 to 30,000",8.7712290286833494e-01
125,"KENT",6.9000000000000000e+01,34015.0000,"0 to 10,000",8.7660747880318535e-01
126,"SEYMOUR",1.2500000000000000e+02,33917.0000,"10,000 to 30,000",8.7408190088395232e-01
127,"VERNON",1.4700000000000000e+02,33874.0000,"10,000 to 30,000",8.7297373914388066e-01
128,"NORTH STONINGTON",1.0300000000000000e+02,33841.0000,"0 to 10,000",8.7212328943638373e-01
129,"SOMERS",1.3000000000000000e+02,33792.0000,"0 to 10,000",8.7086050047676722e-01
130,"THOMPSON",1.4200000000000000e+02,33643.0000,"0 to 10,000",8.6702059119140273e-01
131,"MANCHESTER",7.8000000000000000e+01,33154.0000,"30,000 to 70,000",8.5441847279849492e-01
132,"CANTERBURY",2.2000000000000000e+01,33135.0000,"0 to 10,000",8.5392881993660286e-01
133,"NAUGATUCK",8.9000000000000000e+01,32241.0000,"30,000 to 70,000",8.3088936422441562e-01
134,"VOLUNTOWN",1.4800000000000000e+02,32006.0000,"0 to 10,000",8.2483313145890780e-01
135,"EAST HAVEN",4.3000000000000000e+01,31781.0000,"10,000 to 30,000",8.1903461072597483e-01
136,"BRISTOL",1.7000000000000000e+01,31709.0000,"30,000 to 70,000",8.1717908409143625e-01
137,"THOMASTON",1.4100000000000000e+02,31576.0000,"0 to 10,000",8.1375151405819135e-01
138,"PLYMOUTH",1.1200000000000000e+02,31511.0000,"10,000 to 30,000",8.1207638584645514e-01
139,"SCOTLAND",1.2400000000000000e+02,31378.0000,"0 to 10,000",8.0864881581321035e-01
140,"CHAPLIN",2.4000000000000000e+01,31326.0000,"0 to 10,000",8.0730871324382136e-01
141,"PLAINVILLE",1.1100000000000000e+02,31306.0000,"10,000 to 30,000",8.0679328917867177e-01
142,"DANBURY",3.4000000000000000e+01,31284.0000,"30,000 to 70,000",8.0622632270700723e-01
143,"WINCHESTER",1.6300000000000000e+02,31050.0000,"10,000 to 30,000",8.0019586114475683e-01
144,"STAFFORD",1.3500000000000000e+02,30952.0000,"10,000 to 30,000",7.9767028322552380e-01
145,"GRISWOLD",5.8000000000000000e+01,30814.0000,"10,000 to 30,000",7.9411385717599159e-01
146,"ENFIELD",4.9000000000000000e+01,30116.0000,"30,000 to 70,000",7.7612555730227040e-01
147,"SPRAGUE",1.3400000000000000e+02,29973.0000,"0 to 10,000",7.7244027523645076e-01
148,"TORRINGTON",1.4400000000000000e+02,29737.0000,"30,000 to 70,000",7.6635827126768552e-01
149,"NORTH CANAAN",1.0100000000000000e+02,29689.0000,"0 to 10,000",7.6512125351132643e-01
150,"MONTVILLE",8.7000000000000000e+01,29689.0000,"10,000 to 30,000",7.6512125351132643e-01
151,"MERIDEN",8.1000000000000000e+01,28601.0000,"30,000 to 70,000",7.3708218436718809e-01
152,"BROOKLYN",1.9000000000000000e+01,27244.0000,"0 to 10,000",7.0211066154678758e-01
153,"KILLINGLY",7.0000000000000000e+01,27210.0000,"10,000 to 30,000",7.0123444063603335e-01
154,"PLAINFIELD",1.1000000000000000e+02,27137.0000,"10,000 to 30,000",6.9935314279823724e-01
155,"NORWICH",1.0500000000000000e+02,26823.0000,"30,000 to 70,000",6.9126098497538846e-01
156,"STERLING",1.3700000000000000e+02,26809.0000,"0 to 10,000",6.9090018812978382e-01
157,"WEST HAVEN",1.5600000000000000e+02,26143.0000,"30,000 to 70,000",6.7373656676030202e-01
158,"DERBY",3.7000000000000000e+01,26119.0000,"10,000 to 30,000",6.7311805788212253e-01
159,"PUTNAM",1.1700000000000000e+02,25888.0000,"0 to 10,000",6.6716490992964461e-01
160,"EAST HARTFORD",4.2000000000000000e+01,24961.0000,"30,000 to 70,000",6.4327500450996056e-01
161,"ANSONIA",2.0000000000000000e+00,24359.0000,"10,000 to 30,000",6.2776074014895755e-01
162,"NEW HAVEN",9.4000000000000000e+01,23527.0000,"70,000 & Up",6.0631909903873416e-01
163,"NEW LONDON",9.5000000000000000e+01,21736.0000,"10,000 to 30,000",5.6016287400458731e-01
164,"NEW BRITAIN",9.0000000000000000e+01,21470.0000,"70,000 & Up",5.5330773393809762e-01
165,"BRIDGEPORT",1.5000000000000000e+01,21002.0000,"70,000 & Up",5.4124681081359693e-01
166,"WATERBURY",1.5200000000000000e+02,20685.0000,"70,000 & Up",5.3307733938097568e-01
167,"WINDHAM",1.6400000000000000e+02,19783.0000,"10,000 to 30,000",5.0983171404272865e-01
168,"MANSFIELD",7.9000000000000000e+01,19613.0000,"10,000 to 30,000",5.0545060948895704e-01
169,"HARTFORD",6.5000000000000000e+01,17311.0000,"70,000 & Up",4.4612529959023789e-01
