MUNICIPALITY,NUMBERED,TOWN CODE,Net Grand List - 2018 GL Year
"NEW MILFORD",9.6000000000000000e+01,9.6000000000000000e+01,2912395588.0000
"NEWINGTON",9.7000000000000000e+01,9.4000000000000000e+01,2640307103.0000
"NEWTOWN",9.8000000000000000e+01,9.7000000000000000e+01,3188565218.0000
"NORFOLK",9.9000000000000000e+01,9.8000000000000000e+01,260524275.0000
"NORTH BRANFORD",1.0000000000000000e+02,9.9000000000000000e+01,1263309544.0000
"NORTH CANAAN",1.0100000000000000e+02,1.0000000000000000e+02,320478800.0000
"NORTH HAVEN",1.0200000000000000e+02,1.0100000000000000e+02,2886765912.0000
"NORTH STONINGTON",1.0300000000000000e+02,1.0200000000000000e+02,529171238.0000
"NORWALK",1.0400000000000000e+02,1.0300000000000000e+02,14278579822.0000
"NORWICH",1.0500000000000000e+02,1.0400000000000000e+02,1987387026.0000
"OLD LYME",1.0600000000000000e+02,1.0500000000000000e+02,1586335438.0000
"OLD SAYBROOK",1.0700000000000000e+02,1.0600000000000000e+02,2272648040.0000
"ORANGE",1.0800000000000000e+02,1.0700000000000000e+02,2080863835.0000
"OXFORD",1.0900000000000000e+02,1.0800000000000000e+02,1542367730.0000
"PLAINFIELD",1.1000000000000000e+02,1.0900000000000000e+02,999860890.0000
"PLAINVILLE",1.1100000000000000e+02,1.1000000000000000e+02,1396438540.0000
"PLYMOUTH",1.1200000000000000e+02,1.1100000000000000e+02,763052060.0000
"POMFRET",1.1300000000000000e+02,1.1200000000000000e+02,356086268.0000
"PORTLAND",1.1400000000000000e+02,1.1300000000000000e+02,828545517.0000
"PRESTON",1.1500000000000000e+02,1.1400000000000000e+02,440197519.0000
"PROSPECT",1.1600000000000000e+02,1.1500000000000000e+02,864171826.0000
"PUTNAM",1.1700000000000000e+02,1.1600000000000000e+02,651895151.0000
"REDDING",1.1800000000000000e+02,1.1700000000000000e+02,1566028367.0000
"RIDGEFIELD",1.1900000000000000e+02,1.1800000000000000e+02,4840022456.0000
"ROCKY HILL",1.2000000000000000e+02,1.1900000000000000e+02,2208948420.0000
"ROXBURY",1.2100000000000000e+02,1.2000000000000000e+02,666032190.0000
"SALEM",1.2200000000000000e+02,1.2100000000000000e+02,374381805.0000
"SALISBURY",1.2300000000000000e+02,1.2200000000000000e+02,1268910246.0000
"SCOTLAND",1.2400000000000000e+02,1.2300000000000000e+02,111452759.0000
"SEYMOUR",1.2500000000000000e+02,1.2400000000000000e+02,1215603131.0000
"SHARON",1.2600000000000000e+02,1.2500000000000000e+02,729146484.0000
"SHELTON",1.2700000000000000e+02,1.2600000000000000e+02,4735794614.0000
"SHERMAN",1.2800000000000000e+02,1.2700000000000000e+02,688720839.0000
"SIMSBURY",1.2900000000000000e+02,1.2800000000000000e+02,2442435959.0000
"SOMERS",1.3000000000000000e+02,1.2900000000000000e+02,867171797.0000
"SOUTH WINDSOR",1.3100000000000000e+02,1.3200000000000000e+02,2768191892.0000
"SOUTHBURY",1.3200000000000000e+02,1.3000000000000000e+02,2138190984.0000
"SOUTHINGTON",1.3300000000000000e+02,1.3100000000000000e+02,4068965111.0000
"SPRAGUE",1.3400000000000000e+02,1.3300000000000000e+02,162822920.0000
"STAFFORD",1.3500000000000000e+02,1.3400000000000000e+02,785213437.0000
"STAMFORD",1.3600000000000000e+02,1.3500000000000000e+02,21644176320.0000
"STERLING",1.3700000000000000e+02,1.3600000000000000e+02,236437554.0000
"STONINGTON",1.3800000000000000e+02,1.3700000000000000e+02,2790498286.0000
"STRATFORD",1.3900000000000000e+02,1.3800000000000000e+02,4616208382.0000
"SUFFIELD",1.4000000000000000e+02,1.3900000000000000e+02,1463802021.0000
"THOMASTON",1.4100000000000000e+02,1.4000000000000000e+02,563757264.0000
"THOMPSON",1.4200000000000000e+02,1.4100000000000000e+02,610881466.0000
"TOLLAND",1.4300000000000000e+02,1.4200000000000000e+02,1281864011.0000
"TORRINGTON",1.4400000000000000e+02,1.4300000000000000e+02,1990937765.0000
"TRUMBULL",1.4500000000000000e+02,1.4400000000000000e+02,4684998075.0000
"UNION",1.4600000000000000e+02,1.4500000000000000e+02,92609474.0000
"VERNON",1.4700000000000000e+02,1.4600000000000000e+02,1830070306.0000
"VOLUNTOWN",1.4800000000000000e+02,1.4700000000000000e+02,205878155.0000
"WALLINGFORD",1.4900000000000000e+02,1.4800000000000000e+02,4236788453.0000
"WARREN",1.5000000000000000e+02,1.4900000000000000e+02,382221550.0000
"WASHINGTON",1.5100000000000000e+02,1.5000000000000000e+02,1206937533.0000
"WATERBURY",1.5200000000000000e+02,1.5100000000000000e+02,4335806209.0000
"WATERFORD",1.5300000000000000e+02,1.5200000000000000e+02,3300513595.0000
"WATERTOWN",1.5400000000000000e+02,1.5300000000000000e+02,1831869941.0000
"WEST HARTFORD",1.5500000000000000e+02,1.5500000000000000e+02,6314734062.0000
"WEST HAVEN",1.5600000000000000e+02,1.5600000000000000e+02,2683008169.0000
"WESTBROOK",1.5700000000000000e+02,1.5400000000000000e+02,1149561346.0000
"WESTON",1.5800000000000000e+02,1.5700000000000000e+02,2234268538.0000
"WESTPORT",1.5900000000000000e+02,1.5800000000000000e+02,11307712334.0000
"WETHERSFIELD",1.6000000000000000e+02,1.5900000000000000e+02,2321469775.0000
"WILLINGTON",1.6100000000000000e+02,1.6000000000000000e+02,441512168.0000
"WILTON",1.6200000000000000e+02,1.6100000000000000e+02,4245883836.0000
"WINCHESTER",1.6300000000000000e+02,1.6200000000000000e+02,720384009.0000
"WINDHAM",1.6400000000000000e+02,1.6300000000000000e+02,950431736.0000
"WINDSOR",1.6500000000000000e+02,1.6400000000000000e+02,3105965090.0000
"WINDSOR LOCKS",1.6600000000000000e+02,1.6500000000000000e+02,1461337386.0000
"WOLCOTT",1.6700000000000000e+02,1.6600000000000000e+02,1242066460.0000
"WOODBRIDGE",1.6800000000000000e+02,1.6700000000000000e+02,1156494546.0000
"WOODBURY",1.6900000000000000e+02,1.6800000000000000e+02,1066345892.0000
"WOODSTOCK",1.7000000000000000e+02,1.6900000000000000e+02,724932776.0000
