"Town","Gross Residential Grand List","Gross Commercial Grand List","Gross Industrial Grand List","Total Gross Grand List","Year"
"Avon",1741890990,223501370,27534600,2279275160,"SFY 2008-2009"
"Barkhamsted",221776320,13780880,2234070,305927368,"SFY 2008-2009"
"Beacon Falls",406164100,10414670,31965740,524362998,"SFY 2008-2009"
"Berlin",1466233250,258266980,129852100,2268401710,"SFY 2008-2009"
"Bethany",449343930,17050608,13544960,546124386,"SFY 2008-2009"
"Bethel",1627098530,229935080,89021640,2313147160,"SFY 2008-2009"
"Bethlehem",305870310,7707820,4490130,363007293,"SFY 2008-2009"
"Bloomfield",972760320,268041959,110362140,1795483355,"SFY 2008-2009"
"Bolton",326847200,15840300,5368230,405572410,"SFY 2008-2009"
"Bozrah",162025110,10644700,21338780,250348380,"SFY 2008-2009"
"Branford",2510224620,321469800,102980180,3341817685,"SFY 2008-2009"
"Bridgeport",3258061426,745145525,171006810,5605711581,"SFY 2008-2009"
"Bridgewater",358949922,2979600,799500,410656650,"SFY 2008-2009"
"Bristol",2810035010,443956890,235464770,4406510310,"SFY 2008-2009"
"Brookfield",1924552670,254964130,109322830,2583935346,"SFY 2008-2009"
"Brooklyn",377789030,27471940,3766620,508373623,"SFY 2008-2009"
"Burlington",639929430,11516330,2597910,779328907,"SFY 2008-2009"
"Canaan",120394200,4713000,10459300,187115300,"SFY 2008-2009"
"Canterbury",283415500,8055064,2843100,357164239,"SFY 2008-2009"
"Canton",698524530,102868970,5956890,937507260,"SFY 2008-2009"
"Chaplin",93883800,7548770,0,128898744,"SFY 2008-2009"
"Cheshire",1906275930,147475760,156160590,2574871737,"SFY 2008-2009"
"Chester",303196750,51397700,16420750,438334595,"SFY 2008-2009"
"Clinton",1296675860,150761648,31737200,1671914231,"SFY 2008-2009"
"Colchester",947066930,86837400,10680000,1254720501,"SFY 2008-2009"
"Colebrook",154075500,1416600,660200,185346420,"SFY 2008-2009"
"Columbia",438411640,13832700,7809100,525191566,"SFY 2008-2009"
"Cornwall",309109560,10151500,0,449204780,"SFY 2008-2009"
"Coventry",713475000,19680150,3105790,859906346,"SFY 2008-2009"
"Cromwell",941700255,200349460,32035649,1353922515,"SFY 2008-2009"
"Danbury",5274530900,1688728600,413563900,8617118185,"SFY 2008-2009"
"Darien",5742434250,414288720,0,6607703035,"SFY 2008-2009"
"Deep River",409068800,26978840,13250650,519256817,"SFY 2008-2009"
"Derby",634023360,124698660,14585550,912976009,"SFY 2008-2009"
"Durham",554304820,19480040,13724480,781681803,"SFY 2008-2009"
"Eastford",124600680,7302400,2202080,162390804,"SFY 2008-2009"
"East Granby",321141700,16102700,59431700,516785402,"SFY 2008-2009"
"East Haddam",809739367,40494740,8248070,982536922,"SFY 2008-2009"
"East Hampton",912415700,44673500,10690960,1129031422,"SFY 2008-2009"
"East Hartford",1862038590,371369750,301921790,3344402340,"SFY 2008-2009"
"East Haven",1725522900,224123144,47745050,2256047323,"SFY 2008-2009"
"East Lyme",1883721481,131097053,16773890,2289999493,"SFY 2008-2009"
"Easton",1528112370,38306620,282600,1668073262,"SFY 2008-2009"
"East Windsor",594643930,181593070,78634880,1082941546,"SFY 2008-2009"
"Ellington",948243890,67740130,18161156,1242862073,"SFY 2008-2009"
"Enfield",2099257340,483222780,137912320,3210765124,"SFY 2008-2009"
"Essex",798827950,105147000,33834700,1039307754,"SFY 2008-2009"
"Fairfield",10099807310,973053470,50159830,11930013752,"SFY 2008-2009"
"Farmington",2400289987,736957456,37616880,3687885762,"SFY 2008-2009"
"Franklin",102970290,26404750,5506480,178234163,"SFY 2008-2009"
"Glastonbury",3111686920,455137100,72124300,4087995130,"SFY 2008-2009"
"Goshen",490439530,19133490,2683500,599941923,"SFY 2008-2009"
"Granby",810369180,40130860,3919860,1049252760,"SFY 2008-2009"
"Greenwich",27066199580,4241487250,93304820,33882362087,"SFY 2008-2009"
"Griswold",645670830,36166552,6160770,818777971,"SFY 2008-2009"
"Groton",2340537090,426943160,578772670,4366715937,"SFY 2008-2009"
"Guilford",2957693011,255627750,0,3478060403,"SFY 2008-2009"
"Haddam",673199910,23206770,6428890,887737945,"SFY 2008-2009"
"Hamden",3169188122,420104000,70863060,4351943447,"SFY 2008-2009"
"Hampton",100456600,1783121,0,124252299,"SFY 2008-2009"
"Hartford",1046164590,1482060639,93028569,4188579092,"SFY 2008-2009"
"Hartland",149353710,638720,0,194714310,"SFY 2008-2009"
"Harwinton",380969700,9113720,2584830,482982678,"SFY 2008-2009"
"Hebron",736825440,22458690,800520,858808874,"SFY 2008-2009"
"Kent",371402300,34588500,0,481960605,"SFY 2008-2009"
"Killingly",775282221,106100040,81158700,1665623346,"SFY 2008-2009"
"Killingworth",712711070,20627260,1712950,811166187,"SFY 2008-2009"
"Lebanon",391414950,12358560,2743130,503955380,"SFY 2008-2009"
"Ledyard",930225377,51562956,9753660,1203954098,"SFY 2008-2009"
"Lisbon",260834630,63994010,2319750,405834863,"SFY 2008-2009"
"Litchfield",712784043,80309790,3833930,904193595,"SFY 2008-2009"
"Lyme",467693768,3678800,0,519333311,"SFY 2008-2009"
"Madison",3034875700,164478000,3171300,3424089269,"SFY 2008-2009"
"Manchester",2445730920,804232372,209311226,4362761730,"SFY 2008-2009"
"Mansfield",704812450,72911470,1288070,927860231,"SFY 2008-2009"
"Marlborough",533075720,29359890,2410660,622820769,"SFY 2008-2009"
"Meriden",2395513020,560956720,162960140,3879478191,"SFY 2008-2009"
"Middlebury",797050100,109051097,9212800,1066851352,"SFY 2008-2009"
"Middlefield",357622600,17957200,15997100,462743800,"SFY 2008-2009"
"Middletown",2025435830,382027330,111238130,3578396110,"SFY 2008-2009"
"Milford",5180688101,1027317540,249707930,7367814480,"SFY 2008-2009"
"Monroe",1671924035,124691000,44495080,2137577139,"SFY 2008-2009"
"Montville",1047693954,121231870,30768180,1508577400,"SFY 2008-2009"
"Morris",287151580,11266970,1574000,349132123,"SFY 2008-2009"
"Naugatuck",1494590330,139552310,67096670,2049243560,"SFY 2008-2009"
"New Britain",1855491355,330001810,92610290,3017904081,"SFY 2008-2009"
"New Canaan",6303659100,338036050,4872600,7050923082,"SFY 2008-2009"
"New Fairfield",1674782840,32693925,2160000,1840690612,"SFY 2008-2009"
"New Hartford",454233490,22384090,8206800,585413157,"SFY 2008-2009"
"New Haven",3428850340,1930562065,278330570,6518067897,"SFY 2008-2009"
"Newington",1733094010,386777430,90397370,2683584888,"SFY 2008-2009"
"New London",716968074,363702609,108744160,1399432778,"SFY 2008-2009"
"New Milford",2212582340,252202630,106919330,3059305860,"SFY 2008-2009"
"Newtown",3243904559,246247391,48993072,3944957120,"SFY 2008-2009"
"Norfolk",153507680,9260810,0,215902050,"SFY 2008-2009"
"North Branford",1000317002,82333677,37898310,1302476665,"SFY 2008-2009"
"North Canaan",176428880,44187150,30034700,367267590,"SFY 2008-2009"
"North Haven",1891653984,325590817,233703210,2979995470,"SFY 2008-2009"
"North Stonington",446188120,56227660,6551790,623125055,"SFY 2008-2009"
"Norwalk",7305103732,1862404638,184266810,10823912214,"SFY 2008-2009"
"Norwich",1097975200,281156000,58930000,1876344235,"SFY 2008-2009"
"Old Lyme",1304614185,68097635,591500,1504309430,"SFY 2008-2009"
"Old Saybrook",1555487400,195083300,16955900,1960313650,"SFY 2008-2009"
"Orange",1477539100,355274800,87010700,2166688863,"SFY 2008-2009"
"Oxford",1149709188,35392290,31576300,1374867757,"SFY 2008-2009"
"Plainfield",649006890,101512000,72764970,1081371527,"SFY 2008-2009"
"Plainville",878161540,187089300,76774060,1425782250,"SFY 2008-2009"
"Plymouth",609794990,32496430,27041090,825206147,"SFY 2008-2009"
"Pomfret",273449230,11988790,9464100,350174882,"SFY 2008-2009"
"Portland",636492500,64374670,15043730,842097870,"SFY 2008-2009"
"Preston",345001980,16861900,2531300,443549662,"SFY 2008-2009"
"Prospect",653391565,37564570,12045402,804458914,"SFY 2008-2009"
"Putnam",291523300,77943600,37467400,539337930,"SFY 2008-2009"
"Redding",1627169400,131113200,4375330,2009327138,"SFY 2008-2009"
"Ridgefield",4640886955,355029511,17817770,5471998720,"SFY 2008-2009"
"Rocky Hill",976940655,266112073,77807510,1671922160,"SFY 2008-2009"
"Roxbury",637649810,2940800,0,737459142,"SFY 2008-2009"
"Salem",351365595,18068760,1324730,430395588,"SFY 2008-2009"
"Salisbury",833431650,52232240,1302670,1181567780,"SFY 2008-2009"
"Scotland",80218640,1153920,0,99821713,"SFY 2008-2009"
"Seymour",1045956660,76196520,40090190,1392359562,"SFY 2008-2009"
"Sharon",451797200,29591800,0,559669142,"SFY 2008-2009"
"Shelton",3624496150,626174780,175147860,5092593510,"SFY 2008-2009"
"Sherman",555975142,5371670,0,676916704,"SFY 2008-2009"
"Simsbury",1971055210,285166790,10607010,2605597500,"SFY 2008-2009"
"Somers",638813133,21712570,5857980,764356617,"SFY 2008-2009"
"Southbury",1965062331,316433360,12929420,2612323723,"SFY 2008-2009"
"Southington",2857610031,409633658,104098285,3999841165,"SFY 2008-2009"
"South Windsor",1847330540,264856700,227133420,2749100942,"SFY 2008-2009"
"Sprague",121307620,19963850,0,197059940,"SFY 2008-2009"
"Stafford",569247260,39919450,17590250,818933684,"SFY 2008-2009"
"Stamford",14117940820,6027382820,939735910,24148559620,"SFY 2008-2009"
"Sterling",219650580,14825220,1895420,320587000,"SFY 2008-2009"
"Stonington",2328799100,401616420,33226300,3109181703,"SFY 2008-2009"
"Stratford",3345740702,375869230,272178410,4701202290,"SFY 2008-2009"
"Suffield",890660820,42430979,36166540,1140361907,"SFY 2008-2009"
"Thomaston",445585009,35013650,35953920,632563443,"SFY 2008-2009"
"Thompson",481285690,14474800,7370300,669815009,"SFY 2008-2009"
"Tolland",1001027700,57469800,21010500,1236835778,"SFY 2008-2009"
"Torrington",1286901580,226045470,73294390,1994759524,"SFY 2008-2009"
"Trumbull",3890441600,474891700,148027800,5086788531,"SFY 2008-2009"
"Union",54735550,2220640,224410,73961143,"SFY 2008-2009"
"Vernon",1244639780,379412570,22663820,1899472229,"SFY 2008-2009"
"Voluntown",171932390,4570220,47180,221359640,"SFY 2008-2009"
"Wallingford",2775191723,562042820,247318780,4375315549,"SFY 2008-2009"
"Warren",288389680,4034310,0,345457540,"SFY 2008-2009"
"Washington",747697940,30671040,450630,982704440,"SFY 2008-2009"
"Waterbury",3054928458,1049776154,135877180,5423449498,"SFY 2008-2009"
"Waterford",1831773510,407505400,39432330,3704996270,"SFY 2008-2009"
"Watertown",1230788100,84050097,104583300,1724327175,"SFY 2008-2009"
"Westbrook",1026307703,123381140,32528040,1342407838,"SFY 2008-2009"
"West Hartford",4609791120,676274970,68201500,6084790360,"SFY 2008-2009"
"West Haven",2220755271,245857434,88670610,3063488886,"SFY 2008-2009"
"Weston",2331560836,17647430,0,2555561518,"SFY 2008-2009"
"Westport",8610860982,1350891660,11316600,10625975088,"SFY 2008-2009"
"Wethersfield",1538232810,182366050,16319190,2018181433,"SFY 2008-2009"
"Willington",232345190,50289490,3690780,399416867,"SFY 2008-2009"
"Wilton",3893651580,608614610,0,4989032850,"SFY 2008-2009"
"Winchester",583643752,59475898,16764020,832609044,"SFY 2008-2009"
"Windham",527229335,126608825,36556530,951182560,"SFY 2008-2009"
"Windsor",1332516500,400498780,308695100,2692952511,"SFY 2008-2009"
"Windsor Locks",530048340,135590600,147536800,1265287711,"SFY 2008-2009"
"Wolcott",1117182990,46762990,30361680,1376628635,"SFY 2008-2009"
"Woodbridge",1019264190,58231320,11730560,1224460420,"SFY 2008-2009"
"Woodbury",861835520,53109810,10494460,1056708138,"SFY 2008-2009"
"Woodstock",644292280,26842980,8521100,794147075,"SFY 2008-2009"
"Andover",231403370,4602800,943000,274451159,"SFY 2009-2010"
"Ansonia",900241500,107263600,19999100,1178426952,"SFY 2009-2010"
"Ashford",265479350,25095300,0,340977645,"SFY 2009-2010"
"Avon",2060691030,251437330,29713370,2626776220,"SFY 2009-2010"
"Barkhamsted",274756090,13304270,4062140,370536512,"SFY 2009-2010"
"Beacon Falls",415021280,10434070,31912300,532970364,"SFY 2009-2010"
"Berlin",1484613290,264121200,138266800,2305171230,"SFY 2009-2010"
"Bethany",515350890,14799580,19177560,625750379,"SFY 2009-2010"
"Bethel",1635231830,228437790,90946500,2311097040,"SFY 2009-2010"
"Bethlehem",328311600,20105700,3097200,401833239,"SFY 2009-2010"
"Bloomfield",987701397,276432239,118713464,1829465244,"SFY 2009-2010"
"Bolton",387459450,22577520,3394990,470823340,"SFY 2009-2010"
"Bozrah",162506960,10363970,23224780,251652175,"SFY 2009-2010"
"Branford",2520182210,365423200,105877400,3360416724,"SFY 2009-2010"
"Bridgeport",4088034256,911508098,291121990,6798040093,"SFY 2009-2010"
"Bridgewater",364156222,3025100,799500,414323791,"SFY 2009-2010"
"Bristol",2842718530,449291140,242877480,4417223460,"SFY 2009-2010"
"Brookfield",1938007805,247880790,110381200,2578959093,"SFY 2009-2010"
"Brooklyn",383293510,28967110,3766620,514023143,"SFY 2009-2010"
"Burlington",766290570,13208860,3457370,911601627,"SFY 2009-2010"
"Canaan",119041450,4741150,10348600,188712480,"SFY 2009-2010"
"Canterbury",286491200,8447164,3274500,359448651,"SFY 2009-2010"
"Canton",848835580,132043200,7857330,1112783685,"SFY 2009-2010"
"Chaplin",137441520,6332300,1423400,170347600,"SFY 2009-2010"
"Cheshire",2094830970,215431830,181548110,2872149142,"SFY 2009-2010"
"Chester",363495000,58060600,17580030,506769910,"SFY 2009-2010"
"Clinton",1304883660,152316448,32033700,1675090557,"SFY 2009-2010"
"Colchester",967153850,90586870,9609300,1275129999,"SFY 2009-2010"
"Colebrook",155470000,1240900,660200,186880925,"SFY 2009-2010"
"Columbia",441894940,13826600,7809100,529171156,"SFY 2009-2010"
"Cornwall",311958780,10625720,0,453632990,"SFY 2009-2010"
"Coventry",721780560,19995810,2602080,861940045,"SFY 2009-2010"
"Cromwell",950756825,201696100,33373160,1366578824,"SFY 2009-2010"
"Danbury",5326106500,1674007300,439175300,8670308350,"SFY 2009-2010"
"Darien",5738476380,414230270,0,6603567405,"SFY 2009-2010"
"Deep River",411818330,29658510,13365100,524157875,"SFY 2009-2010"
"Derby",634760620,133592100,14585550,917827059,"SFY 2009-2010"
"Durham",562751929,19570200,14881160,792265110,"SFY 2009-2010"
"Eastford",125649850,7215610,2367210,163232106,"SFY 2009-2010"
"East Granby",375721000,21255200,69679200,571852883,"SFY 2009-2010"
"East Haddam",814990440,38928820,8248070,981093983,"SFY 2009-2010"
"East Hampton",927426410,45261670,10351320,1145942430,"SFY 2009-2010"
"East Hartford",1868223690,406206610,260977060,3315688837,"SFY 2009-2010"
"East Haven",1724724518,225469030,51719860,2268078829,"SFY 2009-2010"
"East Lyme",1905275326,133062433,17345160,2307226230,"SFY 2009-2010"
"Easton",1532015580,38313520,282600,1666983128,"SFY 2009-2010"
"East Windsor",599868160,185856025,81759110,1094209660,"SFY 2009-2010"
"Ellington",967075150,69348580,17892966,1265666369,"SFY 2009-2010"
"Enfield",2105310040,486593960,138888480,3212234335,"SFY 2009-2010"
"Essex",870534050,120894400,35696400,1122923833,"SFY 2009-2010"
"Fairfield",10171061990,979799090,49902230,11985444899,"SFY 2009-2010"
"Farmington",2424398167,733649386,37597490,3717367508,"SFY 2009-2010"
"Franklin",128274200,32193400,5176970,210605703,"SFY 2009-2010"
"Glastonbury",3141242420,463020900,71748200,4125680290,"SFY 2009-2010"
"Goshen",496391730,18984970,2683500,603439726,"SFY 2009-2010"
"Granby",811817280,40261830,3933300,1046564600,"SFY 2009-2010"
"Greenwich",27445786200,4175269560,90296990,34179885448,"SFY 2009-2010"
"Griswold",651486081,36106529,6155170,823222230,"SFY 2009-2010"
"Groton",2345563210,431634500,610442140,4379543331,"SFY 2009-2010"
"Guilford",2972600333,232507760,11098450,3476687765,"SFY 2009-2010"
"Haddam",686835760,23281780,6428890,896427410,"SFY 2009-2010"
"Hamden",3172791192,413736970,72280340,4349444702,"SFY 2009-2010"
"Hampton",127099490,2361290,122640,154723639,"SFY 2009-2010"
"Hartford",908535761,1448925763,93188820,3922137100,"SFY 2009-2010"
"Hartland",150307680,638720,0,194878610,"SFY 2009-2010"
"Harwinton",444900507,10694620,1619780,559371396,"SFY 2009-2010"
"Hebron",741603320,24035420,800520,858168630,"SFY 2009-2010"
"Kent",513239600,42416710,0,653460610,"SFY 2009-2010"
"Killingly",783919192,139323450,81861220,1703661744,"SFY 2009-2010"
"Killingworth",718708588,20695140,1788960,813092242,"SFY 2009-2010"
"Lebanon",539719510,13339020,3052060,656420462,"SFY 2009-2010"
"Ledyard",935724084,53426636,9753660,1206952596,"SFY 2009-2010"
"Lisbon",263164180,63994010,2127520,413588388,"SFY 2009-2010"
"Litchfield",848329940,95377770,6762200,1093088767,"SFY 2009-2010"
"Lyme",544768143,4487800,0,603425951,"SFY 2009-2010"
"Madison",3024124010,162261280,3241700,3429520048,"SFY 2009-2010"
"Manchester",2451988800,802670272,207240830,4368970388,"SFY 2009-2010"
"Mansfield",712378920,73023820,1288070,932430733,"SFY 2009-2010"
"Marlborough",534568940,29321040,2410660,623371769,"SFY 2009-2010"
"Meriden",2403832560,555037670,161732940,3864377491,"SFY 2009-2010"
"Middlebury",810109000,110598837,9123500,1079698073,"SFY 2009-2010"
"Middlefield",359734900,18011100,15997100,463647150,"SFY 2009-2010"
"Middletown",2037735830,393105950,125966390,3627632760,"SFY 2009-2010"
"Milford",5208001739,1042171850,243250920,7495891547,"SFY 2009-2010"
"Monroe",1678449336,125671290,48179160,2140190032,"SFY 2009-2010"
"Montville",1053460722,126273437,30875590,1529218704,"SFY 2009-2010"
"Morris",290031520,8561800,1574000,346677585,"SFY 2009-2010"
"Naugatuck",1500260130,140626800,66578240,2034203170,"SFY 2009-2010"
"New Britain",1861929325,319998120,103697510,3014962882,"SFY 2009-2010"
"New Canaan",7306518240,417185450,5425800,8143753110,"SFY 2009-2010"
"New Fairfield",1685047440,33113425,2160000,1844933492,"SFY 2009-2010"
"New Hartford",556920315,28826255,7643440,707634915,"SFY 2009-2010"
"New Haven",3437114420,1835986045,271445090,6419224405,"SFY 2009-2010"
"Newington",1751987820,349340730,140898430,2700123381,"SFY 2009-2010"
"New London",837033063,364092197,224543860,1755813061,"SFY 2009-2010"
"New Milford",2236806140,252970530,106921990,3098409065,"SFY 2009-2010"
"Newtown",3238349323,258499493,40643463,3945748551,"SFY 2009-2010"
"Norfolk",220571540,9575200,0,310913720,"SFY 2009-2010"
"North Branford",1004160212,86658437,37831270,1315610742,"SFY 2009-2010"
"North Canaan",177674710,45216640,30281470,372814230,"SFY 2009-2010"
"North Haven",1910379859,336723595,229932110,2978157233,"SFY 2009-2010"
"North Stonington",450614010,56439040,6551790,626968207,"SFY 2009-2010"
"Norwalk",8618631532,2171950709,207117330,12741311763,"SFY 2009-2010"
"Norwich",1493293437,360020000,62579000,2388879694,"SFY 2009-2010"
"Old Lyme",1310128497,69075903,896000,1505415180,"SFY 2009-2010"
"Old Saybrook",2062924300,257195600,21354200,2554904884,"SFY 2009-2010"
"Orange",1485485500,357509500,86691200,2184340092,"SFY 2009-2010"
"Oxford",1178317855,36123060,38969280,1416190835,"SFY 2009-2010"
"Plainfield",650225660,102395110,73079200,1078993030,"SFY 2009-2010"
"Plainville",884622200,191946150,77970480,1428865890,"SFY 2009-2010"
"Plymouth",615867597,34071170,27211120,826932822,"SFY 2009-2010"
"Pomfret",275946120,11991400,9464100,350167923,"SFY 2009-2010"
"Portland",641697980,65106430,15115840,851408353,"SFY 2009-2010"
"Preston",348214320,19700500,2531300,448664126,"SFY 2009-2010"
"Prospect",667447125,37570420,11951672,814720875,"SFY 2009-2010"
"Putnam",359824500,103746100,40719100,641825295,"SFY 2009-2010"
"Redding",1629826840,130630900,4273130,1981473057,"SFY 2009-2010"
"Ridgefield",4554355376,544520607,19737950,5531189707,"SFY 2009-2010"
"Rocky Hill",1290057889,416965120,133573470,2213555668,"SFY 2009-2010"
"Roxbury",644485087,2850158,0,737755080,"SFY 2009-2010"
