MUNICIPALITY,NUMBERED,TOWN CODE,RESIDENTIAL,COMMERCIAL,INDUSTRIAL,PUBLIC UTILITY,APARTMENT,TOTAL REAL,REAL EXEMPTIONS,TOTAL NET REAL,TOTAL MV,MV EXEMPTIONS,TOTAL NET MV,TOTAL PERS PROP,PERS PROP EXEMPTIONS,TOTAL NET PERS PROP,TOTAL GRAND LIST,TOTAL NET GRAND LIST,OTHER
"PUTNAM",1.1700000000000000e+02,1.1600000000000000e+02,3.2510490000000000e+08,1.0645061600000000e+08,4.1800887000000000e+07,3.3480000000000000e+05,1.2409600000000000e+07,5.0028510300000000e+08,3.4073300000000000e+06,4.9687777300000000e+08,5.5054470000000000e+07,3.0659000000000000e+05,5.4747880000000000e+07,1.0562937800000000e+08,2.5362480000000000e+07,8.0266898000000000e+07,6.6096895100000000e+08,6.3189255100000000e+08,1.4184300000000000e+07
"REDDING",1.1800000000000000e+02,1.1700000000000000e+02,1.2576121160000000e+09,1.0746350000000000e+08,2.5985000000000000e+06,4.1250500000000000e+06,0.0000000000000000e+00,1.4032432360000000e+09,4.6950000000000000e+05,1.4027737360000000e+09,9.2629418000000000e+07,2.6750000000000000e+04,9.2602668000000000e+07,7.0261875000000000e+07,7.2742700000000000e+05,6.9534448000000000e+07,1.5661345290000000e+09,1.5649108520000000e+09,3.1444070000000000e+07
"RIDGEFIELD",1.1900000000000000e+02,1.1800000000000000e+02,3.9123890730000000e+09,5.1598335500000000e+08,1.7157400000000000e+07,1.5350000000000000e+04,1.6321550000000000e+07,4.5006821080000000e+09,3.9753771000000000e+07,4.4609283370000000e+09,2.4963937600000000e+08,2.5970000000000000e+05,2.4937967600000000e+08,1.6503619200000000e+08,6.3889220000000000e+07,1.0114697200000000e+08,4.9153576760000000e+09,4.8114549850000000e+09,3.8815380000000000e+07
"ROCKY HILL",1.2000000000000000e+02,1.1900000000000000e+02,1.1763099760000000e+09,3.5529819900000000e+08,1.1296439000000000e+08,1.9878600000000000e+06,1.3281065000000000e+08,1.7834339450000000e+09,2.8180000000000000e+06,1.7806159450000000e+09,1.7278852200000000e+08,5.0243520000000000e+06,1.6776417000000000e+08,1.5635367000000000e+08,1.0679390000000000e+07,1.4567428000000000e+08,2.1125761370000000e+09,2.0940543950000000e+09,4.0628700000000000e+06
"ROXBURY",1.2100000000000000e+02,1.2000000000000000e+02,5.8062941000000000e+08,3.3829800000000000e+06,1.7500000000000000e+05,1.4280000000000000e+05,0.0000000000000000e+00,6.2342620000000000e+08,3.9950000000000000e+05,6.2302670000000000e+08,2.7507840000000000e+07,1.0223000000000000e+05,2.7405610000000000e+07,1.1352740000000000e+07,3.5602000000000000e+05,1.0996720000000000e+07,6.6228678000000000e+08,6.6142903000000000e+08,3.9096010000000000e+07
"SALEM",1.2200000000000000e+02,1.2100000000000000e+02,2.9428186000000000e+08,1.4883800000000000e+07,1.5346000000000000e+06,2.2420000000000000e+05,0.0000000000000000e+00,3.2252739000000000e+08,1.6149000000000000e+06,3.2091249000000000e+08,3.5481953000000000e+07,4.3982000000000000e+05,3.5042133000000000e+07,1.7474528000000000e+07,2.4064500000000000e+06,1.5068078000000000e+07,3.7548387100000000e+08,3.7102270100000000e+08,1.1602930000000000e+07
"SALISBURY",1.2300000000000000e+02,1.2200000000000000e+02,1.0867687600000000e+09,5.6081400000000000e+07,2.2647000000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,1.2038094000000000e+09,9.5200000000000000e+05,1.2028574000000000e+09,3.7256994000000000e+07,9.4170000000000000e+04,3.7162824000000000e+07,2.4796455000000000e+07,1.9096000000000000e+06,2.2886855000000000e+07,1.2658628490000000e+09,1.2629070790000000e+09,5.8694540000000000e+07
"SCOTLAND",1.2400000000000000e+02,1.2300000000000000e+02,9.4158363000000000e+07,4.0787000000000000e+05,1.0493900000000000e+06,1.4435000000000000e+05,0.0000000000000000e+00,9.9766264000000000e+07,4.6989600000000000e+05,9.9296368000000000e+07,1.1666590000000000e+07,1.8381000000000000e+05,1.1482780000000000e+07,4.1933900000000000e+06,9.3244700000000000e+05,3.2609430000000000e+06,1.1562624400000000e+08,1.1404009100000000e+08,4.0062910000000000e+06
"SEYMOUR",1.2500000000000000e+02,1.2400000000000000e+02,8.8254243000000000e+08,7.3387830000000000e+07,4.3189650000000000e+07,1.7122700000000000e+06,1.8838540000000000e+07,1.0391172600000000e+09,4.7857700000000000e+06,1.0343314900000000e+09,1.1737623000000000e+08,8.0399000000000000e+05,1.1657224000000000e+08,7.9941565000000000e+07,2.4373130000000000e+07,5.5568435000000000e+07,1.2364350550000000e+09,1.2064721650000000e+09,1.9446540000000000e+07
"SHARON",1.2600000000000000e+02,1.2500000000000000e+02,6.1660907000000000e+08,4.2833300000000000e+07,0.0000000000000000e+00,2.1000000000000000e+03,0.0000000000000000e+00,7.0474909000000000e+08,1.3830000000000000e+06,7.0336609000000000e+08,2.6920490000000000e+07,4.1460000000000000e+04,2.6879030000000000e+07,2.1141090000000000e+07,1.3153590000000000e+06,1.9825731000000000e+07,7.5281067000000000e+08,7.5007085100000000e+08,4.5304620000000000e+07
"SHELTON",1.2700000000000000e+02,1.2600000000000000e+02,3.0117347900000000e+09,7.0356100000000000e+08,1.6182218000000000e+08,2.7084760000000000e+07,7.3176150000000000e+07,3.9894198000000000e+09,7.4043300000000000e+06,3.9820154700000000e+09,3.3629298500000000e+08,2.4220900000000000e+06,3.3387089500000000e+08,4.1459268000000000e+08,5.8118250000000000e+07,3.5647443000000000e+08,4.7403054650000000e+09,4.6723607950000000e+09,1.2040920000000000e+07
"SHERMAN",1.2800000000000000e+02,1.2700000000000000e+02,6.3423438700000000e+08,1.4139000000000000e+06,0.0000000000000000e+00,1.4391000000000000e+06,1.5464000000000000e+06,6.4813813700000000e+08,2.4808840000000000e+06,6.4565725300000000e+08,3.5069785000000000e+07,3.7960000000000000e+04,3.5031825000000000e+07,9.2640380000000000e+06,1.3800000000000000e+05,9.1260380000000000e+06,6.9247196000000000e+08,6.8981511600000000e+08,9.5043500000000000e+06
"SIMSBURY",1.2900000000000000e+02,1.2800000000000000e+02,1.7886921550000000e+09,2.2512414000000000e+08,1.2928430000000000e+07,7.0570000000000000e+04,8.1425620000000000e+07,2.1412634850000000e+09,3.5854410000000000e+06,2.1376780440000000e+09,1.9289386200000000e+08,6.2463700000000000e+05,1.9226922500000000e+08,9.9165800000000000e+07,1.3111780000000000e+07,8.6054020000000000e+07,2.4333231470000000e+09,2.4160012890000000e+09,3.3022570000000000e+07
"SOMERS",1.3000000000000000e+02,1.2900000000000000e+02,6.7096401000000000e+08,3.5569348000000000e+07,9.6877000000000000e+06,0.0000000000000000e+00,1.0936000000000000e+06,7.4124064800000000e+08,4.6759900000000000e+06,7.3656465800000000e+08,8.5432656000000000e+07,1.0463300000000000e+06,8.4386326000000000e+07,4.4634560000000000e+07,4.2804600000000000e+06,4.0354100000000000e+07,8.7130786400000000e+08,8.6130508400000000e+08,2.3925990000000000e+07
"SOUTH WINDSOR",1.3100000000000000e+02,1.3200000000000000e+02,1.6994739030000000e+09,2.2488930400000000e+08,2.6382732400000000e+08,0.0000000000000000e+00,2.5319400000000000e+07,2.2597810170000000e+09,3.4884300000000000e+07,2.2248967170000000e+09,2.3078694800000000e+08,9.7247280000000000e+06,2.2106222000000000e+08,3.8134239700000000e+08,8.3883095000000000e+07,2.9745930200000000e+08,2.8719103620000000e+09,2.7434182390000000e+09,4.6271086000000000e+07
"SOUTHBURY",1.3200000000000000e+02,1.3000000000000000e+02,1.5371054320000000e+09,2.5876619300000000e+08,8.4501600000000000e+06,0.0000000000000000e+00,1.9716820000000000e+07,1.8576044340000000e+09,4.8948600000000000e+06,1.8527095740000000e+09,1.6234063500000000e+08,1.4891550000000000e+06,1.6085148000000000e+08,1.2134774500000000e+08,1.3236640000000000e+07,1.0811110500000000e+08,2.1412928140000000e+09,2.1216721590000000e+09,3.3565829000000000e+07
"SOUTHINGTON",1.3300000000000000e+02,1.3100000000000000e+02,2.8252217210000000e+09,4.4196602000000000e+08,7.4133090000000000e+07,3.7393200000000000e+06,3.9554240000000000e+07,3.4411567440000000e+09,3.0690144000000000e+07,3.4104666000000000e+09,3.6870141400000000e+08,5.3270360000000000e+06,3.6337437800000000e+08,3.2262104500000000e+08,8.7520988000000000e+07,2.3510005700000000e+08,4.1324792030000000e+09,4.0089410350000000e+09,5.6542353000000000e+07
"SPRAGUE",1.3400000000000000e+02,1.3300000000000000e+02,1.1886673000000000e+08,5.6419300000000000e+06,5.5319400000000000e+06,0.0000000000000000e+00,1.1567100000000000e+06,1.3579652000000000e+08,1.1706100000000000e+06,1.3462591000000000e+08,1.9720580000000000e+07,3.8671000000000000e+05,1.9333870000000000e+07,2.0356634000000000e+07,1.2010484000000000e+07,8.3461500000000000e+06,1.7587373400000000e+08,1.6230593000000000e+08,4.5992100000000000e+06
"STAFFORD",1.3500000000000000e+02,1.3400000000000000e+02,5.5943554800000000e+08,4.4926598000000000e+07,2.5339629000000000e+07,0.0000000000000000e+00,6.4558200000000000e+06,6.5974985500000000e+08,6.1669300000000000e+06,6.5358292500000000e+08,8.7780814000000000e+07,1.2464240000000000e+06,8.6534390000000000e+07,8.0379670000000000e+07,3.9195532000000000e+07,4.1184138000000000e+07,8.2791033900000000e+08,7.8130145300000000e+08,2.3592260000000000e+07
"STAMFORD",1.3600000000000000e+02,1.3500000000000000e+02,1.1595354484000000e+10,4.7393842050000000e+09,5.4247997700000000e+08,4.6281780000000000e+07,1.9181329000000000e+09,1.9290183686000000e+10,1.0602601000000000e+08,1.9184157676000000e+10,9.5635205700000000e+08,5.5564600000000000e+06,9.5079559700000000e+08,1.3968333300000000e+09,1.2035552600000000e+08,1.2764778040000000e+09,2.1643369073000000e+10,2.1411431077000000e+10,4.4855034000000000e+08
"STERLING",1.3700000000000000e+02,1.3600000000000000e+02,1.6249583000000000e+08,8.3996300000000000e+06,3.7377600000000000e+06,0.0000000000000000e+00,1.0805700000000000e+06,1.9867077000000000e+08,1.5234960000000000e+06,1.9714727400000000e+08,2.6304737000000000e+07,6.1891000000000000e+05,2.5685827000000000e+07,1.4118730000000000e+07,2.1097100000000000e+06,1.2009020000000000e+07,2.3909423700000000e+08,2.3484212100000000e+08,2.2956980000000000e+07
"STONINGTON",1.3800000000000000e+02,1.3700000000000000e+02,2.0454195700000000e+09,3.6306145400000000e+08,2.9441600000000000e+07,8.2568000000000000e+06,1.9206866000000000e+07,2.5339458700000000e+09,1.9088816000000000e+07,2.5148570540000000e+09,1.4731206000000000e+08,1.4878100000000000e+06,1.4582425000000000e+08,1.3179127700000000e+08,2.2439420000000000e+07,1.0935185700000000e+08,2.8130492070000000e+09,2.7700331610000000e+09,6.8559580000000000e+07
"STRATFORD",1.3900000000000000e+02,1.3800000000000000e+02,2.9989778600000000e+09,4.3135830000000000e+08,3.5127148000000000e+08,2.3522800000000000e+06,5.8107140000000000e+07,3.9088319300000000e+09,3.6899520000000000e+07,3.8719324100000000e+09,3.4566718000000000e+08,1.5463600000000000e+06,3.4412082000000000e+08,5.4472269400000000e+08,2.0661846000000000e+08,3.3810423400000000e+08,4.7992218040000000e+09,4.5541574640000000e+09,6.6764870000000000e+07
"SUFFIELD",1.4000000000000000e+02,1.3900000000000000e+02,1.1011093280000000e+09,5.0854320000000000e+07,4.9029350000000000e+07,2.6986400000000000e+06,6.8475400000000000e+06,1.2259836380000000e+09,5.5858440000000000e+06,1.2203977940000000e+09,1.1784443000000000e+08,6.2121000000000000e+05,1.1722322000000000e+08,9.7086150000000000e+07,2.8571818000000000e+07,6.8514332000000000e+07,1.4409142180000000e+09,1.4061353460000000e+09,1.5444460000000000e+07
"THOMASTON",1.4100000000000000e+02,1.4000000000000000e+02,3.6016925000000000e+08,3.9708880000000000e+07,2.9392740000000000e+07,8.5173000000000000e+05,7.2510900000000000e+06,4.5638328000000000e+08,2.7084400000000000e+06,4.5367484000000000e+08,5.9114664000000000e+07,6.0375000000000000e+05,5.8510914000000000e+07,6.9399310000000000e+07,3.0191495000000000e+07,3.9207815000000000e+07,5.8489725400000000e+08,5.5139356900000000e+08,1.9009590000000000e+07
"THOMPSON",1.4200000000000000e+02,1.4100000000000000e+02,4.5925814000000000e+08,2.4284160000000000e+07,9.1606000000000000e+06,1.7330000000000000e+05,2.4839510000000000e+06,5.1565692100000000e+08,6.7931300000000000e+06,5.0886379100000000e+08,7.0998394000000000e+07,9.8150600000000000e+05,7.0016888000000000e+07,3.3328960000000000e+07,1.0138450000000000e+07,2.3190510000000000e+07,6.1998427500000000e+08,6.0207118900000000e+08,2.0296770000000000e+07
"TOLLAND",1.4300000000000000e+02,1.4200000000000000e+02,1.0089950490000000e+09,7.1901500000000000e+07,2.2820600000000000e+07,5.9161000000000000e+05,5.2167000000000000e+06,1.1146053740000000e+09,3.8131000000000000e+06,1.1107922740000000e+09,1.2902633500000000e+08,1.3547200000000000e+06,1.2767161500000000e+08,4.5377630000000000e+07,5.3735110000000000e+06,4.0004119000000000e+07,1.2890093390000000e+09,1.2784680080000000e+09,5.0799150000000000e+06
"TORRINGTON",1.4400000000000000e+02,1.4300000000000000e+02,1.2180083200000000e+09,2.9152346000000000e+08,5.1813620000000000e+07,5.5206000000000000e+05,2.5464020000000000e+07,1.6053591500000000e+09,2.8661860000000000e+07,1.5766972900000000e+09,2.2113177000000000e+08,4.4661500000000000e+06,2.1666562000000000e+08,2.2597466000000000e+08,4.5294390000000000e+07,1.8068027000000000e+08,2.0524655800000000e+09,1.9740431800000000e+09,1.7997670000000000e+07
"TRUMBULL",1.4500000000000000e+02,1.4400000000000000e+02,3.1565618890000000e+09,6.8167363900000000e+08,2.1833245000000000e+08,5.7363600000000000e+06,3.7453500000000000e+07,4.1262041380000000e+09,6.6545000000000000e+06,4.1195496380000000e+09,2.8701234100000000e+08,9.0661630000000000e+06,2.7794617800000000e+08,2.7978057000000000e+08,2.7607340000000000e+07,2.5217323000000000e+08,4.6929970490000000e+09,4.6496690460000000e+09,2.6446300000000000e+07
"UNION",1.4600000000000000e+02,1.4500000000000000e+02,6.8196270000000000e+07,2.4526800000000000e+06,2.9670000000000000e+05,2.9256470000000000e+06,0.0000000000000000e+00,7.8466157000000000e+07,2.8750000000000000e+05,7.8178657000000000e+07,8.4229600000000000e+06,1.2660000000000000e+04,8.4103000000000000e+06,4.5778120000000000e+06,1.0573000000000000e+05,4.4720820000000000e+06,9.1466929000000000e+07,9.1061039000000000e+07,4.5948600000000000e+06
"VERNON",1.4700000000000000e+02,1.4600000000000000e+02,1.0853296780000000e+09,2.4955630200000000e+08,2.4549580000000000e+07,1.2557900000000000e+06,1.8236121000000000e+08,1.5540915800000000e+09,1.0129492000000000e+07,1.5439620880000000e+09,1.8678042500000000e+08,2.9023400000000000e+06,1.8387808500000000e+08,9.9540944000000000e+07,6.3298400000000000e+05,9.8907960000000000e+07,1.8404129490000000e+09,1.8267481330000000e+09,1.1039020000000000e+07
"VOLUNTOWN",1.4800000000000000e+02,1.4700000000000000e+02,1.6217477000000000e+08,6.3496100000000000e+06,2.7033100000000000e+06,2.3381000000000000e+05,2.2170000000000000e+04,1.7788348000000000e+08,1.3264600000000000e+06,1.7655702000000000e+08,2.1042205000000000e+07,7.0170000000000000e+05,2.0340505000000000e+07,1.0097034000000000e+07,1.6358500000000000e+06,8.4611840000000000e+06,2.0902271900000000e+08,2.0535870900000000e+08,6.3998100000000000e+06
"WALLINGFORD",1.4900000000000000e+02,1.4800000000000000e+02,2.6955421300000000e+09,5.5797123000000000e+08,2.5705979000000000e+08,8.3988000000000000e+06,2.4763800000000000e+07,3.5737630400000000e+09,2.9553400000000000e+07,3.5442096400000000e+09,3.6926156500000000e+08,8.9009900000000000e+06,3.6036057500000000e+08,4.8276971500000000e+08,1.9762495500000000e+08,2.8514476000000000e+08,4.4257943200000000e+09,4.1897149750000000e+09,3.0027290000000000e+07
"WARREN",1.5000000000000000e+02,1.4900000000000000e+02,3.1479473000000000e+08,5.4674700000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.5583863000000000e+08,6.1100000000000000e+05,3.5522763000000000e+08,1.4269620000000000e+07,4.2000000000000000e+04,1.4227620000000000e+07,4.6908900000000000e+06,2.5595000000000000e+05,4.4349400000000000e+06,3.7479914000000000e+08,3.7389019000000000e+08,3.5576430000000000e+07
"WASHINGTON",1.5100000000000000e+02,1.5000000000000000e+02,9.6602421000000000e+08,4.9874160000000000e+07,2.4975000000000000e+05,0.0000000000000000e+00,1.4925400000000000e+06,1.0738102200000000e+09,7.4225000000000000e+05,1.0730679700000000e+09,4.1939080000000000e+07,9.0193000000000000e+05,4.1037150000000000e+07,2.6678282000000000e+07,8.3995000000000000e+05,2.5838332000000000e+07,1.1424275820000000e+09,1.1399434520000000e+09,5.6169560000000000e+07
"WATERBURY",1.5200000000000000e+02,1.5100000000000000e+02,2.0385698200000000e+09,1.0556387700000000e+09,7.9818250000000000e+07,5.3780660000000000e+07,2.7977850400000000e+08,3.5084000540000000e+09,1.1717722600000000e+08,3.3912228280000000e+09,4.5451337800000000e+08,6.4841310000000000e+06,4.4802924700000000e+08,6.6569217900000000e+08,2.3312897200000000e+08,4.3256320700000000e+08,4.6286056110000000e+09,4.2718152820000000e+09,8.1405000000000000e+05
"WATERFORD",1.5300000000000000e+02,1.5200000000000000e+02,1.4358602000000000e+09,8.1736435000000000e+08,5.0680930000000000e+07,0.0000000000000000e+00,6.3665100000000000e+06,2.3570264000000000e+09,3.6228182000000000e+07,2.3207982180000000e+09,1.5580684600000000e+08,1.4219400000000000e+06,1.5438490600000000e+08,8.3461715000000000e+08,1.9505781000000000e+07,8.1511136900000000e+08,3.3474503960000000e+09,3.2902944930000000e+09,4.6754410000000000e+07
"WATERTOWN",1.5400000000000000e+02,1.5300000000000000e+02,1.2454296400000000e+09,1.1731879000000000e+08,1.0000330000000000e+08,2.3754200000000000e+06,1.1668200000000000e+07,1.4776350500000000e+09,7.2625000000000000e+06,1.4703725500000000e+09,1.8566781600000000e+08,1.1282910000000000e+06,1.8453952500000000e+08,1.7020318000000000e+08,5.9111965000000000e+07,1.1109121500000000e+08,1.8335060460000000e+09,1.7660032900000000e+09,8.3970000000000000e+05
"WEST HARTFORD",1.5500000000000000e+02,1.5500000000000000e+02,4.4972262610000000e+09,9.3397550000000000e+08,8.2567250000000000e+07,5.2560200000000000e+06,1.2782894000000000e+08,5.6739359510000000e+09,1.4895401000000000e+07,5.6590405500000000e+09,4.3667336400000000e+08,5.4808140000000000e+06,4.3119255000000000e+08,2.3785533900000000e+08,4.2969870000000000e+07,1.9488546900000000e+08,6.3484646540000000e+09,6.2851185690000000e+09,2.7081980000000000e+07
"WEST HAVEN",1.5600000000000000e+02,1.5600000000000000e+02,1.8039316290000000e+09,2.7785445900000000e+08,7.0830962000000000e+07,7.8381800000000000e+06,1.0428339100000000e+08,2.2854094210000000e+09,2.6188298000000000e+07,2.2592211230000000e+09,2.7117474000000000e+08,9.4478800000000000e+06,2.6172686000000000e+08,1.5112833400000000e+08,1.8634200000000000e+07,1.3249413400000000e+08,2.7077124950000000e+09,2.6534421170000000e+09,2.0670800000000000e+07
"WESTBROOK",1.5700000000000000e+02,1.5400000000000000e+02,8.5944936400000000e+08,1.0809094000000000e+08,3.2781720000000000e+07,0.0000000000000000e+00,5.3779600000000000e+06,1.0459017990000000e+09,4.3312400000000000e+06,1.0415705590000000e+09,5.9284070000000000e+07,1.2131900000000000e+06,5.8070880000000000e+07,8.7690770000000000e+07,4.6612379000000000e+07,4.1078391000000000e+07,1.1928766390000000e+09,1.1407198300000000e+09,4.0201815000000000e+07
"WESTON",1.5800000000000000e+02,1.5700000000000000e+02,2.2142812700000000e+09,2.4369200000000000e+07,0.0000000000000000e+00,3.3600000000000000e+06,0.0000000000000000e+00,2.2420741300000000e+09,1.0089100000000000e+06,2.2410652200000000e+09,1.1741122500000000e+08,2.6618000000000000e+05,1.1714504500000000e+08,2.9020451000000000e+07,5.1972000000000000e+05,2.8500731000000000e+07,2.3885058060000000e+09,2.3867109960000000e+09,6.3660000000000000e+04
"WESTPORT",1.5900000000000000e+02,1.5800000000000000e+02,9.0293137140000000e+09,1.3477402800000000e+09,7.3945000000000000e+06,8.5418100000000000e+06,9.8057100000000000e+06,1.0545787844000000e+10,6.4140000000000000e+06,1.0539373844000000e+10,3.4142967300000000e+08,3.9818000000000000e+05,3.4103149300000000e+08,3.0599655000000000e+08,1.7876800000000000e+06,3.0420887000000000e+08,1.1193214067000000e+10,1.1184614207000000e+10,1.4299183000000000e+08
"WETHERSFIELD",1.6000000000000000e+02,1.5900000000000000e+02,1.7029001780000000e+09,2.0413881000000000e+08,1.8255930000000000e+07,3.8154000000000000e+06,6.3756710000000000e+07,1.9934326880000000e+09,7.9254000000000000e+06,1.9855072880000000e+09,1.8923084500000000e+08,2.8291600000000000e+06,1.8640168500000000e+08,8.5104060000000000e+07,5.5638900000000000e+06,7.9540170000000000e+07,2.2677675930000000e+09,2.2514491430000000e+09,5.6566000000000000e+05
"WILLINGTON",1.6100000000000000e+02,1.6000000000000000e+02,2.9102578800000000e+08,4.3239248000000000e+07,3.6710800000000000e+06,1.1842000000000000e+06,2.4145250000000000e+07,3.7605543600000000e+08,4.2800000000000000e+05,3.7562743600000000e+08,4.5053915000000000e+07,4.9900000000000000e+04,4.5004015000000000e+07,2.2323060000000000e+07,2.6796700000000000e+06,1.9643390000000000e+07,4.4343241100000000e+08,4.4027484100000000e+08,1.2789870000000000e+07
"WILTON",1.6200000000000000e+02,1.6100000000000000e+02,3.2773172700000000e+09,5.8654062000000000e+08,0.0000000000000000e+00,1.1265940000000000e+07,2.5441150000000000e+07,3.9325412400000000e+09,1.1530000000000000e+06,3.9313882400000000e+09,2.0197071500000000e+08,1.2063610000000000e+06,2.0076435400000000e+08,2.7608581000000000e+08,6.9226460000000000e+07,2.0685935000000000e+08,4.4105977650000000e+09,4.3390119440000000e+09,3.1976260000000000e+07
"WINCHESTER",1.6300000000000000e+02,1.6200000000000000e+02,5.1057451000000000e+08,5.3837970000000000e+07,1.6179100000000000e+07,3.3600000000000000e+04,1.7157420000000000e+07,6.1506588000000000e+08,1.2200000000000000e+06,6.1384588000000000e+08,7.3640702000000000e+07,3.2862940000000000e+06,7.0354408000000000e+07,6.1674694000000000e+07,3.1629070000000000e+07,3.0045624000000000e+07,7.5038127600000000e+08,7.1424591200000000e+08,1.7283280000000000e+07
"WINDHAM",1.6400000000000000e+02,1.6300000000000000e+02,4.5619115000000000e+08,1.3407858000000000e+08,3.6319230000000000e+07,1.4388200000000000e+06,5.3683230000000000e+07,7.1525786000000000e+08,7.1818730000000000e+06,7.0807598700000000e+08,1.0689679000000000e+08,4.1002900000000000e+06,1.0279650000000000e+08,1.2085448000000000e+08,3.8518430000000000e+07,8.2336050000000000e+07,9.4300913000000000e+08,8.9320853700000000e+08,3.3546850000000000e+07
"WINDSOR",1.6500000000000000e+02,1.6400000000000000e+02,1.4373734000000000e+09,4.4305994400000000e+08,3.8002937000000000e+08,2.4441900000000000e+06,2.6756870000000000e+07,2.3168416940000000e+09,4.3955757000000000e+07,2.2728859370000000e+09,2.1048085700000000e+08,2.8929500000000000e+06,2.0758790700000000e+08,5.6385258800000000e+08,8.4548397000000000e+07,4.7930419100000000e+08,3.0911751390000000e+09,2.9597780350000000e+09,2.7177920000000000e+07
"WINDSOR LOCKS",1.6600000000000000e+02,1.6500000000000000e+02,5.7341456700000000e+08,1.4060067700000000e+08,1.7109410000000000e+08,4.8630000000000000e+05,1.2232900000000000e+07,9.1456744200000000e+08,3.2940930000000000e+06,9.1127334900000000e+08,2.0730131000000000e+08,3.7754450000000000e+06,2.0352586500000000e+08,2.9394518700000000e+08,1.2501067000000000e+08,1.6893451700000000e+08,1.4158139390000000e+09,1.2837337310000000e+09,1.6738898000000000e+07
"WOLCOTT",1.6700000000000000e+02,1.6600000000000000e+02,9.6319463000000000e+08,4.5589170000000000e+07,2.9737650000000000e+07,2.6865300000000000e+06,7.2268000000000000e+06,1.0719736200000000e+09,4.4290000000000000e+06,1.0675446200000000e+09,1.3479967000000000e+08,1.8213400000000000e+06,1.3297833000000000e+08,5.1434859000000000e+07,1.7507780000000000e+07,3.3927079000000000e+07,1.2582081490000000e+09,1.2344500290000000e+09,2.3538840000000000e+07
"WOODBRIDGE",1.6800000000000000e+02,1.6700000000000000e+02,9.2551662000000000e+08,6.0309060000000000e+07,1.3056190000000000e+07,4.9252000000000000e+05,8.1949000000000000e+05,1.0149762400000000e+09,1.2820000000000000e+06,1.0136942400000000e+09,8.3657430000000000e+07,2.7890000000000000e+05,8.3378530000000000e+07,5.6391943000000000e+07,1.9032300000000000e+06,5.4488713000000000e+07,1.1550256130000000e+09,1.1515614830000000e+09,1.4782360000000000e+07
"WOODBURY",1.6900000000000000e+02,1.6800000000000000e+02,9.0763821500000000e+08,8.6004210000000000e+07,2.7042900000000000e+06,6.5930000000000000e+04,1.3205620000000000e+07,1.0356716650000000e+09,1.0235240000000000e+06,1.0346481410000000e+09,8.7556296000000000e+07,6.5184000000000000e+05,8.6904456000000000e+07,3.6660870000000000e+07,5.8639800000000000e+06,3.0796890000000000e+07,1.1598888310000000e+09,1.1523494870000000e+09,2.6053400000000000e+07
"WOODSTOCK",1.7000000000000000e+02,1.6900000000000000e+02,5.8227804600000000e+08,2.5769900000000000e+07,8.1889000000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,6.3516348600000000e+08,7.2810550000000000e+06,6.2788243100000000e+08,6.6843210000000000e+07,1.8926000000000000e+05,6.6653950000000000e+07,3.4002705000000000e+07,1.0540160000000000e+07,2.3462545000000000e+07,7.3600940100000000e+08,7.1799892600000000e+08,1.8926640000000000e+07
