Sort ID,Municipality,numbered,MEDIAN HOUSEHOLD INCOME - 2012 ESTIMATE,Population_Range,PercentOfStateMedian
23,"TRUMBULL",1.4500000000000000e+02,1.0866700000000000e+05,"30,000 to 70,000",1.5631266272529811e+00
24,"OXFORD",1.0900000000000000e+02,1.0730800000000000e+05,"0 to 10,000",1.5435780146434788e+00
25,"MADISON",7.7000000000000000e+01,1.0706200000000000e+05,"10,000 to 30,000",1.5400394136854674e+00
26,"KILLINGWORTH",7.1000000000000000e+01,1.0696400000000000e+05,"0 to 10,000",1.5386297271249587e+00
27,"GLASTONBURY",5.4000000000000000e+01,1.0687200000000000e+05,"10,000 to 30,000",1.5373063479048894e+00
28,"BURLINGTON",2.0000000000000000e+01,1.0675600000000000e+05,"0 to 10,000",1.5356377393230627e+00
29,"ORANGE",1.0800000000000000e+02,1.0637200000000000e+05,"10,000 to 30,000",1.5301140695349473e+00
30,"TOLLAND",1.4300000000000000e+02,1.0335800000000000e+05,"10,000 to 30,000",1.4867590155209367e+00
31,"SALEM",1.2200000000000000e+02,1.0037500000000000e+05,"0 to 10,000",1.4438498827658626e+00
32,"SOMERS",1.3000000000000000e+02,1.0010000000000000e+05,"0 to 10,000",1.4398941296623944e+00
33,"NEW FAIRFIELD",9.2000000000000000e+01,9.8209000000000000e+04,"10,000 to 30,000",1.4126929328672737e+00
34,"MIDDLEBURY",8.2000000000000000e+01,9.7996000000000000e+04,"0 to 10,000",1.4096290222816783e+00
35,"GRANBY",5.6000000000000000e+01,9.7851000000000000e+04,"0 to 10,000",1.4075432615543952e+00
36,"ANDOVER",1.0000000000000000e+00,9.7762000000000000e+04,"0 to 10,000",1.4062630360045456e+00
37,"ROXBURY",1.2100000000000000e+02,9.7031000000000000e+04,"0 to 10,000",1.3957479250276903e+00
38,"WARREN",1.5000000000000000e+02,9.6250000000000000e+04,"0 to 10,000",1.3845135862138409e+00
39,"GUILFORD",6.1000000000000000e+01,9.5745000000000000e+04,"10,000 to 30,000",1.3772493850601994e+00
40,"PROSPECT",1.1600000000000000e+02,9.5325000000000000e+04,"0 to 10,000",1.3712078712294480e+00
41,"EAST HAMPTON",4.1000000000000000e+01,9.3083000000000000e+04,"10,000 to 30,000",1.3389576950186279e+00
42,"COLUMBIA",3.0000000000000000e+01,9.2973000000000000e+04,"0 to 10,000",1.3373753937772408e+00
43,"COLCHESTER",2.8000000000000000e+01,9.2522000000000000e+04,"10,000 to 30,000",1.3308879586875531e+00
44,"PORTLAND",1.1400000000000000e+02,9.2344000000000000e+04,"0 to 10,000",1.3283275075878538e+00
45,"COVENTRY",3.2000000000000000e+01,9.2308000000000000e+04,"10,000 to 30,000",1.3278096635452179e+00
46,"OLD LYME",1.0600000000000000e+02,9.2175000000000000e+04,"0 to 10,000",1.3258965174988133e+00
47,"SUFFIELD",1.4000000000000000e+02,9.2019000000000000e+04,"10,000 to 30,000",1.3236525266473913e+00
48,"HARTLAND",6.6000000000000000e+01,9.1875000000000000e+04,"0 to 10,000",1.3215811504768480e+00
49,"SOUTH WINDSOR",1.3100000000000000e+02,9.1519000000000000e+04,"10,000 to 30,000",1.3164602482774492e+00
50,"EAST HADDAM",4.0000000000000000e+01,9.1146000000000000e+04,"0 to 10,000",1.3110948086134726e+00
51,"ESSEX",5.0000000000000000e+01,9.0242000000000000e+04,"0 to 10,000",1.2980911693206174e+00
52,"MORRIS",8.8000000000000000e+01,8.9688000000000000e+04,"0 to 10,000",1.2901221248867216e+00
53,"HARWINTON",6.7000000000000000e+01,8.9429000000000000e+04,"0 to 10,000",1.2863965246910916e+00
54,"HADDAM",6.2000000000000000e+01,8.9184000000000000e+04,"0 to 10,000",1.2828723082898201e+00
55,"FARMINGTON",5.2000000000000000e+01,8.8467000000000000e+04,"10,000 to 30,000",1.2725585811073232e+00
56,"FRANKLIN",5.3000000000000000e+01,8.8333000000000000e+04,"0 to 10,000",1.2706310505041787e+00
57,"LEDYARD",7.3000000000000000e+01,8.8057000000000000e+04,"10,000 to 30,000",1.2666609128439708e+00
58,"BETHEL",9.0000000000000000e+00,8.8024000000000000e+04,"10,000 to 30,000",1.2661862224715545e+00
59,"BOLTON",1.2000000000000000e+01,8.7885000000000000e+04,"0 to 10,000",1.2641867690847106e+00
60,"MIDDLEFIELD",8.3000000000000000e+01,8.7463000000000000e+04,"0 to 10,000",1.2581164861404797e+00
61,"LYME",7.6000000000000000e+01,8.6250000000000000e+04,"0 to 10,000",1.2406680188150001e+00
62,"CANTON",2.3000000000000000e+01,8.6136000000000000e+04,"0 to 10,000",1.2390281793466533e+00
63,"BERLIN",7.0000000000000000e+00,8.5735000000000000e+04,"10,000 to 30,000",1.2332599720939599e+00
64,"NEW HARTFORD",9.3000000000000000e+01,8.5598000000000000e+04,"0 to 10,000",1.2312892878205959e+00
65,"ELLINGTON",4.8000000000000000e+01,8.4934000000000000e+04,"10,000 to 30,000",1.2217379421453127e+00
66,"BARKHAMSTED",5.0000000000000000e+00,8.4861000000000000e+04,"0 to 10,000",1.2206878695033012e+00
67,"NEW MILFORD",9.6000000000000000e+01,8.4110000000000000e+04,"10,000 to 30,000",1.2098850673916484e+00
68,"LITCHFIELD",7.5000000000000000e+01,8.4063000000000000e+04,"0 to 10,000",1.2092089932248737e+00
69,"SHELTON",1.2700000000000000e+02,8.3755000000000000e+04,"30,000 to 70,000",1.2047785497489896e+00
70,"BRIDGEWATER",1.6000000000000000e+01,8.3750000000000000e+04,"0 to 10,000",1.2047066269652900e+00
71,"UNION",1.4600000000000000e+02,8.3500000000000000e+04,"0 to 10,000",1.2011104877803191e+00
72,"BOZRAH",1.3000000000000000e+01,8.3188000000000000e+04,"0 to 10,000",1.1966225060774751e+00
73,"NORTH HAVEN",1.0200000000000000e+02,8.3089000000000000e+04,"10,000 to 30,000",1.1951984349602267e+00
74,"EASTFORD",4.6000000000000000e+01,8.2885000000000000e+04,"0 to 10,000",1.1922639853852903e+00
75,"POMFRET",1.1300000000000000e+02,8.2661000000000000e+04,"0 to 10,000",1.1890418446755564e+00
76,"NORTH BRANFORD",1.0000000000000000e+02,8.2460000000000000e+04,"10,000 to 30,000",1.1861505487708397e+00
77,"WOODSTOCK",1.7000000000000000e+02,8.1705000000000000e+04,"0 to 10,000",1.1752902084322272e+00
78,"EAST LYME",4.4000000000000000e+01,8.1599000000000000e+04,"10,000 to 30,000",1.1737654454177995e+00
79,"WEST HARTFORD",1.5500000000000000e+02,8.1588000000000000e+04,"30,000 to 70,000",1.1736072152936607e+00
80,"NORTH STONINGTON",1.0300000000000000e+02,8.1434000000000000e+04,"0 to 10,000",1.1713919935557187e+00
81,"LEBANON",7.2000000000000000e+01,8.1120000000000000e+04,"0 to 10,000",1.1668752427393949e+00
82,"WATERTOWN",1.5400000000000000e+02,8.0899000000000000e+04,"10,000 to 30,000",1.1636962556998807e+00
83,"BETHLEHEM",1.0000000000000000e+01,8.0884000000000000e+04,"0 to 10,000",1.1634804873487823e+00
84,"STONINGTON",1.3800000000000000e+02,8.0666000000000000e+04,"10,000 to 30,000",1.1603446539794877e+00
85,"WOLCOTT",1.6700000000000000e+02,8.0655000000000000e+04,"10,000 to 30,000",1.1601864238553490e+00
86,"LISBON",7.4000000000000000e+01,8.0539000000000000e+04,"0 to 10,000",1.1585178152735223e+00
87,"WOODBURY",1.6900000000000000e+02,8.0167000000000000e+04,"0 to 10,000",1.1531667601662854e+00
88,"CROMWELL",3.3000000000000000e+01,8.0134000000000000e+04,"10,000 to 30,000",1.1526920697938694e+00
89,"MILFORD",8.5000000000000000e+01,7.9531000000000000e+04,"30,000 to 70,000",1.1440181820797193e+00
90,"CHESTER",2.6000000000000000e+01,7.9345000000000000e+04,"0 to 10,000",1.1413426545261007e+00
91,"BEACON FALLS",6.0000000000000000e+00,7.9207000000000000e+04,"0 to 10,000",1.1393575856959968e+00
92,"SOUTHINGTON",1.3300000000000000e+02,7.8668000000000000e+04,"30,000 to 70,000",1.1316043096131994e+00
93,"OLD SAYBROOK",1.0700000000000000e+02,7.8227000000000000e+04,"0 to 10,000",1.1252607200909104e+00
94,"NORFOLK",9.9000000000000000e+01,7.8214000000000000e+04,"0 to 10,000",1.1250737208532919e+00
95,"CORNWALL",3.1000000000000000e+01,7.8021000000000000e+04,"0 to 10,000",1.1222975014024943e+00
96,"SCOTLAND",1.2400000000000000e+02,7.7634000000000000e+04,"0 to 10,000",1.1167306779441593e+00
97,"DEEP RIVER",3.6000000000000000e+01,7.7625000000000000e+04,"0 to 10,000",1.1166012169335002e+00
98,"WINDSOR",1.6500000000000000e+02,7.7377000000000000e+04,"10,000 to 30,000",1.1130338468620089e+00
99,"STAMFORD",1.3600000000000000e+02,7.6797000000000000e+04,"70,000 & Up",1.1046908039528762e+00
100,"PRESTON",1.1500000000000000e+02,7.6296000000000000e+04,"0 to 10,000",1.0974841410261942e+00
101,"WETHERSFIELD",1.6000000000000000e+02,7.6196000000000000e+04,"10,000 to 30,000",1.0960456853522058e+00
102,"ROCKY HILL",1.2000000000000000e+02,7.6128000000000000e+04,"10,000 to 30,000",1.0950675354938937e+00
103,"SHARON",1.2600000000000000e+02,7.6117000000000000e+04,"0 to 10,000",1.0949093053697549e+00
104,"WASHINGTON",1.5100000000000000e+02,7.5865000000000000e+04,"0 to 10,000",1.0912843970713042e+00
105,"WALLINGFORD",1.4900000000000000e+02,7.5467000000000000e+04,"30,000 to 70,000",1.0855593434888304e+00
106,"NORWALK",1.0400000000000000e+02,7.5446000000000000e+04,"70,000 & Up",1.0852572677972929e+00
107,"CHAPLIN",2.4000000000000000e+01,7.5333000000000000e+04,"0 to 10,000",1.0836318128856859e+00
108,"HAMPTON",6.4000000000000000e+01,7.5278000000000000e+04,"0 to 10,000",1.0828406622649922e+00
109,"WATERFORD",1.5300000000000000e+02,7.5270000000000000e+04,"10,000 to 30,000",1.0827255858110731e+00
110,"ASHFORD",3.0000000000000000e+00,7.5242000000000000e+04,"0 to 10,000",1.0823228182223565e+00
111,"NEWINGTON",9.7000000000000000e+01,7.5237000000000000e+04,"10,000 to 30,000",1.0822508954386572e+00
112,"GOSHEN",5.5000000000000000e+01,7.4333000000000000e+04,"0 to 10,000",1.0692472561458020e+00
113,"VOLUNTOWN",1.4800000000000000e+02,7.4032000000000000e+04,"0 to 10,000",1.0649175045670967e+00
114,"PLYMOUTH",1.1200000000000000e+02,7.3603000000000000e+04,"10,000 to 30,000",1.0587465297256866e+00
115,"SEYMOUR",1.2500000000000000e+02,7.3099000000000000e+04,"10,000 to 30,000",1.0514967131287849e+00
116,"EAST GRANBY",3.9000000000000000e+01,7.3074000000000000e+04,"0 to 10,000",1.0511370992102878e+00
117,"COLEBROOK",2.9000000000000000e+01,7.1691000000000000e+04,"0 to 10,000",1.0312432572390282e+00
118,"BLOOMFIELD",1.1000000000000000e+01,7.1579000000000000e+04,"10,000 to 30,000",1.0296321868841611e+00
119,"EAST WINDSOR",4.5000000000000000e+01,7.1310000000000000e+04,"0 to 10,000",1.0257627411211323e+00
120,"BRANFORD",1.4000000000000000e+01,7.0075000000000000e+04,"10,000 to 30,000",1.0079978135473755e+00
121,"WILLINGTON",1.6100000000000000e+02,7.0013000000000000e+04,"0 to 10,000",1.0071059710295027e+00
122,"HAMDEN",6.3000000000000000e+01,6.8462000000000000e+04,"30,000 to 70,000",9.8479552352594257e-01
123,"ENFIELD",4.9000000000000000e+01,6.8356000000000000e+04,"30,000 to 70,000",9.8327076051151485e-01
124,"CLINTON",2.7000000000000000e+01,6.8225000000000000e+04,"10,000 to 30,000",9.8138638357858998e-01
125,"STERLING",1.3700000000000000e+02,6.7794000000000000e+04,"0 to 10,000",9.7518663962370000e-01
126,"MANSFIELD",7.9000000000000000e+01,6.7615000000000000e+04,"10,000 to 30,000",9.7261180396726077e-01
127,"THOMASTON",1.4100000000000000e+02,6.7426000000000000e+04,"0 to 10,000",9.6989312274342265e-01
128,"SPRAGUE",1.3400000000000000e+02,6.7415000000000000e+04,"0 to 10,000",9.6973489261928392e-01
129,"STRATFORD",1.3900000000000000e+02,6.7375000000000000e+04,"30,000 to 70,000",9.6915951034968861e-01
130,"MONTVILLE",8.7000000000000000e+01,6.7262000000000000e+04,"10,000 to 30,000",9.6753405543808169e-01
131,"SOUTHBURY",1.3200000000000000e+02,6.7195000000000000e+04,"10,000 to 30,000",9.6657029013650941e-01
132,"KENT",6.9000000000000000e+01,6.6641000000000000e+04,"0 to 10,000",9.5860124570261362e-01
133,"CANTERBURY",2.2000000000000000e+01,6.6641000000000000e+04,"0 to 10,000",9.5860124570261362e-01
134,"DANBURY",3.4000000000000000e+01,6.6281000000000000e+04,"30,000 to 70,000",9.5342280527625545e-01
135,"SALISBURY",1.2300000000000000e+02,6.5625000000000000e+04,"0 to 10,000",9.4398653605489147e-01
136,"GRISWOLD",5.8000000000000000e+01,6.4574000000000000e+04,"10,000 to 30,000",9.2886836692127328e-01
137,"WESTBROOK",1.5700000000000000e+02,6.3885000000000000e+04,"0 to 10,000",9.1895740732749320e-01
138,"STAFFORD",1.3500000000000000e+02,6.3672000000000000e+04,"10,000 to 30,000",9.1589349674189791e-01
139,"MANCHESTER",7.8000000000000000e+01,6.3656000000000000e+04,"30,000 to 70,000",9.1566334383405978e-01
140,"EAST HAVEN",4.3000000000000000e+01,6.3574000000000000e+04,"10,000 to 30,000",9.1448381018138925e-01
141,"THOMPSON",1.4200000000000000e+02,6.3385000000000000e+04,"0 to 10,000",9.1176512895755113e-01
142,"BROOKLYN",1.9000000000000000e+01,6.2857000000000000e+04,"0 to 10,000",9.0417008299889234e-01
143,"PLAINFIELD",1.1000000000000000e+02,6.2775000000000000e+04,"10,000 to 30,000",9.0299054934622192e-01
144,"WINDSOR LOCKS",1.6600000000000000e+02,6.2640000000000000e+04,"10,000 to 30,000",9.0104863418633752e-01
145,"NAUGATUCK",8.9000000000000000e+01,6.2574000000000000e+04,"30,000 to 70,000",9.0009925344150521e-01
146,"GROTON",5.9000000000000000e+01,6.1966000000000000e+04,"30,000 to 70,000",8.9135344294365570e-01
147,"VERNON",1.4700000000000000e+02,6.1848000000000000e+04,"10,000 to 30,000",8.8965606524834939e-01
148,"PLAINVILLE",1.1100000000000000e+02,6.1766000000000000e+04,"10,000 to 30,000",8.8847653159567885e-01
149,"WINCHESTER",1.6300000000000000e+02,6.0994000000000000e+04,"10,000 to 30,000",8.7737165379248838e-01
150,"MIDDLETOWN",8.4000000000000000e+01,6.0542000000000000e+04,"30,000 to 70,000",8.7086983414606078e-01
151,"BRISTOL",1.7000000000000000e+01,5.8814000000000000e+04,"30,000 to 70,000",8.4601332009954111e-01
152,"CANAAN",2.1000000000000000e+01,5.8021000000000000e+04,"0 to 10,000",8.3460636660481302e-01
153,"KILLINGLY",7.0000000000000000e+01,5.5598000000000000e+04,"10,000 to 30,000",7.9975258562407403e-01
154,"ANSONIA",2.0000000000000000e+00,5.4720000000000000e+04,"10,000 to 30,000",7.8712294480645584e-01
155,"DERBY",3.7000000000000000e+01,5.4561000000000000e+04,"10,000 to 30,000",7.8483580028481426e-01
156,"MERIDEN",8.1000000000000000e+01,5.3831000000000000e+04,"30,000 to 70,000",7.7433507386469891e-01
157,"WEST HAVEN",1.5600000000000000e+02,5.1911000000000000e+04,"30,000 to 70,000",7.4671672492412144e-01
158,"NORWICH",1.0500000000000000e+02,5.1304000000000000e+04,"30,000 to 70,000",7.3798529898301179e-01
159,"TORRINGTON",1.4400000000000000e+02,5.0548000000000000e+04,"30,000 to 70,000",7.2711057408765944e-01
160,"EAST HARTFORD",4.2000000000000000e+01,4.8438000000000000e+04,"30,000 to 70,000",6.9675915936650412e-01
161,"PUTNAM",1.1700000000000000e+02,4.6440000000000000e+04,"0 to 10,000",6.6801881500021576e-01
162,"NORTH CANAAN",1.0100000000000000e+02,4.5992000000000000e+04,"0 to 10,000",6.6157453358074769e-01
163,"NEW LONDON",9.5000000000000000e+01,4.4106000000000000e+04,"10,000 to 30,000",6.3444525956932640e-01
164,"WINDHAM",1.6400000000000000e+02,4.1007000000000000e+04,"10,000 to 30,000",5.8986751823242567e-01
165,"WATERBURY",1.5200000000000000e+02,4.0867000000000000e+04,"70,000 & Up",5.8785368028884188e-01
166,"NEW BRITAIN",9.0000000000000000e+01,3.9898000000000000e+04,"70,000 & Up",5.7391504480789424e-01
167,"BRIDGEPORT",1.5000000000000000e+01,3.9822000000000000e+04,"70,000 & Up",5.7282181849566305e-01
168,"NEW HAVEN",9.4000000000000000e+01,3.8482000000000000e+04,"70,000 & Up",5.5354651246421838e-01
169,"HARTFORD",6.5000000000000000e+01,2.8931000000000000e+04,"70,000 & Up",4.1615961104158578e-01
