MUNICIPALITY,Numbered,2010 LABOR FORCE,2010 UNEMPLOYED,2010 UNEMP RATE
"OXFORD",109,7.5370000000000000e+03,5.5400000000000000e+02,7.3504046702932202e-02
"PLAINFIELD",110,8.6380000000000000e+03,1.0120000000000000e+03,1.1715674924751100e-01
"PLAINVILLE",111,1.0559000000000000e+04,1.0420000000000000e+03,9.8683587460933794e-02
"PLYMOUTH",112,7.1390000000000000e+03,8.0600000000000000e+02,1.1290096652192184e-01
"POMFRET",113,2.3700000000000000e+03,2.1400000000000000e+02,9.0295358649789034e-02
"PORTLAND",114,5.3960000000000000e+03,4.3800000000000000e+02,8.1171237954040035e-02
"PRESTON",115,2.7870000000000000e+03,2.3900000000000000e+02,8.5755292429135266e-02
"PROSPECT",116,5.2880000000000000e+03,4.7900000000000000e+02,9.0582450832072614e-02
"PUTNAM",117,5.4850000000000000e+03,5.4900000000000000e+02,1.0009115770282589e-01
"REDDING",118,4.8340000000000000e+03,2.9200000000000000e+02,6.0405461315680593e-02
"RIDGEFIELD",119,1.2010000000000000e+04,7.4500000000000000e+02,6.2031640299750210e-02
"ROCKY HILL",120,1.1314000000000000e+04,8.3300000000000000e+02,7.3625596605974897e-02
"ROXBURY",121,1.3290000000000000e+03,7.8000000000000000e+01,5.8690744920993229e-02
"SALEM",122,2.6450000000000000e+03,1.9700000000000000e+02,7.4480151228733457e-02
"SALISBURY",123,1.8410000000000000e+03,1.2800000000000000e+02,6.9527430744160776e-02
"SCOTLAND",124,1.0080000000000000e+03,5.6000000000000000e+01,5.5555555555555552e-02
"SEYMOUR",125,9.5820000000000000e+03,8.9900000000000000e+02,9.3821749112920058e-02
"SHARON",126,1.4360000000000000e+03,9.4000000000000000e+01,6.5459610027855150e-02
"SHELTON",127,2.2957000000000000e+04,1.9140000000000000e+03,8.3373263057019642e-02
"SHERMAN",128,1.8960000000000000e+03,1.3700000000000000e+02,7.2257383966244731e-02
"SIMSBURY",129,1.2077000000000000e+04,8.1400000000000000e+02,6.7400844580607772e-02
"SOMERS",130,5.0790000000000000e+03,4.4000000000000000e+02,8.6631226619413276e-02
"SOUTH WINDSOR",131,1.4760000000000000e+04,1.0900000000000000e+03,7.3848238482384823e-02
"SOUTHBURY",132,9.3120000000000000e+03,7.5600000000000000e+02,8.1185567010309281e-02
"SOUTHINGTON",133,2.4975000000000000e+04,2.0250000000000000e+03,8.1081081081081086e-02
"SPRAGUE",134,1.8280000000000000e+03,1.9600000000000000e+02,1.0722100656455143e-01
"STAFFORD",135,7.1360000000000000e+03,6.8600000000000000e+02,9.6132286995515695e-02
"STAMFORD",136,6.8826000000000000e+04,5.3140000000000000e+03,7.7209194199866327e-02
"STERLING",137,2.2200000000000000e+03,2.4000000000000000e+02,1.0810810810810811e-01
"STONINGTON",138,1.0608000000000000e+04,7.2400000000000000e+02,6.8250377073906479e-02
"STRATFORD",139,2.7476000000000000e+04,2.7020000000000000e+03,9.8340369777260156e-02
"SUFFIELD",140,7.9700000000000000e+03,6.1100000000000000e+02,7.6662484316185692e-02
"THOMASTON",141,4.6990000000000000e+03,4.3800000000000000e+02,9.3211321557778254e-02
"THOMPSON",142,5.6500000000000000e+03,6.2700000000000000e+02,1.1097345132743362e-01
"TOLLAND",143,8.6160000000000000e+03,5.6500000000000000e+02,6.5575673166202414e-02
"TORRINGTON",144,2.0271000000000000e+04,2.2490000000000000e+03,1.1094667258645355e-01
"TRUMBULL",145,1.8461000000000000e+04,1.3410000000000000e+03,7.2639618655544122e-02
"UNION",146,5.4300000000000000e+02,3.9000000000000000e+01,7.1823204419889500e-02
"VERNON",147,1.7330000000000000e+04,1.5290000000000000e+03,8.8228505481823427e-02
"VOLUNTOWN",148,1.6390000000000000e+03,1.7000000000000000e+02,1.0372178157413056e-01
"WALLINGFORD",149,2.5784000000000000e+04,2.2420000000000000e+03,8.6953149239838656e-02
"WARREN",150,7.8400000000000000e+02,5.0000000000000000e+01,6.3775510204081634e-02
"WASHINGTON",151,1.8890000000000000e+03,1.3100000000000000e+02,6.9348861831656963e-02
"WATERBURY",152,5.1978000000000000e+04,7.6510000000000000e+03,1.4719689099234293e-01
"WATERFORD",153,1.0862000000000000e+04,9.0100000000000000e+02,8.2949733014177865e-02
"WATERTOWN",154,1.2305000000000000e+04,1.1430000000000000e+03,9.2889069483949607e-02
"WEST HARTFORD",155,3.0704000000000000e+04,2.4250000000000000e+03,7.8979937467430955e-02
"WEST HAVEN",156,3.1703000000000000e+04,3.3360000000000000e+03,1.0522663470334037e-01
"WESTBROOK",157,3.8780000000000000e+03,3.0100000000000000e+02,7.7617328519855602e-02
"WESTON",158,4.8830000000000000e+03,2.8800000000000000e+02,5.8980135162809748e-02
"WESTPORT",159,1.2629000000000000e+04,8.0700000000000000e+02,6.3900546361548821e-02
"WETHERSFIELD",160,1.3873000000000000e+04,1.2260000000000000e+03,8.8373098825055868e-02
"WILLINGTON",161,3.8270000000000000e+03,2.6100000000000000e+02,6.8199634178207472e-02
"WILTON",162,8.4400000000000000e+03,5.4000000000000000e+02,6.3981042654028430e-02
"WINCHESTER",163,6.3880000000000000e+03,6.9000000000000000e+02,1.0801502817783344e-01
"WINDHAM",164,1.2457000000000000e+04,1.4780000000000000e+03,1.1864814963474352e-01
"WINDSOR",165,1.6549000000000000e+04,1.4660000000000000e+03,8.8585413015892192e-02
"WINDSOR LOCKS",166,7.3220000000000000e+03,6.8000000000000000e+02,9.2870800327779293e-02
"WOLCOTT",167,9.1850000000000000e+03,9.3200000000000000e+02,1.0146978769733261e-01
"WOODBRIDGE",168,4.7680000000000000e+03,3.0000000000000000e+02,6.2919463087248328e-02
"WOODBURY",169,5.6900000000000000e+03,4.3200000000000000e+02,7.5922671353251314e-02
"WOODSTOCK",170,4.6360000000000000e+03,3.9300000000000000e+02,8.4771354616048317e-02
