MUNICIPALITY,Numbered,2011 LABOR FORCE,2011 UNEMPLOYED,2011 UNEMP RATE
"GUILFORD",61,1.2992000000000000e+04,7.9000000000000000e+02,6.0806650246305417e-02
"HADDAM",62,5.2560000000000000e+03,3.2100000000000000e+02,6.1073059360730590e-02
"HAMDEN",63,3.2836000000000000e+04,2.8040000000000000e+03,8.5394079668656350e-02
"HAMPTON",64,1.1300000000000000e+03,1.1900000000000000e+02,1.0530973451327434e-01
"HARTFORD",65,5.1769000000000000e+04,8.3960000000000000e+03,1.6218200081129633e-01
"HARTLAND",66,1.2320000000000000e+03,8.0000000000000000e+01,6.4935064935064929e-02
"HARWINTON",67,3.2280000000000000e+03,2.2500000000000000e+02,6.9702602230483274e-02
"HEBRON",68,5.8020000000000000e+03,3.6300000000000000e+02,6.2564632885211996e-02
"KENT",69,1.6170000000000000e+03,1.0400000000000000e+02,6.4316635745207171e-02
"KILLINGLY",70,9.5440000000000000e+03,1.0260000000000000e+03,1.0750209555741827e-01
"KILLINGWORTH",71,3.6760000000000000e+03,2.5000000000000000e+02,6.8008705114254622e-02
"LEBANON",72,4.3970000000000000e+03,3.6300000000000000e+02,8.2556288378439840e-02
"LEDYARD",73,8.4340000000000000e+03,6.1900000000000000e+02,7.3393407635760022e-02
"LISBON",74,2.6310000000000000e+03,2.1100000000000000e+02,8.0197643481565939e-02
"LITCHFIELD",75,4.3490000000000000e+03,3.3700000000000000e+02,7.7489077948953780e-02
"LYME",76,1.2920000000000000e+03,7.2000000000000000e+01,5.5727554179566562e-02
"MADISON",77,9.7930000000000000e+03,5.8300000000000000e+02,5.9532319003369756e-02
"MANCHESTER",78,3.4036000000000000e+04,2.8480000000000000e+03,8.3676107650722767e-02
"MANSFIELD",79,1.4215000000000000e+04,1.0610000000000000e+03,7.4639465353499829e-02
"MARLBOROUGH",80,3.7020000000000000e+03,2.4000000000000000e+02,6.4829821717990274e-02
"MERIDEN",81,3.3122000000000000e+04,3.5180000000000000e+03,1.0621339291105610e-01
"MIDDLEBURY",82,4.0240000000000000e+03,3.0300000000000000e+02,7.5298210735586485e-02
"MIDDLEFIELD",83,2.4930000000000000e+03,1.8000000000000000e+02,7.2202166064981949e-02
"MIDDLETOWN",84,2.7144000000000000e+04,2.3250000000000000e+03,8.5654288240495133e-02
"MILFORD",85,3.0934000000000000e+04,2.5200000000000000e+03,8.1463761556862996e-02
"MONROE",86,1.0735000000000000e+04,8.1100000000000000e+02,7.5547275267815558e-02
"MONTVILLE",87,1.0858000000000000e+04,9.4700000000000000e+02,8.7216798673788912e-02
"MORRIS",88,1.3310000000000000e+03,1.0800000000000000e+02,8.1141998497370402e-02
"NAUGATUCK",89,1.7101000000000000e+04,1.8290000000000000e+03,1.0695280977720602e-01
"NEW BRITAIN",90,3.6935000000000000e+04,4.5530000000000000e+03,1.2327061053201570e-01
"NEW CANAAN",91,8.8840000000000000e+03,5.3900000000000000e+02,6.0670868977937865e-02
"NEW FAIRFIELD",92,7.6070000000000000e+03,5.5200000000000000e+02,7.2564742999868537e-02
"NEW HARTFORD",93,3.9780000000000000e+03,2.9300000000000000e+02,7.3655103066867775e-02
"NEW HAVEN",94,5.9910000000000000e+04,7.6800000000000000e+03,1.2819228843264896e-01
"NEW LONDON",95,1.4592000000000000e+04,1.6350000000000000e+03,1.1204769736842106e-01
"NEW MILFORD",96,1.6446000000000000e+04,1.1670000000000000e+03,7.0959503830718709e-02
"NEWINGTON",97,1.7399000000000000e+04,1.3390000000000000e+03,7.6958445887694696e-02
"NEWTOWN",98,1.4733000000000000e+04,9.6400000000000000e+02,6.5431344600556579e-02
"NORFOLK",99,9.7600000000000000e+02,6.3000000000000000e+01,6.4549180327868855e-02
"NORTH BRANFORD",100,8.4410000000000000e+03,6.4600000000000000e+02,7.6531216680488096e-02
"NORTH CANAAN",101,1.7490000000000000e+03,1.5800000000000000e+02,9.0337335620354495e-02
"NORTH HAVEN",102,1.3372000000000000e+04,1.0730000000000000e+03,8.0242297337720606e-02
"NORTH STONINGTON",103,3.2750000000000000e+03,2.1900000000000000e+02,6.6870229007633591e-02
"NORWALK",104,4.9910000000000000e+04,3.7290000000000000e+03,7.4714486074934888e-02
"NORWICH",105,2.2893000000000000e+04,2.2010000000000000e+03,9.6142925785174513e-02
"OLD LYME",106,4.2470000000000000e+03,2.7300000000000000e+02,6.4280668707322811e-02
"OLD SAYBROOK",107,5.3860000000000000e+03,3.9900000000000000e+02,7.4080950612699592e-02
"ORANGE",108,7.3480000000000000e+03,4.8100000000000000e+02,6.5459989112683720e-02
"OXFORD",109,7.5320000000000000e+03,5.1000000000000000e+02,6.7711099309612319e-02
"PLAINFIELD",110,8.6040000000000000e+03,9.5600000000000000e+02,1.1111111111111110e-01
"PLAINVILLE",111,1.0507000000000000e+04,9.1200000000000000e+02,8.6799276672694395e-02
"PLYMOUTH",112,7.1040000000000000e+03,7.1900000000000000e+02,1.0121058558558559e-01
"POMFRET",113,2.3410000000000000e+03,1.7900000000000000e+02,7.6463049978641603e-02
"PORTLAND",114,5.4150000000000000e+03,4.1700000000000000e+02,7.7008310249307474e-02
"PRESTON",115,2.7470000000000000e+03,2.1700000000000000e+02,7.8995267564615945e-02
"PROSPECT",116,5.2710000000000000e+03,4.3400000000000000e+02,8.2337317397078350e-02
"PUTNAM",117,5.5020000000000000e+03,5.2000000000000000e+02,9.4511086877499095e-02
"REDDING",118,4.8510000000000000e+03,2.8300000000000000e+02,5.8338486909915478e-02
"RIDGEFIELD",119,1.2086000000000000e+04,7.5800000000000000e+02,6.2717193446963429e-02
"ROCKY HILL",120,1.1356000000000000e+04,7.8800000000000000e+02,6.9390630503698481e-02
"ROXBURY",121,1.3340000000000000e+03,7.2000000000000000e+01,5.3973013493253376e-02
"SALEM",122,2.6210000000000000e+03,1.9000000000000000e+02,7.2491415490270883e-02
"SALISBURY",123,1.8470000000000000e+03,1.1700000000000000e+02,6.3345966432051981e-02
"SCOTLAND",124,1.0110000000000000e+03,5.1000000000000000e+01,5.0445103857566766e-02
"SEYMOUR",125,9.5660000000000000e+03,8.3400000000000000e+02,8.7183775872883132e-02
"SHARON",126,1.4460000000000000e+03,9.1000000000000000e+01,6.2932226832641769e-02
"SHELTON",127,2.2999000000000000e+04,1.8380000000000000e+03,7.9916518109483026e-02
"SHERMAN",128,1.9170000000000000e+03,1.3100000000000000e+02,6.8335941575378201e-02
"SIMSBURY",129,1.2150000000000000e+04,7.9400000000000000e+02,6.5349794238683132e-02
"SOMERS",130,5.0470000000000000e+03,4.0000000000000000e+02,7.9255002972062616e-02
"SOUTH WINDSOR",131,1.4743000000000000e+04,9.6100000000000000e+02,6.5183476904293561e-02
"SOUTHBURY",132,9.3180000000000000e+03,7.1400000000000000e+02,7.6625885383129422e-02
"SOUTHINGTON",133,2.4979000000000000e+04,1.8390000000000000e+03,7.3621842347571964e-02
"SPRAGUE",134,1.8130000000000000e+03,1.9300000000000000e+02,1.0645339216767788e-01
"STAFFORD",135,7.1240000000000000e+03,6.2000000000000000e+02,8.7029758562605281e-02
"STAMFORD",136,6.8842000000000000e+04,4.9740000000000000e+03,7.2252404055663688e-02
"STERLING",137,2.2060000000000000e+03,2.2000000000000000e+02,9.9728014505893026e-02
"STONINGTON",138,1.0481000000000000e+04,6.6700000000000000e+02,6.3638965747543172e-02
"STRATFORD",139,2.7497000000000000e+04,2.5840000000000000e+03,9.3973888060515695e-02
"SUFFIELD",140,7.9690000000000000e+03,5.9800000000000000e+02,7.5040783034257749e-02
"THOMASTON",141,4.6880000000000000e+03,3.9200000000000000e+02,8.3617747440273033e-02
"THOMPSON",142,5.5750000000000000e+03,5.0500000000000000e+02,9.0582959641255609e-02
"TOLLAND",143,8.6430000000000000e+03,5.2600000000000000e+02,6.0858498206641215e-02
"TORRINGTON",144,2.0177000000000000e+04,2.0150000000000000e+03,9.9866184269217423e-02
"TRUMBULL",145,1.8505000000000000e+04,1.2890000000000000e+03,6.9656849500135093e-02
"UNION",146,5.4300000000000000e+02,3.5000000000000000e+01,6.4456721915285453e-02
"VERNON",147,1.7353000000000000e+04,1.4220000000000000e+03,8.1945484930559559e-02
"VOLUNTOWN",148,1.6260000000000000e+03,1.6800000000000000e+02,1.0332103321033211e-01
"WALLINGFORD",149,2.5807000000000000e+04,2.0820000000000000e+03,8.0675785639555159e-02
"WARREN",150,7.9000000000000000e+02,5.0000000000000000e+01,6.3291139240506333e-02
"WASHINGTON",151,1.9100000000000000e+03,1.3500000000000000e+02,7.0680628272251314e-02
"WATERBURY",152,5.1767000000000000e+04,7.1850000000000000e+03,1.3879498522224584e-01
"WATERFORD",153,1.0784000000000000e+04,8.9300000000000000e+02,8.2807863501483683e-02
"WATERTOWN",154,1.2295000000000000e+04,1.0690000000000000e+03,8.6945912972753156e-02
"WEST HARTFORD",155,3.0797000000000000e+04,2.2840000000000000e+03,7.4163067831282264e-02
"WEST HAVEN",156,3.1843000000000000e+04,3.2560000000000000e+03,1.0225167226706026e-01
"WESTBROOK",157,3.8840000000000000e+03,2.7900000000000000e+02,7.1833161688980435e-02
"WESTON",158,4.9110000000000000e+03,2.9000000000000000e+02,5.9051109753614335e-02
"WESTPORT",159,1.2667000000000000e+04,7.7900000000000000e+02,6.1498381621536279e-02
"WETHERSFIELD",160,1.3869000000000000e+04,1.1170000000000000e+03,8.0539332323887811e-02
"WILLINGTON",161,3.8510000000000000e+03,2.5600000000000000e+02,6.6476239937678525e-02
"WILTON",162,8.4540000000000000e+03,5.1000000000000000e+02,6.0326472675656495e-02
"WINCHESTER",163,6.3630000000000000e+03,6.1200000000000000e+02,9.6181046676096185e-02
"WINDHAM",164,1.2490000000000000e+04,1.4520000000000000e+03,1.1625300240192153e-01
"WINDSOR",165,1.6612000000000000e+04,1.4040000000000000e+03,8.4517216470021667e-02
"WINDSOR LOCKS",166,7.2600000000000000e+03,6.0600000000000000e+02,8.3471074380165294e-02
"WOLCOTT",167,9.1360000000000000e+03,8.3500000000000000e+02,9.1396672504378287e-02
"WOODBRIDGE",168,4.7590000000000000e+03,2.6600000000000000e+02,5.5894095398192900e-02
"WOODBURY",169,5.6640000000000000e+03,3.5700000000000000e+02,6.3029661016949151e-02
"WOODSTOCK",170,4.6040000000000000e+03,3.2200000000000000e+02,6.9939183318853168e-02
