Sort ID,Municipality,numbered,PER CAPITA INCOME - 2012 ESTIMATE,Population_Range,PercentOfState
43,"MARLBOROUGH",8.0000000000000000e+01,4.4766000000000000e+04,"0 to 10,000",1.1840664427222471e+00
44,"OLD SAYBROOK",1.0700000000000000e+02,4.4614000000000000e+04,"0 to 10,000",1.1800460232232126e+00
45,"STONINGTON",1.3800000000000000e+02,4.4483000000000000e+04,"10,000 to 30,000",1.1765810564181236e+00
46,"MIDDLEBURY",8.2000000000000000e+01,4.4364000000000000e+04,"0 to 10,000",1.1734334911524320e+00
47,"TOLLAND",1.4300000000000000e+02,4.4177000000000000e+04,"10,000 to 30,000",1.1684873171634882e+00
48,"OXFORD",1.0900000000000000e+02,4.4029000000000000e+04,"0 to 10,000",1.1645726981775861e+00
49,"WOODBURY",1.6900000000000000e+02,4.4020000000000000e+04,"0 to 10,000",1.1643346470230380e+00
50,"HEBRON",6.8000000000000000e+01,4.3863000000000000e+04,"0 to 10,000",1.1601819768825878e+00
51,"CANTON",2.3000000000000000e+01,4.3650000000000000e+04,"0 to 10,000",1.1545480995582829e+00
52,"CROMWELL",3.3000000000000000e+01,4.3611000000000000e+04,"10,000 to 30,000",1.1535165445552411e+00
53,"BOLTON",1.2000000000000000e+01,4.3525000000000000e+04,"0 to 10,000",1.1512418335228927e+00
54,"LITCHFIELD",7.5000000000000000e+01,4.3414000000000000e+04,"0 to 10,000",1.1483058692834660e+00
55,"STAMFORD",1.3600000000000000e+02,4.3408000000000000e+04,"70,000 & Up",1.1481471685137672e+00
56,"BURLINGTON",2.0000000000000000e+01,4.3245000000000000e+04,"0 to 10,000",1.1438357976036184e+00
57,"EAST GRANBY",3.9000000000000000e+01,4.2999000000000000e+04,"0 to 10,000",1.1373290660459703e+00
58,"CHESHIRE",2.5000000000000000e+01,4.2761000000000000e+04,"10,000 to 30,000",1.1310339355145873e+00
59,"NEW MILFORD",9.6000000000000000e+01,4.2464000000000000e+04,"10,000 to 30,000",1.1231782474145000e+00
60,"PORTLAND",1.1400000000000000e+02,4.2447000000000000e+04,"0 to 10,000",1.1227285952336870e+00
61,"BRANFORD",1.4000000000000000e+01,4.2340000000000000e+04,"10,000 to 30,000",1.1198984315073928e+00
62,"GOSHEN",5.5000000000000000e+01,4.2065000000000000e+04,"0 to 10,000",1.1126246462295342e+00
63,"SOUTHBURY",1.3200000000000000e+02,4.2012000000000000e+04,"10,000 to 30,000",1.1112227894305287e+00
64,"SALEM",1.2200000000000000e+02,4.1657000000000000e+04,"0 to 10,000",1.1018329938900204e+00
65,"CHESTER",2.6000000000000000e+01,4.1371000000000000e+04,"0 to 10,000",1.0942682572010474e+00
66,"DEEP RIVER",3.6000000000000000e+01,4.0988000000000000e+04,"0 to 10,000",1.0841378580686116e+00
67,"BLOOMFIELD",1.1000000000000000e+01,4.0761000000000000e+04,"10,000 to 30,000",1.0781336789483429e+00
68,"SHELTON",1.2700000000000000e+02,4.0559000000000000e+04,"30,000 to 70,000",1.0727907530351521e+00
69,"EAST HAMPTON",4.1000000000000000e+01,4.0502000000000000e+04,"10,000 to 30,000",1.0712830957230142e+00
70,"COLEBROOK",2.9000000000000000e+01,4.0399000000000000e+04,"0 to 10,000",1.0685587325098527e+00
71,"COLUMBIA",3.0000000000000000e+01,4.0357000000000000e+04,"0 to 10,000",1.0674478271219616e+00
72,"SOUTH WINDSOR",1.3100000000000000e+02,4.0318000000000000e+04,"10,000 to 30,000",1.0664162721189199e+00
73,"ELLINGTON",4.8000000000000000e+01,4.0231000000000000e+04,"10,000 to 30,000",1.0641151109582883e+00
74,"MIDDLEFIELD",8.3000000000000000e+01,4.0201000000000000e+04,"0 to 10,000",1.0633216071097944e+00
75,"NEW FAIRFIELD",9.2000000000000000e+01,3.9940000000000000e+04,"10,000 to 30,000",1.0564181236278996e+00
76,"MILFORD",8.5000000000000000e+01,3.9882000000000000e+04,"30,000 to 70,000",1.0548840161874784e+00
77,"EAST HADDAM",4.0000000000000000e+01,3.9821000000000000e+04,"0 to 10,000",1.0532705583622080e+00
78,"ROCKY HILL",1.2000000000000000e+02,3.9785000000000000e+04,"10,000 to 30,000",1.0523183537440157e+00
79,"HADDAM",6.2000000000000000e+01,3.9751000000000000e+04,"0 to 10,000",1.0514190493823896e+00
80,"POMFRET",1.1300000000000000e+02,3.9712000000000000e+04,"0 to 10,000",1.0503874943793476e+00
81,"WETHERSFIELD",1.6000000000000000e+02,3.9663000000000000e+04,"10,000 to 30,000",1.0490914380934748e+00
82,"SUFFIELD",1.4000000000000000e+02,3.9646000000000000e+04,"10,000 to 30,000",1.0486417859126618e+00
83,"NORTH STONINGTON",1.0300000000000000e+02,3.9332000000000000e+04,"0 to 10,000",1.0403364456317614e+00
84,"NORTH BRANFORD",1.0000000000000000e+02,3.9264000000000000e+04,"10,000 to 30,000",1.0385378369085090e+00
85,"ASHFORD",3.0000000000000000e+00,3.9095000000000000e+04,"0 to 10,000",1.0340677652286614e+00
86,"EASTFORD",4.6000000000000000e+01,3.9041000000000000e+04,"0 to 10,000",1.0326394583013727e+00
87,"WATERFORD",1.5300000000000000e+02,3.8894000000000000e+04,"10,000 to 30,000",1.0287512894437538e+00
88,"BERLIN",7.0000000000000000e+00,3.8426000000000000e+04,"10,000 to 30,000",1.0163726294072526e+00
89,"NORTH HAVEN",1.0200000000000000e+02,3.8394000000000000e+04,"10,000 to 30,000",1.0155262253021926e+00
90,"BETHEL",9.0000000000000000e+00,3.8390000000000000e+04,"10,000 to 30,000",1.0154204247890601e+00
91,"HAMPTON",6.4000000000000000e+01,3.8353000000000000e+04,"0 to 10,000",1.0144417700425847e+00
92,"BETHLEHEM",1.0000000000000000e+01,3.8338000000000000e+04,"0 to 10,000",1.0140450181183378e+00
93,"WESTBROOK",1.5700000000000000e+02,3.8303000000000000e+04,"0 to 10,000",1.0131192636284285e+00
94,"LEDYARD",7.3000000000000000e+01,3.8112000000000000e+04,"10,000 to 30,000",1.0080672891263522e+00
95,"NEW HARTFORD",9.3000000000000000e+01,3.8098000000000000e+04,"0 to 10,000",1.0076969873303885e+00
96,"EAST LYME",4.4000000000000000e+01,3.7972000000000000e+04,"10,000 to 30,000",1.0043642711667151e+00
97,"CLINTON",2.7000000000000000e+01,3.7941000000000000e+04,"10,000 to 30,000",1.0035443171899383e+00
98,"SOUTHINGTON",1.3300000000000000e+02,3.7876000000000000e+04,"30,000 to 70,000",1.0018250588515354e+00
99,"WOODSTOCK",1.7000000000000000e+02,3.7611000000000000e+04,"0 to 10,000",9.9481577485650807e-01
100,"COVENTRY",3.2000000000000000e+01,3.7212000000000000e+04,"10,000 to 30,000",9.8426217367154234e-01
101,"BARKHAMSTED",5.0000000000000000e+00,3.7210000000000000e+04,"0 to 10,000",9.8420927341497610e-01
102,"CANAAN",2.1000000000000000e+01,3.7205000000000000e+04,"0 to 10,000",9.8407702277356046e-01
103,"MORRIS",8.8000000000000000e+01,3.7172000000000000e+04,"0 to 10,000",9.8320416854021742e-01
104,"HARTLAND",6.6000000000000000e+01,3.7144000000000000e+04,"0 to 10,000",9.8246356494829001e-01
105,"ANDOVER",1.0000000000000000e+00,3.7086000000000000e+04,"0 to 10,000",9.8092945750786886e-01
106,"LISBON",7.4000000000000000e+01,3.6803000000000000e+04,"0 to 10,000",9.7344407120374532e-01
107,"WATERTOWN",1.5400000000000000e+02,3.6503000000000000e+04,"10,000 to 30,000",9.6550903271880872e-01
108,"COLCHESTER",2.8000000000000000e+01,3.6455000000000000e+04,"10,000 to 30,000",9.6423942656121886e-01
109,"PROSPECT",1.1600000000000000e+02,3.6385000000000000e+04,"0 to 10,000",9.6238791758140030e-01
110,"WALLINGFORD",1.4900000000000000e+02,3.6244000000000000e+04,"30,000 to 70,000",9.5865844949348000e-01
111,"NEWINGTON",9.7000000000000000e+01,3.6209000000000000e+04,"10,000 to 30,000",9.5773269500357072e-01
112,"FRANKLIN",5.3000000000000000e+01,3.5834000000000000e+04,"0 to 10,000",9.4781389689739992e-01
113,"WINDSOR",1.6500000000000000e+02,3.5594000000000000e+04,"10,000 to 30,000",9.4146586610945060e-01
114,"WOLCOTT",1.6700000000000000e+02,3.4814000000000000e+04,"10,000 to 30,000",9.2083476604861536e-01
115,"LEBANON",7.2000000000000000e+01,3.4727000000000000e+04,"0 to 10,000",9.1853360488798375e-01
116,"SOMERS",1.3000000000000000e+02,3.4655000000000000e+04,"0 to 10,000",9.1662919565159895e-01
117,"UNION",1.4600000000000000e+02,3.4546000000000000e+04,"0 to 10,000",9.1374613166873864e-01
118,"VERNON",1.4700000000000000e+02,3.4483000000000000e+04,"10,000 to 30,000",9.1207977358690184e-01
119,"BOZRAH",1.3000000000000000e+01,3.4209000000000000e+04,"0 to 10,000",9.0483243843732641e-01
120,"STRATFORD",1.3900000000000000e+02,3.3805000000000000e+04,"30,000 to 70,000",8.9414658661094504e-01
121,"HAMDEN",6.3000000000000000e+01,3.3781000000000000e+04,"30,000 to 70,000",8.9351178353215011e-01
122,"MANCHESTER",7.8000000000000000e+01,3.3512000000000000e+04,"30,000 to 70,000",8.8639669902399032e-01
123,"PRESTON",1.1500000000000000e+02,3.3497000000000000e+04,"0 to 10,000",8.8599994709974339e-01
124,"WINDSOR LOCKS",1.6600000000000000e+02,3.3313000000000000e+04,"10,000 to 30,000",8.8113312349564898e-01
125,"GROTON",5.9000000000000000e+01,3.3295000000000000e+04,"30,000 to 70,000",8.8065702118655276e-01
126,"THOMASTON",1.4100000000000000e+02,3.3123000000000000e+04,"0 to 10,000",8.7610759912185576e-01
127,"CHAPLIN",2.4000000000000000e+01,3.3121000000000000e+04,"0 to 10,000",8.7605469886528953e-01
128,"EAST WINDSOR",4.5000000000000000e+01,3.3078000000000000e+04,"0 to 10,000",8.7491734334911520e-01
129,"BEACON FALLS",6.0000000000000000e+00,3.3050000000000000e+04,"0 to 10,000",8.7417673975718779e-01
130,"SEYMOUR",1.2500000000000000e+02,3.3030000000000000e+04,"10,000 to 30,000",8.7364773719152533e-01
131,"VOLUNTOWN",1.4800000000000000e+02,3.2718000000000000e+04,"0 to 10,000",8.6539529716719121e-01
132,"SPRAGUE",1.3400000000000000e+02,3.2250000000000000e+04,"0 to 10,000",8.5301663713069009e-01
133,"MIDDLETOWN",8.4000000000000000e+01,3.2205000000000000e+04,"30,000 to 70,000",8.5182638135794964e-01
134,"SCOTLAND",1.2400000000000000e+02,3.1576000000000000e+04,"0 to 10,000",8.3518925066786576e-01
135,"CANTERBURY",2.2000000000000000e+01,3.1443000000000000e+04,"0 to 10,000",8.3167138360621051e-01
136,"PLYMOUTH",1.1200000000000000e+02,3.1407000000000000e+04,"10,000 to 30,000",8.3071917898801806e-01
137,"PLAINVILLE",1.1100000000000000e+02,3.1392000000000000e+04,"10,000 to 30,000",8.3032242706377124e-01
138,"DANBURY",3.4000000000000000e+01,3.0815000000000000e+04,"30,000 to 70,000",8.1506070304440981e-01
139,"WILLINGTON",1.6100000000000000e+02,3.0773000000000000e+04,"0 to 10,000",8.1394979765651865e-01
140,"EAST HAVEN",4.3000000000000000e+01,3.0618000000000000e+04,"10,000 to 30,000",8.0985002777263471e-01
141,"BRISTOL",1.7000000000000000e+01,3.0555000000000000e+04,"30,000 to 70,000",8.0818366969079802e-01
142,"ENFIELD",4.9000000000000000e+01,2.9866000000000000e+04,"30,000 to 70,000",7.8995953130372687e-01
143,"NAUGATUCK",8.9000000000000000e+01,2.9789000000000000e+04,"30,000 to 70,000",7.8792287142592643e-01
144,"GRISWOLD",5.8000000000000000e+01,2.9736000000000000e+04,"10,000 to 30,000",7.8652101462692092e-01
145,"MONTVILLE",8.7000000000000000e+01,2.9051000000000000e+04,"10,000 to 30,000",7.6840267675298224e-01
146,"THOMPSON",1.4200000000000000e+02,2.9044000000000000e+04,"0 to 10,000",7.6821752585500036e-01
147,"WINCHESTER",1.6300000000000000e+02,2.9044000000000000e+04,"10,000 to 30,000",7.6821752585500036e-01
148,"STAFFORD",1.3500000000000000e+02,2.8445000000000000e+04,"10,000 to 30,000",7.5237389901341023e-01
149,"NORWICH",1.0500000000000000e+02,2.7903000000000000e+04,"30,000 to 70,000",7.3803792948395797e-01
150,"TORRINGTON",1.4400000000000000e+02,2.7762000000000000e+04,"30,000 to 70,000",7.3430846139603778e-01
151,"WEST HAVEN",1.5600000000000000e+02,2.7040000000000000e+04,"30,000 to 70,000",7.1521146877562358e-01
152,"STERLING",1.3700000000000000e+02,2.6825000000000000e+04,"0 to 10,000",7.0952469119475226e-01
153,"DERBY",3.7000000000000000e+01,2.6797000000000000e+04,"10,000 to 30,000",7.0878408760282485e-01
154,"MERIDEN",8.1000000000000000e+01,2.6761000000000000e+04,"30,000 to 70,000",7.0783188298463251e-01
155,"KILLINGLY",7.0000000000000000e+01,2.6585000000000000e+04,"10,000 to 30,000",7.0317666040680293e-01
156,"ANSONIA",2.0000000000000000e+00,2.6348000000000000e+04,"10,000 to 30,000",6.9690798000370302e-01
157,"BROOKLYN",1.9000000000000000e+01,2.5997000000000000e+04,"0 to 10,000",6.8762398497632715e-01
158,"PLAINFIELD",1.1000000000000000e+02,2.5756000000000000e+04,"10,000 to 30,000",6.8124950406009466e-01
159,"NORTH CANAAN",1.0100000000000000e+02,2.5553000000000000e+04,"0 to 10,000",6.7588012801862085e-01
160,"EAST HARTFORD",4.2000000000000000e+01,2.5549000000000000e+04,"30,000 to 70,000",6.7577432750548838e-01
161,"PUTNAM",1.1700000000000000e+02,2.3526000000000000e+04,"0 to 10,000",6.2226571798873220e-01
162,"NEW HAVEN",9.4000000000000000e+01,2.3026000000000000e+04,"70,000 & Up",6.0904065384717121e-01
163,"NEW LONDON",9.5000000000000000e+01,2.2157000000000000e+04,"10,000 to 30,000",5.8605549236913801e-01
164,"WATERBURY",1.5200000000000000e+02,2.1703000000000000e+04,"70,000 & Up",5.7404713412860053e-01
165,"MANSFIELD",7.9000000000000000e+01,2.0977000000000000e+04,"10,000 to 30,000",5.5484434099505386e-01
166,"NEW BRITAIN",9.0000000000000000e+01,2.0601000000000000e+04,"70,000 & Up",5.4489909276059989e-01
167,"WINDHAM",1.6400000000000000e+02,2.0119000000000000e+04,"10,000 to 30,000",5.3215013092813501e-01
168,"BRIDGEPORT",1.5000000000000000e+01,1.9743000000000000e+04,"70,000 & Up",5.2220488269368104e-01
169,"HARTFORD",6.5000000000000000e+01,1.6448000000000000e+04,"70,000 & Up",4.3505171000079351e-01
