MUNICIPALITY,NUMBERED,TOWN CODE,Net Grand List - 2010 GL Year
"LISBON",7.4000000000000000e+01,7.3000000000000000e+01,406919758.0000
"LITCHFIELD",7.5000000000000000e+01,7.4000000000000000e+01,1100594853.0000
"LYME",7.6000000000000000e+01,7.5000000000000000e+01,604728085.0000
"MADISON",7.7000000000000000e+01,7.6000000000000000e+01,3432946993.0000
"MANCHESTER",7.8000000000000000e+01,7.7000000000000000e+01,4281588907.0000
"MANSFIELD",7.9000000000000000e+01,7.8000000000000000e+01,973722578.0000
"MARLBOROUGH",8.0000000000000000e+01,7.9000000000000000e+01,626848218.0000
"MERIDEN",8.1000000000000000e+01,8.0000000000000000e+01,3639460109.0000
"MIDDLEBURY",8.2000000000000000e+01,8.1000000000000000e+01,1084493849.0000
"MIDDLEFIELD",8.3000000000000000e+01,8.2000000000000000e+01,447557390.0000
"MIDDLETOWN",8.4000000000000000e+01,8.3000000000000000e+01,3578426400.0000
"MILFORD",8.5000000000000000e+01,8.4000000000000000e+01,5410068779.0000
"MONROE",8.6000000000000000e+01,8.5000000000000000e+01,2289778986.0000
"MONTVILLE",8.7000000000000000e+01,8.6000000000000000e+01,1519656255.0000
"MORRIS",8.8000000000000000e+01,8.7000000000000000e+01,351448296.0000
"NAUGATUCK",8.9000000000000000e+01,8.8000000000000000e+01,2025742873.0000
"NEW BRITAIN",9.0000000000000000e+01,8.9000000000000000e+01,2920843957.0000
"NEW CANAAN",9.1000000000000000e+01,9.0000000000000000e+01,8200262034.0000
"NEW FAIRFIELD",9.2000000000000000e+01,9.1000000000000000e+01,1684115996.0000
"NEW HARTFORD",9.3000000000000000e+01,9.2000000000000000e+01,707807479.0000
"NEW HAVEN",9.4000000000000000e+01,9.3000000000000000e+01,5151303390.0000
"NEW LONDON",9.5000000000000000e+01,9.5000000000000000e+01,1560289376.0000
"NEW MILFORD",9.6000000000000000e+01,9.6000000000000000e+01,2861601385.0000
"NEWINGTON",9.7000000000000000e+01,9.4000000000000000e+01,2678772631.0000
"NEWTOWN",9.8000000000000000e+01,9.7000000000000000e+01,3924457541.0000
"NORFOLK",9.9000000000000000e+01,9.8000000000000000e+01,308799240.0000
"NORTH BRANFORD",1.0000000000000000e+02,9.9000000000000000e+01,1252555301.0000
"NORTH CANAAN",1.0100000000000000e+02,1.0000000000000000e+02,345140940.0000
"NORTH HAVEN",1.0200000000000000e+02,1.0100000000000000e+02,2826410341.0000
"NORTH STONINGTON",1.0300000000000000e+02,1.0200000000000000e+02,625589856.0000
"NORWALK",1.0400000000000000e+02,1.0300000000000000e+02,12768816416.0000
"NORWICH",1.0500000000000000e+02,1.0400000000000000e+02,2390861539.0000
"OLD LYME",1.0600000000000000e+02,1.0500000000000000e+02,1596444820.0000
"OLD SAYBROOK",1.0700000000000000e+02,1.0600000000000000e+02,2481624770.0000
"ORANGE",1.0800000000000000e+02,1.0700000000000000e+02,1752048366.0000
"OXFORD",1.0900000000000000e+02,1.0800000000000000e+02,1396510989.0000
"PLAINFIELD",1.1000000000000000e+02,1.0900000000000000e+02,1030619800.0000
"PLAINVILLE",1.1100000000000000e+02,1.1000000000000000e+02,1400251680.0000
"PLYMOUTH",1.1200000000000000e+02,1.1100000000000000e+02,823527223.0000
"POMFRET",1.1300000000000000e+02,1.1200000000000000e+02,355587972.0000
"PORTLAND",1.1400000000000000e+02,1.1300000000000000e+02,855869519.0000
"PRESTON",1.1500000000000000e+02,1.1400000000000000e+02,451688224.0000
"PROSPECT",1.1600000000000000e+02,1.1500000000000000e+02,829485284.0000
"PUTNAM",1.1700000000000000e+02,1.1600000000000000e+02,621229620.0000
"REDDING",1.1800000000000000e+02,1.1700000000000000e+02,1989614198.0000
"RIDGEFIELD",1.1900000000000000e+02,1.1800000000000000e+02,5552991756.0000
"ROCKY HILL",1.2000000000000000e+02,1.1900000000000000e+02,2155868126.0000
"ROXBURY",1.2100000000000000e+02,1.2000000000000000e+02,747823781.0000
"SALEM",1.2200000000000000e+02,1.2100000000000000e+02,429139917.0000
"SALISBURY",1.2300000000000000e+02,1.2200000000000000e+02,1139574180.0000
"SCOTLAND",1.2400000000000000e+02,1.2300000000000000e+02,128720730.0000
"SEYMOUR",1.2500000000000000e+02,1.2400000000000000e+02,1382589920.0000
"SHARON",1.2600000000000000e+02,1.2500000000000000e+02,843796767.0000
"SHELTON",1.2700000000000000e+02,1.2600000000000000e+02,5242912390.0000
"SHERMAN",1.2800000000000000e+02,1.2700000000000000e+02,747382770.0000
"SIMSBURY",1.2900000000000000e+02,1.2800000000000000e+02,2599506658.0000
"SOMERS",1.3000000000000000e+02,1.2900000000000000e+02,820346488.0000
"SOUTH WINDSOR",1.3100000000000000e+02,1.3200000000000000e+02,2740393996.0000
"SOUTHBURY",1.3200000000000000e+02,1.3000000000000000e+02,2601545366.0000
"SOUTHINGTON",1.3300000000000000e+02,1.3100000000000000e+02,4063217317.0000
"SPRAGUE",1.3400000000000000e+02,1.3300000000000000e+02,185457280.0000
"STAFFORD",1.3500000000000000e+02,1.3400000000000000e+02,795563870.0000
"STAMFORD",1.3600000000000000e+02,1.3500000000000000e+02,24028752392.0000
"STERLING",1.3700000000000000e+02,1.3600000000000000e+02,318051089.0000
"STONINGTON",1.3800000000000000e+02,1.3700000000000000e+02,3166252253.0000
"STRATFORD",1.3900000000000000e+02,1.3800000000000000e+02,4513223658.0000
"SUFFIELD",1.4000000000000000e+02,1.3900000000000000e+02,1396589754.0000
"THOMASTON",1.4100000000000000e+02,1.4000000000000000e+02,599951403.0000
"THOMPSON",1.4200000000000000e+02,1.4100000000000000e+02,606299218.0000
"TOLLAND",1.4300000000000000e+02,1.4200000000000000e+02,1281961185.0000
"TORRINGTON",1.4400000000000000e+02,1.4300000000000000e+02,2344000030.3000
"TRUMBULL",1.4500000000000000e+02,1.4400000000000000e+02,5209460523.0000
"UNION",1.4600000000000000e+02,1.4500000000000000e+02,96797167.0000
"VERNON",1.4700000000000000e+02,1.4600000000000000e+02,1914573272.0000
"VOLUNTOWN",1.4800000000000000e+02,1.4700000000000000e+02,193511868.0000
"WALLINGFORD",1.4900000000000000e+02,1.4800000000000000e+02,4169070630.0000
"WARREN",1.5000000000000000e+02,1.4900000000000000e+02,352983080.0000
"WASHINGTON",1.5100000000000000e+02,1.5000000000000000e+02,1252101590.0000
"WATERBURY",1.5200000000000000e+02,1.5100000000000000e+02,5300145561.0000
"WATERFORD",1.5300000000000000e+02,1.5200000000000000e+02,3699831413.0000
"WATERTOWN",1.5400000000000000e+02,1.5300000000000000e+02,1921498490.0000
"WEST HARTFORD",1.5500000000000000e+02,1.5500000000000000e+02,5034401821.0000
"WEST HAVEN",1.5600000000000000e+02,1.5600000000000000e+02,2805812357.0000
"WESTBROOK",1.5700000000000000e+02,1.5400000000000000e+02,1340777578.0000
"WESTON",1.5800000000000000e+02,1.5700000000000000e+02,2635349349.0000
"WESTPORT",1.5900000000000000e+02,1.5800000000000000e+02,9545029208.0000
"WETHERSFIELD",1.6000000000000000e+02,1.5900000000000000e+02,2314769170.0000
"WILLINGTON",1.6100000000000000e+02,1.6000000000000000e+02,474899858.0000
"WILTON",1.6200000000000000e+02,1.6100000000000000e+02,5081605300.0000
"WINCHESTER",1.6300000000000000e+02,1.6200000000000000e+02,813012563.0000
"WINDHAM",1.6400000000000000e+02,1.6300000000000000e+02,935162574.0000
"WINDSOR",1.6500000000000000e+02,1.6400000000000000e+02,2841048444.0000
"WINDSOR LOCKS",1.6600000000000000e+02,1.6500000000000000e+02,1247545501.0000
"WOLCOTT",1.6700000000000000e+02,1.6600000000000000e+02,1363377222.0000
"WOODBRIDGE",1.6800000000000000e+02,1.6700000000000000e+02,1188913710.0000
"WOODBURY",1.6900000000000000e+02,1.6800000000000000e+02,1222726720.0000
"WOODSTOCK",1.7000000000000000e+02,1.6900000000000000e+02,790368642.0000
