Municipality,numbered,County_Identifier,Curr_Year_Taxes_Collected,Curr_Year_Adjusted_Taxes_Collectible,Total_Taxes_Collected,Total_Adjusted_Taxes_Collectible
"COVENTRY",3.2000000000000000e+01,"T",26181203.0000,26677398.0000,26841263.0000,27883046.0000
"CROMWELL",3.3000000000000000e+01,"M",37789396.0000,38169380.0000,37989052.0000,39168070.0000
"DANBURY",3.4000000000000000e+01,"F",173718207.0000,176286931.0000,175489035.0000,182064377.0000
"DARIEN",3.5000000000000000e+01,"F",111114057.0000,111676352.0000,111513314.0000,112829458.0000
"DEEP RIVER",3.6000000000000000e+01,"M",11724949.0000,11960854.0000,11922662.0000,12279033.0000
"DERBY",3.7000000000000000e+01,"NH",25607788.0000,26464684.0000,26090137.0000,27972921.0000
"DURHAM",3.8000000000000000e+01,"M",23244987.0000,23556829.0000,23398453.0000,23944016.0000
"EAST GRANBY",3.9000000000000000e+01,"H",15451144.0000,15697821.0000,15715876.0000,16194643.0000
"EAST HADDAM",4.0000000000000000e+01,"M",21013584.0000,21253861.0000,21255629.0000,21664700.0000
"EAST HAMPTON",4.1000000000000000e+01,"M",28659192.0000,29347660.0000,29051194.0000,30411616.0000
"EAST HARTFORD",4.2000000000000000e+01,"H",111797000.0000,115155000.0000,114429000.0000,119528000.0000
"EAST HAVEN",4.3000000000000000e+01,"NH",59178695.0000,60631831.0000,60340517.0000,63719197.0000
"EAST LYME",4.4000000000000000e+01,"NL",45657823.0000,46344139.0000,46199976.0000,47606326.0000
"EAST WINDSOR",4.5000000000000000e+01,"H",26486219.0000,27063848.0000,27150255.0000,28538070.0000
"EASTFORD",4.6000000000000000e+01,"W",3406808.0000,3506535.0000,3460078.0000,3618002.0000
"EASTON",4.7000000000000000e+01,"F",37507925.0000,38098917.0000,37703923.0000,39166819.0000
"ELLINGTON",4.8000000000000000e+01,"T",34866838.0000,35308880.0000,35260566.0000,36329099.0000
"ENFIELD",4.9000000000000000e+01,"H",77136000.0000,78936000.0000,78622000.0000,84069000.0000
"ESSEX",5.0000000000000000e+01,"M",20480971.0000,20694554.0000,20647251.0000,21007289.0000
"FAIRFIELD",5.1000000000000000e+01,"F",247576000.0000,250603000.0000,249458000.0000,254865000.0000
"FARMINGTON",5.2000000000000000e+01,"H",81928773.0000,82227880.0000,82143473.0000,82607095.0000
"FRANKLIN",5.3000000000000000e+01,"NL",4419076.0000,4444126.0000,4463746.0000,4508890.0000
"GLASTONBURY",5.4000000000000000e+01,"H",127582218.0000,128299243.0000,128169404.0000,129099649.0000
"GOSHEN",5.5000000000000000e+01,"L",9149786.0000,9220832.0000,9195367.0000,9326250.0000
"GRANBY",5.6000000000000000e+01,"H",32248758.0000,32556187.0000,32551967.0000,33074838.0000
"GREENWICH",5.7000000000000000e+01,"F",315311348.0000,318184576.0000,317031546.0000,323530850.0000
"GRISWOLD",5.8000000000000000e+01,"NL",16865547.0000,17347376.0000,17101455.0000,18111490.0000
"GROTON",5.9000000000000000e+01,"NL",78991533.0000,80232312.0000,80622318.0000,83178252.0000
"GROTON (City of)",6.0000000000000000e+01,,6286266.0000,6343834.0000,6376385.0000,6453437.0000
"GUILFORD",6.1000000000000000e+01,"NH",71772893.0000,72103279.0000,72089880.0000,72608666.0000
"HADDAM",6.2000000000000000e+01,"M",25722557.0000,25987612.0000,25896060.0000,27118239.0000
"HAMDEN",6.3000000000000000e+01,"NH",147483766.0000,149765959.0000,148490101.0000,152541293.0000
"HAMPTON",6.4000000000000000e+01,"W",3720546.0000,3807734.0000,3787539.0000,3999151.0000
"HARTFORD",6.5000000000000000e+01,"H",234216000.0000,247520000.0000,246757000.0000,288386000.0000
"HARTLAND",6.6000000000000000e+01,"H",4611908.0000,4678964.0000,4671067.0000,4829849.0000
"HARWINTON",6.7000000000000000e+01,"L",13634363.0000,13738679.0000,13808911.0000,14024185.0000
"HEBRON",6.8000000000000000e+01,"T",25518394.0000,25914117.0000,25810058.0000,26779363.0000
"KENT",6.9000000000000000e+01,"L",9346185.0000,9440500.0000,9464030.0000,9755286.0000
"KILLINGLY",7.0000000000000000e+01,"W",27961980.0000,28651840.0000,28440420.0000,29669468.0000
"KILLINGWORTH",7.1000000000000000e+01,"M",17593822.0000,17712046.0000,17704162.0000,17874444.0000
"LEBANON",7.2000000000000000e+01,"NL",15476522.0000,15807401.0000,15763985.0000,16245740.0000
"LEDYARD",7.3000000000000000e+01,"NL",29935084.0000,30378451.0000,30166885.0000,30795500.0000
"LISBON",7.4000000000000000e+01,"NL",7089107.0000,7211327.0000,7217476.0000,7406855.0000
"LITCHFIELD",7.5000000000000000e+01,"L",24186000.0000,24668000.0000,24598000.0000,25366000.0000
"LYME",7.6000000000000000e+01,"NL",8035201.0000,8145402.0000,8049498.0000,8288229.0000
"MADISON",7.7000000000000000e+01,"NH",67571381.0000,67926142.0000,67874523.0000,68673133.0000
"MANCHESTER",7.8000000000000000e+01,"H",125048000.0000,127784000.0000,126487000.0000,132245000.0000
"MANSFIELD",7.9000000000000000e+01,"T",26430170.0000,26865483.0000,26690783.0000,27477208.0000
"MARLBOROUGH",8.0000000000000000e+01,"H",17483173.0000,17659929.0000,17606378.0000,17895373.0000
"MERIDEN",8.1000000000000000e+01,"NH",110334477.0000,113481335.0000,112614880.0000,121852569.0000
"MIDDLEBURY",8.2000000000000000e+01,"NH",25585860.0000,25992390.0000,25827833.0000,26657079.0000
"MIDDLEFIELD",8.3000000000000000e+01,"M",12664082.0000,12872610.0000,12811138.0000,13163370.0000
"MIDDLETOWN",8.4000000000000000e+01,"M",100977000.0000,103264000.0000,102563000.0000,107503000.0000
"MILFORD",8.5000000000000000e+01,"NH",160923000.0000,163283000.0000,164405000.0000,171209000.0000
"MONROE",8.6000000000000000e+01,"F",66544399.0000,67210084.0000,67365002.0000,68187203.0000
"MONTVILLE",8.7000000000000000e+01,"NL",36735621.0000,37594865.0000,38416786.0000,40211565.0000
"MORRIS",8.8000000000000000e+01,"L",7529123.0000,7609991.0000,7576574.0000,7702339.0000
"NAUGATUCK",8.9000000000000000e+01,"NH",65379078.0000,68349828.0000,67419920.0000,78171269.0000
"NEW BRITAIN",9.0000000000000000e+01,"H",106211000.0000,108661000.0000,111258000.0000,122385000.0000
"NEW CANAAN",9.1000000000000000e+01,"F",115738779.0000,116331874.0000,116146075.0000,117691126.0000
"NEW FAIRFIELD",9.2000000000000000e+01,"F",41199288.0000,41434446.0000,41515417.0000,41865877.0000
"NEW HARTFORD",9.3000000000000000e+01,"L",17498226.0000,17794642.0000,17634847.0000,18139326.0000
"NEW HAVEN",9.4000000000000000e+01,"NH",227626731.0000,233426979.0000,230554731.0000,242432393.0000
"NEW LONDON",9.5000000000000000e+01,"NL",40705472.0000,41535473.0000,40938502.0000,42548684.0000
"NEW MILFORD",9.6000000000000000e+01,"L",70789310.0000,72246241.0000,71672524.0000,74231039.0000
"NEWINGTON",9.7000000000000000e+01,"H",82378000.0000,82937000.0000,83284000.0000,84307000.0000
"NEWTOWN",9.8000000000000000e+01,"F",95073707.0000,96019710.0000,95710736.0000,97774741.0000
"NORFOLK",9.9000000000000000e+01,"L",6162185.0000,6276277.0000,6280806.0000,6468825.0000
"NORTH BRANFORD",1.0000000000000000e+02,"NH",34481230.0000,34962731.0000,34873493.0000,35935667.0000
"NORTH CANAAN",1.0100000000000000e+02,"L",7222214.0000,7397796.0000,7353561.0000,7851803.0000
"NORTH HAVEN",1.0200000000000000e+02,"NH",73830387.0000,74961885.0000,74776699.0000,77488065.0000
"NORTH STONINGTON",1.0300000000000000e+02,"NL",12226257.0000,12488651.0000,12485005.0000,12977464.0000
"NORWALK",1.0400000000000000e+02,"F",266442259.0000,270616024.0000,267515149.0000,274034412.0000
"NORWICH",1.0500000000000000e+02,"NL",62361000.0000,64618000.0000,63598000.0000,67823000.0000
"OLD LYME",1.0600000000000000e+02,"NL",30415824.0000,30856122.0000,30736642.0000,31589080.0000
"OLD SAYBROOK",1.0700000000000000e+02,"M",35986561.0000,36228621.0000,36146745.0000,36558981.0000
"ORANGE",1.0800000000000000e+02,"NH",55421387.0000,55824616.0000,55847197.0000,56365321.0000
"OXFORD",1.0900000000000000e+02,"NH",33320400.0000,33952365.0000,33686013.0000,37833877.0000
"PLAINFIELD",1.1000000000000000e+02,"W",21624701.0000,22289566.0000,22177571.0000,23635969.0000
"PLAINVILLE",1.1100000000000000e+02,"H",40284279.0000,41281930.0000,40933051.0000,43425289.0000
"PLYMOUTH",1.1200000000000000e+02,"L",25390107.0000,26362764.0000,26183326.0000,29050977.0000
"POMFRET",1.1300000000000000e+02,"W",8061838.0000,8204203.0000,8184706.0000,8412904.0000
"PORTLAND",1.1400000000000000e+02,"M",24153209.0000,24508177.0000,24511885.0000,25113222.0000
"PRESTON",1.1500000000000000e+02,"NL",8737571.0000,8889980.0000,8922183.0000,9121125.0000
"PROSPECT",1.1600000000000000e+02,"NH",21446315.0000,21675928.0000,21668085.0000,22122949.0000
"PUTNAM",1.1700000000000000e+02,"W",9137201.0000,9382379.0000,9320505.0000,9944943.0000
"REDDING",1.1800000000000000e+02,"F",44324390.0000,45072306.0000,45232344.0000,47331033.0000
"RIDGEFIELD",1.1900000000000000e+02,"F",111152638.0000,112820333.0000,112683098.0000,117645310.0000
"ROCKY HILL",1.2000000000000000e+02,"H",55561652.0000,56093759.0000,56113290.0000,56952846.0000
"ROXBURY",1.2100000000000000e+02,"L",9068454.0000,9129764.0000,9153074.0000,9260831.0000
"SALEM",1.2200000000000000e+02,"NL",10416770.0000,10643547.0000,10697378.0000,11047549.0000
"SALISBURY",1.2300000000000000e+02,"L",11645157.0000,11717501.0000,11725620.0000,11883635.0000
"SCOTLAND",1.2400000000000000e+02,"W",3797579.0000,3905709.0000,3901573.0000,4091843.0000
"SEYMOUR",1.2500000000000000e+02,"NH",38543280.0000,39327332.0000,39242932.0000,40974729.0000
"SHARON",1.2600000000000000e+02,"L",9374031.0000,9645672.0000,9487876.0000,10162396.0000
"SHELTON",1.2700000000000000e+02,"F",99396719.0000,100574316.0000,100378210.0000,102891488.0000
"SHERMAN",1.2800000000000000e+02,"F",12113751.0000,12201952.0000,12202760.0000,12323339.0000
"SIMSBURY",1.2900000000000000e+02,"H",81089642.0000,81566288.0000,81553226.0000,82322138.0000
"SOMERS",1.3000000000000000e+02,"T",18369471.0000,18591286.0000,18484095.0000,18886598.0000
"SOUTH WINDSOR",1.3100000000000000e+02,"H",80566157.0000,81652659.0000,81317204.0000,84620133.0000
"SOUTHBURY",1.3200000000000000e+02,"NH",54441731.0000,54908421.0000,54688449.0000,55579015.0000
"SOUTHINGTON",1.3300000000000000e+02,"H",100471000.0000,101940000.0000,101556000.0000,104185000.0000
"SPRAGUE",1.3400000000000000e+02,"NL",4747266.0000,4907229.0000,4879026.0000,5188686.0000
"STAFFORD",1.3500000000000000e+02,"T",23630709.0000,24595606.0000,24163669.0000,26193366.0000
"STAMFORD",1.3600000000000000e+02,"F",425843754.0000,432391167.0000,431965361.0000,444285963.0000
"STERLING",1.3700000000000000e+02,"W",6593762.0000,6883006.0000,6738950.0000,7114193.0000
"STONINGTON",1.3800000000000000e+02,"NL",50005838.0000,50579257.0000,50435153.0000,51286825.0000
"STRATFORD",1.3900000000000000e+02,"F",151858937.0000,155392622.0000,152641686.0000,159526297.0000
"SUFFIELD",1.4000000000000000e+02,"H",34643065.0000,35062754.0000,34889653.0000,35702867.0000
"THOMASTON",1.4100000000000000e+02,"L",17364941.0000,17645073.0000,17744172.0000,18425304.0000
"THOMPSON",1.4200000000000000e+02,"W",13181012.0000,13480856.0000,13350985.0000,14110980.0000
"TOLLAND",1.4300000000000000e+02,"T",38481041.0000,38831162.0000,38825172.0000,39348911.0000
"TORRINGTON",1.4400000000000000e+02,"L",78960342.0000,78960342.0000,78960342.0000,78960342.0000
"TRUMBULL",1.4500000000000000e+02,"F",132867800.0000,135527523.0000,134111027.0000,138466349.0000
"UNION",1.4600000000000000e+02,"T",2263979.0000,2302943.0000,2285538.0000,2341749.0000
"VERNON",1.4700000000000000e+02,"T",57812300.0000,58684540.0000,58447170.0000,60201526.0000
"VOLUNTOWN",1.4800000000000000e+02,"NL",4658578.0000,4793824.0000,4777984.0000,5013890.0000
"WALLINGFORD",1.4900000000000000e+02,"NH",107020000.0000,109079000.0000,108354000.0000,113151000.0000
"WARREN",1.5000000000000000e+02,"L",4598166.0000,4632127.0000,4636807.0000,4681453.0000
"WASHINGTON",1.5100000000000000e+02,"L",14214529.0000,14415527.0000,14288038.0000,14621651.0000
"WATERBURY",1.5200000000000000e+02,"NH",214662000.0000,219431000.0000,217778000.0000,231984000.0000
"WATERFORD",1.5300000000000000e+02,"NL",72500641.0000,73236786.0000,73001057.0000,74553508.0000
"WATERTOWN",1.5400000000000000e+02,"L",46331796.0000,47107017.0000,46928769.0000,48230606.0000
"WEST HARTFORD",1.5500000000000000e+02,"H",208258000.0000,210066000.0000,209693000.0000,212633000.0000
"WEST HAVEN",1.5600000000000000e+02,"NH",86410454.0000,88111713.0000,87089158.0000,92247298.0000
"WESTBROOK",1.5700000000000000e+02,"M",23219812.0000,23482906.0000,23450267.0000,23990793.0000
"WESTON",1.5800000000000000e+02,"F",62927225.0000,63543227.0000,63681750.0000,64943246.0000
"WESTPORT",1.5900000000000000e+02,"F",169621448.0000,172477712.0000,172294529.0000,183396425.0000
"WETHERSFIELD",1.6000000000000000e+02,"H",74937870.0000,75725740.0000,75593449.0000,77829588.0000
"WILLINGTON",1.6100000000000000e+02,"T",11483077.0000,11514988.0000,11560331.0000,11624054.0000
"WILTON",1.6200000000000000e+02,"F",106284652.0000,107138324.0000,106953006.0000,109005493.0000
"WINCHESTER",1.6300000000000000e+02,"L",20315733.0000,20812765.0000,20663736.0000,21367551.0000
"WINDHAM",1.6400000000000000e+02,"W",31690999.0000,32411684.0000,32244104.0000,33169704.0000
"WINDSOR",1.6500000000000000e+02,"H",80340938.0000,81403784.0000,81427206.0000,82839171.0000
"WINDSOR LOCKS",1.6600000000000000e+02,"H",30633910.0000,31295874.0000,30975330.0000,32553243.0000
"WOLCOTT",1.6700000000000000e+02,"NH",31231420.0000,31801822.0000,31822497.0000,32692711.0000
"WOODBRIDGE",1.6800000000000000e+02,"NH",40235517.0000,40442516.0000,40416255.0000,40672739.0000
"WOODBURY",1.6900000000000000e+02,"L",27828798.0000,28362557.0000,28111103.0000,29371871.0000
"WOODSTOCK",1.7000000000000000e+02,"W",14338073.0000,14567089.0000,14508087.0000,14917404.0000
