TANF14%,TANF13%,MUNICIPALITY,numbered,2014 TANF RECIPIENTS,2013 TANF RECIPIENTS,Sort ID
6.3482259282135753e-03,6.0737080502367719e-03,"WINDSOR",1.6500000000000000e+02,1.8500000000000000e+02,1.7700000000000000e+02,40
6.2256163360172659e-03,5.8105752469494480e-03,"PLYMOUTH",1.1200000000000000e+02,7.5000000000000000e+01,7.0000000000000000e+01,41
5.8997050147492625e-03,5.6762313399481542e-03,"ENFIELD",4.9000000000000000e+01,2.6400000000000000e+02,2.5400000000000000e+02,42
5.7449253159708924e-03,4.9789352738414403e-03,"VOLUNTOWN",1.4800000000000000e+02,1.5000000000000000e+01,1.3000000000000000e+01,43
5.3533190578158455e-03,3.7473233404710922e-03,"HAMPTON",6.4000000000000000e+01,1.0000000000000000e+01,7.0000000000000000e+00,44
4.7086521483225424e-03,5.2972336668628602e-03,"SCOTLAND",1.2400000000000000e+02,8.0000000000000000e+00,9.0000000000000000e+00,45
4.6669710343428192e-03,4.4133313042154926e-03,"MONTVILLE",8.7000000000000000e+01,9.2000000000000000e+01,8.7000000000000000e+01,46
4.5287073994473440e-03,5.9103469450414491e-03,"STRATFORD",1.3900000000000000e+02,2.3600000000000000e+02,3.0800000000000000e+02,47
4.3698252069917206e-03,5.9797608095676176e-03,"LISBON",7.4000000000000000e+01,1.9000000000000000e+01,2.6000000000000000e+01,48
4.3183220234423196e-03,2.7143738433066007e-03,"COLCHESTER",2.8000000000000000e+01,7.0000000000000000e+01,4.4000000000000000e+01,49
4.2756539235412477e-03,5.7008718980549964e-03,"STAFFORD",1.3500000000000000e+02,5.1000000000000000e+01,6.8000000000000000e+01,50
4.2722384250820271e-03,4.6595880422894637e-03,"NORWALK",1.0400000000000000e+02,3.7500000000000000e+02,4.0900000000000000e+02,51
4.1208791208791210e-03,2.5510204081632651e-03,"CANTERBURY",2.2000000000000000e+01,2.1000000000000000e+01,1.3000000000000000e+01,52
4.1206382605646153e-03,4.1206382605646153e-03,"EAST WINDSOR",4.5000000000000000e+01,4.7000000000000000e+01,4.7000000000000000e+01,53
4.1075924208294687e-03,4.4388498741221678e-03,"LEDYARD",7.3000000000000000e+01,6.2000000000000000e+01,6.7000000000000000e+01,54
3.9957939011566771e-03,3.7854889589905363e-03,"PRESTON",1.1500000000000000e+02,1.9000000000000000e+01,1.8000000000000000e+01,55
3.9622899303183492e-03,4.5088126793277773e-03,"LEBANON",7.2000000000000000e+01,2.9000000000000000e+01,3.3000000000000000e+01,56
3.9314564313369339e-03,5.1981262845944270e-03,"DANBURY",3.4000000000000000e+01,3.2900000000000000e+02,4.3500000000000000e+02,57
3.8621688491943759e-03,4.0432080140003620e-03,"SEYMOUR",1.2500000000000000e+02,6.4000000000000000e+01,6.7000000000000000e+01,58
3.8003965631196301e-03,4.1308658294778589e-03,"BEACON FALLS",6.0000000000000000e+00,2.3000000000000000e+01,2.5000000000000000e+01,59
3.7790174554615799e-03,3.9139823645852083e-03,"WATERTOWN",1.5400000000000000e+02,8.4000000000000000e+01,8.7000000000000000e+01,60
3.6630036630036630e-03,1.4652014652014652e-03,"COLUMBIA",3.0000000000000000e+01,2.0000000000000000e+01,8.0000000000000000e+00,61
3.5271752822885411e-03,3.2523304550972263e-03,"SOUTHINGTON",1.3300000000000000e+02,1.5400000000000000e+02,1.4200000000000000e+02,62
3.5189597765539443e-03,3.4716195105016492e-03,"WEST HARTFORD",1.5500000000000000e+02,2.2300000000000000e+02,2.2000000000000000e+02,63
3.3943118479348292e-03,3.5015006431327713e-03,"BRANFORD",1.4000000000000000e+01,9.5000000000000000e+01,9.8000000000000000e+01,64
3.3893799428457499e-03,3.1678518420061585e-03,"WALLINGFORD",1.4900000000000000e+02,1.5300000000000000e+02,1.4300000000000000e+02,65
3.2683723993268128e-03,3.1951998829239736e-03,"SHELTON",1.2700000000000000e+02,1.3400000000000000e+02,1.3100000000000000e+02,66
3.2540067994171929e-03,2.2826614861583294e-03,"BERLIN",7.0000000000000000e+00,6.7000000000000000e+01,4.7000000000000000e+01,67
3.0945013092120925e-03,3.5705784337062606e-03,"SALEM",1.2200000000000000e+02,1.3000000000000000e+01,1.5000000000000000e+01,68
3.0618000161147371e-03,3.2229473853839334e-03,"COVENTRY",3.2000000000000000e+01,3.8000000000000000e+01,4.0000000000000000e+01,69
3.0196275792652239e-03,2.5163563160543532e-03,"FRANKLIN",5.3000000000000000e+01,6.0000000000000000e+00,5.0000000000000000e+00,70
2.9850746268656717e-03,3.8379530916844351e-03,"MORRIS",8.8000000000000000e+01,7.0000000000000000e+00,9.0000000000000000e+00,71
2.8621641978408235e-03,1.4561888024102435e-03,"ROCKY HILL",1.2000000000000000e+02,5.7000000000000000e+01,2.9000000000000000e+01,72
2.8350028350028352e-03,1.8900018900018900e-03,"NORTH STONINGTON",1.0300000000000000e+02,1.5000000000000000e+01,1.0000000000000000e+01,73
2.8294260307194824e-03,2.6273241713823769e-03,"BOLTON",1.2000000000000000e+01,1.4000000000000000e+01,1.3000000000000000e+01,74
2.8268551236749115e-03,1.9434628975265019e-03,"SOMERS",1.3000000000000000e+02,3.2000000000000000e+01,2.2000000000000000e+01,75
2.7852532133917987e-03,3.1804580612379320e-03,"MILFORD",8.5000000000000000e+01,1.4800000000000000e+02,1.6900000000000000e+02,76
2.7507405840033854e-03,2.6802087741571450e-03,"CROMWELL",3.3000000000000000e+01,3.9000000000000000e+01,3.8000000000000000e+01,77
2.7495769881556685e-03,3.9128595600676818e-03,"PORTLAND",1.1400000000000000e+02,2.6000000000000000e+01,3.7000000000000000e+01,78
2.6823134953897739e-03,3.8558256496227998e-03,"WILLINGTON",1.6100000000000000e+02,1.6000000000000000e+01,2.3000000000000000e+01,79
2.6659830812612150e-03,2.8197897974878237e-03,"WATERFORD",1.5300000000000000e+02,5.2000000000000000e+01,5.5000000000000000e+01,80
2.6650340332048834e-03,2.9531458205783842e-03,"NEW MILFORD",9.6000000000000000e+01,7.4000000000000000e+01,8.2000000000000000e+01,81
2.6555386949924128e-03,2.8831562974203340e-03,"CLINTON",2.7000000000000000e+01,3.5000000000000000e+01,3.8000000000000000e+01,82
2.6403337381845065e-03,1.6370069176743940e-03,"EAST LYME",4.4000000000000000e+01,5.0000000000000000e+01,3.1000000000000000e+01,83
2.6149487905861844e-03,2.3970363913706689e-03,"DEEP RIVER",3.6000000000000000e+01,1.2000000000000000e+01,1.1000000000000000e+01,84
2.5710014947683108e-03,2.9895366218236174e-03,"WOLCOTT",1.6700000000000000e+02,4.3000000000000000e+01,5.0000000000000000e+01,85
2.5557620817843866e-03,2.4783147459727386e-03,"EAST HAMPTON",4.1000000000000000e+01,3.3000000000000000e+01,3.2000000000000000e+01,86
2.4896265560165973e-03,2.4519049415314977e-03,"WETHERSFIELD",1.6000000000000000e+02,6.6000000000000000e+01,6.5000000000000000e+01,87
2.3438489801089575e-03,2.6605853287723297e-03,"ELLINGTON",4.8000000000000000e+01,3.7000000000000000e+01,4.2000000000000000e+01,88
2.2840531561461796e-03,2.4916943521594683e-03,"BETHEL",9.0000000000000000e+00,4.4000000000000000e+01,4.8000000000000000e+01,89
2.2109507088047859e-03,1.6907270126154247e-03,"NEWINGTON",9.7000000000000000e+01,6.8000000000000000e+01,5.2000000000000000e+01,90
2.1904393763690247e-03,2.9635356268522097e-03,"THOMASTON",1.4100000000000000e+02,1.7000000000000000e+01,2.3000000000000000e+01,91
2.1873860736419978e-03,2.9165147648559969e-03,"SHARON",1.2600000000000000e+02,6.0000000000000000e+00,8.0000000000000000e+00,92
2.1600864034561382e-03,1.5600624024960999e-03,"LITCHFIELD",7.5000000000000000e+01,1.8000000000000000e+01,1.3000000000000000e+01,93
2.0886419649943605e-03,2.5481431972931199e-03,"NORTH HAVEN",1.0200000000000000e+02,5.0000000000000000e+01,6.1000000000000000e+01,94
2.0338983050847458e-03,1.3559322033898306e-03,"MIDDLEFIELD",8.3000000000000000e+01,9.0000000000000000e+00,6.0000000000000000e+00,95
2.0331106593087424e-03,1.4522218995062445e-03,"NEW HARTFORD",9.3000000000000000e+01,1.4000000000000000e+01,1.0000000000000000e+01,96
2.0327633624297502e-03,1.3153174698074853e-03,"HADDAM",6.2000000000000000e+01,1.7000000000000000e+01,1.1000000000000000e+01,97
2.0214585600995178e-03,1.3994713108381278e-03,"MARLBOROUGH",8.0000000000000000e+01,1.3000000000000000e+01,9.0000000000000000e+00,98
1.9071735367651773e-03,1.9232002051413552e-03,"GREENWICH",5.7000000000000000e+01,1.1900000000000000e+02,1.2000000000000000e+02,99
1.8811398313941336e-03,3.2049048979307460e-03,"NORTH BRANFORD",1.0000000000000000e+02,2.7000000000000000e+01,4.6000000000000000e+01,100
1.7879492222420883e-03,1.6091543000178795e-03,"HARWINTON",6.7000000000000000e+01,1.0000000000000000e+01,9.0000000000000000e+00,101
1.7281105990783411e-03,0.0000000000000000e+00,"EASTFORD",4.6000000000000000e+01,3.0000000000000000e+00,0.0000000000000000e+00,102
1.6977928692699490e-03,2.0373514431239388e-03,"GOSHEN",5.5000000000000000e+01,5.0000000000000000e+00,6.0000000000000000e+00,103
1.6788349666185141e-03,1.4836215984070590e-03,"FARMINGTON",5.2000000000000000e+01,4.3000000000000000e+01,3.8000000000000000e+01,104
1.6682006442705936e-03,1.0066728025770824e-03,"GLASTONBURY",5.4000000000000000e+01,5.8000000000000000e+01,3.5000000000000000e+01,105
1.6544307724123668e-03,1.8612346189639127e-03,"PROSPECT",1.1600000000000000e+02,1.6000000000000000e+01,1.8000000000000000e+01,106
1.6246953696181965e-03,5.4156512320606550e-04,"SALISBURY",1.2300000000000000e+02,6.0000000000000000e+00,2.0000000000000000e+00,107
1.6091183372443849e-03,1.4750251424740194e-03,"TOLLAND",1.4300000000000000e+02,2.4000000000000000e+01,2.2000000000000000e+01,108
1.5427337241592102e-03,1.2341869793273681e-03,"NORTH CANAAN",1.0100000000000000e+02,5.0000000000000000e+00,4.0000000000000000e+00,109
1.5271838729383018e-03,1.5271838729383018e-03,"WOODBURY",1.6900000000000000e+02,1.5000000000000000e+01,1.5000000000000000e+01,110
1.5157256536566881e-03,3.7893141341417205e-03,"BOZRAH",1.3000000000000000e+01,4.0000000000000000e+00,1.0000000000000000e+01,111
1.4702468467074209e-03,1.6637003791689236e-03,"SOUTH WINDSOR",1.3100000000000000e+02,3.8000000000000000e+01,4.3000000000000000e+01,112
1.4517029592406477e-03,1.3400335008375210e-03,"WOODBRIDGE",1.6800000000000000e+02,1.3000000000000000e+01,1.2000000000000000e+01,113
1.4488935721812435e-03,1.8440463645943098e-03,"OLD LYME",1.0600000000000000e+02,1.1000000000000000e+01,1.4000000000000000e+01,114
1.4482958385632905e-03,1.1586366708506324e-03,"CANTON",2.3000000000000000e+01,1.5000000000000000e+01,1.2000000000000000e+01,115
1.4292520247737017e-03,2.1438780371605525e-03,"POMFRET",1.1300000000000000e+02,6.0000000000000000e+00,9.0000000000000000e+00,116
1.3828790649953160e-03,1.3828790649953160e-03,"GUILFORD",6.1000000000000000e+01,3.1000000000000000e+01,3.1000000000000000e+01,117
1.3821700069108500e-03,0.0000000000000000e+00,"WARREN",1.5000000000000000e+02,2.0000000000000000e+00,0.0000000000000000e+00,118
1.2687878196369314e-03,1.2687878196369314e-03,"OLD SAYBROOK",1.0700000000000000e+02,1.3000000000000000e+01,1.3000000000000000e+01,119
1.2025800809008418e-03,9.8392915710068872e-04,"EAST HADDAM",4.0000000000000000e+01,1.1000000000000000e+01,9.0000000000000000e+00,120
1.1887465328226125e-03,9.2458063663980981e-04,"MIDDLEBURY",8.2000000000000000e+01,9.0000000000000000e+00,7.0000000000000000e+00,121
1.1884718233138556e-03,3.4663761513320789e-04,"NEW CANAAN",9.1000000000000000e+01,2.4000000000000000e+01,7.0000000000000000e+00,122
1.1651390399254312e-03,1.1651390399254312e-03,"OXFORD",1.0900000000000000e+02,1.5000000000000000e+01,1.5000000000000000e+01,123
1.1586265009479672e-03,1.0532968190436064e-03,"BURLINGTON",2.0000000000000000e+01,1.1000000000000000e+01,1.0000000000000000e+01,124
1.1584129742253113e-03,1.3032145960034753e-03,"WESTBROOK",1.5700000000000000e+02,8.0000000000000000e+00,9.0000000000000000e+00,125
1.1511895625479663e-03,2.1105141980046049e-03,"EAST GRANBY",3.9000000000000000e+01,6.0000000000000000e+00,1.1000000000000000e+01,126
1.1401064099315936e-03,1.3934633899163921e-03,"SUFFIELD",1.4000000000000000e+02,1.8000000000000000e+01,2.2000000000000000e+01,127
1.1333109469442578e-03,8.8146406984553397e-04,"SIMSBURY",1.2900000000000000e+02,2.7000000000000000e+01,2.1000000000000000e+01,128
1.1311417462000707e-03,1.1311417462000707e-03,"NEW FAIRFIELD",9.2000000000000000e+01,1.6000000000000000e+01,1.6000000000000000e+01,129
1.1078100609295534e-03,1.0071000553905031e-03,"SOUTHBURY",1.3200000000000000e+02,2.2000000000000000e+01,2.0000000000000000e+01,130
1.0087685264219756e-03,1.2415612632885853e-03,"MANSFIELD",7.9000000000000000e+01,2.6000000000000000e+01,3.2000000000000000e+01,131
9.9598050723864414e-04,1.3872585636538256e-03,"NEWTOWN",9.8000000000000000e+01,2.8000000000000000e+01,3.9000000000000000e+01,132
9.3867334167709634e-04,7.3007926574885273e-04,"HEBRON",6.8000000000000000e+01,9.0000000000000000e+00,7.0000000000000000e+00,133
9.2461655607527465e-04,7.0705971935168066e-04,"AVON",4.0000000000000000e+00,1.7000000000000000e+01,1.3000000000000000e+01,134
9.2102233479161865e-04,6.9076675109371402e-04,"CHESTER",2.6000000000000000e+01,4.0000000000000000e+00,3.0000000000000000e+00,135
9.0378769205488451e-04,9.6951770602251252e-04,"FAIRFIELD",5.1000000000000000e+01,5.5000000000000000e+01,5.9000000000000000e+01,136
8.8315817362889695e-04,1.1481056257175660e-03,"GRANBY",5.6000000000000000e+01,1.0000000000000000e+01,1.3000000000000000e+01,137
8.6003010105353687e-04,8.6003010105353687e-04,"ORANGE",1.0800000000000000e+02,1.2000000000000000e+01,1.2000000000000000e+01,138
8.0106809078771691e-04,1.0680907877169560e-03,"BARKHAMSTED",5.0000000000000000e+00,3.0000000000000000e+00,4.0000000000000000e+00,139
7.7041602465331282e-04,6.1633281972265025e-04,"KILLINGWORTH",7.1000000000000000e+01,5.0000000000000000e+00,4.0000000000000000e+00,140
7.6563397227311255e-04,1.0937628175330179e-03,"TRUMBULL",1.4500000000000000e+02,2.8000000000000000e+01,4.0000000000000000e+01,141
6.8634179821551130e-04,0.0000000000000000e+00,"COLEBROOK",2.9000000000000000e+01,1.0000000000000000e+00,0.0000000000000000e+00,142
6.8050357264375636e-04,3.4025178632187818e-04,"KENT",6.9000000000000000e+01,2.0000000000000000e+00,1.0000000000000000e+00,143
6.5651260504201686e-04,1.3130252100840336e-04,"EASTON",4.7000000000000000e+01,5.0000000000000000e+00,1.0000000000000000e+00,144
6.5180102915951977e-04,9.2624356775300172e-04,"CHESHIRE",2.5000000000000000e+01,1.9000000000000000e+01,2.7000000000000000e+01,145
6.1106018942865871e-04,3.0553009471432934e-03,"ANDOVER",1.0000000000000000e+00,2.0000000000000000e+00,1.0000000000000000e+01,146
5.9594755661501785e-04,0.0000000000000000e+00,"NORFOLK",9.9000000000000000e+01,1.0000000000000000e+00,0.0000000000000000e+00,147
5.8590889116742349e-04,6.9576680826131541e-04,"WESTPORT",1.5900000000000000e+02,1.6000000000000000e+01,1.9000000000000000e+01,148
5.6721497447532619e-04,8.5082246171298923e-04,"WASHINGTON",1.5100000000000000e+02,2.0000000000000000e+00,3.0000000000000000e+00,149
5.6290458767238951e-04,2.8145229383619476e-04,"BETHLEHEM",1.0000000000000000e+01,2.0000000000000000e+00,1.0000000000000000e+00,150
5.6258790436005627e-04,7.0323488045007034e-04,"DARIEN",3.5000000000000000e+01,1.2000000000000000e+01,1.5000000000000000e+01,151
5.5460320661490366e-04,1.2604618332156903e-03,"MONROE",8.6000000000000000e+01,1.1000000000000000e+01,2.5000000000000000e+01,152
5.4340442874609423e-04,4.0755332155957070e-04,"DURHAM",3.8000000000000000e+01,4.0000000000000000e+00,3.0000000000000000e+00,153
5.0652146384703057e-04,1.5195643915410916e-03,"WOODSTOCK",1.7000000000000000e+02,4.0000000000000000e+00,1.2000000000000000e+01,154
4.9188391539596653e-04,7.6515275728261461e-04,"MADISON",7.7000000000000000e+01,9.0000000000000000e+00,1.4000000000000000e+01,155
4.7449584816132857e-04,1.2455516014234875e-03,"BROOKFIELD",1.8000000000000000e+01,8.0000000000000000e+00,2.1000000000000000e+01,156
4.5228403437358661e-04,9.0456806874717323e-04,"ESSEX",5.0000000000000000e+01,3.0000000000000000e+00,6.0000000000000000e+00,157
3.8565368299267258e-04,4.8206710374084071e-04,"WESTON",1.5800000000000000e+02,4.0000000000000000e+00,5.0000000000000000e+00,158
1.8050541516245486e-04,7.2202166064981946e-04,"BETHANY",8.0000000000000000e+00,1.0000000000000000e+00,4.0000000000000000e+00,159
1.6079755587715066e-04,3.2159511175430133e-04,"WILTON",1.6200000000000000e+02,3.0000000000000000e+00,6.0000000000000000e+00,160
1.0738831615120275e-04,2.1477663230240549e-04,"REDDING",1.1800000000000000e+02,1.0000000000000000e+00,2.0000000000000000e+00,161
7.9478620251152441e-05,1.1921793037672866e-04,"RIDGEFIELD",1.1900000000000000e+02,2.0000000000000000e+00,3.0000000000000000e+00,162
0.0000000000000000e+00,0.0000000000000000e+00,"BRIDGEWATER",1.6000000000000000e+01,0.0000000000000000e+00,0.0000000000000000e+00,163
0.0000000000000000e+00,0.0000000000000000e+00,"CORNWALL",3.1000000000000000e+01,0.0000000000000000e+00,0.0000000000000000e+00,164
0.0000000000000000e+00,4.6926325668700139e-04,"HARTLAND",6.6000000000000000e+01,0.0000000000000000e+00,1.0000000000000000e+00,165
0.0000000000000000e+00,0.0000000000000000e+00,"LYME",7.6000000000000000e+01,0.0000000000000000e+00,0.0000000000000000e+00,166
0.0000000000000000e+00,0.0000000000000000e+00,"ROXBURY",1.2100000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,167
0.0000000000000000e+00,2.7247956403269756e-04,"SHERMAN",1.2800000000000000e+02,0.0000000000000000e+00,1.0000000000000000e+00,168
0.0000000000000000e+00,0.0000000000000000e+00,"UNION",1.4600000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,169
