MUNICIPALITY,NUMBERED,TOWN CODE,Net Grand List - 2011 GL Year
"FRANKLIN",5.3000000000000000e+01,5.3000000000000000e+01,212355196.0000
"GLASTONBURY",5.4000000000000000e+01,5.4000000000000000e+01,4207613915.0000
"GOSHEN",5.5000000000000000e+01,5.5000000000000000e+01,613940005.0000
"GRANBY",5.6000000000000000e+01,5.6000000000000000e+01,1066837530.0000
"GREENWICH",5.7000000000000000e+01,5.7000000000000000e+01,30709850064.0000
"GRISWOLD",5.8000000000000000e+01,5.8000000000000000e+01,697647931.0000
"GROTON",5.9000000000000000e+01,5.9000000000000000e+01,3949777080.0000
"GROTON (City of)",6.0000000000000000e+01,,
"GUILFORD",6.1000000000000000e+01,6.0000000000000000e+01,3489689577.0000
"HADDAM",6.2000000000000000e+01,6.1000000000000000e+01,897304580.0000
"HAMDEN",6.3000000000000000e+01,6.2000000000000000e+01,4048765885.0000
"HAMPTON",6.4000000000000000e+01,6.3000000000000000e+01,154233737.0000
"HARTFORD",6.5000000000000000e+01,6.4000000000000000e+01,3398455123.0000
"HARTLAND",6.6000000000000000e+01,6.5000000000000000e+01,194348560.0000
"HARWINTON",6.7000000000000000e+01,6.6000000000000000e+01,565625094.0000
"HEBRON",6.8000000000000000e+01,6.7000000000000000e+01,768127730.0000
"KENT",6.9000000000000000e+01,6.8000000000000000e+01,665620489.0000
"KILLINGLY",7.0000000000000000e+01,6.9000000000000000e+01,1365179309.0000
"KILLINGWORTH",7.1000000000000000e+01,7.0000000000000000e+01,714579555.0000
"LEBANON",7.2000000000000000e+01,7.1000000000000000e+01,665504785.0000
"LEDYARD",7.3000000000000000e+01,7.2000000000000000e+01,1099086255.0000
"LISBON",7.4000000000000000e+01,7.3000000000000000e+01,367489421.0000
"LITCHFIELD",7.5000000000000000e+01,7.4000000000000000e+01,1108810149.0000
"LYME",7.6000000000000000e+01,7.5000000000000000e+01,608241038.0000
"MADISON",7.7000000000000000e+01,7.6000000000000000e+01,3453481910.0000
"MANCHESTER",7.8000000000000000e+01,7.7000000000000000e+01,3887671584.0000
"MANSFIELD",7.9000000000000000e+01,7.8000000000000000e+01,980397735.0000
"MARLBOROUGH",8.0000000000000000e+01,7.9000000000000000e+01,564965100.0000
"MERIDEN",8.1000000000000000e+01,8.0000000000000000e+01,3246242290.0000
"MIDDLEBURY",8.2000000000000000e+01,8.1000000000000000e+01,920245661.0000
"MIDDLEFIELD",8.3000000000000000e+01,8.2000000000000000e+01,401114270.0000
"MIDDLETOWN",8.4000000000000000e+01,8.3000000000000000e+01,3581095639.0000
"MILFORD",8.5000000000000000e+01,8.4000000000000000e+01,6399745248.0000
"MONROE",8.6000000000000000e+01,8.5000000000000000e+01,2296715433.0000
"MONTVILLE",8.7000000000000000e+01,8.6000000000000000e+01,1294677552.0000
"MORRIS",8.8000000000000000e+01,8.7000000000000000e+01,349444098.0000
"NAUGATUCK",8.9000000000000000e+01,8.8000000000000000e+01,2034453806.0000
"NEW BRITAIN",9.0000000000000000e+01,8.9000000000000000e+01,2948713573.0000
"NEW CANAAN",9.1000000000000000e+01,9.0000000000000000e+01,8248622291.0000
"NEW FAIRFIELD",9.2000000000000000e+01,9.1000000000000000e+01,1695691245.0000
"NEW HARTFORD",9.3000000000000000e+01,9.2000000000000000e+01,716719218.0000
"NEW HAVEN",9.4000000000000000e+01,9.3000000000000000e+01,5994731716.0000
"NEW LONDON",9.5000000000000000e+01,9.5000000000000000e+01,1564831279.0000
"NEW MILFORD",9.6000000000000000e+01,9.6000000000000000e+01,2867098845.0000
"NEWINGTON",9.7000000000000000e+01,9.4000000000000000e+01,2553181189.0000
"NEWTOWN",9.8000000000000000e+01,9.7000000000000000e+01,3950412514.0000
"NORFOLK",9.9000000000000000e+01,9.8000000000000000e+01,309817060.0000
"NORTH BRANFORD",1.0000000000000000e+02,9.9000000000000000e+01,1258800941.0000
"NORTH CANAAN",1.0100000000000000e+02,1.0000000000000000e+02,344468300.0000
"NORTH HAVEN",1.0200000000000000e+02,1.0100000000000000e+02,2826743805.0000
"NORTH STONINGTON",1.0300000000000000e+02,1.0200000000000000e+02,525171170.0000
"NORWALK",1.0400000000000000e+02,1.0300000000000000e+02,12808832698.0000
"NORWICH",1.0500000000000000e+02,1.0400000000000000e+02,2432705109.0000
"OLD LYME",1.0600000000000000e+02,1.0500000000000000e+02,1602010270.0000
"OLD SAYBROOK",1.0700000000000000e+02,1.0600000000000000e+02,2481098808.0000
"ORANGE",1.0800000000000000e+02,1.0700000000000000e+02,1781125417.0000
"OXFORD",1.0900000000000000e+02,1.0800000000000000e+02,1402989404.0000
"PLAINFIELD",1.1000000000000000e+02,1.0900000000000000e+02,1034874050.0000
"PLAINVILLE",1.1100000000000000e+02,1.1000000000000000e+02,1336143552.0000
"PLYMOUTH",1.1200000000000000e+02,1.1100000000000000e+02,756780585.0000
"POMFRET",1.1300000000000000e+02,1.1200000000000000e+02,357238604.0000
"PORTLAND",1.1400000000000000e+02,1.1300000000000000e+02,796696045.0000
"PRESTON",1.1500000000000000e+02,1.1400000000000000e+02,456396638.0000
"PROSPECT",1.1600000000000000e+02,1.1500000000000000e+02,783893087.0000
"PUTNAM",1.1700000000000000e+02,1.1600000000000000e+02,626596465.0000
"REDDING",1.1800000000000000e+02,1.1700000000000000e+02,1994881936.0000
"RIDGEFIELD",1.1900000000000000e+02,1.1800000000000000e+02,5602283978.0000
"ROCKY HILL",1.2000000000000000e+02,1.1900000000000000e+02,2156334725.0000
"ROXBURY",1.2100000000000000e+02,1.2000000000000000e+02,756359718.0000
"SALEM",1.2200000000000000e+02,1.2100000000000000e+02,358888125.0000
"SALISBURY",1.2300000000000000e+02,1.2200000000000000e+02,1148319453.0000
"SCOTLAND",1.2400000000000000e+02,1.2300000000000000e+02,129257750.0000
"SEYMOUR",1.2500000000000000e+02,1.2400000000000000e+02,1195045790.0000
"SHARON",1.2600000000000000e+02,1.2500000000000000e+02,847351980.0000
"SHELTON",1.2700000000000000e+02,1.2600000000000000e+02,4473838501.0000
"SHERMAN",1.2800000000000000e+02,1.2700000000000000e+02,755549608.0000
"SIMSBURY",1.2900000000000000e+02,1.2800000000000000e+02,2599467918.0000
"SOMERS",1.3000000000000000e+02,1.2900000000000000e+02,830716205.0000
"SOUTH WINDSOR",1.3100000000000000e+02,1.3200000000000000e+02,2771257781.0000
"SOUTHBURY",1.3200000000000000e+02,1.3000000000000000e+02,2605255257.0000
"SOUTHINGTON",1.3300000000000000e+02,1.3100000000000000e+02,3714867214.0000
"SPRAGUE",1.3400000000000000e+02,1.3300000000000000e+02,187971090.0000
"STAFFORD",1.3500000000000000e+02,1.3400000000000000e+02,767123195.0000
"STAMFORD",1.3600000000000000e+02,1.3500000000000000e+02,24294406240.0000
"STERLING",1.3700000000000000e+02,1.3600000000000000e+02,321796785.0000
"STONINGTON",1.3800000000000000e+02,1.3700000000000000e+02,3188057519.0000
"STRATFORD",1.3900000000000000e+02,1.3800000000000000e+02,4525385543.0000
"SUFFIELD",1.4000000000000000e+02,1.3900000000000000e+02,1407054334.0000
"THOMASTON",1.4100000000000000e+02,1.4000000000000000e+02,525998215.0000
"THOMPSON",1.4200000000000000e+02,1.4100000000000000e+02,608364372.0000
"TOLLAND",1.4300000000000000e+02,1.4200000000000000e+02,1293240010.0000
"TORRINGTON",1.4400000000000000e+02,1.4300000000000000e+02,2359143335.0000
"TRUMBULL",1.4500000000000000e+02,1.4400000000000000e+02,4436178214.0000
"UNION",1.4600000000000000e+02,1.4500000000000000e+02,97609850.0000
"VERNON",1.4700000000000000e+02,1.4600000000000000e+02,1738439714.0000
"VOLUNTOWN",1.4800000000000000e+02,1.4700000000000000e+02,194954334.0000
"WALLINGFORD",1.4900000000000000e+02,1.4800000000000000e+02,4180327454.0000
"WARREN",1.5000000000000000e+02,1.4900000000000000e+02,357792660.0000
"WASHINGTON",1.5100000000000000e+02,1.5000000000000000e+02,1254868260.0000
"WATERBURY",1.5200000000000000e+02,1.5100000000000000e+02,5307801573.0000
"WATERFORD",1.5300000000000000e+02,1.5200000000000000e+02,3712635087.0000
"WATERTOWN",1.5400000000000000e+02,1.5300000000000000e+02,1941581278.0000
"WEST HARTFORD",1.5500000000000000e+02,1.5500000000000000e+02,5878019742.0000
"WEST HAVEN",1.5600000000000000e+02,1.5600000000000000e+02,2823550390.0000
"WESTBROOK",1.5700000000000000e+02,1.5400000000000000e+02,1124402551.0000
"WESTON",1.5800000000000000e+02,1.5700000000000000e+02,2654820848.0000
"WESTPORT",1.5900000000000000e+02,1.5800000000000000e+02,9647133363.0000
"WETHERSFIELD",1.6000000000000000e+02,1.5900000000000000e+02,2329645400.0000
"WILLINGTON",1.6100000000000000e+02,1.6000000000000000e+02,479079625.0000
"WILTON",1.6200000000000000e+02,1.6100000000000000e+02,5112946800.0000
"WINCHESTER",1.6300000000000000e+02,1.6200000000000000e+02,818214774.0000
"WINDHAM",1.6400000000000000e+02,1.6300000000000000e+02,947434595.0000
"WINDSOR",1.6500000000000000e+02,1.6400000000000000e+02,2907640693.0000
"WINDSOR LOCKS",1.6600000000000000e+02,1.6500000000000000e+02,1153481514.0000
"WOLCOTT",1.6700000000000000e+02,1.6600000000000000e+02,1254860310.0000
"WOODBRIDGE",1.6800000000000000e+02,1.6700000000000000e+02,1197919870.0000
"WOODBURY",1.6900000000000000e+02,1.6800000000000000e+02,1231244157.0000
"WOODSTOCK",1.7000000000000000e+02,1.6900000000000000e+02,674083343.0000
