Municipality,numbered,County_Identifier,Curr_Year_Taxes_Collected,Curr_Year_Adjusted_Taxes_Collectible,Total_Taxes_Collected,Total_Adjusted_Taxes_Collectible
"GROTON",5.9000000000000000e+01,"NL",70214560.0000,71553729.0000,71185162.0000,73138910.0000
"GROTON (City of)",6.0000000000000000e+01,,5629826.0000,5678591.0000,5689874.0000,5752931.0000
"GUILFORD",6.1000000000000000e+01,"NH",61199469.0000,61568166.0000,61435409.0000,61990292.0000
"HADDAM",6.2000000000000000e+01,"M",22591741.0000,22944559.0000,22902785.0000,24271482.0000
"HAMDEN",6.3000000000000000e+01,"NH",124939737.0000,126857937.0000,125175546.0000,128540575.0000
"HAMPTON",6.4000000000000000e+01,"W",3567669.0000,3615988.0000,3612497.0000,3736950.0000
"HARTFORD",6.5000000000000000e+01,"H",233628000.0000,242777000.0000,238076000.0000,261556000.0000
"HARTLAND",6.6000000000000000e+01,"H",4478987.0000,4531051.0000,4526203.0000,4589625.0000
"HARWINTON",6.7000000000000000e+01,"L",12458553.0000,12692223.0000,12608051.0000,13326223.0000
"HEBRON",6.8000000000000000e+01,"T",22986675.0000,23357186.0000,23147943.0000,23801320.0000
"KENT",6.9000000000000000e+01,"L",8883964.0000,9009083.0000,8995356.0000,9265278.0000
"KILLINGLY",7.0000000000000000e+01,"W",24916013.0000,25550095.0000,25384611.0000,26562843.0000
"KILLINGWORTH",7.1000000000000000e+01,"M",16860567.0000,16968364.0000,16916757.0000,17044653.0000
"LEBANON",7.2000000000000000e+01,"NL",13320712.0000,13637167.0000,13614903.0000,14122157.0000
"LEDYARD",7.3000000000000000e+01,"NL",29577641.0000,29923981.0000,29886791.0000,30390260.0000
"LISBON",7.4000000000000000e+01,"NL",6034435.0000,6159481.0000,6125712.0000,6330346.0000
"LITCHFIELD",7.5000000000000000e+01,"L",22525000.0000,22969000.0000,22829000.0000,23458000.0000
"LYME",7.6000000000000000e+01,"NL",7427255.0000,7504027.0000,7464993.0000,7627962.0000
"MADISON",7.7000000000000000e+01,"NH",60476302.0000,60831212.0000,60703138.0000,61405573.0000
"MANCHESTER",7.8000000000000000e+01,"H",120113000.0000,122386000.0000,121640000.0000,126085000.0000
"MANSFIELD",7.9000000000000000e+01,"T",22991473.0000,23373467.0000,23281519.0000,23906743.0000
"MARLBOROUGH",8.0000000000000000e+01,"H",16043538.0000,16167143.0000,16113753.0000,16311407.0000
"MERIDEN",8.1000000000000000e+01,"NH",100430840.0000,103280297.0000,103034096.0000,110204213.0000
"MIDDLEBURY",8.2000000000000000e+01,"NH",24344670.0000,24709056.0000,24569639.0000,25149734.0000
"MIDDLEFIELD",8.3000000000000000e+01,"M",11385060.0000,11547990.0000,11521453.0000,11740657.0000
"MIDDLETOWN",8.4000000000000000e+01,"M",92382000.0000,94820000.0000,94050000.0000,98208000.0000
"MILFORD",8.5000000000000000e+01,"NH",145060000.0000,148212000.0000,146828000.0000,154157000.0000
"MONROE",8.6000000000000000e+01,"F",60054948.0000,60656250.0000,60562857.0000,61454623.0000
"MONTVILLE",8.7000000000000000e+01,"NL",30351203.0000,31098748.0000,30738432.0000,32239590.0000
"MORRIS",8.8000000000000000e+01,"L",7070694.0000,7119934.0000,7111885.0000,7186457.0000
"NAUGATUCK",8.9000000000000000e+01,"NH",60469539.0000,63348046.0000,62142918.0000,70158982.0000
"NEW BRITAIN",9.0000000000000000e+01,"H",99078000.0000,103248000.0000,102303000.0000,113715000.0000
"NEW CANAAN",9.1000000000000000e+01,"F",105981225.0000,106813692.0000,106520782.0000,108204165.0000
"NEW FAIRFIELD",9.2000000000000000e+01,"F",37447418.0000,37727021.0000,37710453.0000,38077818.0000
"NEW HARTFORD",9.3000000000000000e+01,"L",16649176.0000,16885851.0000,16854200.0000,17257263.0000
"NEW HAVEN",9.4000000000000000e+01,"NH",199464168.0000,204055698.0000,201424014.0000,209363327.0000
"NEW LONDON",9.5000000000000000e+01,"NL",38486682.0000,39393668.0000,38972838.0000,40660261.0000
"NEW MILFORD",9.6000000000000000e+01,"L",65612921.0000,66946399.0000,66595686.0000,68862143.0000
"NEWINGTON",9.7000000000000000e+01,"H",72143000.0000,72940000.0000,72553000.0000,73782000.0000
"NEWTOWN",9.8000000000000000e+01,"F",88934425.0000,89761007.0000,89544542.0000,90879118.0000
"NORFOLK",9.9000000000000000e+01,"L",5861433.0000,5988759.0000,5941485.0000,6134208.0000
"NORTH BRANFORD",1.0000000000000000e+02,"NH",31896753.0000,32439503.0000,32234427.0000,33101982.0000
"NORTH CANAAN",1.0100000000000000e+02,"L",7069177.0000,7278516.0000,7194300.0000,7623456.0000
"NORTH HAVEN",1.0200000000000000e+02,"NH",66453146.0000,67672698.0000,67284393.0000,70270942.0000
"NORTH STONINGTON",1.0300000000000000e+02,"NL",11837392.0000,12098048.0000,12036849.0000,12461753.0000
"NORWALK",1.0400000000000000e+02,"F",232231122.0000,236583751.0000,233434381.0000,239624179.0000
"NORWICH",1.0500000000000000e+02,"NL",52004000.0000,54309000.0000,52846000.0000,56721000.0000
"OLD LYME",1.0600000000000000e+02,"NL",28126451.0000,28487539.0000,28312433.0000,28957647.0000
"OLD SAYBROOK",1.0700000000000000e+02,"M",32295864.0000,32450024.0000,32530530.0000,32834846.0000
"ORANGE",1.0800000000000000e+02,"NH",48084381.0000,48482713.0000,48303075.0000,48827944.0000
"OXFORD",1.0900000000000000e+02,"NH",27400884.0000,27988747.0000,28016490.0000,33071830.0000
"PLAINFIELD",1.1000000000000000e+02,"W",19417948.0000,20173681.0000,19960085.0000,21502127.0000
"PLAINVILLE",1.1100000000000000e+02,"H",35572025.0000,36386181.0000,36173627.0000,37794307.0000
"PLYMOUTH",1.1200000000000000e+02,"L",23637046.0000,24510715.0000,24267833.0000,26395909.0000
"POMFRET",1.1300000000000000e+02,"W",7024870.0000,7110926.0000,7053026.0000,7179915.0000
"PORTLAND",1.1400000000000000e+02,"M",22119278.0000,22639587.0000,22383747.0000,23272115.0000
"PRESTON",1.1500000000000000e+02,"NL",7746451.0000,7966638.0000,7893979.0000,8207372.0000
"PROSPECT",1.1600000000000000e+02,"NH",19698397.0000,19977382.0000,19914906.0000,20464222.0000
"PUTNAM",1.1700000000000000e+02,"W",8104501.0000,8334607.0000,8236414.0000,8669858.0000
"REDDING",1.1800000000000000e+02,"F",40345062.0000,40826213.0000,40645696.0000,41236684.0000
"RIDGEFIELD",1.1900000000000000e+02,"F",106190473.0000,107467697.0000,106898492.0000,110256251.0000
"ROCKY HILL",1.2000000000000000e+02,"H",48452958.0000,48792629.0000,48780000.0000,49337970.0000
"ROXBURY",1.2100000000000000e+02,"L",7942980.0000,8011843.0000,8001986.0000,8078510.0000
"SALEM",1.2200000000000000e+02,"NL",9647308.0000,9844696.0000,9713969.0000,10012414.0000
"SALISBURY",1.2300000000000000e+02,"L",10600299.0000,10731061.0000,10664301.0000,10880275.0000
"SCOTLAND",1.2400000000000000e+02,"W",3269638.0000,3390512.0000,3325558.0000,3677424.0000
"SEYMOUR",1.2500000000000000e+02,"NH",34177857.0000,34909539.0000,34565415.0000,35946329.0000
"SHARON",1.2600000000000000e+02,"L",8166499.0000,8339055.0000,8286655.0000,8696771.0000
"SHELTON",1.2700000000000000e+02,"F",92978077.0000,94022020.0000,93556870.0000,95200664.0000
"SHERMAN",1.2800000000000000e+02,"F",11070739.0000,11132361.0000,11135199.0000,11205231.0000
"SIMSBURY",1.2900000000000000e+02,"H",76505051.0000,76960428.0000,76962366.0000,77759936.0000
"SOMERS",1.3000000000000000e+02,"T",16457607.0000,16611617.0000,16627264.0000,16914303.0000
"SOUTH WINDSOR",1.3100000000000000e+02,"H",72259961.0000,73246521.0000,72802600.0000,75709069.0000
"SOUTHBURY",1.3200000000000000e+02,"NH",53855484.0000,54189565.0000,54213399.0000,54785880.0000
"SOUTHINGTON",1.3300000000000000e+02,"H",88887000.0000,90299000.0000,89698000.0000,92133000.0000
"SPRAGUE",1.3400000000000000e+02,"NL",4575543.0000,4713751.0000,4700070.0000,4938518.0000
"STAFFORD",1.3500000000000000e+02,"T",19482829.0000,20012347.0000,19858586.0000,20911915.0000
"STAMFORD",1.3600000000000000e+02,"F",379624093.0000,385305080.0000,383398796.0000,398237541.0000
"STERLING",1.3700000000000000e+02,"W",6060629.0000,6397439.0000,6283962.0000,6851883.0000
"STONINGTON",1.3800000000000000e+02,"NL",46285280.0000,46896016.0000,46658549.0000,47376344.0000
"STRATFORD",1.3900000000000000e+02,"F",135494537.0000,137961016.0000,137442448.0000,141939572.0000
"SUFFIELD",1.4000000000000000e+02,"H",30459142.0000,30798127.0000,30745975.0000,31283268.0000
"THOMASTON",1.4100000000000000e+02,"L",15511321.0000,16017616.0000,15881902.0000,17259736.0000
"THOMPSON",1.4200000000000000e+02,"W",11573393.0000,11812548.0000,11734393.0000,12214091.0000
"TOLLAND",1.4300000000000000e+02,"T",35855624.0000,36178846.0000,36107419.0000,36559122.0000
"TORRINGTON",1.4400000000000000e+02,"L",68436733.0000,68436733.0000,68436733.0000,68436733.0000
"TRUMBULL",1.4500000000000000e+02,"F",117989031.0000,119885876.0000,119191533.0000,122221041.0000
"UNION",1.4600000000000000e+02,"T",2108129.0000,2111591.0000,2174064.0000,2180676.0000
"VERNON",1.4700000000000000e+02,"T",51114202.0000,51858264.0000,51799251.0000,53172549.0000
"VOLUNTOWN",1.4800000000000000e+02,"NL",4294782.0000,4445217.0000,4400417.0000,4655657.0000
"WALLINGFORD",1.4900000000000000e+02,"NH",96201000.0000,98091000.0000,98014000.0000,101269000.0000
"WARREN",1.5000000000000000e+02,"L",4121729.0000,4143003.0000,4136016.0000,4162296.0000
"WASHINGTON",1.5100000000000000e+02,"L",12612847.0000,12755804.0000,12710782.0000,12916495.0000
"WATERBURY",1.5200000000000000e+02,"NH",203816000.0000,210000000.0000,208305000.0000,233154000.0000
"WATERFORD",1.5300000000000000e+02,"NL",60140651.0000,60774086.0000,60411630.0000,61429497.0000
"WATERTOWN",1.5400000000000000e+02,"L",40639561.0000,41233397.0000,41027921.0000,41855265.0000
"WEST HARTFORD",1.5500000000000000e+02,"H",180087000.0000,181771000.0000,181455000.0000,184116000.0000
"WEST HAVEN",1.5600000000000000e+02,"NH",82646635.0000,84118885.0000,84335065.0000,91764051.0000
"WESTBROOK",1.5700000000000000e+02,"M",20494764.0000,20726781.0000,20715998.0000,21141259.0000
"WESTON",1.5800000000000000e+02,"F",60634803.0000,61367866.0000,61069951.0000,62155451.0000
"WESTPORT",1.5900000000000000e+02,"F",149456246.0000,152127173.0000,150435343.0000,157768637.0000
"WETHERSFIELD",1.6000000000000000e+02,"H",68899206.0000,69579789.0000,69346739.0000,70716613.0000
"WILLINGTON",1.6100000000000000e+02,"T",10577596.0000,10704831.0000,10661035.0000,10824576.0000
"WILTON",1.6200000000000000e+02,"F",95100117.0000,95867027.0000,95672711.0000,97204934.0000
"WINCHESTER",1.6300000000000000e+02,"L",19709579.0000,20100560.0000,20112797.0000,20791388.0000
"WINDHAM",1.6400000000000000e+02,"W",27551969.0000,28138933.0000,28225073.0000,29302792.0000
"WINDSOR",1.6500000000000000e+02,"H",75475905.0000,76374720.0000,76105856.0000,77407810.0000
"WINDSOR LOCKS",1.6600000000000000e+02,"H",27197116.0000,27792515.0000,27656146.0000,28785206.0000
"WOLCOTT",1.6700000000000000e+02,"NH",30063569.0000,30884784.0000,30784531.0000,32464776.0000
"WOODBRIDGE",1.6800000000000000e+02,"NH",37272674.0000,37537277.0000,37450073.0000,37856033.0000
"WOODBURY",1.6900000000000000e+02,"L",25312445.0000,25687041.0000,25555468.0000,26306538.0000
"WOODSTOCK",1.7000000000000000e+02,"W",13521480.0000,13720596.0000,13687314.0000,14003909.0000
