Municipality,Numbered,ADM 2008-09,NCE 2008-09
"LITCHFIELD         ",7.5000000000000000e+01,1.2347900000000000e+03,15944280.0000
"LYME               ",7.6000000000000000e+01,2.9761000000000001e+02,5129850.0000
"MADISON            ",7.7000000000000000e+01,3.8129899999999998e+03,44715096.0000
"MANCHESTER         ",7.8000000000000000e+01,7.4796400000000003e+03,98448923.0000
"MANSFIELD          ",7.9000000000000000e+01,1.9616700000000001e+03,30391247.0000
"MARLBOROUGH        ",8.0000000000000000e+01,1.2326300000000001e+03,13281900.0000
"MERIDEN            ",8.1000000000000000e+01,9.4843099999999995e+03,113167385.0000
"MIDDLEBURY         ",8.2000000000000000e+01,1.3655599999999999e+03,16440169.0000
"MIDDLEFIELD        ",8.3000000000000000e+01,7.3603999999999996e+02,9917956.0000
"MIDDLETOWN         ",8.4000000000000000e+01,5.2745799999999999e+03,70505835.0000
"MILFORD            ",8.5000000000000000e+01,7.3089200000000001e+03,101044930.0000
"MONROE             ",8.6000000000000000e+01,4.0825000000000000e+03,48416917.0000
"MONTVILLE          ",8.7000000000000000e+01,2.8424200000000001e+03,34679173.0000
"MORRIS             ",8.8000000000000000e+01,3.6797000000000003e+02,5482773.0000
"NAUGATUCK          ",8.9000000000000000e+01,5.0499700000000003e+03,64384435.0000
"NEW BRITAIN        ",9.0000000000000000e+01,1.0814580000000000e+04,128784553.0000
"NEW CANAAN         ",9.1000000000000000e+01,4.1061999999999998e+03,68181860.0000
"NEW FAIRFIELD      ",9.2000000000000000e+01,3.0251999999999998e+03,33170503.0000
"NEW HARTFORD       ",9.3000000000000000e+01,1.1572500000000000e+03,14350853.0000
"NEW HAVEN          ",9.4000000000000000e+01,1.8074310000000001e+04,306835258.0000
"NEW LONDON         ",9.5000000000000000e+01,3.5055200000000000e+03,47307606.0000
"NEW MILFORD        ",9.6000000000000000e+01,4.8121099999999997e+03,55470220.0000
"NEWINGTON          ",9.7000000000000000e+01,4.5251000000000004e+03,56525376.0000
"NEWTOWN            ",9.8000000000000000e+01,5.6269799999999996e+03,65626234.0000
"NORFOLK            ",9.9000000000000000e+01,2.5933999999999997e+02,3796274.0000
"NORTH BRANFORD     ",1.0000000000000000e+02,2.4993600000000001e+03,27355502.0000
"NORTH CANAAN       ",1.0100000000000000e+02,4.6310000000000002e+02,7499726.0000
"NORTH HAVEN        ",1.0200000000000000e+02,3.8469099999999999e+03,42892966.0000
"NORTH STONINGTON   ",1.0300000000000000e+02,8.0573000000000002e+02,11345795.0000
"NORWALK            ",1.0400000000000000e+02,1.0806389999999999e+04,165498634.0000
"NORWICH            ",1.0500000000000000e+02,5.5780100000000002e+03,73306886.0000
"OLD LYME           ",1.0600000000000000e+02,1.2051500000000001e+03,20772955.0000
"OLD SAYBROOK       ",1.0700000000000000e+02,1.6369800000000000e+03,20118044.0000
"ORANGE             ",1.0800000000000000e+02,2.5229299999999998e+03,33964961.0000
"OXFORD             ",1.0900000000000000e+02,2.2065999999999999e+03,24556586.0000
"PLAINFIELD         ",1.1000000000000000e+02,2.5429000000000001e+03,30794353.0000
"PLAINVILLE         ",1.1100000000000000e+02,2.5280999999999999e+03,32619465.0000
"PLYMOUTH           ",1.1200000000000000e+02,1.9946500000000001e+03,22090029.0000
"POMFRET            ",1.1300000000000000e+02,7.8141999999999996e+02,9056883.0000
"PORTLAND           ",1.1400000000000000e+02,1.4639600000000000e+03,17808609.0000
"PRESTON            ",1.1500000000000000e+02,7.2613000000000000e+02,10055811.0000
"PROSPECT           ",1.1600000000000000e+02,1.6177400000000000e+03,19103417.0000
"PUTNAM             ",1.1700000000000000e+02,1.2375999999999999e+03,17218225.0000
"REDDING            ",1.1800000000000000e+02,1.7921400000000001e+03,28686335.0000
"RIDGEFIELD         ",1.1900000000000000e+02,5.5866199999999999e+03,73450006.0000
"ROCKY HILL         ",1.2000000000000000e+02,2.6402399999999998e+03,30918480.0000
"ROXBURY            ",1.2100000000000000e+02,3.0851999999999998e+02,5710278.0000
"SALEM              ",1.2200000000000000e+02,8.0651999999999998e+02,10049901.0000
"SALISBURY          ",1.2300000000000000e+02,4.2723000000000002e+02,7623671.0000
"SCOTLAND           ",1.2400000000000000e+02,2.7064999999999998e+02,4144074.0000
"SEYMOUR            ",1.2500000000000000e+02,2.5688000000000002e+03,28155259.0000
"SHARON             ",1.2600000000000000e+02,3.0005000000000001e+02,6165899.0000
"SHELTON            ",1.2700000000000000e+02,5.6570799999999999e+03,65238108.0000
"SHERMAN            ",1.2800000000000000e+02,6.3024000000000001e+02,8029379.0000
"SIMSBURY           ",1.2900000000000000e+02,4.9606099999999997e+03,60450213.0000
"SOMERS             ",1.3000000000000000e+02,1.7019500000000000e+03,19377108.0000
"SOUTH WINDSOR      ",1.3100000000000000e+02,4.9645200000000004e+03,59850301.0000
"SOUTHBURY          ",1.3200000000000000e+02,3.2034400000000001e+03,38566664.0000
"SOUTHINGTON        ",1.3300000000000000e+02,6.8168199999999997e+03,79070025.0000
"SPRAGUE            ",1.3400000000000000e+02,4.5786000000000001e+02,5816910.0000
"STAFFORD           ",1.3500000000000000e+02,1.9396900000000001e+03,24599654.0000
"STAMFORD           ",1.3600000000000000e+02,1.4883730000000000e+04,237036675.0000
"STERLING           ",1.3700000000000000e+02,6.7877999999999997e+02,7457731.0000
"STONINGTON         ",1.3800000000000000e+02,2.5514200000000001e+03,30428483.0000
"STRATFORD          ",1.3900000000000000e+02,7.5985400000000000e+03,91213585.0000
"SUFFIELD           ",1.4000000000000000e+02,2.4475799999999999e+03,28918521.0000
"THOMASTON          ",1.4100000000000000e+02,1.3280799999999999e+03,14476258.0000
"THOMPSON           ",1.4200000000000000e+02,1.3924700000000000e+03,16279188.0000
"TOLLAND            ",1.4300000000000000e+02,3.2301500000000001e+03,33868360.0000
"TORRINGTON         ",1.4400000000000000e+02,4.8077100000000000e+03,62837316.0000
"TRUMBULL           ",1.4500000000000000e+02,6.8478599999999997e+03,82364585.0000
"UNION              ",1.4600000000000000e+02,1.1000000000000000e+02,1317964.0000
"VERNON             ",1.4700000000000000e+02,3.6378000000000002e+03,46566953.0000
"VOLUNTOWN          ",1.4800000000000000e+02,4.3437000000000000e+02,5953719.0000
"WALLINGFORD        ",1.4900000000000000e+02,6.9453400000000001e+03,84968070.0000
"WARREN             ",1.5000000000000000e+02,1.7490000000000001e+02,2606020.0000
"WASHINGTON         ",1.5100000000000000e+02,4.5649000000000001e+02,8448997.0000
"WATERBURY          ",1.5200000000000000e+02,1.7735580000000002e+04,230541402.0000
"WATERFORD          ",1.5300000000000000e+02,3.2564299999999998e+03,40288349.0000
"WATERTOWN          ",1.5400000000000000e+02,3.3344800000000000e+03,34292897.0000
"WEST HARTFORD      ",1.5500000000000000e+02,1.0111389999999999e+04,124618487.0000
"WEST HAVEN         ",1.5600000000000000e+02,7.3353199999999997e+03,83943257.0000
"WESTBROOK          ",1.5700000000000000e+02,9.7908000000000004e+02,13257258.0000
"WESTON             ",1.5800000000000000e+02,2.5816900000000001e+03,44044341.0000
"WESTPORT           ",1.5900000000000000e+02,5.7870299999999997e+03,94475798.0000
"WETHERSFIELD       ",1.6000000000000000e+02,3.9659699999999998e+03,50117485.0000
"WILLINGTON         ",1.6100000000000000e+02,8.2161000000000001e+02,11396324.0000
"WILTON             ",1.6200000000000000e+02,4.3959600000000000e+03,67095232.0000
"WINCHESTER         ",1.6300000000000000e+02,1.4635100000000000e+03,20364992.0000
"WINDHAM            ",1.6400000000000000e+02,3.3905500000000002e+03,47013760.0000
"WINDSOR            ",1.6500000000000000e+02,4.4612200000000003e+03,59655279.0000
"WINDSOR LOCKS      ",1.6600000000000000e+02,1.9725100000000000e+03,27665331.0000
"WOLCOTT            ",1.6700000000000000e+02,3.0984600000000000e+03,32066482.0000
"WOODBRIDGE         ",1.6800000000000000e+02,1.5747800000000000e+03,22602140.0000
"WOODBURY           ",1.6900000000000000e+02,1.4454400000000001e+03,19747300.0000
"WOODSTOCK          ",1.7000000000000000e+02,1.4117700000000000e+03,15146560.0000
