Municipality,numbered,TOWN CODE,Net Grand List - 2007 GL Year
"MERIDEN",8.1000000000000000e+01,8.0000000000000000e+01,3.6592044560000000e+09
"MIDDLEBURY",8.2000000000000000e+01,8.1000000000000000e+01,1.0610768580000000e+09
"MIDDLEFIELD",8.3000000000000000e+01,8.2000000000000000e+01,4.4897439800000000e+08
"MIDDLETOWN",8.4000000000000000e+01,8.3000000000000000e+01,3.4749012630000000e+09
"MILFORD",8.5000000000000000e+01,8.4000000000000000e+01,5.2518214500000000e+09
"MONROE",8.6000000000000000e+01,8.5000000000000000e+01,2.1155373740000000e+09
"MONTVILLE",8.7000000000000000e+01,8.6000000000000000e+01,1.4830305320000000e+09
"MORRIS",8.8000000000000000e+01,8.7000000000000000e+01,3.4827109300000000e+08
"NAUGATUCK",8.9000000000000000e+01,8.8000000000000000e+01,2.0135546600000000e+09
"NEW BRITAIN",9.0000000000000000e+01,8.9000000000000000e+01,2.9432904630000000e+09
"NEW CANAAN",9.1000000000000000e+01,9.0000000000000000e+01,7.0486941520000000e+09
"NEW FAIRFIELD",9.2000000000000000e+01,9.1000000000000000e+01,1.8343115690000000e+09
"NEW HARTFORD",9.3000000000000000e+01,9.2000000000000000e+01,5.7715199800000000e+08
"NEW HAVEN",9.4000000000000000e+01,9.3000000000000000e+01,4.9447910280000000e+09
"NEW LONDON",9.5000000000000000e+01,9.5000000000000000e+01,1.2721146600000000e+09
"NEW MILFORD",9.6000000000000000e+01,9.6000000000000000e+01,3.0274716100000000e+09
"NEWINGTON",9.7000000000000000e+01,9.4000000000000000e+01,2.6333168890000000e+09
"NEWTOWN",9.8000000000000000e+01,9.7000000000000000e+01,3.9129739830000000e+09
"NORFOLK",9.9000000000000000e+01,9.8000000000000000e+01,2.1501571200000000e+08
"NORTH BRANFORD",1.0000000000000000e+02,9.9000000000000000e+01,1.2842744550000000e+09
"NORTH CANAAN",1.0100000000000000e+02,1.0000000000000000e+02,3.4572017000000000e+08
"NORTH HAVEN",1.0200000000000000e+02,1.0100000000000000e+02,2.8878839520000000e+09
"NORTH STONINGTON",1.0300000000000000e+02,1.0200000000000000e+02,6.1941532300000000e+08
"NORWALK",1.0400000000000000e+02,1.0300000000000000e+02,1.0673887839000000e+10
"NORWICH",1.0500000000000000e+02,1.0400000000000000e+02,1.8518224250000000e+09
"OLD LYME",1.0600000000000000e+02,1.0500000000000000e+02,1.4993084120000000e+09
"OLD SAYBROOK",1.0700000000000000e+02,1.0600000000000000e+02,1.9442689700000000e+09
"ORANGE",1.0800000000000000e+02,1.0700000000000000e+02,1.7346247390000000e+09
"OXFORD",1.0900000000000000e+02,1.0800000000000000e+02,1.3664040050000000e+09
"PLAINFIELD",1.1000000000000000e+02,1.0900000000000000e+02,1.0070562370000000e+09
"PLAINVILLE",1.1100000000000000e+02,1.1000000000000000e+02,1.3834096200000000e+09
"PLYMOUTH",1.1200000000000000e+02,1.1100000000000000e+02,8.1622213300000000e+08
"POMFRET",1.1300000000000000e+02,1.1200000000000000e+02,3.4467448200000000e+08
"PORTLAND",1.1400000000000000e+02,1.1300000000000000e+02,8.3539668000000000e+08
"PRESTON",1.1500000000000000e+02,1.1400000000000000e+02,4.4104483800000000e+08
"PROSPECT",1.1600000000000000e+02,1.1500000000000000e+02,7.9615524000000000e+08
"PUTNAM",1.1700000000000000e+02,1.1600000000000000e+02,5.2169248000000000e+08
"REDDING",1.1800000000000000e+02,1.1700000000000000e+02,2.0083810390000000e+09
"RIDGEFIELD",1.1900000000000000e+02,1.1800000000000000e+02,5.4387406420000000e+09
"ROCKY HILL",1.2000000000000000e+02,1.1900000000000000e+02,1.6567963870000000e+09
"ROXBURY",1.2100000000000000e+02,1.2000000000000000e+02,7.3655895200000000e+08
"SALEM",1.2200000000000000e+02,1.2100000000000000e+02,4.2804459200000000e+08
"SALISBURY",1.2300000000000000e+02,1.2200000000000000e+02,1.1788249980000000e+09
"SCOTLAND",1.2400000000000000e+02,1.2300000000000000e+02,9.8302143000000000e+07
"SEYMOUR",1.2500000000000000e+02,1.2400000000000000e+02,1.3742627050000000e+09
"SHARON",1.2600000000000000e+02,1.2500000000000000e+02,5.5794544200000000e+08
"SHELTON",1.2700000000000000e+02,1.2600000000000000e+02,5.0370017900000000e+09
"SHERMAN",1.2800000000000000e+02,1.2700000000000000e+02,6.7387901700000000e+08
"SIMSBURY",1.2900000000000000e+02,1.2800000000000000e+02,2.5975696850000000e+09
"SOMERS",1.3000000000000000e+02,1.2900000000000000e+02,7.5649576400000000e+08
"SOUTH WINDSOR",1.3100000000000000e+02,1.3200000000000000e+02,2.6803676270000000e+09
"SOUTHBURY",1.3200000000000000e+02,1.3000000000000000e+02,2.6027612980000000e+09
"SOUTHINGTON",1.3300000000000000e+02,1.3100000000000000e+02,3.9139072280000000e+09
"SPRAGUE",1.3400000000000000e+02,1.3300000000000000e+02,1.8253331400000000e+08
"STAFFORD",1.3500000000000000e+02,1.3400000000000000e+02,7.8002918000000000e+08
"STAMFORD",1.3600000000000000e+02,1.3500000000000000e+02,2.3928735084000000e+10
"STERLING",1.3700000000000000e+02,1.3600000000000000e+02,3.1746515400000000e+08
"STONINGTON",1.3800000000000000e+02,1.3700000000000000e+02,3.0888245030000000e+09
"STRATFORD",1.3900000000000000e+02,1.3800000000000000e+02,4.5690504010000000e+09
"SUFFIELD",1.4000000000000000e+02,1.3900000000000000e+02,1.1254977920000000e+09
"THOMASTON",1.4100000000000000e+02,1.4000000000000000e+02,6.1281011500000000e+08
"THOMPSON",1.4200000000000000e+02,1.4100000000000000e+02,6.5925145300000000e+08
"TOLLAND",1.4300000000000000e+02,1.4200000000000000e+02,1.2216641340000000e+09
"TORRINGTON",1.4400000000000000e+02,1.4300000000000000e+02,1.9280406340000000e+09
"TRUMBULL",1.4500000000000000e+02,1.4400000000000000e+02,5.0488898320000000e+09
"UNION",1.4600000000000000e+02,1.4500000000000000e+02,7.3389783000000000e+07
"VERNON",1.4700000000000000e+02,1.4600000000000000e+02,1.8849485360000000e+09
"VOLUNTOWN",1.4800000000000000e+02,1.4700000000000000e+02,2.1972090700000000e+08
"WALLINGFORD",1.4900000000000000e+02,1.4800000000000000e+02,4.2619356000000000e+09
"WARREN",1.5000000000000000e+02,1.4900000000000000e+02,3.4440065000000000e+08
"WASHINGTON",1.5100000000000000e+02,1.5000000000000000e+02,9.8090721000000000e+08
"WATERBURY",1.5200000000000000e+02,1.5100000000000000e+02,5.2536042790000000e+09
"WATERFORD",1.5300000000000000e+02,1.5200000000000000e+02,3.6243981140000000e+09
"WATERTOWN",1.5400000000000000e+02,1.5300000000000000e+02,1.6829475120000000e+09
"WEST HARTFORD",1.5500000000000000e+02,1.5500000000000000e+02,4.8894303130000000e+09
"WEST HAVEN",1.5600000000000000e+02,1.5600000000000000e+02,3.0160688320000000e+09
"WESTBROOK",1.5700000000000000e+02,1.5400000000000000e+02,1.3177473600000000e+09
"WESTON",1.5800000000000000e+02,1.5700000000000000e+02,2.5540638880000000e+09
"WESTPORT",1.5900000000000000e+02,1.5800000000000000e+02,1.0612279428000000e+10
"WETHERSFIELD",1.6000000000000000e+02,1.5900000000000000e+02,2.0030324730000000e+09
"WILLINGTON",1.6100000000000000e+02,1.6000000000000000e+02,3.9801671300000000e+08
"WILTON",1.6200000000000000e+02,1.6100000000000000e+02,4.9710938050000000e+09
"WINCHESTER",1.6300000000000000e+02,1.6200000000000000e+02,8.1689020400000000e+08
"WINDHAM",1.6400000000000000e+02,1.6300000000000000e+02,9.2551845700000000e+08
"WINDSOR",1.6500000000000000e+02,1.6400000000000000e+02,2.5907376310000000e+09
"WINDSOR LOCKS",1.6600000000000000e+02,1.6500000000000000e+02,1.1532295400000000e+09
"WOLCOTT",1.6700000000000000e+02,1.6600000000000000e+02,1.3572067650000000e+09
"WOODBRIDGE",1.6800000000000000e+02,1.6700000000000000e+02,1.2201113100000000e+09
"WOODBURY",1.6900000000000000e+02,1.6800000000000000e+02,1.0510239400000000e+09
"WOODSTOCK",1.7000000000000000e+02,1.6900000000000000e+02,7.8334504100000000e+08
